s,m,C,C
Time,"Wall thickness","Wall_temperature","Back_wall_temperature"
 0.0000000E+000, 8.0000004E-003, 2.5000000E+001, 2.5000000E+001
 1.0000000E+000, 8.0000004E-003, 2.4999992E+001, 2.5000000E+001
 2.0000000E+000, 8.0000004E-003, 2.8779623E+001, 2.5000000E+001
 3.0000000E+000, 8.0000004E-003, 3.0981981E+001, 2.5000000E+001
 4.0000000E+000, 8.0000004E-003, 3.2788437E+001, 2.5000000E+001
 5.0000000E+000, 8.0000004E-003, 3.4317215E+001, 2.5000000E+001
 6.0000000E+000, 8.0000004E-003, 3.5673321E+001, 2.5000002E+001
 7.0000000E+000, 8.0000004E-003, 3.6900742E+001, 2.5000006E+001
 8.0000000E+000, 8.0000004E-003, 3.8030071E+001, 2.5000017E+001
 9.0000000E+000, 8.0000004E-003, 3.9080730E+001, 2.5000053E+001
 1.0000000E+001, 8.0000004E-003, 4.0066811E+001, 2.5000139E+001
 1.1000000E+001, 8.0000004E-003, 4.0998550E+001, 2.5000326E+001
 1.2000000E+001, 8.0000004E-003, 4.1883514E+001, 2.5000692E+001
 1.3000000E+001, 8.0000004E-003, 4.2728073E+001, 2.5001352E+001
 1.4000000E+001, 8.0000004E-003, 4.3537006E+001, 2.5002449E+001
 1.5000000E+001, 8.0000004E-003, 4.4314266E+001, 2.5004166E+001
 1.6000000E+001, 8.0000004E-003, 4.5063129E+001, 2.5006716E+001
 1.7000000E+001, 8.0000004E-003, 4.5786388E+001, 2.5010328E+001
 1.8000000E+001, 8.0000004E-003, 4.6486435E+001, 2.5015255E+001
 1.9000000E+001, 8.0000004E-003, 4.7165192E+001, 2.5021753E+001
 2.0000000E+001, 8.0000004E-003, 4.7824329E+001, 2.5030085E+001
 2.1000000E+001, 8.0000004E-003, 4.8465485E+001, 2.5040503E+001
 2.2000000E+001, 8.0000004E-003, 4.9089912E+001, 2.5053255E+001
 2.3000000E+001, 8.0000004E-003, 4.9698807E+001, 2.5068575E+001
 2.4000000E+001, 8.0000004E-003, 5.0293179E+001, 2.5086679E+001
 2.5000000E+001, 8.0000004E-003, 5.0873940E+001, 2.5107769E+001
 2.6000000E+001, 8.0000004E-003, 5.1441971E+001, 2.5132025E+001
 2.7000000E+001, 8.0000004E-003, 5.1998005E+001, 2.5159611E+001
 2.8000000E+001, 8.0000004E-003, 5.2542694E+001, 2.5190666E+001
 2.9000000E+001, 8.0000004E-003, 5.3076687E+001, 2.5225317E+001
 3.0000000E+001, 8.0000004E-003, 5.3600639E+001, 2.5263666E+001
 3.1000000E+001, 8.0000004E-003, 5.4114864E+001, 2.5305803E+001
 3.2000000E+001, 8.0000004E-003, 5.4620018E+001, 2.5351799E+001
 3.3000000E+001, 8.0000004E-003, 5.5116425E+001, 2.5401707E+001
 3.4000000E+001, 8.0000004E-003, 5.5604607E+001, 2.5455568E+001
 3.5000000E+001, 8.0000004E-003, 5.6084793E+001, 2.5513412E+001
 3.6000000E+001, 8.0000004E-003, 5.6557423E+001, 2.5575253E+001
 3.7000000E+001, 8.0000004E-003, 5.7022697E+001, 2.5641094E+001
 3.8000000E+001, 8.0000004E-003, 5.7481113E+001, 2.5710936E+001
 3.9000000E+001, 8.0000004E-003, 5.7932854E+001, 2.5784761E+001
 4.0000000E+001, 8.0000004E-003, 5.8378185E+001, 2.5862549E+001
 4.1000000E+001, 8.0000004E-003, 5.8817368E+001, 2.5944271E+001
 4.2000000E+001, 8.0000004E-003, 5.9250515E+001, 2.6029888E+001
 4.3000000E+001, 8.0000004E-003, 5.9677994E+001, 2.6119364E+001
 4.4000000E+001, 8.0000004E-003, 6.0099979E+001, 2.6212654E+001
 4.5000000E+001, 8.0000004E-003, 6.0516644E+001, 2.6309706E+001
 4.6000000E+001, 8.0000004E-003, 6.0928093E+001, 2.6410469E+001
 4.7000000E+001, 8.0000004E-003, 6.1334652E+001, 2.6514885E+001
 4.8000000E+001, 8.0000004E-003, 6.1736408E+001, 2.6622896E+001
 4.9000000E+001, 8.0000004E-003, 6.2133526E+001, 2.6734442E+001
 5.0000000E+001, 8.0000004E-003, 6.2526165E+001, 2.6849459E+001
 5.1000000E+001, 8.0000004E-003, 6.2914448E+001, 2.6967884E+001
 5.2000000E+001, 8.0000004E-003, 6.3298512E+001, 2.7089653E+001
 5.3000000E+001, 8.0000004E-003, 6.3678577E+001, 2.7214701E+001
 5.4000000E+001, 8.0000004E-003, 6.4054611E+001, 2.7342958E+001
 5.5000000E+001, 8.0000004E-003, 6.4426796E+001, 2.7474361E+001
 5.6000000E+001, 8.0000004E-003, 6.4795258E+001, 2.7608841E+001
 5.7000000E+001, 8.0000004E-003, 6.5160110E+001, 2.7746332E+001
 5.8000000E+001, 8.0000004E-003, 6.5521530E+001, 2.7886768E+001
 5.9000000E+001, 8.0000004E-003, 6.5879494E+001, 2.8030083E+001
 6.0000000E+001, 8.0000004E-003, 6.6234123E+001, 2.8176210E+001
 6.1000000E+001, 8.0000004E-003, 6.6585510E+001, 2.8325089E+001
 6.2000000E+001, 8.0000004E-003, 6.6933800E+001, 2.8476650E+001
 6.3000000E+001, 8.0000004E-003, 6.7279037E+001, 2.8630831E+001
 6.4000000E+001, 8.0000004E-003, 6.7621376E+001, 2.8787567E+001
 6.5000000E+001, 8.0000004E-003, 6.7960777E+001, 2.8946798E+001
 6.6000000E+001, 8.0000004E-003, 6.8297470E+001, 2.9108467E+001
 6.7000000E+001, 8.0000004E-003, 6.8631363E+001, 2.9272509E+001
 6.8000000E+001, 8.0000004E-003, 6.8962585E+001, 2.9438866E+001
 6.9000000E+001, 8.0000004E-003, 6.9291229E+001, 2.9607481E+001
 7.0000000E+001, 8.0000004E-003, 6.9617371E+001, 2.9778294E+001
 7.1000000E+001, 8.0000004E-003, 6.9941132E+001, 2.9951256E+001
 7.2000000E+001, 8.0000004E-003, 7.0262527E+001, 3.0126307E+001
 7.3000000E+001, 8.0000004E-003, 7.0581528E+001, 3.0303394E+001
 7.4000000E+001, 8.0000004E-003, 7.0898270E+001, 3.0482464E+001
 7.5000000E+001, 8.0000004E-003, 7.1212814E+001, 3.0663467E+001
 7.6000000E+001, 8.0000004E-003, 7.1525269E+001, 3.0846350E+001
 7.7000000E+001, 8.0000004E-003, 7.1835655E+001, 3.1031065E+001
 7.8000000E+001, 8.0000004E-003, 7.2143921E+001, 3.1217564E+001
 7.9000000E+001, 8.0000004E-003, 7.2450203E+001, 3.1405796E+001
 8.0000000E+001, 8.0000004E-003, 7.2754639E+001, 3.1595724E+001
 8.1000000E+001, 8.0000004E-003, 7.3057098E+001, 3.1787294E+001
 8.2000000E+001, 8.0000004E-003, 7.3357788E+001, 3.1980469E+001
 8.3000000E+001, 8.0000004E-003, 7.3656654E+001, 3.2175198E+001
 8.4000000E+001, 8.0000004E-003, 7.3953835E+001, 3.2371445E+001
 8.5000000E+001, 8.0000004E-003, 7.4249222E+001, 3.2569168E+001
 8.6000000E+001, 8.0000004E-003, 7.4543022E+001, 3.2768326E+001
 8.7000000E+001, 8.0000004E-003, 7.4835152E+001, 3.2968876E+001
 8.8000000E+001, 8.0000004E-003, 7.5125771E+001, 3.3170784E+001
 8.9000000E+001, 8.0000004E-003, 7.5414848E+001, 3.3374012E+001
 9.0000000E+001, 8.0000004E-003, 7.5702339E+001, 3.3578522E+001
 9.1000000E+001, 8.0000004E-003, 7.5988365E+001, 3.3784279E+001
 9.2000000E+001, 8.0000004E-003, 7.6273041E+001, 3.3991253E+001
 9.3000000E+001, 8.0000004E-003, 7.6556313E+001, 3.4199406E+001
 9.4000000E+001, 8.0000004E-003, 7.6838188E+001, 3.4408707E+001
 9.5000000E+001, 8.0000004E-003, 7.7118797E+001, 3.4619125E+001
 9.6000000E+001, 8.0000004E-003, 7.7398102E+001, 3.4830624E+001
 9.7000000E+001, 8.0000004E-003, 7.7676056E+001, 3.5043175E+001
 9.8000000E+001, 8.0000004E-003, 7.7952782E+001, 3.5256744E+001
 9.9000000E+001, 8.0000004E-003, 7.8228371E+001, 3.5471310E+001
 1.0000000E+002, 8.0000004E-003, 7.8502785E+001, 3.5686836E+001
 1.0100000E+002, 8.0000004E-003, 7.8776009E+001, 3.5903301E+001
 1.0200000E+002, 8.0000004E-003, 7.9048180E+001, 3.6120678E+001
 1.0300000E+002, 8.0000004E-003, 7.9319244E+001, 3.6338940E+001
 1.0400000E+002, 8.0000004E-003, 7.9589195E+001, 3.6558056E+001
 1.0500000E+002, 8.0000004E-003, 7.9858170E+001, 3.6778011E+001
 1.0600000E+002, 8.0000004E-003, 8.0126114E+001, 3.6998779E+001
 1.0700000E+002, 8.0000004E-003, 8.0393021E+001, 3.7220329E+001
 1.0800000E+002, 8.0000004E-003, 8.0659019E+001, 3.7442646E+001
 1.0900000E+002, 8.0000004E-003, 8.0924057E+001, 3.7665695E+001
 1.1000000E+002, 8.0000004E-003, 8.1188133E+001, 3.7889465E+001
 1.1100000E+002, 8.0000004E-003, 8.1451355E+001, 3.8113930E+001
 1.1200000E+002, 8.0000004E-003, 8.1713684E+001, 3.8339073E+001
 1.1300000E+002, 8.0000004E-003, 8.1975113E+001, 3.8564873E+001
 1.1400000E+002, 8.0000004E-003, 8.2235756E+001, 3.8791306E+001
 1.1500000E+002, 8.0000004E-003, 8.2495567E+001, 3.9018364E+001
 1.1600000E+002, 8.0000004E-003, 8.2754532E+001, 3.9246010E+001
 1.1700000E+002, 8.0000004E-003, 8.3012764E+001, 3.9474239E+001
 1.1800000E+002, 8.0000004E-003, 8.3270218E+001, 3.9703026E+001
 1.1900000E+002, 8.0000004E-003, 8.3526886E+001, 3.9932362E+001
 1.2000000E+002, 8.0000004E-003, 8.3782867E+001, 4.0162220E+001
 1.2100000E+002, 8.0000004E-003, 8.4038132E+001, 4.0392593E+001
 1.2200000E+002, 8.0000004E-003, 8.4292725E+001, 4.0623466E+001
 1.2300000E+002, 8.0000004E-003, 8.4546547E+001, 4.0854813E+001
 1.2400000E+002, 8.0000004E-003, 8.4799759E+001, 4.1086624E+001
 1.2500000E+002, 8.0000004E-003, 8.5052345E+001, 4.1318882E+001
 1.2600000E+002, 8.0000004E-003, 8.5304306E+001, 4.1551575E+001
 1.2700000E+002, 8.0000004E-003, 8.5555557E+001, 4.1784691E+001
 1.2800000E+002, 8.0000004E-003, 8.5806259E+001, 4.2018211E+001
 1.2900000E+002, 8.0000004E-003, 8.6056381E+001, 4.2252129E+001
 1.3000000E+002, 8.0000004E-003, 8.6305862E+001, 4.2486423E+001
 1.3100000E+002, 8.0000004E-003, 8.6554832E+001, 4.2721085E+001
 1.3200000E+002, 8.0000004E-003, 8.6803230E+001, 4.2956100E+001
 1.3300000E+002, 8.0000004E-003, 8.7051102E+001, 4.3191463E+001
 1.3400000E+002, 8.0000004E-003, 8.7298447E+001, 4.3427155E+001
 1.3500000E+002, 8.0000004E-003, 8.7545181E+001, 4.3663162E+001
 1.3600000E+002, 8.0000004E-003, 8.7791458E+001, 4.3899483E+001
 1.3700000E+002, 8.0000004E-003, 8.8037262E+001, 4.4136101E+001
 1.3800000E+002, 8.0000004E-003, 8.8282524E+001, 4.4373001E+001
 1.3900000E+002, 8.0000004E-003, 8.8527344E+001, 4.4610188E+001
 1.4000000E+002, 8.0000004E-003, 8.8771698E+001, 4.4847633E+001
 1.4100000E+002, 8.0000004E-003, 8.9015602E+001, 4.5085339E+001
 1.4200000E+002, 8.0000004E-003, 8.9259071E+001, 4.5323292E+001
 1.4300000E+002, 8.0000004E-003, 8.9502007E+001, 4.5561481E+001
 1.4400000E+002, 8.0000004E-003, 8.9744568E+001, 4.5799900E+001
 1.4500000E+002, 8.0000004E-003, 8.9986725E+001, 4.6038540E+001
 1.4600000E+002, 8.0000004E-003, 9.0228493E+001, 4.6277393E+001
 1.4700000E+002, 8.0000004E-003, 9.0469849E+001, 4.6516449E+001
 1.4800000E+002, 8.0000004E-003, 9.0710716E+001, 4.6755699E+001
 1.4900000E+002, 8.0000004E-003, 9.0951256E+001, 4.6995132E+001
 1.5000000E+002, 8.0000004E-003, 9.1191437E+001, 4.7234753E+001
 1.5100000E+002, 8.0000004E-003, 9.1431244E+001, 4.7474545E+001
 1.5200000E+002, 8.0000004E-003, 9.1670700E+001, 4.7714497E+001
 1.5300000E+002, 8.0000004E-003, 9.1909691E+001, 4.7954605E+001
 1.5400000E+002, 8.0000004E-003, 9.2148384E+001, 4.8194866E+001
 1.5500000E+002, 8.0000004E-003, 9.2386757E+001, 4.8435268E+001
 1.5600000E+002, 8.0000004E-003, 9.2624794E+001, 4.8675816E+001
 1.5700000E+002, 8.0000004E-003, 9.2862503E+001, 4.8916485E+001
 1.5800000E+002, 8.0000004E-003, 9.3099800E+001, 4.9157280E+001
 1.5900000E+002, 8.0000004E-003, 9.3336823E+001, 4.9398197E+001
 1.6000000E+002, 8.0000004E-003, 9.3573547E+001, 4.9639221E+001
 1.6100000E+002, 8.0000004E-003, 9.3809975E+001, 4.9880360E+001
 1.6200000E+002, 8.0000004E-003, 9.4046089E+001, 5.0121590E+001
 1.6300000E+002, 8.0000004E-003, 9.4281822E+001, 5.0362919E+001
 1.6400000E+002, 8.0000004E-003, 9.4517326E+001, 5.0604336E+001
 1.6500000E+002, 8.0000004E-003, 9.4752548E+001, 5.0845840E+001
 1.6600000E+002, 8.0000004E-003, 9.4987488E+001, 5.1087421E+001
 1.6700000E+002, 8.0000004E-003, 9.5222160E+001, 5.1329079E+001
 1.6800000E+002, 8.0000004E-003, 9.5456459E+001, 5.1570805E+001
 1.6900000E+002, 8.0000004E-003, 9.5690544E+001, 5.1812599E+001
 1.7000000E+002, 8.0000004E-003, 9.5924393E+001, 5.2054447E+001
 1.7100000E+002, 8.0000004E-003, 9.6157974E+001, 5.2296352E+001
 1.7200000E+002, 8.0000004E-003, 9.6391296E+001, 5.2538307E+001
 1.7300000E+002, 8.0000004E-003, 9.6624352E+001, 5.2780312E+001
 1.7400000E+002, 8.0000004E-003, 9.6857071E+001, 5.3022366E+001
 1.7500000E+002, 8.0000004E-003, 9.7089630E+001, 5.3264450E+001
 1.7600000E+002, 8.0000004E-003, 9.7321953E+001, 5.3506573E+001
 1.7700000E+002, 8.0000004E-003, 9.7554031E+001, 5.3748726E+001
 1.7800000E+002, 8.0000004E-003, 9.7785873E+001, 5.3990906E+001
 1.7900000E+002, 8.0000004E-003, 9.8017487E+001, 5.4233116E+001
 1.8000000E+002, 8.0000004E-003, 9.8248779E+001, 5.4475338E+001
 1.8100000E+002, 8.0000004E-003, 9.8479881E+001, 5.4717575E+001
 1.8200000E+002, 8.0000004E-003, 9.8710793E+001, 5.4959831E+001
 1.8300000E+002, 8.0000004E-003, 9.8941475E+001, 5.5202095E+001
 1.8400000E+002, 8.0000004E-003, 9.9171936E+001, 5.5444374E+001
 1.8500000E+002, 8.0000004E-003, 9.9402168E+001, 5.5686646E+001
 1.8600000E+002, 8.0000004E-003, 9.9632103E+001, 5.5928921E+001
 1.8700000E+002, 8.0000004E-003, 9.9861908E+001, 5.6171196E+001
 1.8800000E+002, 8.0000004E-003, 1.0009151E+002, 5.6413464E+001
 1.8900000E+002, 8.0000004E-003, 1.0032089E+002, 5.6655727E+001
 1.9000000E+002, 8.0000004E-003, 1.0055009E+002, 5.6897976E+001
 1.9100000E+002, 8.0000004E-003, 1.0077908E+002, 5.7140213E+001
 1.9200000E+002, 8.0000004E-003, 1.0100784E+002, 5.7382435E+001
 1.9300000E+002, 8.0000004E-003, 1.0123632E+002, 5.7624638E+001
 1.9400000E+002, 8.0000004E-003, 1.0146469E+002, 5.7866821E+001
 1.9500000E+002, 8.0000004E-003, 1.0169286E+002, 5.8108982E+001
 1.9600000E+002, 8.0000004E-003, 1.0192083E+002, 5.8351112E+001
 1.9700000E+002, 8.0000004E-003, 1.0214859E+002, 5.8593220E+001
 1.9800000E+002, 8.0000004E-003, 1.0237617E+002, 5.8835293E+001
 1.9900000E+002, 8.0000004E-003, 1.0260357E+002, 5.9077339E+001
 2.0000000E+002, 8.0000004E-003, 1.0283069E+002, 5.9319347E+001
 2.0100000E+002, 8.0000004E-003, 1.0305769E+002, 5.9561317E+001
 2.0200000E+002, 8.0000004E-003, 1.0328451E+002, 5.9803253E+001
 2.0300000E+002, 8.0000004E-003, 1.0351116E+002, 6.0045147E+001
 2.0400000E+002, 8.0000004E-003, 1.0373760E+002, 6.0286999E+001
 2.0500000E+002, 8.0000004E-003, 1.0396387E+002, 6.0528801E+001
 2.0600000E+002, 8.0000004E-003, 1.0418996E+002, 6.0770561E+001
 2.0700000E+002, 8.0000004E-003, 1.0441578E+002, 6.1012280E+001
 2.0800000E+002, 8.0000004E-003, 1.0464149E+002, 6.1253941E+001
 2.0900000E+002, 8.0000004E-003, 1.0486703E+002, 6.1495552E+001
 2.1000000E+002, 8.0000004E-003, 1.0509240E+002, 6.1737110E+001
 2.1100000E+002, 8.0000004E-003, 1.0531757E+002, 6.1978615E+001
 2.1200000E+002, 8.0000004E-003, 1.0554258E+002, 6.2220066E+001
 2.1300000E+002, 8.0000004E-003, 1.0576742E+002, 6.2461456E+001
 2.1400000E+002, 8.0000004E-003, 1.0599208E+002, 6.2702789E+001
 2.1500000E+002, 8.0000004E-003, 1.0621650E+002, 6.2944061E+001
 2.1600000E+002, 8.0000004E-003, 1.0644080E+002, 6.3185272E+001
 2.1700000E+002, 8.0000004E-003, 1.0666493E+002, 6.3426422E+001
 2.1800000E+002, 8.0000004E-003, 1.0688888E+002, 6.3667503E+001
 2.1900000E+002, 8.0000004E-003, 1.0711267E+002, 6.3908520E+001
 2.2000000E+002, 8.0000004E-003, 1.0733630E+002, 6.4149467E+001
 2.2100000E+002, 8.0000004E-003, 1.0755976E+002, 6.4390350E+001
 2.2200000E+002, 8.0000004E-003, 1.0778305E+002, 6.4631165E+001
 2.2300000E+002, 8.0000004E-003, 1.0800609E+002, 6.4871910E+001
 2.2400000E+002, 8.0000004E-003, 1.0822904E+002, 6.5112579E+001
 2.2500000E+002, 8.0000004E-003, 1.0845181E+002, 6.5353180E+001
 2.2600000E+002, 8.0000004E-003, 1.0867442E+002, 6.5593704E+001
 2.2700000E+002, 8.0000004E-003, 1.0889687E+002, 6.5834152E+001
 2.2800000E+002, 8.0000004E-003, 1.0911916E+002, 6.6074524E+001
