# Time [s], Thickness [m]
1.000000000000000000e+00,8.000000400000000303e-03
2.000000000000000000e+00,8.000000400000000303e-03
3.000000000000000000e+00,8.000000400000000303e-03
4.000000000000000000e+00,8.000000400000000303e-03
5.000000000000000000e+00,8.000000400000000303e-03
6.000000000000000000e+00,8.000000400000000303e-03
7.000000000000000000e+00,8.000000400000000303e-03
8.000000000000000000e+00,8.000000400000000303e-03
9.000000000000000000e+00,8.000000400000000303e-03
1.000000000000000000e+01,8.000000400000000303e-03
1.100000000000000000e+01,8.000000400000000303e-03
1.200000000000000000e+01,8.000000400000000303e-03
1.300000000000000000e+01,8.000000400000000303e-03
1.400000000000000000e+01,8.000000400000000303e-03
1.500000000000000000e+01,8.000000400000000303e-03
1.600000000000000000e+01,7.999999400000000829e-03
1.700000000000000000e+01,7.999999400000000829e-03
1.800000000000000000e+01,7.999999400000000829e-03
1.900000000000000000e+01,7.999999400000000829e-03
2.000000000000000000e+01,7.999998499999999221e-03
2.100000000000000000e+01,7.999997599999999348e-03
2.200000000000000000e+01,7.999995700000000001e-03
2.300000000000000000e+01,7.999992900000000781e-03
2.400000000000000000e+01,7.999988300000000080e-03
2.500000000000000000e+01,7.999982699999999905e-03
2.600000000000000000e+01,7.999973400000000637e-03
2.700000000000000000e+01,7.999960299999999205e-03
2.800000000000000000e+01,7.999942600000000542e-03
2.900000000000000000e+01,7.999918400000000096e-03
3.000000000000000000e+01,7.999885800000000255e-03
3.100000000000000000e+01,7.999842099999999664e-03
3.200000000000000000e+01,7.999784299999999904e-03
3.300000000000000000e+01,7.999708899999999345e-03
3.400000000000000000e+01,7.999613900000000777e-03
3.500000000000000000e+01,7.999492800000000681e-03
3.600000000000000000e+01,7.999341000000000090e-03
3.700000000000000000e+01,7.999152900000000566e-03
3.800000000000000000e+01,7.998921900000000723e-03
3.900000000000000000e+01,7.998641600000000115e-03
4.000000000000000000e+01,7.998303499999999747e-03
4.100000000000000000e+01,7.997900199999999696e-03
4.200000000000000000e+01,7.997422500000000295e-03
4.300000000000000000e+01,7.996860899999999606e-03
4.400000000000000000e+01,7.996207099999999568e-03
4.500000000000000000e+01,7.995452700000000787e-03
4.600000000000000000e+01,7.994587500000000652e-03
4.700000000000000000e+01,7.993605000000000849e-03
4.800000000000000000e+01,7.992495800000000775e-03
4.900000000000000000e+01,7.991254300000000255e-03
5.000000000000000000e+01,7.989875000000000449e-03
5.100000000000000000e+01,7.988354200000000530e-03
5.200000000000000000e+01,7.986687100000000594e-03
5.300000000000000000e+01,7.984872900000000370e-03
5.400000000000000000e+01,7.982804399999999731e-03
5.500000000000000000e+01,7.980694099999999583e-03
5.600000000000000000e+01,7.978439299999999165e-03
5.700000000000000000e+01,7.976050499999999890e-03
5.800000000000000000e+01,7.973521900000000648e-03
5.900000000000000000e+01,7.970860200000000687e-03
6.000000000000000000e+01,7.968068099999999626e-03
6.100000000000000000e+01,7.965154000000000331e-03
6.200000000000000000e+01,7.962123499999999507e-03
6.300000000000000000e+01,7.958983100000000671e-03
6.400000000000000000e+01,7.955742099999999623e-03
6.500000000000000000e+01,7.952406100000000005e-03
6.600000000000000000e+01,7.948983499999999480e-03
6.700000000000000000e+01,7.945482599999999576e-03
6.800000000000000000e+01,7.941910099999999542e-03
6.900000000000000000e+01,7.938273299999999699e-03
7.000000000000000000e+01,7.934580599999999442e-03
7.100000000000000000e+01,7.930837600000000681e-03
7.200000000000000000e+01,7.927050799999999994e-03
7.300000000000000000e+01,7.923226800000000500e-03
7.400000000000000000e+01,7.919369299999999556e-03
7.500000000000000000e+01,7.915486600000000428e-03
7.600000000000000000e+01,7.911580600000000726e-03
7.700000000000000000e+01,7.907656000000000754e-03
7.800000000000000000e+01,7.903717500000000812e-03
7.900000000000000000e+01,7.899767699999999185e-03
8.000000000000000000e+01,7.895807700000000151e-03
8.100000000000000000e+01,7.891841199999999334e-03
8.200000000000000000e+01,7.887869100000000078e-03
8.300000000000000000e+01,7.883891500000000246e-03
8.400000000000000000e+01,7.879910099999999987e-03
8.500000000000000000e+01,7.875924899999999299e-03
8.600000000000000000e+01,7.871935099999999644e-03
8.700000000000000000e+01,7.867940699999999288e-03
8.800000000000000000e+01,7.863940700000000492e-03
8.900000000000000000e+01,7.859934100000000312e-03
9.000000000000000000e+01,7.855921099999999685e-03
9.100000000000000000e+01,7.851900499999999936e-03
9.200000000000000000e+01,7.847870700000000518e-03
9.300000000000000000e+01,7.843831600000000098e-03
9.400000000000000000e+01,7.839783100000000809e-03
9.500000000000000000e+01,7.835723500000000771e-03
9.600000000000000000e+01,7.831653600000000257e-03
9.700000000000000000e+01,7.827573500000000600e-03
9.800000000000000000e+01,7.823483100000000467e-03
9.900000000000000000e+01,7.819383399999999332e-03
1.000000000000000000e+02,7.815273500000000789e-03
1.010000000000000000e+02,7.811154199999999909e-03
1.020000000000000000e+02,7.807026600000000101e-03
1.030000000000000000e+02,7.802891099999999767e-03
1.040000000000000000e+02,7.798747200000000039e-03
1.050000000000000000e+02,7.794596299999999658e-03
1.060000000000000000e+02,7.790437400000000019e-03
1.070000000000000000e+02,7.786271600000000195e-03
1.080000000000000000e+02,7.782098799999999719e-03
1.090000000000000000e+02,7.777918099999999585e-03
1.100000000000000000e+02,7.773729499999999792e-03
1.110000000000000000e+02,7.769533000000000342e-03
1.120000000000000000e+02,7.765327600000000025e-03
1.130000000000000000e+02,7.761112399999999835e-03
1.140000000000000000e+02,7.756887500000000241e-03
1.150000000000000000e+02,7.752652300000000170e-03
1.160000000000000000e+02,7.748405899999999749e-03
1.170000000000000000e+02,7.744147899999999710e-03
1.180000000000000000e+02,7.739878300000000051e-03
1.190000000000000000e+02,7.735595599999999829e-03
1.200000000000000000e+02,7.731300800000000251e-03
1.210000000000000000e+02,7.726992900000000108e-03
1.220000000000000000e+02,7.722672499999999607e-03
1.230000000000000000e+02,7.718339099999999876e-03
1.240000000000000000e+02,7.713992599999999582e-03
1.250000000000000000e+02,7.709633599999999795e-03
1.260000000000000000e+02,7.705260999999999708e-03
1.270000000000000000e+02,7.700875900000000128e-03
1.280000000000000000e+02,7.696478199999999721e-03
1.290000000000000000e+02,7.692067399999999618e-03
1.300000000000000000e+02,7.687644100000000022e-03
1.310000000000000000e+02,7.683207699999999862e-03
1.320000000000000000e+02,7.678757399999999733e-03
1.330000000000000000e+02,7.674294499999999644e-03
1.340000000000000000e+02,7.669817199999999849e-03
1.350000000000000000e+02,7.665325399999999879e-03
1.360000000000000000e+02,7.660819699999999940e-03
1.370000000000000000e+02,7.656298100000000217e-03
1.380000000000000000e+02,7.651761200000000047e-03
1.390000000000000000e+02,7.647208899999999830e-03
1.400000000000000000e+02,7.642639799999999956e-03
1.410000000000000000e+02,7.638053500000000287e-03
1.420000000000000000e+02,7.633449999999999958e-03
1.430000000000000000e+02,7.628828800000000097e-03
1.440000000000000000e+02,7.624189800000000239e-03
1.450000000000000000e+02,7.619532299999999710e-03
1.460000000000000000e+02,7.614856100000000176e-03
1.470000000000000000e+02,7.610161800000000108e-03
1.480000000000000000e+02,7.605448400000000032e-03
1.490000000000000000e+02,7.600716300000000085e-03
1.500000000000000000e+02,7.595964699999999993e-03
1.510000000000000000e+02,7.591193999999999893e-03
1.520000000000000000e+02,7.586403700000000049e-03
1.530000000000000000e+02,7.581593499999999923e-03
1.540000000000000000e+02,7.576763200000000316e-03
1.550000000000000000e+02,7.571912400000000223e-03
1.560000000000000000e+02,7.567040599999999909e-03
1.570000000000000000e+02,7.562147899999999839e-03
1.580000000000000000e+02,7.556881799999999941e-03
1.590000000000000000e+02,7.551636999999999933e-03
1.600000000000000000e+02,7.546396900000000227e-03
1.610000000000000000e+02,7.541181999999999573e-03
1.620000000000000000e+02,7.535983300000000107e-03
1.630000000000000000e+02,7.530793099999999636e-03
1.640000000000000000e+02,7.525605599999999652e-03
1.650000000000000000e+02,7.520414900000000312e-03
1.660000000000000000e+02,7.515216199999999978e-03
1.670000000000000000e+02,7.510005499999999889e-03
1.680000000000000000e+02,7.504778900000000016e-03
1.690000000000000000e+02,7.499534599999999746e-03
1.700000000000000000e+02,7.494270299999999593e-03
1.710000000000000000e+02,7.488983700000000077e-03
1.720000000000000000e+02,7.483672799999999646e-03
1.730000000000000000e+02,7.478336799999999764e-03
1.740000000000000000e+02,7.472974200000000351e-03
1.750000000000000000e+02,7.467584200000000269e-03
1.760000000000000000e+02,7.462165800000000043e-03
1.770000000000000000e+02,7.456717100000000327e-03
1.780000000000000000e+02,7.451237599999999649e-03
1.790000000000000000e+02,7.445727000000000075e-03
1.800000000000000000e+02,7.440184699999999665e-03
1.810000000000000000e+02,7.434608900000000409e-03
1.820000000000000000e+02,7.428998600000000230e-03
1.830000000000000000e+02,7.423354299999999732e-03
1.840000000000000000e+02,7.417674600000000174e-03
1.850000000000000000e+02,7.411959099999999682e-03
1.860000000000000000e+02,7.406207300000000257e-03
1.870000000000000000e+02,7.400418199999999821e-03
1.880000000000000000e+02,7.394591800000000111e-03
1.890000000000000000e+02,7.388726800000000247e-03
