Loop,Time,r0-A,r1-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r0-Hp,r1-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r0-nO2,r1-nO2,r0-qIgn,r1-qIgn,p0-rho,p1-rho,
55,15923.1150,3.96e+12,8.06e+13,1.0,0.0,1270.184336033644,1665.8198568939506,0.09846554780123254,0.34374678917220275,1.72e+05,2.23e+05,186808.42523921817,505746.98718043684,18689.809932810345,100000000.0,2.3279761975116222e-06,0.5824004219147116,0.7056687167394755,0.9999094465267298,0.94,0.3523546081676763,0.09268383122988069,0.00010738184214349237,0.00036315058233460514,1.1420987607201374,2.6685320210343857,0.0,0.0,18.385899332867417,20.311798653709577,1683.0,1235.0,
56,16172.8350,3.97e+12,7.76e+13,1.0,0.0,1270.200903986269,1651.18739296663,0.09860229407270621,0.33391909614635484,1.72e+05,2.21e+05,188406.79072893353,505520.6593943898,19092.2405329129,100000000.0,2.2991678099701415e-06,0.582392676753938,0.7087339204271719,0.999908592353487,0.94,0.35347079698130135,0.09437881600223187,0.00010823660214168262,0.0003684229284780602,1.153371188016982,2.703065511928943,0.0,0.0,18.40471900458146,20.38981761913055,1683.0,1235.0,
57,16401.5890,3.97e+12,7.62e+13,1.0,0.0,1269.7585013847097,1640.1512441739092,0.0978567786590755,0.3275239545501445,1.72e+05,2.23e+05,188240.57953721192,505593.72456430166,19145.218260907295,100000000.0,2.282078182286932e-06,0.5823868242868077,0.70920343104939,0.9999015559675654,0.94,0.35295331675756825,0.09516117512348216,0.00010809097698417573,0.00036613279238310837,1.1598501571160877,2.7103330510503603,0.0,0.0,18.435178903734826,20.397417954560332,1683.0,1235.0,
58,16624.4390,3.98e+12,7.56e+13,1.0,0.0,1269.7246734575037,1639.8912974630086,0.09743589722331009,0.32631547324412497,1.72e+05,2.22e+05,188548.84115616974,505482.07596128946,19221.792346650767,100000000.0,2.2696340983246246e-06,0.5823844973138266,0.709529041798987,0.999995198146656,0.94,0.3532163910977402,0.09559410264496071,0.00010813201295413642,0.0003673764010870142,1.1602454814935381,2.710429267822681,0.0,0.0,18.46021592789095,20.406883537889072,1683.0,1235.0,
59,16852.5900,3.98e+12,7.51e+13,1.0,0.0,1269.9629321706711,1618.456085310559,0.09775513149102726,0.3213658324788273,1.72e+05,2.22e+05,188534.73496070795,504417.72115048487,19332.625799338748,100000000.0,2.252330594998609e-06,0.5823943225419909,0.7105630246734603,0.9994432311314063,0.94,0.35316481661486354,0.09634091208116106,0.00010824730081856177,0.0003631583973290718,1.1661117361882634,2.7148760974201203,0.0,0.0,18.482619595343913,20.434692938454617,1683.0,1235.0,
60,17083.3800,3.96e+12,7.42e+13,1.0,0.0,1267.4574842083698,1603.601842157619,0.09807286200943027,0.3164295445209572,1.72e+05,2.22e+05,188180.48831108995,504377.083097743,19465.030027261797,100000000.0,2.2127140271089256e-06,0.5823742744541973,0.7119961320761543,0.999952650813777,0.94,0.35235419530039036,0.09708986318634745,0.00010852070710689349,0.00036099498345562754,1.1700850326690437,2.722988951579148,0.0,0.0,18.46760947951651,20.472553300897683,1683.0,1235.0,
61,17330.6070,3.94e+12,7.30e+13,1.0,0.0,1267.4103946628566,1585.4896864309487,0.09748139966736635,0.3119357241001467,1.72e+05,2.22e+05,187763.92894705205,502178.11202088906,19477.610959610785,100000000.0,2.19695856357595e-06,0.5823718988040804,0.7126515481881354,0.9996213590430256,0.94,0.3525095354051631,0.09755372123063251,0.00010766327211833085,0.0003552845426776234,1.170966413997756,2.7331625534744823,0.0,0.0,18.540834630758717,20.47436285449227,1683.0,1235.0,
62,17527.4240,3.89e+12,6.80e+13,1.0,0.0,1262.1218499133684,1501.823735811738,0.09750462736112539,0.2859634591754415,1.72e+05,2.22e+05,187485.66044608038,498889.3609553592,20054.077676403584,100000000.0,2.0652985507717393e-06,0.5823639950965125,0.7169983176374038,0.9997964353807001,0.94,0.35093257613560347,0.10235725554877625,0.00010792541549584699,0.0003418107511302642,1.192337514406849,2.76990911486197,0.0,0.0,18.648204371991177,20.61710660128768,1683.0,1235.0,
63,17729.9830,3.80e+12,5.87e+13,1.0,0.0,1255.343097760644,1366.6019741911546,0.0965825428478014,0.2405001265327552,1.72e+05,2.21e+05,185849.09607215523,489191.82709793735,20769.185830181115,100000000.0,1.8696722372816997e-06,0.5823361120528372,0.7273138467282245,0.9997129386228525,0.94,0.34985037679739484,0.10766891086587352,0.00010580180261381558,0.00031342257259853683,1.2197196825070464,2.8173478788442017,0.0,0.0,18.93978352731952,20.816546792598007,1683.0,1235.0,
64,17979.8080,3.75e+12,5.62e+13,1.0,0.0,1249.6136882129967,1278.0646635683852,0.0978547276074257,0.2205536277925239,1.73e+05,2.19e+05,184924.96352229186,486462.9167129604,21214.785991619792,100000000.0,1.6761369261723958e-06,0.582329472703432,0.7322970326977729,0.9998877232231302,0.94,0.3482157628613902,0.11107063436276596,0.00010630281987751432,0.00029727049832763434,1.2350846188790015,2.8362781267329913,0.0,0.0,19.02273892149107,20.94322581055102,1683.0,1235.0,
65,18234.1950,3.70e+12,5.39e+13,1.0,0.0,1245.3563904223138,1238.8606055833998,0.0972575652013398,0.21064340230751205,1.73e+05,2.21e+05,183707.69236950527,480907.6572188046,21368.42824787617,100000000.0,1.5419832023244042e-06,0.5823510797645193,0.7350980408873713,0.9996220458895757,0.94,0.3466486258637519,0.11232738545663493,0.0001053039521593515,0.00028632164827967037,1.237692055573265,2.8537470386055244,0.0,0.0,19.11244371556718,20.97329764255107,1683.0,1235.0,
66,18503.9470,3.66e+12,4.79e+13,1.0,0.0,1239.8723952770865,1148.2702142907065,0.09775905394974421,0.1826920693578153,1.73e+05,2.20e+05,182189.2347392618,473866.620419658,21712.41414182084,100000000.0,1.288845838579993e-06,0.5823628440368039,0.7458259201720432,0.999788877182813,0.94,0.3457487405109619,0.11414796894488557,0.00010375723847822948,0.000269072489452607,1.2556807130503,2.874067131151258,0.0,0.0,19.286372212745388,21.11643738918938,1683.0,1235.0,
67,18773.8410,3.64e+12,4.71e+13,1.0,0.0,1236.7210230518854,1100.6969097016558,0.09956887948691771,0.17474335660458837,1.73e+05,2.20e+05,181505.69794261976,469843.41003644216,21909.952694502797,100000000.0,1.253579172975045e-06,0.5823674116516133,0.7474332339708607,0.9994935679645619,0.94,0.34468710620532095,0.11561764960201348,0.00010410560000799101,0.00026030984199903204,1.2671391887401469,2.89162157235974,0.0,0.0,19.32720094713398,21.200718237544905,1683.0,1235.0,
68,19021.2790,3.60e+12,4.41e+13,1.0,0.0,1231.9090305330694,1037.8477694205762,0.09927431945409833,0.1617412363805193,1.73e+05,2.20e+05,179553.12083202082,463921.09839633614,22074.79110647981,100000000.0,1.1009921482085035e-06,0.5823660411731787,0.7532969479545593,0.9997245627652718,0.94,0.3427567122237571,0.11629595591098957,0.00010349726493812068,0.00024656582997921125,1.280420868585641,2.920770995609224,0.0,0.0,19.430367638008825,21.2472007054359,1683.0,1235.0,
69,19280.4050,3.57e+12,3.78e+13,1.0,0.0,1227.1127075487025,979.0878519966595,0.0989745418970801,0.1367237537795653,1.73e+05,2.18e+05,178628.31198672467,454850.7386597759,22483.07268142005,100000000.0,1.059462158328841e-06,0.5823419771427004,0.7607384454773525,0.9994438187634657,0.94,0.3419611936453437,0.11863952514940174,0.00010220581658416648,0.00023497291761319643,1.2979219885773987,2.942374935538698,0.0,0.0,19.67281122946393,21.3697835725622,1683.0,1235.0,
70,19567.2570,3.54e+12,3.71e+13,1.0,0.0,1226.4565941872606,974.4400535588097,0.09839590453539585,0.1340221780868061,1.73e+05,2.21e+05,178338.015544114,454168.3847378476,22622.180824592382,100000000.0,1.0513050412991966e-06,0.5823733731353454,0.7608996356069231,0.9992858897727716,0.94,0.3417431949967901,0.11914383076941687,0.00010140993508407265,0.0002323910959015593,1.297826447711791,2.9360932980689194,0.0,0.0,19.66762184052034,21.38312206825752,1683.0,1235.0,
71,19864.0661,3.57e+12,3.82e+13,1.0,0.0,1230.1913531278383,1021.1941122880595,0.0968492544513644,0.1412669692596423,1.73e+05,2.19e+05,179067.08014430542,459057.1224272002,22231.522165273345,100000000.0,1.0415764198573899e-06,0.5823612535642124,0.754906407653944,0.9995320996585506,0.94,0.3432185534588406,0.1180921891789943,0.00010089963659229594,0.00024096435755483183,1.2887031680415677,2.9189829561548803,0.0,0.0,19.68756428140575,21.2995351923546,1683.0,1235.0,
72,20166.2526,3.55e+12,3.77e+13,1.0,0.0,1227.5327850893927,1002.897690691648,0.0979812177873613,0.13921479836159037,1.73e+05,2.20e+05,178893.45722446448,456036.90813560726,22335.40753185657,100000000.0,1.0218047459031432e-06,0.5823719510840535,0.7553469949455711,0.9994856064453392,0.94,0.3424426027450175,0.1190348639268446,0.00010113420961133401,0.00023825352967128146,1.2930598585932915,2.925407075409762,0.0,0.0,19.682577705289894,21.342088177631847,1683.0,1235.0,
73,20467.2577,3.52e+12,3.45e+13,1.0,0.0,1225.7339597268601,958.1187872386092,0.09714469266554082,0.12546101275593818,1.73e+05,2.21e+05,178101.82402155013,454058.7199584118,22639.62803223566,100000000.0,1.0155194766035544e-06,0.5823777055635703,0.759039716386894,0.9995950301875907,0.94,0.34202517971697466,0.12030162129004951,0.00010032730105125228,0.00022939573563417274,1.3060539053002531,2.948607569571614,0.0,0.0,19.776663159540682,21.40635892723582,1683.0,1235.0,
74,20748.1298,3.53e+12,3.48e+13,1.0,0.0,1225.7833833272266,970.1531014349592,0.09713838262267101,0.1273645424683445,1.73e+05,2.20e+05,178236.21531272604,453668.3207140154,22582.71655982775,100000000.0,1.008684131712934e-06,0.5823789972483143,0.7584836280514908,0.9995919841262222,0.94,0.34217196778401143,0.12001774582013262,0.00010028990795906851,0.0002313761427618827,1.3019703264600184,2.943431836767729,0.0,0.0,19.783657809582856,21.390890439760298,1683.0,1235.0,
75,20987.8877,3.52e+12,3.29e+13,1.0,0.0,1225.4541449031071,970.0252204596109,0.09624449415791715,0.12087066210303815,1.73e+05,2.20e+05,178110.31513235427,452704.44048036786,22591.732499535385,100000000.0,9.852380629193676e-07,0.5823797718315475,0.7577254266151197,0.9996661489921523,0.94,0.3425989827512749,0.12042441607023455,9.914695065901248e-05,0.00023011153297861027,1.3013973309025884,2.9419874478785975,0.0,0.0,19.881252972678034,21.40017248227009,1683.0,1235.0,
76,21233.9560,3.49e+12,2.81e+13,1.0,0.0,1221.5895417472207,957.2692016134098,0.09498213079457465,0.10701570381450504,1.73e+05,2.20e+05,177572.44738095312,445389.06714947405,22698.18759682282,100000000.0,9.67891078798044e-07,0.5823801549189156,0.7572216319057765,0.9998426249606019,0.94,0.34227737579950995,0.1222470235171999,9.731902233804891e-05,0.00022641698833974827,1.3076650334468822,2.9534542196737474,0.0,0.0,20.075354174490762,21.443139696256104,1683.0,1235.0,
77,21479.7520,3.49e+12,2.67e+13,1.0,0.0,1222.7416300554278,974.522944944957,0.09395821976352298,0.10412457279989513,1.73e+05,2.20e+05,178084.86063253885,444848.7021276776,22664.64436336446,100000000.0,9.473617379699764e-07,0.5823850784745548,0.7547663571671989,0.9999409089779256,0.94,0.3432877824006179,0.12252902993985572,9.628116972692743e-05,0.00022947240230563633,1.3053885760306732,2.952563204861157,0.0,0.0,20.130012694096827,21.428199830198103,1683.0,1235.0,
78,21709.6560,3.49e+12,2.38e+13,1.0,0.0,1221.4720475483136,977.0070028542822,0.09273781148946147,0.09407858080967449,1.73e+05,2.20e+05,177965.56136193292,442180.51093095297,22709.690339959074,100000000.0,9.317017453892601e-07,0.5823832655270935,0.7536721306713409,0.9999804945853765,0.94,0.3436128930413236,0.1234316499130367,9.475612192721175e-05,0.00022822537820108967,1.30429793340853,2.9520379784861124,0.0,0.0,20.26437053763408,21.4379077424717,1683.0,1235.0,
79,21933.8150,3.50e+12,2.25e+13,1.0,0.0,1223.3920802475786,1006.4265952319511,0.09183794148550548,0.09360241203713063,1.73e+05,2.20e+05,178367.7278427168,442562.82287960965,22517.517732071512,100000000.0,9.138651258985497e-07,0.5823899928793212,0.7523703109281388,0.999932714922976,0.94,0.34472680374273856,0.12235106097178078,9.360093313963007e-05,0.00023357327873702624,1.2989046928142975,2.9509413308878827,0.0,0.0,20.31826531145267,21.399317035780697,1683.0,1235.0,
80,22151.8240,3.51e+12,2.12e+13,1.0,0.0,1222.9624383766293,1003.5670107962113,0.09147449985310238,0.08833262873291065,1.73e+05,2.20e+05,177871.8401043184,440046.34901780344,22518.25557418922,100000000.0,8.912203564496035e-07,0.5823890803644278,0.751814584368799,0.9999420978554014,0.94,0.3448998737076129,0.12246864540505542,9.241583105691812e-05,0.00023045207433301486,1.2974570168110895,2.9393272267234165,0.0,0.0,20.399196500857393,21.408782707735526,1683.0,1235.0,
81,22371.7260,3.56e+12,2.06e+13,1.0,0.0,1226.089349177073,1040.2926502645985,0.09066576120597222,0.08640379648342991,1.73e+05,2.20e+05,178159.53570935037,440982.06863152416,22213.260498913864,100000000.0,8.627104112106613e-07,0.5823991931057344,0.7500351618335287,0.999832041435607,0.94,0.3464760816845837,0.12050683825210262,9.077825184878747e-05,0.00023513955259797222,1.2843743452428744,2.9182017789017918,0.0,0.0,20.44364760630185,21.342850878545274,1683.0,1235.0,
82,22603.5590,3.55e+12,1.90e+13,1.0,0.0,1226.4260228137837,1064.9073790322277,0.08941924483020376,0.08562303872258223,1.73e+05,2.19e+05,178060.2584890446,438486.23781143874,22086.1107816773,100000000.0,8.444064125254789e-07,0.5823995099722237,0.7486972954179629,0.99974767651894,0.94,0.347069304923219,0.12004423541980272,8.927230387633742e-05,0.0002376367084845245,1.277219444541382,2.9174720842777933,0.0,0.0,20.544702708556116,21.30885078621757,1683.0,1235.0,
83,22872.4510,3.55e+12,1.91e+13,1.0,0.0,1225.3605550563773,1058.087325332925,0.08974886681802166,0.0840406504480192,1.73e+05,2.19e+05,177828.7077968759,439112.2418349789,22083.161264179478,100000000.0,8.423525197739835e-07,0.5823987072436423,0.7491385682085094,0.9998468670848989,0.94,0.3467298463544932,0.12003076322479159,8.926660098812284e-05,0.00023669853188863738,1.279360750079983,2.9153990797398786,0.0,0.0,20.53849172641773,21.331128762809325,1683.0,1235.0,
84,23142.7060,3.55e+12,1.91e+13,1.0,0.0,1225.3605550563773,1058.087325332925,0.08974886681802166,0.0840406504480192,1.73e+05,2.19e+05,177828.7077968759,439112.2418349789,22083.161264179478,100000000.0,8.423525197739835e-07,0.5823987072436423,0.7491385682085094,0.9998468670848989,0.94,0.3467298463544932,0.12003076322479159,8.926660098812284e-05,0.00023669853188863738,1.279360750079983,2.9153990797398786,0.0,0.0,20.53849172641773,21.331128762809325,1683.0,1235.0,
85,23398.6130,3.56e+12,1.88e+13,1.0,0.0,1226.205332357058,1067.7090195746664,0.08927203276626622,0.08372206437874836,1.73e+05,2.19e+05,177897.9558941899,438476.18107116426,22026.74084305991,100000000.0,8.404199680154122e-07,0.5824001144860287,0.7483618015836518,0.9998204888773218,0.94,0.3471157181740811,0.11977208232292652,8.886797772877942e-05,0.00023755048477174884,1.276064020311635,2.91206332227923,0.0,0.0,20.56587260829876,21.305971843219847,1683.0,1235.0,
86,23645.4780,3.55e+12,1.88e+13,1.0,0.0,1225.7217005015345,1059.4876008559718,0.0895276836839449,0.08313315256499808,1.73e+05,2.19e+05,177873.24622278227,438746.1418660157,22079.34692969022,100000000.0,8.392225885869994e-07,0.5823992420871552,0.7488412530039263,0.9998575709006079,0.94,0.3469418302505519,0.12007820092856519,8.910152309505451e-05,0.00023667556990329566,1.2790344028497211,2.9164021543247793,0.0,0.0,20.562075482907773,21.325315165231974,1683.0,1235.0,
87,23894.1520,3.55e+12,1.88e+13,1.0,0.0,1225.7927430400414,1062.552600287846,0.08956838225160996,0.08348535209973279,1.73e+05,2.19e+05,177811.68469534663,438731.48649514175,22019.530971284905,100000000.0,8.384433124929377e-07,0.5823968261547158,0.7488974473101518,0.9999018508822282,0.94,0.3470205407427384,0.11972663445860462,8.891534093729555e-05,0.00023707157155433608,1.2774950603835047,2.914101402900449,0.0,0.0,20.566039141226895,21.32008195850254,1683.0,1235.0,
88,24141.5350,3.55e+12,1.88e+13,1.0,0.0,1225.4351200806138,1061.014114247586,0.0897417033387225,0.08248546514265453,1.73e+05,2.19e+05,177755.08114831784,438766.77220445033,22035.390697109462,100000000.0,8.369846331392452e-07,0.5823955665680438,0.748985481355866,0.9998958648265988,0.94,0.3469351705976259,0.11984501013896051,8.894803543381985e-05,0.00023653688597911454,1.2776257638587216,2.9091040036547247,0.0,0.0,20.573679757719745,21.328119576087275,1683.0,1235.0,
89,24376.0770,3.55e+12,1.88e+13,1.0,0.0,1225.2324038123943,1058.887208304485,0.08983136723490442,0.08287880619827095,1.73e+05,2.19e+05,177705.4205113301,438155.569533229,22064.134263747677,100000000.0,8.354404562697629e-07,0.5823966780772378,0.7485726233067601,0.999899431327981,0.94,0.3469129714024616,0.12002104797512281,8.888359288467398e-05,0.00023597175968643932,1.2780153668185215,2.910604032502233,0.0,0.0,20.575386694795057,21.335093118820787,1683.0,1235.0,
90,24609.8140,3.55e+12,1.88e+13,1.0,0.0,1224.0870565038472,1059.725856217152,0.09035502555362103,0.08180555555291052,1.73e+05,2.18e+05,177441.16245871206,437514.8713859583,21961.074037035534,100000000.0,8.301401486430279e-07,0.5823906116897786,0.7488308945170685,0.9999701708826425,0.94,0.346710719669444,0.1195810176098219,8.864193555211671e-05,0.0002359858145870872,1.2765570917990883,2.907985458641635,0.0,0.0,20.601828213644037,21.342564281785577,1683.0,1235.0,
91,24842.9340,3.55e+12,1.89e+13,1.0,0.0,1224.2224545880936,1057.6368489255944,0.09045907676422812,0.08204789425570697,1.73e+05,2.18e+05,177508.8251354043,437996.3741247554,21987.57276214679,100000000.0,8.280621976606882e-07,0.5823900079611601,0.7487076266653275,0.999983007119321,0.94,0.3467024774404918,0.11978080436585753,8.881687514729063e-05,0.00023582416765929298,1.2776353044244197,2.9086752937035225,0.0,0.0,20.58892089250064,21.348125539534323,1683.0,1235.0,
92,25069.9840,3.55e+12,1.88e+13,1.0,0.0,1223.8174352370165,1058.6288976362835,0.09057103006761569,0.08111352496194077,1.73e+05,2.18e+05,177445.14648132553,437834.29238421796,21943.470572352937,100000000.0,8.25300153605794e-07,0.5823903922393772,0.7489108654439354,0.9999893569567557,0.94,0.3466579457111617,0.11963467757818194,8.868360720215649e-05,0.0002358915106177904,1.2766078731020127,2.9062025292824307,0.0,0.0,20.599941923461063,21.350478930579175,1683.0,1235.0,
93,25289.3840,3.55e+12,1.91e+13,1.0,0.0,1223.3624452125437,1062.2031028113206,0.09102003766117592,0.08177831739961262,1.73e+05,2.18e+05,177394.45083352283,437158.27926875895,21909.030959211814,100000000.0,8.231920467506701e-07,0.5823886612483209,0.74815459994816,0.9999838781086374,0.94,0.3466216853130948,0.11955480607088609,8.85881372132455e-05,0.00023619699588347523,1.274653666893545,2.9051186805562703,0.0,0.0,20.603516443807784,21.354700184267937,1683.0,1235.0,
94,25513.9960,3.55e+12,1.90e+13,1.0,0.0,1222.7934008468865,1066.5550598526415,0.09109550598536154,0.08141905964066994,1.73e+05,2.18e+05,177336.62701240517,436400.7786210964,21825.99035659962,100000000.0,8.184551039324097e-07,0.5823874033429381,0.748295562898576,0.9999967079661677,0.94,0.3464969385746522,0.11928765075760109,8.850692439759308e-05,0.0002371488455985803,1.2733274219055286,2.908861990911162,0.0,0.0,20.613661082054822,21.348587733681555,1683.0,1235.0,
95,25755.7960,3.54e+12,1.90e+13,1.0,0.0,1221.5833295855073,1066.7180338172539,0.09140753848665456,0.08096472347083082,1.73e+05,2.18e+05,177218.57723638794,435797.87512722856,21840.710438907277,100000000.0,8.174827742409485e-07,0.5823861183067821,0.7475382981344297,0.9999682458274506,0.94,0.34618860337071944,0.11962145238758672,8.84920545995816e-05,0.00023676511759816306,1.2724890778138418,2.905417847533678,0.0,0.0,20.625155853413048,21.361782991291204,1683.0,1235.0,
96,26057.4420,3.53e+12,1.88e+13,1.0,0.0,1221.0680654075582,1054.3636166597644,0.09138037800791929,0.08014933996291473,1.73e+05,2.18e+05,177194.81181081402,435550.42750985146,21961.768699203647,100000000.0,8.168233142283348e-07,0.5823854586821506,0.7484051620091952,0.9999946277132554,0.94,0.345898278883204,0.12022776749926335,8.888146288278542e-05,0.00023512983356745314,1.276894313962514,2.91114738541013,0.0,0.0,20.61749477478692,21.37795596613745,1683.0,1235.0,
97,26348.6350,3.53e+12,1.90e+13,1.0,0.0,1220.296019330385,1059.3116686008534,0.09156359643451249,0.07971410693246986,1.73e+05,2.18e+05,177146.5347941476,435751.1664440578,21906.45636737511,100000000.0,8.162466132737148e-07,0.5823838687171099,0.7482378982475072,0.9999739354241903,0.94,0.3457059318850644,0.12010568875927574,8.88801116678884e-05,0.00023595124102620017,1.2750026144596625,2.9070179650111827,0.0,0.0,20.620553244278575,21.378768715137333,1683.0,1235.0,
98,26593.7080,3.53e+12,1.91e+13,1.0,0.0,1220.1546431107988,1061.5027536235561,0.09148070933875904,0.07972327866320711,1.73e+05,2.18e+05,177086.18274370534,435913.0673291376,21890.674569543356,100000000.0,8.156415519820106e-07,0.5823818253846764,0.7482439334301163,0.9999773441398655,0.94,0.34568839695258324,0.12000885377762455,8.878332829535688e-05,0.00023605249389354284,1.2738498450891123,2.9037336206736497,0.0,0.0,20.62937788877298,21.37655446899853,1683.0,1235.0,
99,26890.2840,3.53e+12,1.90e+13,1.0,0.0,1220.0974787279117,1058.9802529335493,0.09145972040300387,0.07957149512130414,1.73e+05,2.18e+05,177072.95677912014,435404.78937943553,21906.49359501793,100000000.0,8.154273782298718e-07,0.5823807969861321,0.7486372576539797,0.9999760795519701,0.94,0.3456356474998872,0.12009106883134844,8.890345189898862e-05,0.00023568055436463102,1.274764948111017,2.908100657640677,0.0,0.0,20.62760055220385,21.37545581715088,1683.0,1235.0,
100,27182.8530,3.53e+12,1.91e+13,1.0,0.0,1219.8865133948275,1062.2299048815867,0.091375391342095,0.07953567211877569,1.73e+05,2.18e+05,177054.17987225205,435828.2166651783,21885.163925195073,100000000.0,8.148312343585867e-07,0.5823798752497122,0.748383785842065,0.999980981627069,0.94,0.3455836170901871,0.12002531694152144,8.883494048133187e-05,0.00023609919220851509,1.2733437963414937,2.9032620235508917,0.0,0.0,20.63250768080284,21.3732383292329,1683.0,1235.0,
101,27441.1230,3.53e+12,1.91e+13,1.0,0.0,1219.6204559294736,1067.8329562268377,0.09126197007474993,0.0787435191391991,1.73e+05,2.18e+05,177013.0034715005,436017.796290661,21833.874371468464,100000000.0,8.143424944481662e-07,0.5823791821581998,0.7485396638175981,0.9999767651950475,0.94,0.3455198193919441,0.11980044969266795,8.876945612815778e-05,0.00023685532564365243,1.2714282325012443,2.8976332175653567,0.0,0.0,20.634767195507333,21.36480106245291,1683.0,1235.0,
102,27694.4930,3.52e+12,1.90e+13,1.0,0.0,1218.6941212289662,1068.3825482303077,0.090740024636138,0.07678222024296277,1.73e+05,2.17e+05,176893.3509700726,436351.67134156614,21857.299012171614,100000000.0,8.132274039626121e-07,0.58237541207862,0.7490342670523871,0.9999665403075972,0.94,0.34518414168583644,0.12005198289723,8.881944175928396e-05,0.00023656815663045843,1.270864694647682,2.8925448197505643,0.0,0.0,20.651945404259124,21.36503271090629,1683.0,1235.0,
103,27963.7810,3.52e+12,1.91e+13,1.0,0.0,1217.9661796593743,1074.8047210746217,0.09042100454125312,0.07568012325755319,1.73e+05,2.17e+05,176827.5663513663,437144.9803320479,21809.49505345997,100000000.0,8.126156733899619e-07,0.5823720436068263,0.7495567771667888,0.9999633181011156,0.94,0.34494093023909467,0.11987354975382315,8.88201658985571e-05,0.00023757743673003331,1.268535974626809,2.884762837061379,0.0,0.0,20.6603757104999,21.357245588564773,1683.0,1235.0,
104,28243.8020,3.53e+12,1.89e+13,1.0,0.0,1217.538761054784,1083.9071619137437,0.08975821177373634,0.072722133956322,1.73e+05,2.17e+05,176756.4572629828,438253.2351590487,21720.987227943748,100000000.0,8.121142745516839e-07,0.5823714687492427,0.7508085638867301,0.9999540612837758,0.94,0.3447934208708744,0.11940904130918971,8.867508439104477e-05,0.00023899999380076178,1.2660281906362512,2.867162486966283,0.0,0.0,20.660427215783447,21.340471535641242,1683.0,1235.0,
105,28523.1240,3.52e+12,1.89e+13,1.0,0.0,1217.2204580941195,1080.0702657978718,0.08977027625698454,0.07254832701636849,1.73e+05,2.17e+05,176702.72376215056,438413.5236084743,21767.05737501566,100000000.0,8.119845403821216e-07,0.5823687594218496,0.7504651243502195,0.9999588977275085,0.94,0.3446776216384032,0.11972592079634839,8.875171470875236e-05,0.00023805107821894692,1.2664829503337005,2.868760000060944,0.0,0.0,20.671909515865618,21.34765158912221,1683.0,1235.0,
106,28764.3090,3.52e+12,1.88e+13,1.0,0.0,1215.6805122810579,1090.7038488339226,0.08893615890067913,0.06804567765248759,1.74e+05,2.17e+05,176492.65684823313,439460.2955175379,21661.800038483547,100000000.0,8.112080009674706e-07,0.5823621777503538,0.7520345065520477,0.9999533790948045,0.94,0.34418554267068924,0.11940595560173291,8.861834774431736e-05,0.00023939077833976265,1.262755790433911,2.850161331453724,0.0,0.0,20.695044566552028,21.33384938668137,1683.0,1235.0,
107,28997.6770,3.52e+12,1.89e+13,1.0,0.0,1215.4617934271942,1085.695100967958,0.08913339444995269,0.06807193050356028,1.74e+05,2.17e+05,176487.314684131,439152.9337727815,21702.124367263998,100000000.0,8.10840686417523e-07,0.5823642479837049,0.7520084821245236,0.9999540830618988,0.94,0.34410036355558854,0.11962046733487741,8.872896876336862e-05,0.00023877053193608287,1.2646503596782281,2.8480687090517782,0.0,0.0,20.687899515179446,21.346751101576306,1683.0,1235.0,
108,29240.7150,3.52e+12,1.88e+13,1.0,0.0,1215.6105567655459,1084.4844022198727,0.08913768938639385,0.0682815883345094,1.74e+05,2.17e+05,176501.32994259207,438956.8176203305,21726.276553190044,100000000.0,8.10820694917035e-07,0.5823649529024038,0.7515280751949387,0.999962662845769,0.94,0.34414782609444006,0.11974639432063552,8.872244707433574e-05,0.0002384478928343811,1.2649591083690934,2.8543175349791925,0.0,0.0,20.690116495422753,21.34378520484623,1683.0,1235.0,
109,29499.7970,3.52e+12,1.88e+13,1.0,0.0,1215.5177557852103,1086.9566457520864,0.08905518334218739,0.06778327275966851,1.74e+05,2.17e+05,176474.87185190455,439214.3413695375,21702.266476431363,100000000.0,8.106274512514205e-07,0.5823634489290941,0.7518707121579021,0.9999616911485489,0.94,0.34413162814835757,0.11961455952657121,8.865406906876165e-05,0.00023876068793066564,1.2640557556019023,2.8494488804058182,0.0,0.0,20.692893637526865,21.342383720933427,1683.0,1235.0,
110,29771.3960,3.52e+12,1.88e+13,1.0,0.0,1215.372690167554,1085.1700380719044,0.08919639047241984,0.06691100605392462,1.74e+05,2.17e+05,176449.6662009658,439457.04440659017,21693.402533798588,100000000.0,8.104613883976999e-07,0.5823628131035536,0.752213837955346,0.9999577859581561,0.94,0.3440925593767885,0.11960134357569319,8.867519927454345e-05,0.0002385313100206089,1.2648012513022544,2.845731774704099,0.0,0.0,20.69038900419428,21.35026567598237,1683.0,1235.0,
111,29996.5900,3.53e+12,1.88e+13,1.0,0.0,1215.1929897482983,1091.7599434750732,0.08854733599445719,0.06528746322011478,1.74e+05,2.16e+05,176400.45852051539,440112.30113306956,21669.05574259731,100000000.0,8.098906417090575e-07,0.5823587104161885,0.7512758236067815,0.9999706903556778,0.94,0.34401693833256963,0.11970975675313324,8.853533149286643e-05,0.0002389028695148812,1.2627587118628916,2.8375085704566128,0.0,0.0,20.712359531021704,21.337022019076937,1683.0,1235.0,
