Loop,Time,r0-A,r1-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r0-Hp,r1-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r0-nO2,r1-nO2,r0-qIgn,r1-qIgn,p0-rho,p1-rho,
11,3645.5509,3.16e+12,1.09e+14,1.0,0.0,1966.0651895946185,2270.7530927940306,0.09311072541022192,0.5866673885119635,1.36e+05,1.53e+05,192183.38855058845,462566.37236573163,23962.915852544036,100000000.0,5.288380472811046e-05,0.5982935838842686,0.5221486152824677,0.657654086145692,0.94,0.4613809246437466,0.1345639391476033,6.175072025254181e-05,0.00040741692338148094,2.311312366598755,3.039573850106942,0.0,0.0,19.845110873515406,19.47902839033981,1683.0,1235.0,
12,3989.7504,3.16e+12,1.09e+14,1.0,0.0,1966.0651895946185,2270.7530927940306,0.09311072541022192,0.5866673885119635,1.36e+05,1.53e+05,192183.38855058845,462566.37236573163,23962.915852544036,100000000.0,5.288380472811046e-05,0.5982935838842686,0.5221486152824677,0.657654086145692,0.94,0.4613809246437466,0.1345639391476033,6.175072025254181e-05,0.00040741692338148094,2.311312366598755,3.039573850106942,0.0,0.0,19.845110873515406,19.47902839033981,1683.0,1235.0,
13,4319.6914,3.16e+12,1.09e+14,1.0,0.0,1966.0651895946185,2270.7530927940306,0.09311072541022192,0.5866673885119635,1.36e+05,1.53e+05,192183.38855058845,462566.37236573163,23962.915852544036,100000000.0,5.288380472811046e-05,0.5982935838842686,0.5221486152824677,0.657654086145692,0.94,0.4613809246437466,0.1345639391476033,6.175072025254181e-05,0.00040741692338148094,2.311312366598755,3.039573850106942,0.0,0.0,19.845110873515406,19.47902839033981,1683.0,1235.0,
14,4640.8105,3.16e+12,1.09e+14,1.0,0.0,1966.0651895946185,2270.7530927940306,0.09311072541022192,0.5866673885119635,1.36e+05,1.53e+05,192183.38855058845,462566.37236573163,23962.915852544036,100000000.0,5.288380472811046e-05,0.5982935838842686,0.5221486152824677,0.657654086145692,0.94,0.4613809246437466,0.1345639391476033,6.175072025254181e-05,0.00040741692338148094,2.311312366598755,3.039573850106942,0.0,0.0,19.845110873515406,19.47902839033981,1683.0,1235.0,
15,4952.8197,3.16e+12,1.09e+14,1.0,0.0,1966.0651895946185,2270.7530927940306,0.09311072541022192,0.5866673885119635,1.36e+05,1.53e+05,192183.38855058845,462566.37236573163,23962.915852544036,100000000.0,5.288380472811046e-05,0.5982935838842686,0.5221486152824677,0.657654086145692,0.94,0.4613809246437466,0.1345639391476033,6.175072025254181e-05,0.00040741692338148094,2.311312366598755,3.039573850106942,0.0,0.0,19.845110873515406,19.47902839033981,1683.0,1235.0,
16,5239.0420,3.76e+12,1.22e+14,1.0,0.0,1710.2844077585464,2351.66458601013,0.08956542443007515,0.5481737136111366,1.41e+05,1.93e+05,239016.28302545688,477995.3930158756,20840.20817810244,100000000.0,4.933107814693055e-05,0.5798424054519034,0.5645150064561342,0.666032187189141,0.94,0.39537573368307666,0.12212109623738283,6.128788330372034e-05,0.0003440574594561573,2.1526910194425257,3.04785353315273,0.0,0.0,20.0133550598551,20.076378855988985,1683.0,1235.0,
17,5544.7810,3.42e+12,1.13e+14,1.0,0.0,1791.1308833292817,2510.202615802926,0.09765447814075955,0.5771224829419853,1.40e+05,2.14e+05,234301.01271251432,466667.703162645,21443.677251461348,100000000.0,4.488995177746437e-05,0.5803758954721736,0.577055441269725,0.6858289533916634,0.94,0.401074977589706,0.12183578688410017,6.723219146281092e-05,0.000376499981994645,2.120907692495839,3.2814377619059587,0.0,0.0,20.071764823731336,20.144512824870922,1683.0,1235.0,
18,5877.6690,3.45e+12,1.09e+14,1.0,0.0,1649.853189088015,2438.671481502707,0.10055294121157958,0.5386318942392576,1.42e+05,2.38e+05,241382.36783383897,460606.9674161381,21513.452590102053,100000000.0,3.888759957271182e-05,0.581918971596453,0.571996366630739,0.6687336438320683,0.94,0.3864624688681108,0.13120506585239036,6.912638392443833e-05,0.0003667666679499534,2.0067355186584095,3.2510461349818467,0.0,0.0,20.199645820468383,20.249918417287297,1683.0,1235.0,
19,6201.4070,3.64e+12,1.15e+14,1.0,0.0,1705.1112278179196,2440.474409573122,0.09584105928751536,0.5471172513259082,1.42e+05,2.29e+05,238862.72265036375,442562.9151957161,20582.293393234395,100000000.0,3.346113725881005e-05,0.5815504028679325,0.5715975384865872,0.6864847106175309,0.94,0.39637076032808244,0.12561095619232548,6.726774581104753e-05,0.0003813032627297617,2.0693732970834313,3.178372973873189,0.0,0.0,20.184571337521994,20.092680761296904,1683.0,1235.0,
20,6506.6140,3.58e+12,1.14e+14,1.0,0.0,1698.3748219388212,2439.3768209716627,0.09836402247225119,0.5494509978128943,1.41e+05,2.18e+05,240232.80700019473,446772.73971766414,20417.14218840168,100000000.0,3.17781746318567e-05,0.582191075668151,0.5701944504339811,0.6760987577734356,0.94,0.39172929480027835,0.12703946200679855,6.778827033348284e-05,0.0003760205567669257,2.07395748653671,3.2332598185705974,0.0,0.0,20.299954846144047,19.949427438603,1683.0,1235.0,
21,6771.1740,3.56e+12,1.15e+14,1.0,0.0,1668.3922453652765,2467.5146893520487,0.09880313730112326,0.5440449582951523,1.42e+05,2.26e+05,251081.70533787628,459531.88667640684,20178.69300634256,100000000.0,2.3152190435360977e-05,0.5814387497807739,0.5764226223232829,0.6758051236225604,0.94,0.40193269697669853,0.12641386276953165,6.845310913862834e-05,0.0003808122792653409,1.9896865031015674,3.281623487628525,0.0,0.0,20.09275724565058,20.027178616358057,1683.0,1235.0,
22,6998.1540,3.60e+12,1.17e+14,1.0,0.0,1667.888797830514,2431.3702648870144,0.10308240239405103,0.5383710395698995,1.42e+05,2.24e+05,256888.88445927552,452427.51316642045,20149.227677436247,100000000.0,1.7368275212248614e-05,0.5817734769289592,0.5724799548247572,0.6787387139709635,0.94,0.4098408618221765,0.12849404841580803,6.816771868129755e-05,0.00036535324016603757,1.8495925170883254,3.197398295394515,0.0,0.0,20.075519122183493,19.954470034718895,1683.0,1235.0,
23,7251.5190,3.53e+12,1.17e+14,1.0,0.0,1660.0369650975144,2447.7249442173497,0.1047309229550657,0.5282858693371777,1.40e+05,2.20e+05,266244.94293744,453005.518201189,20541.44012181845,100000000.0,1.4207898060590873e-05,0.5820498411770259,0.5767058569760438,0.6537954386036255,0.94,0.41209202564993186,0.13084887642219734,6.795787698490848e-05,0.00036513110562810835,1.80718901523641,3.2702589585970068,0.0,0.0,20.135809951054576,20.135779543839764,1683.0,1235.0,
24,7537.9240,3.89e+12,1.17e+14,1.0,0.0,1593.0991255423226,2370.19605781647,0.105447395199023,0.5062113761825786,1.43e+05,2.22e+05,263327.34639746643,447123.8107604359,20250.614267901874,100000000.0,1.2907559918114894e-05,0.5819459932970812,0.5824805690759678,0.663515533233787,0.94,0.3956881151037344,0.1301034165345541,7.074962437951639e-05,0.000361562542031537,1.7298364187949198,3.143746155824243,0.0,0.0,20.149083001264593,20.090118197346154,1683.0,1235.0,
25,7809.1460,3.60e+12,1.17e+14,1.0,0.0,1625.5943833838364,2321.304430535921,0.10588792547944374,0.5243368584012877,1.42e+05,2.16e+05,262884.9171822571,448997.2292137345,20522.104279235537,100000000.0,1.2526099268153071e-05,0.5822871250800643,0.5764550521845524,0.6640224181890022,0.94,0.4015899730995225,0.13054169981400815,6.810495074382178e-05,0.0003578104606478392,1.7486520841496016,3.163029191063945,0.0,0.0,20.154708385375812,20.109096844868944,1683.0,1235.0,
26,8134.1930,3.70e+12,1.16e+14,1.0,0.0,1622.187868291541,2352.101996996796,0.10654188419045268,0.5072942031521277,1.42e+05,2.18e+05,265613.0346511968,448325.4847562921,20369.68499705527,100000000.0,1.2458384158296641e-05,0.5820963941020416,0.5811964345439047,0.6619708959906192,0.94,0.4039066643995842,0.13106115026614545,6.86651897165328e-05,0.0003668250135769079,1.752192951092725,3.2179220902756467,0.0,0.0,20.177887931929668,20.114942974498284,1683.0,1235.0,
27,8463.6070,3.69e+12,1.16e+14,1.0,0.0,1621.588260282363,2353.82174764108,0.10579633078064607,0.510605935626359,1.42e+05,2.19e+05,266143.51774386095,452036.7543953603,20127.65324718591,100000000.0,1.2077361037385653e-05,0.5823589709677313,0.5791962038433632,0.6648751213214725,0.94,0.4077733204480073,0.12802795172442336,6.851835850390045e-05,0.0003678051532006486,1.7277312321490061,3.185076879429517,0.0,0.0,20.089778218482138,20.05587544637287,1683.0,1235.0,
28,8787.7480,3.70e+12,1.15e+14,1.0,0.0,1621.5034533267913,2356.08795743499,0.1058937531527292,0.5118215338294985,1.42e+05,2.18e+05,264820.6721040547,449788.6248214862,20327.015251611498,100000000.0,1.1978850453345386e-05,0.5822100680798203,0.5822002545972672,0.6621077474356002,0.94,0.40237953964531115,0.1297948186246521,6.856954070623598e-05,0.00036525296331745417,1.74667743299113,3.1894230314375385,0.0,0.0,20.185130977238963,20.093999213440153,1683.0,1235.0,
29,9083.8440,3.72e+12,1.15e+14,1.0,0.0,1610.9057270388957,2348.91758528727,0.10591868120176749,0.5086082909377386,1.42e+05,2.18e+05,266793.5459902816,450847.0294738168,20297.20656812152,100000000.0,1.1752084351285238e-05,0.5822707792410495,0.5810001524825638,0.6656271496201378,0.94,0.40456867443086175,0.1313108772748212,6.942765012137047e-05,0.0003671917425056548,1.7279295378585986,3.1848298225462277,0.0,0.0,20.132086537580278,20.091417117582516,1683.0,1235.0,
30,9325.9190,3.72e+12,1.11e+14,1.0,0.0,1607.6473396418987,2347.3744688810643,0.10539365115656193,0.5028452884094063,1.43e+05,2.15e+05,266923.6514060162,453620.2804445714,20551.876852548754,100000000.0,1.1391706159557337e-05,0.582238488693011,0.5847508251866413,0.6740606501321651,0.94,0.40596692576835425,0.1322338144181331,7.043531593424381e-05,0.0003749986741667326,1.727886909409151,3.198301324573241,0.0,0.0,20.164469744899975,20.128211489127132,1683.0,1235.0,
31,9535.0880,3.79e+12,1.10e+14,1.0,0.0,1594.8134345795795,2310.4656790638696,0.10446354563434751,0.4959983451641652,1.45e+05,2.09e+05,263654.60547179467,455459.7537442065,20454.60980818831,100000000.0,1.0617733411589547e-05,0.5822534370862992,0.5952144492210757,0.6959819332044391,0.94,0.4058263769968718,0.12948866847114143,7.267272250897924e-05,0.00037777916111766675,1.692084054538545,3.162778008790323,0.0,0.0,20.04416181324163,20.114030124264723,1683.0,1235.0,
32,9778.1200,3.75e+12,1.08e+14,1.0,0.0,1597.5407487316488,2284.53931326385,0.10296757438016016,0.4972679058748859,1.46e+05,2.02e+05,262000.52644197567,464000.30220238975,20109.939407490016,100000000.0,1.0220201334968563e-05,0.5822404549054743,0.5970050986239401,0.717042889820795,0.94,0.4099223315541212,0.12978971900472325,7.406619050939097e-05,0.0003847612967932879,1.6700310644623841,3.1418692674086297,0.0,0.0,19.92993879636753,20.1168231722792,1683.0,1235.0,
33,10038.8040,3.82e+12,1.01e+14,1.0,0.0,1581.7361990974548,2262.279565715242,0.10446129360391816,0.48124096731822225,1.48e+05,1.94e+05,262286.6351307559,469718.14507347613,20469.735736742965,100000000.0,9.840899375836931e-06,0.5822814087181107,0.6040654181299824,0.7453214067589925,0.94,0.4136793137083796,0.13172379360896036,7.875886366033057e-05,0.0004002111596695728,1.6234297067398642,3.11682216564581,0.0,0.0,19.764138041851133,20.159458833969975,1683.0,1235.0,
34,10321.6630,3.86e+12,1.03e+14,1.0,0.0,1581.0006193400911,2243.881967638624,0.10420798677834767,0.4805883396112506,1.48e+05,1.99e+05,260369.84030854586,472169.4055168745,20473.588509310277,100000000.0,9.616545003202125e-06,0.5823272794415245,0.6053508034918083,0.7472746523204781,0.94,0.41250401950149923,0.13065609336518702,7.949342734979935e-05,0.0003942373426219081,1.6293885265049415,3.111813512548872,0.0,0.0,19.69661423673827,20.212064373398622,1683.0,1235.0,
35,10605.0620,3.81e+12,1.02e+14,1.0,0.0,1571.949698505292,2227.971537748386,0.10356957423601308,0.4782618891302346,1.49e+05,1.92e+05,257169.25186717982,473829.2975450489,20100.46216776956,100000000.0,9.349585360607137e-06,0.5822829887058539,0.6134882339197467,0.7644084508168782,0.94,0.41323199637203056,0.12812725963684166,8.029912577884225e-05,0.00039874000350362964,1.593301622676001,3.0707717303551543,0.0,0.0,19.616959121182028,20.14680051027384,1683.0,1235.0,
36,10879.6160,3.76e+12,1.03e+14,1.0,0.0,1560.7305022970877,2238.8522033475438,0.10213917438544265,0.49849832685829815,1.51e+05,1.90e+05,248826.31110264617,474855.44245949574,19682.83346969181,100000000.0,8.725556655081906e-06,0.5821935082670248,0.6109894103913841,0.7796497432649683,0.94,0.410069627497601,0.12064592883984729,7.972734838329615e-05,0.0003919390346412029,1.5761870777434952,3.0244213938263593,0.0,0.0,19.61238744633475,20.09166802731194,1683.0,1235.0,
37,11139.3260,3.76e+12,1.06e+14,1.0,0.0,1560.449037310184,2203.5973452680446,0.1022804315634576,0.49440879344695415,1.51e+05,1.92e+05,247827.39299253176,472013.77161270863,19442.086611037557,100000000.0,8.281349893066351e-06,0.5822317826580377,0.6100668684128308,0.7843476038889873,0.94,0.40883877296763804,0.122107566485884,8.013165668626423e-05,0.0003824885165235483,1.5570992312600602,2.989984431473486,0.0,0.0,19.5216511572293,20.04698244409746,1683.0,1235.0,
38,11418.7830,3.71e+12,1.08e+14,1.0,0.0,1526.3850930576652,2177.4196455647952,0.10571541964840911,0.5042959776663298,1.53e+05,1.93e+05,236377.4988327779,470029.3666807674,18708.27288546961,100000000.0,7.375926784333445e-06,0.582323156454502,0.6175117721220204,0.7956052036672157,0.94,0.39578797669025206,0.11265211885947529,7.887460108993498e-05,0.0003618267115085937,1.4852948905215375,2.9239608529714163,0.0,0.0,19.55402429593445,19.985958377358376,1683.0,1235.0,
39,11687.2970,3.72e+12,1.07e+14,1.0,0.0,1497.2371686030533,2133.5711615843747,0.10188301048529992,0.4872196325081998,1.55e+05,1.95e+05,229028.70963321283,480888.6033933088,18350.322466301237,100000000.0,6.654546675138602e-06,0.5823288023135744,0.6313853301398038,0.8215306922829471,0.94,0.3921673565601911,0.10671185095652339,8.147592868353617e-05,0.0003607929529616344,1.434971131141619,2.8451351339401985,0.0,0.0,19.346668385219967,19.933038697321646,1683.0,1235.0,
40,11968.2480,3.67e+12,1.12e+14,1.0,0.0,1478.5611667622234,2091.7062605244014,0.10320831775107558,0.5010118581396906,1.57e+05,1.99e+05,221071.20742418064,480318.40000888286,17557.681239568108,100000000.0,6.1347130986695505e-06,0.5823069577528743,0.6262819653108375,0.8390762256477012,0.94,0.38768796634864455,0.1017493198942706,8.056735076661161e-05,0.00033948616252761686,1.3640442835404394,2.747692077649348,0.0,0.0,19.273096253213104,19.880020024003905,1683.0,1235.0,
41,12249.9840,3.70e+12,1.10e+14,1.0,0.0,1438.5721159779378,2031.0936956431187,0.10381642111405623,0.4858168249877379,1.60e+05,2.07e+05,212259.2717351913,482515.9951202082,17171.726581040275,100000000.0,5.537458390519642e-06,0.5823848106233218,0.6380820488120813,0.8710441062656757,0.94,0.3814643624418856,0.0961573249962885,8.378058267686178e-05,0.0003367743058446291,1.2947815526048734,2.6945072898088,0.0,0.0,19.025342801616226,19.860547435719827,1683.0,1235.0,
42,12525.5180,3.71e+12,1.12e+14,1.0,0.0,1433.6814360396415,2020.4611600388307,0.10632170076488023,0.4872000351326483,1.60e+05,2.07e+05,211108.1077101988,485111.33293687954,16874.248720731357,100000000.0,5.2270464790383924e-06,0.5824228384464343,0.6430766605480939,0.8797494573626377,0.94,0.38072175394350055,0.0935752837043336,8.703292395461321e-05,0.0003428237132136059,1.272290050798023,2.7046850464059853,0.0,0.0,18.768347083238982,19.810259420381584,1683.0,1235.0,
43,12797.2780,3.71e+12,1.08e+14,1.0,0.0,1417.5533393006147,1994.1981884574134,0.10166196178299615,0.4671656825817042,1.62e+05,2.09e+05,207267.015392827,487769.3358952322,16657.06285302528,100000000.0,4.998771293548874e-06,0.5823914825476327,0.6440748273077865,0.8946802821077131,0.94,0.3801377960291375,0.09312523926209171,8.620405483682707e-05,0.0003372580529559068,1.249170728222128,2.644116211317569,0.0,0.0,18.88366464588465,19.807887362915807,1683.0,1235.0,
44,13091.1820,3.73e+12,1.05e+14,1.0,0.0,1378.5685702881897,1918.727994162267,0.1022111541434074,0.4558688390102701,1.64e+05,2.14e+05,202117.12230361818,498692.75162519363,16820.24311056548,100000000.0,4.692348188326001e-06,0.5824038931509232,0.6557288809423025,0.9229632836800005,0.94,0.37317465169451264,0.09253720333375334,9.07208272650155e-05,0.0003408790238889433,1.193674578782268,2.6081646625158568,0.0,0.0,18.712054620264638,19.939356675013176,1683.0,1235.0,
45,13368.3530,3.78e+12,1.01e+14,1.0,0.0,1353.7218380425165,1873.1798397002458,0.10194732685978122,0.4398247439268076,1.66e+05,2.14e+05,196365.15684706147,499221.2002361627,16982.344928285493,100000000.0,4.272560305731424e-06,0.5823880033587632,0.6669775890353553,0.9399528084832485,0.94,0.36725685172379074,0.08957261249281695,9.368583584222811e-05,0.00033944576041615134,1.1724766742922859,2.6135484829454843,0.0,0.0,18.638971567389977,19.959093381638112,1683.0,1235.0,
46,13630.3230,3.76e+12,9.96e+13,1.0,0.0,1336.5196916149982,1831.524228610284,0.09966574893271314,0.4299551103365118,1.68e+05,2.17e+05,194239.86409487296,504071.32871486264,17036.632082550488,100000000.0,3.981257819458547e-06,0.5823499220389807,0.6657008824778382,0.9556163491216305,0.94,0.36490297351116424,0.09196105696152743,9.663001458425806e-05,0.0003435346670611248,1.1670010801473247,2.625388243584794,0.0,0.0,18.528080272332346,19.97933140967256,1683.0,1235.0,
47,13913.0730,3.79e+12,1.00e+14,1.0,0.0,1316.8801083094045,1818.7262915263045,0.10182616249725553,0.432622759758525,1.69e+05,2.20e+05,189798.32913096616,504806.23271703604,16719.496997552815,100000000.0,3.7911461894879873e-06,0.5823889761977188,0.6761070085168812,0.970338810618296,0.94,0.3615014759249818,0.08648896280543658,9.923521039755376e-05,0.0003471892299706552,1.1296934762430069,2.5852510139475737,0.0,0.0,18.34374917034197,19.979392941533575,1683.0,1235.0,
48,14199.1030,3.87e+12,9.50e+13,1.0,0.0,1290.5997051710847,1760.1324309776478,0.10052033951228877,0.4048840173163094,1.71e+05,2.19e+05,185255.64118790967,503016.6593135154,17073.142845598828,100000000.0,3.4923039113309712e-06,0.5823577603367309,0.6864153768589754,0.986400872261269,0.94,0.35553904885716064,0.08525487866738236,0.00010117425879311131,0.00034693504703383775,1.1085092926261855,2.579960514202744,0.0,0.0,18.342063542392648,20.02724181857823,1683.0,1235.0,
49,14483.2320,3.86e+12,9.20e+13,1.0,0.0,1294.0173637656576,1740.5023436841107,0.09972356437671817,0.3949518550338169,1.71e+05,2.21e+05,187681.06917723332,505358.17642079527,17481.41019066005,100000000.0,3.331834093394136e-06,0.5823708523210178,0.6874586306903026,0.9844172990721269,0.94,0.35644259799819183,0.08892100095900667,0.00010194717659592405,0.0003504296781354437,1.1330515548443012,2.6191799379687195,0.0,0.0,18.357481566043724,20.0957709286454,1683.0,1235.0,
50,14733.6890,3.89e+12,8.86e+13,1.0,0.0,1281.7774288497346,1723.9139742070622,0.10020809545829867,0.3793412862071051,1.71e+05,2.20e+05,186503.96201052362,508150.26547949284,17689.07723439792,100000000.0,2.912592797651357e-06,0.5824117777642925,0.6937988648140956,0.9911354225558762,0.94,0.3540933546666104,0.08901573692175224,0.00010344038944100014,0.00035730155245649676,1.1275544362483878,2.6161302965672304,0.0,0.0,18.348244032104333,20.176612122684006,1683.0,1235.0,
51,14969.2930,3.95e+12,8.50e+13,1.0,0.0,1273.7197495308528,1700.3963913525554,0.09875073473381205,0.36020700879224443,1.72e+05,2.21e+05,185851.4865689232,506693.8743040721,18125.229920826412,100000000.0,2.577630388110113e-06,0.5823709069655072,0.7032652715515767,0.997303085083247,0.94,0.35238820825495754,0.08926533866119157,0.00010585559919876951,0.00036192590864576304,1.1293587734189516,2.632963591321717,0.0,0.0,18.362744260985046,20.21946350591265,1683.0,1235.0,
52,15203.7380,3.95e+12,8.26e+13,1.0,0.0,1271.2860767274037,1673.8760592657093,0.09777853316402008,0.35246310444137585,1.72e+05,2.23e+05,185796.92062605685,505926.4773233464,18489.532236077583,100000000.0,2.48604312174881e-06,0.5823940970911163,0.6993638454445125,0.9993116238769049,0.94,0.35169699391047626,0.09212102962665163,0.0001066978064919051,0.00035929826753340274,1.137715956534672,2.6571659966407566,0.0,0.0,18.382826688478293,20.256981583282283,1683.0,1235.0,
53,15427.4650,3.96e+12,8.06e+13,1.0,0.0,1270.184336033644,1665.8198568939506,0.09846554780123254,0.34374678917220275,1.72e+05,2.23e+05,186808.42523921817,505746.98718043684,18689.809932810345,100000000.0,2.3279761975116222e-06,0.5824004219147116,0.7056687167394755,0.9999094465267298,0.94,0.3523546081676763,0.09268383122988069,0.00010738184214349237,0.00036315058233460514,1.1420987607201374,2.6685320210343857,0.0,0.0,18.385899332867417,20.311798653709577,1683.0,1235.0,
54,15669.0370,3.96e+12,8.06e+13,1.0,0.0,1270.184336033644,1665.8198568939506,0.09846554780123254,0.34374678917220275,1.72e+05,2.23e+05,186808.42523921817,505746.98718043684,18689.809932810345,100000000.0,2.3279761975116222e-06,0.5824004219147116,0.7056687167394755,0.9999094465267298,0.94,0.3523546081676763,0.09268383122988069,0.00010738184214349237,0.00036315058233460514,1.1420987607201374,2.6685320210343857,0.0,0.0,18.385899332867417,20.311798653709577,1683.0,1235.0,
