Loop,Time,r0-A,r1-A,r2-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r2-E,r0-Hp,r1-Hp,r2-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,r2-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r2-n,r0-nO2,r1-nO2,r2-nO2,p0-rho,p1-rho,
-1,0,2440000000000.0,75000000000000.0,8860000000000.0,1.0,0.0,1101.7565676924933,640.8782529708926,0.10084576182445476,0.7937635994395462,184000.0,191000.0,175000.0,109828.40025309603,193751.7007162776,406595.3787251304,16144.37437828064,100000000.0,0.00866341658498121,0.7535552591622423,0.5325490928732133,0.304763599202064,0.9699950757587524,0.94,0.318695104431357,0.2405107765696477,6.374953794560676e-05,7.077915927362327e-05,0.9952944285042862,1.4605808792601085,2.955742145111788,0.0,0.0,0.0,1683.0,1235.0,
