s,m,C,C
Time,"Wall thickness","Wall_temperature","Back_wall_temperature"
 0.0000000E+000, 8.0000004E-003, 2.5000000E+001, 2.5000000E+001
 1.0000000E+000, 8.0000004E-003, 2.4999994E+001, 2.5000000E+001
 2.0000000E+000, 8.0000004E-003, 2.7634480E+001, 2.5000000E+001
 3.0000000E+000, 8.0000004E-003, 2.9479864E+001, 2.5000000E+001
 4.0000000E+000, 8.0000004E-003, 3.1034201E+001, 2.5000000E+001
 5.0000000E+000, 8.0000004E-003, 3.2392422E+001, 2.5000000E+001
 6.0000000E+000, 8.0000004E-003, 3.3616325E+001, 2.5000000E+001
 7.0000000E+000, 8.0000004E-003, 3.4738152E+001, 2.5000000E+001
 8.0000000E+000, 8.0000004E-003, 3.5779625E+001, 2.5000002E+001
 9.0000000E+000, 8.0000004E-003, 3.6755482E+001, 2.5000002E+001
 1.0000000E+001, 8.0000004E-003, 3.7676476E+001, 2.5000006E+001
 1.1000000E+001, 8.0000004E-003, 3.8550678E+001, 2.5000015E+001
 1.2000000E+001, 8.0000004E-003, 3.9384365E+001, 2.5000031E+001
 1.3000000E+001, 8.0000004E-003, 4.0182507E+001, 2.5000063E+001
 1.4000000E+001, 8.0000004E-003, 4.0949146E+001, 2.5000120E+001
 1.5000000E+001, 8.0000004E-003, 4.1687595E+001, 2.5000217E+001
 1.6000000E+001, 8.0000004E-003, 4.2400635E+001, 2.5000376E+001
 1.7000000E+001, 8.0000004E-003, 4.3090614E+001, 2.5000624E+001
 1.8000000E+001, 8.0000004E-003, 4.3759529E+001, 2.5000996E+001
 1.9000000E+001, 8.0000004E-003, 4.4409119E+001, 2.5001534E+001
 2.0000000E+001, 8.0000004E-003, 4.5040894E+001, 2.5002287E+001
 2.1000000E+001, 8.0000004E-003, 4.5656162E+001, 2.5003313E+001
 2.2000000E+001, 8.0000004E-003, 4.6256092E+001, 2.5004675E+001
 2.3000000E+001, 8.0000004E-003, 4.6841724E+001, 2.5006443E+001
 2.4000000E+001, 8.0000004E-003, 4.7413971E+001, 2.5008688E+001
 2.5000000E+001, 8.0000004E-003, 4.7973663E+001, 2.5011490E+001
 2.6000000E+001, 8.0000004E-003, 4.8521553E+001, 2.5014929E+001
 2.7000000E+001, 8.0000004E-003, 4.9058304E+001, 2.5019089E+001
 2.8000000E+001, 8.0000004E-003, 4.9584530E+001, 2.5024052E+001
 2.9000000E+001, 8.0000004E-003, 5.0100803E+001, 2.5029903E+001
 3.0000000E+001, 8.0000004E-003, 5.0607616E+001, 2.5036724E+001
 3.1000000E+001, 8.0000004E-003, 5.1105442E+001, 2.5044598E+001
 3.2000000E+001, 8.0000004E-003, 5.1594723E+001, 2.5053604E+001
 3.3000000E+001, 8.0000004E-003, 5.2075848E+001, 2.5063818E+001
 3.4000000E+001, 8.0000004E-003, 5.2549179E+001, 2.5075315E+001
 3.5000000E+001, 8.0000004E-003, 5.3015079E+001, 2.5088167E+001
 3.6000000E+001, 8.0000004E-003, 5.3473843E+001, 2.5102440E+001
 3.7000000E+001, 8.0000004E-003, 5.3925774E+001, 2.5118198E+001
 3.8000000E+001, 8.0000004E-003, 5.4371159E+001, 2.5135500E+001
 3.9000000E+001, 8.0000004E-003, 5.4810234E+001, 2.5154402E+001
 4.0000000E+001, 8.0000004E-003, 5.5243252E+001, 2.5174955E+001
 4.1000000E+001, 8.0000004E-003, 5.5670448E+001, 2.5197206E+001
 4.2000000E+001, 8.0000004E-003, 5.6092022E+001, 2.5221201E+001
 4.3000000E+001, 8.0000004E-003, 5.6508171E+001, 2.5246977E+001
 4.4000000E+001, 8.0000004E-003, 5.6919102E+001, 2.5274570E+001
 4.5000000E+001, 8.0000004E-003, 5.7324978E+001, 2.5304014E+001
 4.6000000E+001, 8.0000004E-003, 5.7725967E+001, 2.5335335E+001
 4.7000000E+001, 8.0000004E-003, 5.8122242E+001, 2.5368557E+001
 4.8000000E+001, 8.0000004E-003, 5.8513939E+001, 2.5403704E+001
 4.9000000E+001, 8.0000004E-003, 5.8901207E+001, 2.5440794E+001
 5.0000000E+001, 8.0000004E-003, 5.9284195E+001, 2.5479839E+001
 5.1000000E+001, 8.0000004E-003, 5.9663013E+001, 2.5520855E+001
 5.2000000E+001, 8.0000004E-003, 6.0037792E+001, 2.5563850E+001
 5.3000000E+001, 8.0000004E-003, 6.0408657E+001, 2.5608833E+001
 5.4000000E+001, 8.0000004E-003, 6.0775711E+001, 2.5655806E+001
 5.5000000E+001, 8.0000004E-003, 6.1139061E+001, 2.5704771E+001
 5.6000000E+001, 8.0000004E-003, 6.1498821E+001, 2.5755732E+001
 5.7000000E+001, 8.0000004E-003, 6.1855076E+001, 2.5808681E+001
 5.8000000E+001, 8.0000004E-003, 6.2207920E+001, 2.5863621E+001
 5.9000000E+001, 8.0000004E-003, 6.2557457E+001, 2.5920542E+001
 6.0000000E+001, 8.0000004E-003, 6.2903759E+001, 2.5979439E+001
 6.1000000E+001, 8.0000004E-003, 6.3246910E+001, 2.6040302E+001
 6.2000000E+001, 8.0000004E-003, 6.3587002E+001, 2.6103123E+001
 6.3000000E+001, 8.0000004E-003, 6.3924099E+001, 2.6167889E+001
 6.4000000E+001, 8.0000004E-003, 6.4258278E+001, 2.6234589E+001
 6.5000000E+001, 8.0000004E-003, 6.4589622E+001, 2.6303207E+001
 6.6000000E+001, 8.0000004E-003, 6.4918182E+001, 2.6373732E+001
 6.7000000E+001, 8.0000004E-003, 6.5244034E+001, 2.6446146E+001
 6.8000000E+001, 8.0000004E-003, 6.5567238E+001, 2.6520435E+001
 6.9000000E+001, 8.0000004E-003, 6.5887863E+001, 2.6596581E+001
 7.0000000E+001, 8.0000004E-003, 6.6205956E+001, 2.6674564E+001
 7.1000000E+001, 8.0000004E-003, 6.6521591E+001, 2.6754370E+001
 7.2000000E+001, 8.0000004E-003, 6.6834808E+001, 2.6835978E+001
 7.3000000E+001, 8.0000004E-003, 6.7145668E+001, 2.6919367E+001
 7.4000000E+001, 8.0000004E-003, 6.7454231E+001, 2.7004522E+001
 7.5000000E+001, 8.0000004E-003, 6.7760536E+001, 2.7091419E+001
 7.6000000E+001, 8.0000004E-003, 6.8064636E+001, 2.7180040E+001
 7.7000000E+001, 8.0000004E-003, 6.8366585E+001, 2.7270363E+001
 7.8000000E+001, 8.0000004E-003, 6.8666428E+001, 2.7362368E+001
 7.9000000E+001, 8.0000004E-003, 6.8964195E+001, 2.7456032E+001
 8.0000000E+001, 8.0000004E-003, 6.9259956E+001, 2.7551336E+001
 8.1000000E+001, 8.0000004E-003, 6.9553734E+001, 2.7648256E+001
 8.2000000E+001, 8.0000004E-003, 6.9845581E+001, 2.7746775E+001
 8.3000000E+001, 8.0000004E-003, 7.0135536E+001, 2.7846869E+001
 8.4000000E+001, 8.0000004E-003, 7.0423637E+001, 2.7948513E+001
 8.5000000E+001, 8.0000004E-003, 7.0709923E+001, 2.8051691E+001
 8.6000000E+001, 8.0000004E-003, 7.0994431E+001, 2.8156380E+001
 8.7000000E+001, 8.0000004E-003, 7.1277199E+001, 2.8262556E+001
 8.8000000E+001, 8.0000004E-003, 7.1558266E+001, 2.8370199E+001
 8.9000000E+001, 8.0000004E-003, 7.1837662E+001, 2.8479288E+001
 9.0000000E+001, 8.0000004E-003, 7.2115425E+001, 2.8589800E+001
 9.1000000E+001, 8.0000004E-003, 7.2391586E+001, 2.8701717E+001
 9.2000000E+001, 8.0000004E-003, 7.2666183E+001, 2.8815016E+001
 9.3000000E+001, 8.0000004E-003, 7.2939240E+001, 2.8929674E+001
 9.4000000E+001, 8.0000004E-003, 7.3210793E+001, 2.9045673E+001
 9.5000000E+001, 8.0000004E-003, 7.3480881E+001, 2.9162992E+001
 9.6000000E+001, 8.0000004E-003, 7.3749519E+001, 2.9281610E+001
 9.7000000E+001, 8.0000004E-003, 7.4016747E+001, 2.9401506E+001
 9.8000000E+001, 8.0000004E-003, 7.4282593E+001, 2.9522661E+001
 9.9000000E+001, 8.0000004E-003, 7.4547081E+001, 2.9645054E+001
 1.0000000E+002, 8.0000004E-003, 7.4810234E+001, 2.9768665E+001
 1.0100000E+002, 8.0000004E-003, 7.5072098E+001, 2.9893476E+001
 1.0200000E+002, 8.0000004E-003, 7.5332687E+001, 3.0019466E+001
 1.0300000E+002, 8.0000004E-003, 7.5592026E+001, 3.0146618E+001
 1.0400000E+002, 8.0000004E-003, 7.5850143E+001, 3.0274908E+001
 1.0500000E+002, 8.0000004E-003, 7.6107063E+001, 3.0404322E+001
 1.0600000E+002, 8.0000004E-003, 7.6362816E+001, 3.0534842E+001
 1.0700000E+002, 8.0000004E-003, 7.6617416E+001, 3.0666445E+001
 1.0800000E+002, 8.0000004E-003, 7.6870895E+001, 3.0799116E+001
 1.0900000E+002, 8.0000004E-003, 7.7123276E+001, 3.0932837E+001
 1.1000000E+002, 8.0000004E-003, 7.7374580E+001, 3.1067589E+001
 1.1100000E+002, 8.0000004E-003, 7.7624832E+001, 3.1203356E+001
 1.1200000E+002, 8.0000004E-003, 7.7874054E+001, 3.1340118E+001
 1.1300000E+002, 8.0000004E-003, 7.8122269E+001, 3.1477863E+001
 1.1400000E+002, 8.0000004E-003, 7.8369492E+001, 3.1616571E+001
 1.1500000E+002, 8.0000004E-003, 7.8615746E+001, 3.1756226E+001
 1.1600000E+002, 8.0000004E-003, 7.8861053E+001, 3.1896811E+001
 1.1700000E+002, 8.0000004E-003, 7.9105438E+001, 3.2038307E+001
 1.1800000E+002, 8.0000004E-003, 7.9348915E+001, 3.2180706E+001
 1.1900000E+002, 8.0000004E-003, 7.9591507E+001, 3.2323986E+001
 1.2000000E+002, 8.0000004E-003, 7.9833229E+001, 3.2468136E+001
 1.2100000E+002, 8.0000004E-003, 8.0074104E+001, 3.2613132E+001
 1.2200000E+002, 8.0000004E-003, 8.0314156E+001, 3.2758968E+001
 1.2300000E+002, 8.0000004E-003, 8.0553391E+001, 3.2905628E+001
 1.2400000E+002, 8.0000004E-003, 8.0791824E+001, 3.3053097E+001
 1.2500000E+002, 8.0000004E-003, 8.1029495E+001, 3.3201355E+001
 1.2600000E+002, 8.0000004E-003, 8.1266403E+001, 3.3350395E+001
 1.2700000E+002, 8.0000004E-003, 8.1502571E+001, 3.3500198E+001
 1.2800000E+002, 8.0000004E-003, 8.1738014E+001, 3.3650753E+001
 1.2900000E+002, 8.0000004E-003, 8.1972748E+001, 3.3802048E+001
 1.3000000E+002, 8.0000004E-003, 8.2206779E+001, 3.3954063E+001
 1.3100000E+002, 8.0000004E-003, 8.2440147E+001, 3.4106792E+001
 1.3200000E+002, 8.0000004E-003, 8.2672844E+001, 3.4260220E+001
 1.3300000E+002, 8.0000004E-003, 8.2904900E+001, 3.4414333E+001
 1.3400000E+002, 8.0000004E-003, 8.3136322E+001, 3.4569118E+001
 1.3500000E+002, 8.0000004E-003, 8.3367126E+001, 3.4724567E+001
 1.3600000E+002, 8.0000004E-003, 8.3597321E+001, 3.4880661E+001
 1.3700000E+002, 8.0000004E-003, 8.3826927E+001, 3.5037395E+001
 1.3800000E+002, 8.0000004E-003, 8.4055962E+001, 3.5194752E+001
 1.3900000E+002, 8.0000004E-003, 8.4284424E+001, 3.5352722E+001
 1.4000000E+002, 8.0000004E-003, 8.4512344E+001, 3.5511295E+001
 1.4100000E+002, 8.0000004E-003, 8.4739723E+001, 3.5670456E+001
 1.4200000E+002, 8.0000004E-003, 8.4966568E+001, 3.5830196E+001
 1.4300000E+002, 8.0000004E-003, 8.5192909E+001, 3.5990509E+001
 1.4400000E+002, 8.0000004E-003, 8.5418739E+001, 3.6151375E+001
 1.4500000E+002, 8.0000004E-003, 8.5644081E+001, 3.6312790E+001
 1.4600000E+002, 8.0000004E-003, 8.5868942E+001, 3.6474743E+001
 1.4700000E+002, 8.0000004E-003, 8.6093330E+001, 3.6637222E+001
 1.4800000E+002, 8.0000004E-003, 8.6317253E+001, 3.6800217E+001
 1.4900000E+002, 8.0000004E-003, 8.6540733E+001, 3.6963715E+001
 1.5000000E+002, 8.0000004E-003, 8.6763763E+001, 3.7127712E+001
 1.5100000E+002, 8.0000004E-003, 8.6986366E+001, 3.7292198E+001
 1.5200000E+002, 8.0000004E-003, 8.7208549E+001, 3.7457161E+001
 1.5300000E+002, 8.0000004E-003, 8.7430305E+001, 3.7622593E+001
 1.5400000E+002, 8.0000004E-003, 8.7651665E+001, 3.7788483E+001
 1.5500000E+002, 8.0000004E-003, 8.7872627E+001, 3.7954823E+001
 1.5600000E+002, 8.0000004E-003, 8.8093193E+001, 3.8121601E+001
 1.5700000E+002, 8.0000004E-003, 8.8313377E+001, 3.8288818E+001
 1.5800000E+002, 8.0000004E-003, 8.8533188E+001, 3.8456455E+001
 1.5900000E+002, 8.0000004E-003, 8.8752625E+001, 3.8624508E+001
 1.6000000E+002, 8.0000004E-003, 8.8971695E+001, 3.8792969E+001
 1.6100000E+002, 8.0000004E-003, 8.9190414E+001, 3.8961826E+001
 1.6200000E+002, 8.0000004E-003, 8.9408775E+001, 3.9131077E+001
 1.6300000E+002, 8.0000004E-003, 8.9626785E+001, 3.9300709E+001
 1.6400000E+002, 8.0000004E-003, 8.9844460E+001, 3.9470718E+001
 1.6500000E+002, 8.0000004E-003, 9.0061798E+001, 3.9641094E+001
 1.6600000E+002, 8.0000004E-003, 9.0278801E+001, 3.9811829E+001
 1.6700000E+002, 8.0000004E-003, 9.0495476E+001, 3.9982918E+001
 1.6800000E+002, 8.0000004E-003, 9.0711823E+001, 4.0154350E+001
 1.6900000E+002, 8.0000004E-003, 9.0927841E+001, 4.0326122E+001
 1.7000000E+002, 8.0000004E-003, 9.1143555E+001, 4.0498226E+001
 1.7100000E+002, 8.0000004E-003, 9.1358948E+001, 4.0670650E+001
 1.7200000E+002, 8.0000004E-003, 9.1574028E+001, 4.0843395E+001
 1.7300000E+002, 8.0000004E-003, 9.1788795E+001, 4.1016449E+001
 1.7400000E+002, 8.0000004E-003, 9.2003258E+001, 4.1189808E+001
 1.7500000E+002, 8.0000004E-003, 9.2217407E+001, 4.1363461E+001
 1.7600000E+002, 8.0000004E-003, 9.2431259E+001, 4.1537407E+001
 1.7700000E+002, 8.0000004E-003, 9.2644798E+001, 4.1711639E+001
 1.7800000E+002, 8.0000004E-003, 9.2858032E+001, 4.1886147E+001
 1.7900000E+002, 8.0000004E-003, 9.3070969E+001, 4.2060928E+001
 1.8000000E+002, 8.0000004E-003, 9.3283607E+001, 4.2235977E+001
 1.8100000E+002, 8.0000004E-003, 9.3495934E+001, 4.2411285E+001
 1.8200000E+002, 8.0000004E-003, 9.3707962E+001, 4.2586849E+001
 1.8300000E+002, 8.0000004E-003, 9.3919685E+001, 4.2762661E+001
 1.8400000E+002, 8.0000004E-003, 9.4131111E+001, 4.2938713E+001
 1.8500000E+002, 8.0000004E-003, 9.4342232E+001, 4.3115009E+001
 1.8600000E+002, 8.0000004E-003, 9.4553047E+001, 4.3291534E+001
 1.8700000E+002, 8.0000004E-003, 9.4763557E+001, 4.3468285E+001
 1.8800000E+002, 8.0000004E-003, 9.4973763E+001, 4.3645260E+001
 1.8900000E+002, 8.0000004E-003, 9.5183655E+001, 4.3822453E+001
 1.9000000E+002, 8.0000004E-003, 9.5393242E+001, 4.3999855E+001
 1.9100000E+002, 8.0000004E-003, 9.5602524E+001, 4.4177464E+001
 1.9200000E+002, 8.0000004E-003, 9.5811485E+001, 4.4355278E+001
 1.9300000E+002, 8.0000004E-003, 9.6020126E+001, 4.4533283E+001
 1.9400000E+002, 8.0000004E-003, 9.6228462E+001, 4.4711487E+001
 1.9500000E+002, 8.0000004E-003, 9.6436478E+001, 4.4889874E+001
 1.9600000E+002, 8.0000004E-003, 9.6644165E+001, 4.5068447E+001
 1.9700000E+002, 8.0000004E-003, 9.6851532E+001, 4.5247200E+001
 1.9800000E+002, 8.0000004E-003, 9.7058578E+001, 4.5426125E+001
 1.9900000E+002, 8.0000004E-003, 9.7265289E+001, 4.5605221E+001
 2.0000000E+002, 8.0000004E-003, 9.7471680E+001, 4.5784481E+001
 2.0100000E+002, 8.0000004E-003, 9.7677727E+001, 4.5963902E+001
 2.0200000E+002, 8.0000004E-003, 9.7883446E+001, 4.6143482E+001
 2.0300000E+002, 8.0000004E-003, 9.8088829E+001, 4.6323219E+001
 2.0400000E+002, 8.0000004E-003, 9.8293869E+001, 4.6503101E+001
 2.0500000E+002, 8.0000004E-003, 9.8498566E+001, 4.6683132E+001
 2.0600000E+002, 8.0000004E-003, 9.8702919E+001, 4.6863300E+001
 2.0700000E+002, 8.0000004E-003, 9.8906921E+001, 4.7043613E+001
 2.0800000E+002, 8.0000004E-003, 9.9110580E+001, 4.7224056E+001
 2.0900000E+002, 8.0000004E-003, 9.9313881E+001, 4.7404633E+001
 2.1000000E+002, 8.0000004E-003, 9.9516830E+001, 4.7585335E+001
 2.1100000E+002, 8.0000004E-003, 9.9719421E+001, 4.7766163E+001
 2.1200000E+002, 8.0000004E-003, 9.9921661E+001, 4.7947109E+001
 2.1300000E+002, 8.0000004E-003, 1.0012354E+002, 4.8128174E+001
 2.1400000E+002, 8.0000004E-003, 1.0032504E+002, 4.8309353E+001
 2.1500000E+002, 8.0000004E-003, 1.0052619E+002, 4.8490643E+001
 2.1600000E+002, 8.0000004E-003, 1.0072697E+002, 4.8672039E+001
 2.1700000E+002, 8.0000004E-003, 1.0092738E+002, 4.8853542E+001
 2.1800000E+002, 8.0000004E-003, 1.0112743E+002, 4.9035145E+001
 2.1900000E+002, 8.0000004E-003, 1.0132710E+002, 4.9216846E+001
 2.2000000E+002, 8.0000004E-003, 1.0152641E+002, 4.9398647E+001
 2.2100000E+002, 8.0000004E-003, 1.0172533E+002, 4.9580536E+001
 2.2200000E+002, 8.0000004E-003, 1.0192389E+002, 4.9762516E+001
 2.2300000E+002, 8.0000004E-003, 1.0212206E+002, 4.9944584E+001
 2.2400000E+002, 8.0000004E-003, 1.0231986E+002, 5.0126740E+001
 2.2500000E+002, 8.0000004E-003, 1.0251729E+002, 5.0308975E+001
 2.2600000E+002, 8.0000004E-003, 1.0271433E+002, 5.0491287E+001
 2.2700000E+002, 8.0000004E-003, 1.0291100E+002, 5.0673679E+001
 2.2800000E+002, 8.0000004E-003, 1.0310729E+002, 5.0856144E+001
