s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8335687E-001
 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3302120E-003,-1.3970226E-017, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3302120E-003, 0.0000000E+000, 4.0614531E-018,-5.8335687E-001
 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3886941E-002,-1.4137400E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3886941E-002, 0.0000000E+000, 3.5288247E-015,-5.8335687E-001
 3.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9647102E-002,-1.6364776E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9647102E-002, 0.0000000E+000, 3.5060905E-013,-5.8335687E-001
 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4570245E-002,-5.4236625E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4570245E-002, 0.0000000E+000, 1.0094552E-011,-5.8335687E-001
 5.0999999E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8949203E-002,-9.5200831E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8949202E-002, 0.0000000E+000, 1.5413170E-010,-5.8335687E-001
 6.0999999E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2781060E-002,-8.7019157E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2781051E-002, 0.0000000E+000, 1.2511377E-009,-5.8335687E-001
 7.0999999E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6048097E-002,-5.1678483E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6048045E-002, 0.0000000E+000, 6.6880764E-009,-5.8335687E-001
 8.1000004E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9055755E-002,-2.3881329E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9055516E-002, 0.0000000E+000, 2.8150861E-008,-5.8335687E-001
