s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8335687E-001
 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2881656E-003,-3.7049000E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2881656E-003, 0.0000000E+000, 1.2723271E-012,-5.8335687E-001
 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5604976E-003,-1.0198334E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5604976E-003, 0.0000000E+000, 3.3668342E-012,-5.8335687E-001
 3.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2502908E-003,-3.8253296E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2502908E-003, 0.0000000E+000, 1.2238543E-011,-5.8335687E-001
 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7714673E-003,-1.3846502E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7714671E-003, 0.0000000E+000, 4.3032238E-011,-5.8335687E-001
 5.0999999E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1804485E-003,-4.5584229E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1804481E-003, 0.0000000E+000, 1.3762834E-010,-5.8335687E-001
 6.0999999E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4563186E-003,-1.2754757E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4563174E-003, 0.0000000E+000, 3.7495074E-010,-5.8335687E-001
 7.0999999E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0578213E-002,-3.0824962E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0578210E-002, 0.0000000E+000, 8.8368497E-010,-5.8335687E-001
 8.1000004E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1635105E-002,-6.8844771E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1635098E-002, 0.0000000E+000, 1.9256266E-009,-5.8335687E-001
