Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r0-nO2,p0-rho,p1-rho,
-1,0,2.40e+12,1.0,0.0,865.569525451,1927.30681969,0.170028345964,0.532550169431,1.64e+05,193737.785153,7815.71074713,100000000.0,2.98458252994e-05,0.733808674985,0.608112181276,0.94,0.193900325857,0.294298385282,0.000137907443295,0.000283626042665,1.07807853432,0.0,1683.0,1235.0,
0,405.7825,2.40e+12,1.0,0.0,865.569525451,1927.30681969,0.170028345964,0.532550169431,1.64e+05,193737.785153,7815.71074713,100000000.0,2.98458252994e-05,0.733808674985,0.608112181276,0.94,0.193900325857,0.294298385282,0.000137907443295,0.000283626042665,1.07807853432,0.0,1683.0,1235.0,
1,839.6336,2.32e+12,1.0,0.0,756.649729294,1893.56492196,0.110270561539,0.348729500159,1.77e+05,159042.213275,21127.6892448,100000000.0,2.90441520519e-05,0.733808674985,0.660461511675,0.94,0.469355955673,0.180493622917,6.29542503551e-05,0.000553559849413,1.01974655243,0.0,1683.0,1235.0,
2,1292.1508,2.36e+12,1.0,0.0,604.573353458,1712.91152004,0.117592148881,0.434656135233,1.74e+05,181445.345646,19190.3858494,100000000.0,1.3446598572e-05,0.733808674985,0.550488933732,0.94,0.426822414948,0.221819243109,6.85473552955e-05,0.000583916022391,1.02517638012,0.0,1683.0,1235.0,
3,1735.4710,2.37e+12,1.0,0.0,575.076669309,1699.29673699,0.123648001928,0.415470843758,1.74e+05,185860.879546,19461.2786525,100000000.0,1.34026035342e-05,0.733808674985,0.53628589707,0.94,0.385109457038,0.254706882969,7.84690643072e-05,0.00058742545763,1.03973948268,0.0,1683.0,1235.0,
4,2203.5166,2.35e+12,1.0,0.0,532.960608929,1950.83853145,0.133244306536,0.666066578091,1.74e+05,179118.55823,13015.1114498,100000000.0,1.07860044163e-05,0.733808674985,0.508326898943,0.94,0.397101732688,0.21101424148,9.51491445993e-05,0.000628379479464,0.997950142789,0.0,1683.0,1235.0,
5,2664.7529,2.30e+12,1.0,0.0,435.513439702,1898.89894199,0.0627659976644,0.664907961419,1.76e+05,152074.957507,18936.9509266,100000000.0,7.65700930033e-06,0.733808674985,0.457346119517,0.94,0.31337628184,0.142356821446,3.16639361385e-05,0.000597712502421,1.02590637619,0.0,1683.0,1235.0,
6,3160.3782,2.27e+12,1.0,0.0,388.716784704,2065.27036264,0.0790987490156,0.696350656269,1.75e+05,155144.756248,14504.178551,100000000.0,6.69253386718e-06,0.733808674985,0.433353344352,0.94,0.224873693847,0.152378306798,3.4685167039e-05,0.00063942288015,1.0151899524,0.0,1683.0,1235.0,
7,3642.3762,2.26e+12,1.0,0.0,340.011915202,2016.89089647,0.0681999637391,0.699530040859,1.76e+05,149611.100012,14475.3002249,100000000.0,5.65882077418e-06,0.733808674985,0.408811563632,0.94,0.185602797623,0.136077652894,2.39763293283e-05,0.000630908301279,1.01862341935,0.0,1683.0,1235.0,
8,4185.5958,2.25e+12,1.0,0.0,333.471053685,2131.51226679,0.0718530235108,0.753322117326,1.75e+05,148678.971194,12585.9613858,100000000.0,5.57931427581e-06,0.733808674985,0.403590363752,0.94,0.18364482752,0.127485667971,2.54545503945e-05,0.000655648138096,1.0076941256,0.0,1683.0,1235.0,
