Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,r0-n,r0-nO2,p0-rho,p1-rho,
-1,0,3.20e+15,1.0,0.0,1020.875284731519,698.7050583876228,2.15e+05,832752.4352142054,26379.19934526718,100000000.0,5.2239666137031616e-05,0.7338086749851456,0.8620055359626262,0.9184150997482785,1.0007337849256448,0.2948495861212582,1.4121107490337799,0.0,1683.0,1235.0,
0,35.0962,3.20e+15,1.0,0.0,1020.875284731519,698.7050583876228,2.15e+05,832752.4352142054,26379.19934526718,100000000.0,5.2239666137031616e-05,0.7338086749851456,0.8620055359626262,0.9184150997482785,1.0007337849256448,0.2948495861212582,1.4121107490337799,0.0,1683.0,1235.0,
1,71.5234,3.29e+15,1.0,0.0,1104.3417014966458,2218.6083670277167,2.11e+05,645050.4157983428,16671.239182299025,100000000.0,2.8767951176611895e-05,0.7338086749851456,0.8863889029431977,0.8475872510639317,0.41620924163212947,0.2950112876244197,1.4822679556364309,0.0,1683.0,1235.0,
2,106.2400,3.29e+15,1.0,0.0,1104.3417014966458,2218.6083670277167,2.11e+05,645050.4157983428,16671.239182299025,100000000.0,2.8767951176611895e-05,0.7338086749851456,0.8863889029431977,0.8475872510639317,0.41620924163212947,0.2950112876244197,1.4822679556364309,0.0,1683.0,1235.0,
3,127.6084,3.24e+15,1.0,0.0,1130.8461255581726,2194.82888852801,2.10e+05,667304.4687185362,23972.913563398768,100000000.0,2.5707728866023854e-05,0.7338086749851456,0.8755199978587421,0.6918573541538736,0.8618947351998931,0.36066165184947907,1.4158826328841083,0.0,1683.0,1235.0,
4,161.5914,3.24e+15,1.0,0.0,1130.8461255581726,2194.82888852801,2.10e+05,667304.4687185362,23972.913563398768,100000000.0,2.5707728866023854e-05,0.7338086749851456,0.8755199978587421,0.6918573541538736,0.8618947351998931,0.36066165184947907,1.4158826328841083,0.0,1683.0,1235.0,
5,196.1288,3.28e+15,1.0,0.0,1113.2346014416014,1680.6683471318772,2.06e+05,744880.263013868,25334.418564140775,100000000.0,2.17672800141493e-05,0.7338086749851456,0.848994335197216,0.7974668790519096,0.6626381753565228,0.2780499456021288,1.4855778282755583,0.0,1683.0,1235.0,
6,230.5392,3.19e+15,1.0,0.0,1092.7904876779432,1789.8993560110457,2.12e+05,807583.5247024245,26835.722253837674,100000000.0,1.852540750924815e-05,0.7338086749851456,0.9294866885030962,0.9007369689541251,0.7343727206293358,0.31162625146425765,1.4212443944168518,0.0,1683.0,1235.0,
7,266.4769,3.36e+15,1.0,0.0,1088.030310713788,2062.8050037222006,2.08e+05,684808.5403432373,23790.236407770702,100000000.0,1.627473230990264e-05,0.7338086749851456,0.8315798315639856,0.7778148429356583,0.6289779705919751,0.2837079557826864,1.4755251526700575,0.0,1683.0,1235.0,
8,301.3797,3.36e+15,1.0,0.0,1088.030310713788,2062.8050037222006,2.08e+05,684808.5403432373,23790.236407770702,100000000.0,1.627473230990264e-05,0.7338086749851456,0.8315798315639856,0.7778148429356583,0.6289779705919751,0.2837079557826864,1.4755251526700575,0.0,1683.0,1235.0,
9,336.3796,3.31e+15,1.0,0.0,1093.0389802397442,2126.4221187838198,2.08e+05,769670.9576598625,29570.260196515483,100000000.0,1.549479162429621e-05,0.7338086749851456,0.8546744912647348,0.8396538430666438,0.6969566537028715,0.3015237204460149,1.4562164356736795,0.0,1683.0,1235.0,
10,372.5265,3.28e+15,1.0,0.0,1074.8835026071165,1812.2166869190146,2.08e+05,788976.2329495858,28129.886297191715,100000000.0,1.4529357524326875e-05,0.7338086749851456,0.8563469765616887,0.8676485386542716,0.7145563174415555,0.26246549317786916,1.4652195722930141,0.0,1683.0,1235.0,
11,409.9405,3.31e+15,1.0,0.0,1078.7906411684157,1907.0625694588402,2.08e+05,757157.0706440782,28036.932313041863,100000000.0,1.3477446993047248e-05,0.7338086749851456,0.849526318719934,0.8303076718572759,0.7097047285595729,0.27654531305973024,1.4661011590839983,0.0,1683.0,1235.0,
12,444.2428,3.31e+15,1.0,0.0,1078.7906411684157,1907.0625694588402,2.08e+05,757157.0706440782,28036.932313041863,100000000.0,1.3477446993047248e-05,0.7338086749851456,0.849526318719934,0.8303076718572759,0.7097047285595729,0.27654531305973024,1.4661011590839983,0.0,1683.0,1235.0,
13,480.4207,3.31e+15,1.0,0.0,1078.7906411684157,1907.0625694588402,2.08e+05,757157.0706440782,28036.932313041863,100000000.0,1.3477446993047248e-05,0.7338086749851456,0.849526318719934,0.8303076718572759,0.7097047285595729,0.27654531305973024,1.4661011590839983,0.0,1683.0,1235.0,
14,520.5683,3.29e+15,1.0,0.0,1078.7199147030356,1930.3761873379212,2.08e+05,771462.9839584497,28547.471314995513,100000000.0,1.3248975326342677e-05,0.7338086749851456,0.8529500000862722,0.8465289755777357,0.7072361580702166,0.2741942686034095,1.4614188948705622,0.0,1683.0,1235.0,
15,560.2855,3.29e+15,1.0,0.0,1078.7199147030356,1930.3761873379212,2.08e+05,771462.9839584497,28547.471314995513,100000000.0,1.3248975326342677e-05,0.7338086749851456,0.8529500000862722,0.8465289755777357,0.7072361580702166,0.2741942686034095,1.4614188948705622,0.0,1683.0,1235.0,
16,600.6322,3.29e+15,1.0,0.0,1078.7199147030356,1930.3761873379212,2.08e+05,771462.9839584497,28547.471314995513,100000000.0,1.3248975326342677e-05,0.7338086749851456,0.8529500000862722,0.8465289755777357,0.7072361580702166,0.2741942686034095,1.4614188948705622,0.0,1683.0,1235.0,
17,638.6679,3.28e+15,1.0,0.0,1080.9028453843443,1914.9015047020093,2.08e+05,765002.2291031516,28527.49027652107,100000000.0,1.312389372439193e-05,0.7338086749851456,0.8545772497261881,0.8460871835200257,0.7018221999058096,0.2745591384299264,1.4610821391700175,0.0,1683.0,1235.0,
18,676.3145,3.37e+15,1.0,0.0,1060.119009978102,2301.122042496119,2.08e+05,722183.0833956645,30360.969541374117,100000000.0,1.3004102312091444e-05,0.7338086749851456,0.8465146011110557,0.8319906223843323,0.5825152353687684,0.292210312236171,1.4823595793792386,0.0,1683.0,1235.0,
19,714.2417,3.37e+15,1.0,0.0,1060.119009978102,2301.122042496119,2.08e+05,722183.0833956645,30360.969541374117,100000000.0,1.3004102312091444e-05,0.7338086749851456,0.8465146011110557,0.8319906223843323,0.5825152353687684,0.292210312236171,1.4823595793792386,0.0,1683.0,1235.0,
