Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r0-nO2,p0-rho,p1-rho,
-1,0,2.77e+15,1.0,0.0,953.1693591697497,2017.6974220877894,0.0408291735321296,0.08192092659857979,1.87e+05,667353.7100358838,12566.870875288563,100000000.0,6.164027919367695e-05,0.7338086749851456,0.5728560572489978,0.8882230693633282,0.4213762252033867,0.04606721709900065,4.5093613821049887e-05,0.00019444676489855566,1.5537888891523357,0.0,1683.0,1235.0,
0,75.0013,2.77e+15,1.0,0.0,953.1693591697497,2017.6974220877894,0.0408291735321296,0.08192092659857979,1.87e+05,667353.7100358838,12566.870875288563,100000000.0,6.164027919367695e-05,0.7338086749851456,0.5728560572489978,0.8882230693633282,0.4213762252033867,0.04606721709900065,4.5093613821049887e-05,0.00019444676489855566,1.5537888891523357,0.0,1683.0,1235.0,
1,153.1492,3.60e+15,1.0,0.0,1135.035079100528,2004.1364060097699,0.04751650201897931,0.5341895256104671,1.91e+05,660674.4006638576,21323.243068692274,100000000.0,5.3762009226186646e-05,0.7338086749851456,0.7957690135659763,0.7055290706372042,0.30353197450899516,0.0815966589668509,5.0860577183109396e-05,0.00042839821935038505,1.4248842058430438,0.0,1683.0,1235.0,
2,232.3032,3.26e+15,1.0,0.0,1026.807657481986,1649.362406624043,0.050498172371472305,0.3205079111021426,1.95e+05,706506.3596118409,25135.903854686687,100000000.0,4.778752300182336e-05,0.7338086749851456,0.7284527237832454,0.8306889312401403,0.22531564123453457,0.15320915406669358,8.356401540801456e-05,0.0002646585337725783,1.3817284524725442,0.0,1683.0,1235.0,
3,318.0773,3.33e+15,1.0,0.0,1031.7306454030204,1697.432199836354,0.04617033624764576,0.3293964589354337,1.91e+05,523519.70046297665,20450.79435162912,100000000.0,4.105449426106852e-05,0.7338086749851456,0.6496588649196249,0.5832009232920772,0.3942635676596342,0.11067721648132611,4.8861490466974826e-05,0.00044924862266749435,1.4093740060267457,0.0,1683.0,1235.0,
4,405.3248,3.43e+15,1.0,0.0,1047.5789713229974,1779.2886389180783,0.04687688340235282,0.5126548853596133,1.92e+05,553465.6903456331,19950.54991468274,100000000.0,3.774588850064178e-05,0.7338086749851456,0.6625106314469424,0.6064111471405211,0.36988360861077585,0.11907920362191142,5.4395307143883816e-05,0.0004655943678787438,1.4524431186837914,0.0,1683.0,1235.0,
5,491.8706,3.32e+15,1.0,0.0,1046.8762866090551,1745.3813160372474,0.04844711158535765,0.32223021025587595,1.94e+05,676049.4735103757,19020.575504924233,100000000.0,3.153748885180972e-05,0.7338086749851456,0.7358429705395984,0.723512399869847,0.398800981693345,0.10329010005817452,6.518542274720913e-05,0.0004081422888203297,1.4355335960819748,0.0,1683.0,1235.0,
6,581.7495,3.49e+15,1.0,0.0,1048.6175324165001,1980.7821131656374,0.047192252600242554,0.26421462790578343,1.96e+05,607986.419973195,19145.964620433297,100000000.0,2.2211729808476945e-05,0.7338086749851456,0.7190400360662472,0.6843214263899908,0.3947067425715363,0.1172652328440042,5.421574645333043e-05,0.0003936762360877516,1.3859424501819393,0.0,1683.0,1235.0,
7,671.0438,3.49e+15,1.0,0.0,1048.6175324165001,1980.7821131656374,0.047192252600242554,0.26421462790578343,1.96e+05,607986.419973195,19145.964620433297,100000000.0,2.2211729808476945e-05,0.7338086749851456,0.7190400360662472,0.6843214263899908,0.3947067425715363,0.1172652328440042,5.421574645333043e-05,0.0003936762360877516,1.3859424501819393,0.0,1683.0,1235.0,
8,757.9920,3.49e+15,1.0,0.0,1048.6175324165001,1980.7821131656374,0.047192252600242554,0.26421462790578343,1.96e+05,607986.419973195,19145.964620433297,100000000.0,2.2211729808476945e-05,0.7338086749851456,0.7190400360662472,0.6843214263899908,0.3947067425715363,0.1172652328440042,5.421574645333043e-05,0.0003936762360877516,1.3859424501819393,0.0,1683.0,1235.0,
9,844.1424,3.49e+15,1.0,0.0,1048.6175324165001,1980.7821131656374,0.047192252600242554,0.26421462790578343,1.96e+05,607986.419973195,19145.964620433297,100000000.0,2.2211729808476945e-05,0.7338086749851456,0.7190400360662472,0.6843214263899908,0.3947067425715363,0.1172652328440042,5.421574645333043e-05,0.0003936762360877516,1.3859424501819393,0.0,1683.0,1235.0,
10,933.0264,3.39e+15,1.0,0.0,1039.1854138574017,2021.501020403228,0.046565469352745914,0.4195956612775549,1.97e+05,602211.504047048,19691.700791596864,100000000.0,1.9846801559789317e-05,0.7338086749851456,0.7048448298994339,0.6704269398617122,0.5241869268319446,0.12852587107471256,6.165365432488162e-05,0.0004208495901189287,1.4459160065301941,0.0,1683.0,1235.0,
11,1019.2079,3.38e+15,1.0,0.0,1020.8721007404741,1948.8097582261826,0.0470141664178903,0.4793407493032298,1.95e+05,642886.9331568878,19019.60104248493,100000000.0,1.8481085914044475e-05,0.7338086749851456,0.7137973992690421,0.7001220208156059,0.45098794690992566,0.10915156222098976,5.513229368452811e-05,0.00039440890992454517,1.3760415234348877,0.0,1683.0,1235.0,
12,1105.9048,3.37e+15,1.0,0.0,1013.3686808673767,1996.401859643629,0.04656817944918393,0.32103449510511567,1.98e+05,634367.2774724644,18391.87388877033,100000000.0,1.4089394670605135e-05,0.7338086749851456,0.728425085361531,0.7092286450135779,0.49662464130501116,0.12307166911413753,5.5270748276183655e-05,0.0003799413533067924,1.3950588886685527,0.0,1683.0,1235.0,
13,1190.1475,3.37e+15,1.0,0.0,1013.3686808673767,1996.401859643629,0.04656817944918393,0.32103449510511567,1.98e+05,634367.2774724644,18391.87388877033,100000000.0,1.4089394670605135e-05,0.7338086749851456,0.728425085361531,0.7092286450135779,0.49662464130501116,0.12307166911413753,5.5270748276183655e-05,0.0003799413533067924,1.3950588886685527,0.0,1683.0,1235.0,
14,1277.3009,3.34e+15,1.0,0.0,1009.4224857781069,2123.0779730012237,0.046130523145918464,0.5070548477848016,1.95e+05,571664.401894328,19470.844834207175,100000000.0,1.2284258082866384e-05,0.7338086749851456,0.6718395125273273,0.6504940080879371,0.5185408767878465,0.09640852945828202,5.342407579496077e-05,0.00032467816366989384,1.3841802067479816,0.0,1683.0,1235.0,
15,1367.9244,3.34e+15,1.0,0.0,1009.4224857781069,2123.0779730012237,0.046130523145918464,0.5070548477848016,1.95e+05,571664.401894328,19470.844834207175,100000000.0,1.2284258082866384e-05,0.7338086749851456,0.6718395125273273,0.6504940080879371,0.5185408767878465,0.09640852945828202,5.342407579496077e-05,0.00032467816366989384,1.3841802067479816,0.0,1683.0,1235.0,
16,1456.5982,3.34e+15,1.0,0.0,1009.4224857781069,2123.0779730012237,0.046130523145918464,0.5070548477848016,1.95e+05,571664.401894328,19470.844834207175,100000000.0,1.2284258082866384e-05,0.7338086749851456,0.6718395125273273,0.6504940080879371,0.5185408767878465,0.09640852945828202,5.342407579496077e-05,0.00032467816366989384,1.3841802067479816,0.0,1683.0,1235.0,
17,1548.9233,3.45e+15,1.0,0.0,1001.4515598896411,2065.5083510622567,0.04674162881193629,0.3777374000051664,1.97e+05,548593.517959167,17433.23094345962,100000000.0,1.0868005105296114e-05,0.7338086749851456,0.6794417798200045,0.6260622123243569,0.5140268480502461,0.1012328119993299,4.867843818178228e-05,0.0003690202457035359,1.3577031015005536,0.0,1683.0,1235.0,
18,1636.4820,3.27e+15,1.0,0.0,1016.0225997746531,2068.8191567089425,0.046246392515706995,0.561925987567284,1.96e+05,581584.1364159312,20069.351509128588,100000000.0,1.0507179383475528e-05,0.7338086749851456,0.6875721275540352,0.6642162224973186,0.5310690928615227,0.1038765801351492,5.693692506559739e-05,0.0003459813366345986,1.4034283005085024,0.0,1683.0,1235.0,
19,1724.2239,3.37e+15,1.0,0.0,1006.2874866747494,2062.0359867347515,0.04653212795971738,0.4292916778922863,1.97e+05,565950.9473899984,18497.91863042839,100000000.0,1.0264009147666083e-05,0.7338086749851456,0.6822502460315805,0.6489762522760738,0.512646580619015,0.10282705623690713,5.356487928697029e-05,0.0003431985444699295,1.3684788441773534,0.0,1683.0,1235.0,
20,1814.3089,3.37e+15,1.0,0.0,1006.2874866747494,2062.0359867347515,0.04653212795971738,0.4292916778922863,1.97e+05,565950.9473899984,18497.91863042839,100000000.0,1.0264009147666083e-05,0.7338086749851456,0.6822502460315805,0.6489762522760738,0.512646580619015,0.10282705623690713,5.356487928697029e-05,0.0003431985444699295,1.3684788441773534,0.0,1683.0,1235.0,
