Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,r0-n,r0-nO2,p0-rho,p1-rho,
-1,0,2.50e+12,1.0,0.0,1510.5394742548096,1008.1956660275395,1.82e+05,74495.6031569548,24441.772072416625,100000000.0,0.00014771890282410052,0.7338086749851456,0.9255531128021791,0.7383361767453354,0.4314647606139045,0.062095090779525436,0.9879192940337977,0.0,1683.0,1235.0,
0,54.9250,2.25e+12,1.0,0.0,1515.865701295353,1134.0430063167173,1.70e+05,123878.38308371647,21650.055568345884,100000000.0,9.216198142855416e-05,0.7338086749851456,0.7504857255224461,0.5374306958607966,0.5432473927185876,0.33717933421389357,0.97231945288571,0.0,1683.0,1235.0,
1,110.7298,2.40e+12,1.0,0.0,1469.9827296674857,1033.3273758918776,1.71e+05,215697.57230585895,17228.23676211125,100000000.0,7.18847747070016e-05,0.7338086749851456,0.7346942213548947,0.7062246666453934,0.5999249583686744,0.4887959643798619,0.9250821272281051,0.0,1683.0,1235.0,
2,166.5967,2.40e+12,1.0,0.0,1469.9827296674857,1033.3273758918776,1.71e+05,215697.57230585895,17228.23676211125,100000000.0,7.18847747070016e-05,0.7338086749851456,0.7346942213548947,0.7062246666453934,0.5999249583686744,0.4887959643798619,0.9250821272281051,0.0,1683.0,1235.0,
3,229.6571,2.34e+12,1.0,0.0,1473.202495459239,1088.0076779903375,1.73e+05,124238.79029531838,14873.962976842686,100000000.0,5.919239914176272e-05,0.7338086749851456,0.7751858104204927,0.6818433873538992,0.40628745280491163,0.2855325516672873,0.9766920339532631,0.0,1683.0,1235.0,
4,283.3370,2.34e+12,1.0,0.0,1473.202495459239,1088.0076779903375,1.73e+05,124238.79029531838,14873.962976842686,100000000.0,5.919239914176272e-05,0.7338086749851456,0.7751858104204927,0.6818433873538992,0.40628745280491163,0.2855325516672873,0.9766920339532631,0.0,1683.0,1235.0,
5,344.2385,2.34e+12,1.0,0.0,1473.202495459239,1088.0076779903375,1.73e+05,124238.79029531838,14873.962976842686,100000000.0,5.919239914176272e-05,0.7338086749851456,0.7751858104204927,0.6818433873538992,0.40628745280491163,0.2855325516672873,0.9766920339532631,0.0,1683.0,1235.0,
6,402.9219,2.34e+12,1.0,0.0,1473.202495459239,1088.0076779903375,1.73e+05,124238.79029531838,14873.962976842686,100000000.0,5.919239914176272e-05,0.7338086749851456,0.7751858104204927,0.6818433873538992,0.40628745280491163,0.2855325516672873,0.9766920339532631,0.0,1683.0,1235.0,
7,459.6346,2.38e+12,1.0,0.0,1487.503469075673,1083.3836576476237,1.73e+05,128917.86583081573,10210.55303147531,100000000.0,4.2422047536260784e-05,0.7338086749851456,0.7862249185631617,0.6368264854374398,0.40521212550080754,0.3972613645368457,0.958727650745969,0.0,1683.0,1235.0,
8,523.8701,2.50e+12,1.0,0.0,1468.066889643326,1019.2311506433098,1.80e+05,136600.46321292888,9700.58833017843,100000000.0,3.870664197331186e-05,0.7338086749851456,0.8786596037801887,0.7205357055629578,0.40432188541973024,0.42766144741856515,0.9581340074815867,0.0,1683.0,1235.0,
9,579.2285,2.41e+12,1.0,0.0,1472.2092104180738,1070.3196537858782,1.73e+05,120208.73201139623,8101.111373572642,100000000.0,3.036702639192511e-05,0.7338086749851456,0.7926259918608174,0.6342941080875797,0.3740012224758917,0.37026818708305603,0.9397104083676158,0.0,1683.0,1235.0,
10,635.7029,2.41e+12,1.0,0.0,1472.2092104180738,1070.3196537858782,1.73e+05,120208.73201139623,8101.111373572642,100000000.0,3.036702639192511e-05,0.7338086749851456,0.7926259918608174,0.6342941080875797,0.3740012224758917,0.37026818708305603,0.9397104083676158,0.0,1683.0,1235.0,
11,693.3284,2.38e+12,1.0,0.0,1467.0499141757623,1065.091137087165,1.74e+05,113452.3988989569,10131.152085476053,100000000.0,1.8020912296223107e-05,0.7338086749851456,0.836934528636711,0.6371378177118149,0.32436352317160616,0.4230179963807475,0.9504724025923035,0.0,1683.0,1235.0,
12,756.8232,2.38e+12,1.0,0.0,1467.0499141757623,1065.091137087165,1.74e+05,113452.3988989569,10131.152085476053,100000000.0,1.8020912296223107e-05,0.7338086749851456,0.836934528636711,0.6371378177118149,0.32436352317160616,0.4230179963807475,0.9504724025923035,0.0,1683.0,1235.0,
13,812.3068,2.38e+12,1.0,0.0,1467.0499141757623,1065.091137087165,1.74e+05,113452.3988989569,10131.152085476053,100000000.0,1.8020912296223107e-05,0.7338086749851456,0.836934528636711,0.6371378177118149,0.32436352317160616,0.4230179963807475,0.9504724025923035,0.0,1683.0,1235.0,
14,869.2329,2.38e+12,1.0,0.0,1467.0499141757623,1065.091137087165,1.74e+05,113452.3988989569,10131.152085476053,100000000.0,1.8020912296223107e-05,0.7338086749851456,0.836934528636711,0.6371378177118149,0.32436352317160616,0.4230179963807475,0.9504724025923035,0.0,1683.0,1235.0,
15,935.2898,2.38e+12,1.0,0.0,1467.0499141757623,1065.091137087165,1.74e+05,113452.3988989569,10131.152085476053,100000000.0,1.8020912296223107e-05,0.7338086749851456,0.836934528636711,0.6371378177118149,0.32436352317160616,0.4230179963807475,0.9504724025923035,0.0,1683.0,1235.0,
16,996.8900,2.37e+12,1.0,0.0,1472.2389816108441,1070.0048805354718,1.74e+05,118995.04267052088,10698.828195002618,100000000.0,1.120461865244298e-05,0.7338086749851456,0.834577438141685,0.6546814149082232,0.3329719478090708,0.38981166701410785,0.9786697920006123,0.0,1683.0,1235.0,
