Loop,Time,r0-A,r1-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r0-Hp,r1-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r0-nO2,r1-nO2,p0-rho,p1-rho,
-1,0,2.39e+12,6.86e+13,1.0,0.0,1107.4555303810878,3483.2036327075743,0.04306229497441696,0.5847658990053672,1.96e+05,1.82e+05,27368.590638236412,290901.30127706286,9414.457491290195,100000000.0,0.00011868482068668258,0.7338086749851456,0.7338086749851456,0.8583446055418432,0.94,0.3437792695636906,0.37158659684380885,0.0001131238230431051,0.0008353697267567919,0.9032539197524876,1.5465410917089717,0.0,0.0,1683.0,1235.0,
0,171.8295,2.31e+12,7.62e+13,1.0,0.0,1122.5746119317264,1347.1366423958038,0.047667618861728905,0.7252670103744046,1.70e+05,1.85e+05,259121.39059534273,229457.716643148,23488.13366370318,100000000.0,4.046259184275523e-05,0.7338086749851456,0.7338086749851456,0.8395564366312298,0.94,0.3053568156504256,0.2373360309621117,5.84307666577065e-05,0.00028722967447698903,0.983680994384828,1.4495704085707544,0.0,0.0,1683.0,1235.0,
1,368.8190,2.34e+12,7.21e+13,1.0,0.0,1029.434022907711,2467.079684072953,0.0459120571601376,0.33312088299422005,1.74e+05,2.02e+05,212661.97806072445,350110.86005111795,28658.257020125377,100000000.0,2.3269253142695e-05,0.7338086749851456,0.7338086749851456,0.8976875638646665,0.94,0.35373500035794625,0.19715184129425078,5.2807358041209336e-05,0.0005143710288216916,0.9404864482382165,1.5088894082648519,0.0,0.0,1683.0,1235.0,
2,588.8863,2.34e+12,7.21e+13,1.0,0.0,1029.434022907711,2467.079684072953,0.0459120571601376,0.33312088299422005,1.74e+05,2.02e+05,212661.97806072445,350110.86005111795,28658.257020125377,100000000.0,2.3269253142695e-05,0.7338086749851456,0.7338086749851456,0.8976875638646665,0.94,0.35373500035794625,0.19715184129425078,5.2807358041209336e-05,0.0005143710288216916,0.9404864482382165,1.5088894082648519,0.0,0.0,1683.0,1235.0,
3,824.3328,2.34e+12,7.21e+13,1.0,0.0,1029.434022907711,2467.079684072953,0.0459120571601376,0.33312088299422005,1.74e+05,2.02e+05,212661.97806072445,350110.86005111795,28658.257020125377,100000000.0,2.3269253142695e-05,0.7338086749851456,0.7338086749851456,0.8976875638646665,0.94,0.35373500035794625,0.19715184129425078,5.2807358041209336e-05,0.0005143710288216916,0.9404864482382165,1.5088894082648519,0.0,0.0,1683.0,1235.0,
4,1063.9469,2.33e+12,7.37e+13,1.0,0.0,1059.7206257877046,2288.1519348417205,0.04451708951371005,0.3921629694123708,1.70e+05,1.94e+05,231154.17561090604,325517.77470380696,28411.397782064647,100000000.0,2.1049544878736526e-05,0.7338086749851456,0.7338086749851456,0.8511572916416114,0.94,0.30815072969009416,0.17628798068770088,6.197346189170208e-05,0.0006613354668978434,0.9775721578910549,1.5271728812052663,0.0,0.0,1683.0,1235.0,
5,1307.3354,2.27e+12,7.44e+13,1.0,0.0,1072.4411986000296,2144.214068977989,0.044881808273070894,0.36626538387051644,1.72e+05,1.89e+05,178985.77739336086,314674.0542389848,30768.903409891936,100000000.0,1.542995931272084e-05,0.7338086749851456,0.7338086749851456,0.8612078853979852,0.94,0.3179656471024922,0.19599486378845155,8.928910444510384e-05,0.0005360778739857353,1.0039244941609327,1.4673043522814773,0.0,0.0,1683.0,1235.0,
6,1542.2024,2.20e+12,7.61e+13,1.0,0.0,1093.4156513970822,2362.5528551196367,0.04543135096518611,0.5322732445540228,1.75e+05,1.87e+05,178192.2043877871,256065.68322551885,19695.962985237333,100000000.0,9.571540790000997e-06,0.7338086749851456,0.7338086749851456,0.8602169939793061,0.94,0.3199624005203291,0.16635119729513786,8.209239020869787e-05,0.0006565752958006496,0.9980227823515644,1.4835812714189722,0.0,0.0,1683.0,1235.0,
7,1771.6962,2.21e+12,7.58e+13,1.0,0.0,1088.9823062653677,2232.6440121805113,0.04547102134241998,0.5070650065570216,1.75e+05,1.87e+05,190853.60261820303,265007.7205438939,21488.023348293507,100000000.0,8.990491832304583e-06,0.7338086749851456,0.7338086749851456,0.8624956901253233,0.94,0.3178073163643216,0.1704366587213786,8.41215286146712e-05,0.000670179454365112,1.000210115446316,1.4839090463692992,0.0,0.0,1683.0,1235.0,
8,1994.9430,2.26e+12,7.59e+13,1.0,0.0,1103.376981649551,2377.884564133188,0.0448957126894296,0.6120819156345406,1.72e+05,1.86e+05,211495.4976756582,260397.16545301088,20781.5683303208,100000000.0,8.644192703273032e-06,0.7338086749851456,0.7338086749851456,0.8471412654092142,0.94,0.3161533384370413,0.1683489066774202,6.692989519599988e-05,0.0006820470849581415,0.9955238457765776,1.5405343382808125,0.0,0.0,1683.0,1235.0,
9,2227.7520,2.21e+12,7.35e+13,1.0,0.0,1080.666114894987,2257.2129698363847,0.04488590832754575,0.5906785867383524,1.73e+05,1.89e+05,199049.88300568488,264579.82317814964,19201.722180313216,100000000.0,7.535913294140598e-06,0.7338086749851456,0.7338086749851456,0.8654393351997034,0.94,0.30624134483015564,0.17072997125988443,9.50878855376952e-05,0.0005915457593257615,1.0095164226951654,1.4939527451602164,0.0,0.0,1683.0,1235.0,
