Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r0-nO2,r0-qIgn,p0-rho,p1-rho,
11,1746.4120,2.31e+12,1.0,0.0,1306.1384125242557,1911.450807854324,0.0950252843649309,0.5311337571935044,1.72e+05,138821.38428584547,20941.522820783233,100000000.0,1.9931600825989814e-05,0.7338086749851456,0.9519270232927457,0.94,0.3609733031367246,0.14091979923497255,6.727230888406991e-05,0.0005399960259574186,0.9929791169797215,0.0,20.90234425449494,1683.0,1235.0,
12,1908.0630,2.32e+12,1.0,0.0,1299.599139296432,1896.9414646735604,0.09409513449452958,0.4975901310433529,1.72e+05,134617.02497735794,21764.949648977738,100000000.0,1.7709776934539337e-05,0.7338086749851456,0.9461934114803621,0.94,0.35652956454261175,0.14226685642387604,6.565574490008287e-05,0.0005115279546959648,0.9905407346627342,0.0,20.742960901871783,1683.0,1235.0,
13,2058.8290,2.31e+12,1.0,0.0,1266.0725713188717,1994.1940215357301,0.0900908048096978,0.5077537706088961,1.74e+05,130345.44335820468,19797.975691541636,100000000.0,1.621599357239413e-05,0.7338086749851456,0.9636999130464634,0.94,0.34503652655379713,0.15938009607296452,6.416825126407877e-05,0.0005100252219285566,0.9820708642985847,0.0,20.719959490171817,1683.0,1235.0,
14,2197.8210,2.31e+12,1.0,0.0,1257.724523922857,1977.034734818616,0.09503171208741737,0.4823655549171155,1.74e+05,122388.9501181008,19937.283445856505,100000000.0,1.4582173497857757e-05,0.7338086749851456,0.9739823695726921,0.94,0.34338401189688994,0.14851121624233693,6.193731462813947e-05,0.0005039544863642902,0.9836475784943601,0.0,20.16278322626907,1683.0,1235.0,
15,2321.3130,2.32e+12,1.0,0.0,1231.9227743691972,2032.6516477697214,0.09161692081954201,0.43876764628640263,1.75e+05,115334.50703644165,18187.393627741854,100000000.0,1.213342803206135e-05,0.7338086749851456,0.9854563924844755,0.94,0.3427489567018266,0.1440737724795006,5.847413130690714e-05,0.0004887667691127181,0.9867517933912839,0.0,19.391217891310216,1683.0,1235.0,
16,2449.1850,2.33e+12,1.0,0.0,1215.2156132011773,1868.2781117094185,0.09793537843804911,0.4426024090561435,1.75e+05,111165.59856650737,19391.57052287913,100000000.0,1.0472301245042003e-05,0.7338086749851456,0.9704096222469409,0.94,0.33936160778296254,0.1347962747708868,5.538501022591216e-05,0.0004513160611038299,0.980766266414487,0.0,19.185254937685407,1683.0,1235.0,
17,2582.7640,2.32e+12,1.0,0.0,1160.7295749924,1858.5219905499935,0.09328397280933268,0.45504532590953395,1.77e+05,98640.9078705644,19614.996341915983,100000000.0,9.232671250695899e-06,0.7338086749851456,0.9716038607920041,0.94,0.32786102662249117,0.1234830316687961,5.3247950571639875e-05,0.0004182385999992854,0.9799141900070536,0.0,18.92107415856129,1683.0,1235.0,
18,2733.5730,2.34e+12,1.0,0.0,1141.8886196257167,1904.3266428192683,0.09603112327052485,0.40462773784465855,1.78e+05,96483.36495847022,17637.30927624267,100000000.0,8.972254020426745e-06,0.7338086749851456,0.9653841347622567,0.94,0.3267944160326184,0.12226723985414129,4.544923345459203e-05,0.00041032129560645875,0.9745274415789638,0.0,18.819249330406326,1683.0,1235.0,
19,2881.9350,2.33e+12,1.0,0.0,1143.0445989055274,1779.5706064983751,0.08713193355707549,0.40222553296790586,1.78e+05,96931.52172684559,18850.778880720085,100000000.0,8.01020274223194e-06,0.7338086749851456,0.963326201709056,0.94,0.32421223180171177,0.1194667112831593,4.92648410587938e-05,0.0003939894574917849,0.9723847630553157,0.0,18.975962921968097,1683.0,1235.0,
20,3027.5970,2.33e+12,1.0,0.0,1121.401625660049,1764.078202786588,0.09376868224715282,0.4198271711440307,1.78e+05,92287.62507344803,18803.53485777934,100000000.0,7.980493977120115e-06,0.7338086749851456,0.9567573041357307,0.94,0.323504727601924,0.11378162327875713,4.5905627882229176e-05,0.00038167147306749207,0.9721134789665036,0.0,18.559924465520133,1683.0,1235.0,
21,3171.3670,2.34e+12,1.0,0.0,1132.4189775580771,1651.270762880438,0.0836563537772737,0.3909719029191778,1.78e+05,97939.18180784344,18713.556612770546,100000000.0,7.269417315280736e-06,0.7338086749851456,0.9565017913643796,0.94,0.32226122983556404,0.1168778632073737,5.2824613221516596e-05,0.0003712334977511097,0.9709029702147862,0.0,18.735631959548392,1683.0,1235.0,
22,3303.2330,2.36e+12,1.0,0.0,1125.2683130948324,1532.1378984555581,0.09364579682119101,0.31828892263075387,1.77e+05,94506.97550728367,18119.498987781808,100000000.0,5.681455062225483e-06,0.7338086749851456,0.9492697242314725,0.94,0.32184845915899263,0.1144121535274415,5.680570532878136e-05,0.00033756535994784904,0.968287690673357,0.0,17.96341794638641,1683.0,1235.0,
23,3435.3560,2.35e+12,1.0,0.0,1131.0625057872426,1261.712542382543,0.08668591088090624,0.31896277769431625,1.77e+05,101845.33895041182,18840.039110121106,100000000.0,3.986278196143245e-06,0.7338086749851456,0.9474499785047822,0.94,0.3175461876545694,0.11679494036436133,7.093901951713421e-05,0.0003081877445582146,0.9680509599454843,0.0,18.41485701213992,1683.0,1235.0,
24,3581.5290,2.37e+12,1.0,0.0,1121.6695383326914,1155.2067297190988,0.07619427047236993,0.33018641682113437,1.78e+05,99932.79294444123,19291.55958911916,100000000.0,2.8712586414027275e-06,0.7338086749851456,0.9448205275288554,0.94,0.31365513411020807,0.0976986991530826,7.180873878547672e-05,0.00031011973784790254,0.9731317527959138,0.0,18.450489375471715,1683.0,1235.0,
25,3740.6210,2.36e+12,1.0,0.0,1108.647658955838,1254.0203160929473,0.07519576244847312,0.3292373411943985,1.78e+05,96870.84816165548,18877.130627526745,100000000.0,2.622164248953129e-06,0.7338086749851456,0.9442808194760708,0.94,0.3138116984432945,0.10035795671407065,6.33487171494802e-05,0.00031208267420055637,0.9667100193595558,0.0,18.583205352829196,1683.0,1235.0,
26,3892.7050,2.35e+12,1.0,0.0,1102.886587034254,1223.1396311910585,0.08389403844755132,0.3196425820291139,1.78e+05,97443.03416899887,18389.06225561643,100000000.0,2.2854592982352777e-06,0.7338086749851456,0.9403032525901076,0.94,0.3153586090602378,0.10369250822122249,6.176248069478023e-05,0.0003013175413351009,0.9622019391289854,0.0,18.528100490326125,1683.0,1235.0,
27,4036.4680,2.35e+12,1.0,0.0,1108.497043113062,1124.297070039843,0.07469019125446658,0.3581492397986408,1.78e+05,99367.81906230657,20063.10403520997,100000000.0,1.7031454786406024e-06,0.7338086749851456,0.9403098800355061,0.94,0.31314987150231055,0.0899908321075282,6.570219542776157e-05,0.00031399955361433686,0.9660175470278117,0.0,18.804351390736976,1683.0,1235.0,
28,4182.8330,2.36e+12,1.0,0.0,1103.730400914746,1068.856847058658,0.07122717837146536,0.3503513906213878,1.78e+05,98130.04633069214,20470.48377700852,100000000.0,1.4463847746384425e-06,0.7338086749851456,0.9362577591084179,0.94,0.30985757127876457,0.08755799458029818,7.011719768236683e-05,0.00030314794004936303,0.9638559436799555,0.0,18.554483397359775,1683.0,1235.0,
29,4339.8940,2.36e+12,1.0,0.0,1102.6807582823656,1138.7253690494977,0.06350025617155229,0.3256377716913309,1.79e+05,98558.8294510525,19532.820931950293,100000000.0,1.19294093599455e-06,0.7338086749851456,0.939203014228877,0.94,0.3100158850565149,0.09196556937876758,6.590364809697925e-05,0.0003058329434613154,0.9650093804056619,0.0,18.88389569107884,1683.0,1235.0,
30,4495.7660,2.36e+12,1.0,0.0,1100.3410833751122,1105.4659884245266,0.0642718037914817,0.3188578999355952,1.79e+05,98659.26052114676,20028.0193342592,100000000.0,1.0356779491017372e-06,0.7338086749851456,0.9372933512987343,0.94,0.3086240262932598,0.09279727905503912,6.805566433291032e-05,0.0002984578796817993,0.9648739161885923,0.0,18.86594496573504,1683.0,1235.0,
31,4652.4180,2.36e+12,1.0,0.0,1092.877763397054,1084.8019212218073,0.06426549080227979,0.32258984195776985,1.79e+05,98462.36659527941,19607.07215399014,100000000.0,8.381034033614493e-07,0.7338086749851456,0.938383505393663,0.94,0.30770915475136484,0.08959808385684576,6.627384688869046e-05,0.0002989539638336841,0.9639892429806916,0.0,19.009549292530032,1683.0,1235.0,
32,4799.2690,2.35e+12,1.0,0.0,1093.7886042769246,1065.1655951276311,0.05968157542400916,0.3258061129613489,1.79e+05,99286.22550805498,19621.801153777447,100000000.0,7.239850014710486e-07,0.7338086749851456,0.9381764726554307,0.94,0.30747257501297165,0.08398461589528522,6.558108247757221e-05,0.00030527267628268294,0.9658006802870651,0.0,19.222829762473168,1683.0,1235.0,
33,4931.4240,2.35e+12,1.0,0.0,1088.1322399022883,1061.0842161992837,0.05384790537833989,0.32721453047289395,1.80e+05,99601.4218248677,19003.579406585963,100000000.0,4.6883250139500875e-07,0.7338086749851456,0.9397239977986955,0.94,0.30724962429654634,0.0808676186383375,6.11757743747202e-05,0.0003090397638320628,0.9677728388766883,0.0,19.552239941668162,1683.0,1235.0,
34,5074.7134,2.35e+12,1.0,0.0,1088.1322399022883,1061.0842161992837,0.05384790537833989,0.32721453047289395,1.80e+05,99601.4218248677,19003.579406585963,100000000.0,4.6883250139500875e-07,0.7338086749851456,0.9397239977986955,0.94,0.30724962429654634,0.0808676186383375,6.11757743747202e-05,0.0003090397638320628,0.9677728388766883,0.0,19.552239941668162,1683.0,1235.0,
35,5222.6852,2.35e+12,1.0,0.0,1086.882492793639,1066.5700558609328,0.04803533872818613,0.3378753987413501,1.80e+05,99632.77607399969,19365.13685327814,100000000.0,3.7890671407574607e-07,0.7338086749851456,0.940661670177755,0.94,0.308260215376871,0.0713831496436978,5.666342365053262e-05,0.0003230920542008923,0.9695410061778348,0.0,19.802222988405852,1683.0,1235.0,
36,5381.5500,2.35e+12,1.0,0.0,1088.8134471933454,1052.100202444573,0.04772198068104381,0.34084023994941637,1.80e+05,99867.6085221107,19853.044305316056,100000000.0,3.20305628952818e-07,0.7338086749851456,0.9400651176294548,0.94,0.30759734130696204,0.06962470650048747,5.900243008204486e-05,0.00032404086888868804,0.9709429961317539,0.0,19.775012601270646,1683.0,1235.0,
37,5551.7111,2.35e+12,1.0,0.0,1088.8134471933454,1052.100202444573,0.04772198068104381,0.34084023994941637,1.80e+05,99867.6085221107,19853.044305316056,100000000.0,3.20305628952818e-07,0.7338086749851456,0.9400651176294548,0.94,0.30759734130696204,0.06962470650048747,5.900243008204486e-05,0.00032404086888868804,0.9709429961317539,0.0,19.775012601270646,1683.0,1235.0,
38,5713.0530,2.35e+12,1.0,0.0,1088.6503950500455,1051.9157711637345,0.04759882384011056,0.34151942600400464,1.80e+05,99600.94344826025,19873.40232308615,100000000.0,3.033829340984664e-07,0.7338086749851456,0.9394200159397776,0.94,0.3079355740930729,0.06759952134011474,5.8399631694029626e-05,0.0003258954247209548,0.9710091456085219,0.0,19.74428582883388,1683.0,1235.0,
39,5867.7180,2.35e+12,1.0,0.0,1087.838443421163,1052.2233166318892,0.0471858547153986,0.33984255718068346,1.80e+05,99673.98368060353,19850.020747284216,100000000.0,3.0084257853883744e-07,0.7338086749851456,0.9399782121594713,0.94,0.30829111203553367,0.06766034177052373,5.7146964522280585e-05,0.0003259753917829889,0.9710688553404109,0.0,19.79205280192204,1683.0,1235.0,
40,6017.7030,2.35e+12,1.0,0.0,1087.647626747336,1051.355764695747,0.04723043952590187,0.34363112707822063,1.80e+05,99539.12069286348,19969.56622115286,100000000.0,2.93674017334223e-07,0.7338086749851456,0.9396408234796103,0.94,0.3082100233514826,0.06568797236038781,5.7240240380983064e-05,0.0003283420975764105,0.9714914556177232,0.0,19.790260763506122,1683.0,1235.0,
41,6152.1800,2.35e+12,1.0,0.0,1088.791946730249,1053.2486143891883,0.048385013672890914,0.3427321465073653,1.80e+05,99472.7172009624,20072.44868437749,100000000.0,2.863011167606412e-07,0.7338086749851456,0.9393993895176169,0.94,0.308366769804146,0.06552085113702774,5.785276681060515e-05,0.0003287710098986361,0.9718215607185414,0.0,19.728835345357265,1683.0,1235.0,
42,6294.6470,2.35e+12,1.0,0.0,1088.2831544178216,1052.5857499955919,0.048347702885508645,0.34324492593331457,1.80e+05,99432.87774662126,20081.933428240896,100000000.0,2.835267708070238e-07,0.7338086749851456,0.939482089744474,0.94,0.30830926783167795,0.06508465139101141,5.7674678936564565e-05,0.0003291627675520644,0.9720393914011092,0.0,19.74608033372067,1683.0,1235.0,
43,6447.5050,2.35e+12,1.0,0.0,1088.0171014527998,1054.8940085244249,0.04922523259930664,0.3409849396028825,1.80e+05,99340.10788521738,19962.745611608345,100000000.0,2.8265787704430257e-07,0.7338086749851456,0.9393410357504423,0.94,0.3084381771871536,0.06585594508897391,5.755378860385143e-05,0.00032804029548024567,0.9717420781908181,0.0,19.72081810748208,1683.0,1235.0,
44,6608.7580,2.35e+12,1.0,0.0,1088.3100914242164,1052.5877227665069,0.048822275894637994,0.3423795255280129,1.80e+05,99391.9662199096,20080.995030139537,100000000.0,2.812760893164585e-07,0.7338086749851456,0.9393257343864894,0.94,0.3083729024310272,0.06536513607360434,5.7758717088239196e-05,0.000328600614294169,0.9720457895869471,0.0,19.72379052919299,1683.0,1235.0,
45,6759.7330,2.35e+12,1.0,0.0,1088.247992260984,1052.1838962265238,0.04850705142579391,0.3419350722274268,1.80e+05,99439.05412803307,20059.946524557934,100000000.0,2.8017273601483893e-07,0.7338086749851456,0.9393708995721248,0.94,0.3082653518663405,0.0651553023217295,5.7795711147987935e-05,0.0003288604531091918,0.9722972841621411,0.0,19.741834427962694,1683.0,1235.0,
46,6894.8020,2.35e+12,1.0,0.0,1087.4005443025708,1052.06629882777,0.05017352030323567,0.3414770150651901,1.80e+05,99356.00457903306,20035.399670071878,100000000.0,2.7801375632937676e-07,0.7338086749851456,0.9393226274032584,0.94,0.3084650737545822,0.06508887140996023,5.748805856813701e-05,0.0003287097929821981,0.9724978591127504,0.0,19.73153258014667,1683.0,1235.0,
47,7010.5760,2.35e+12,1.0,0.0,1086.863550697688,1052.0473053150959,0.051522175640229886,0.34182533224646916,1.80e+05,99421.16824681721,19981.79223345106,100000000.0,2.74020958267582e-07,0.7338086749851456,0.9395234449073048,0.94,0.30829060538886566,0.06586013521091129,5.7831166036560676e-05,0.00032803108580065456,0.9729247550328588,0.0,19.74096028962802,1683.0,1235.0,
48,7119.4110,2.35e+12,1.0,0.0,1082.8503212110863,1048.9720679420711,0.05663265680886234,0.34137339126029836,1.80e+05,99232.0317554695,19672.693512000027,100000000.0,2.6327560319046367e-07,0.7338086749851456,0.9395181265569086,0.94,0.3089070294396448,0.06716583530157044,5.608349147166024e-05,0.00032538841519030203,0.9732023934821035,0.0,19.7535623906816,1683.0,1235.0,
49,7236.6760,2.35e+12,1.0,0.0,1079.2301112233204,1044.8014236618105,0.06125035088116557,0.34156404486965924,1.81e+05,99186.35033958682,19408.397719510518,100000000.0,2.541841475897173e-07,0.7338086749851456,0.939716417448247,0.94,0.3088610400975193,0.06753824070962311,5.553133324008485e-05,0.00032426849905292415,0.9747306880364557,0.0,19.795784622787444,1683.0,1235.0,
50,7361.8490,2.35e+12,1.0,0.0,1075.2437462198889,1039.0994963897256,0.06926016584293994,0.3396571248000827,1.81e+05,99277.46288922062,19047.45012198606,100000000.0,2.412945658761688e-07,0.7338086749851456,0.9400038117112426,0.94,0.30790701535578674,0.06954070121553649,5.734452102663009e-05,0.0003211395983074737,0.9771178718457467,0.0,19.811880782365144,1683.0,1235.0,
51,7478.1230,2.35e+12,1.0,0.0,1071.1680350867448,1028.232950819614,0.07729458534890157,0.34712207076645357,1.81e+05,99313.92497448396,18833.386497419484,100000000.0,2.2262004609607704e-07,0.7338086749851456,0.9403588292325863,0.94,0.30687324144593164,0.07145918061405541,5.9288497456248034e-05,0.00031825820398035754,0.9792973604597945,0.0,19.81280527432024,1683.0,1235.0,
52,7600.3600,2.34e+12,1.0,0.0,1060.3608882648061,1003.9086614842652,0.09634182487267298,0.3586767367910956,1.81e+05,99576.56238847501,18671.68287547,100000000.0,1.9675941370678945e-07,0.7338086749851456,0.9412232186506957,0.94,0.3035790464040986,0.07127211855153642,6.465804147145316e-05,0.0003173884053795327,0.9873360433279609,0.0,19.944391678311874,1683.0,1235.0,
53,7733.4250,2.34e+12,1.0,0.0,1052.1411938196434,991.3301582708573,0.11300648738566735,0.3582353109941844,1.81e+05,99505.22067506255,18235.087803079885,100000000.0,1.7442855729467235e-07,0.7338086749851456,0.9413708346139897,0.94,0.3022345470357035,0.07328574476636221,6.747784531305762e-05,0.0003131652593655641,0.99191329862567,0.0,19.942030625451146,1683.0,1235.0,
54,7864.5850,2.34e+12,1.0,0.0,1053.2078464331091,980.0414008226351,0.11429885580109733,0.37219369692170484,1.81e+05,99880.14951649838,18735.85565103141,100000000.0,1.6253948941142145e-07,0.7338086749851456,0.9417029887319698,0.94,0.30026330012086455,0.07024304553172575,7.183119332879691e-05,0.00031805151423422147,0.9943466113811517,0.0,19.979072081932003,1683.0,1235.0,
55,8015.0430,2.35e+12,1.0,0.0,1049.2184215841241,976.0873977270579,0.12183720013916627,0.36938925945786144,1.81e+05,100038.34261318656,18436.630190494558,100000000.0,1.5565461866357643e-07,0.7338086749851456,0.9421770582154846,0.94,0.2995740714019874,0.07063661176310589,7.28533525862342e-05,0.0003174600467209951,0.9984384140915836,0.0,20.045091875217494,1683.0,1235.0,
56,8169.3090,2.35e+12,1.0,0.0,1044.6088832140572,969.4367992902507,0.12921744453542275,0.3711762901087893,1.81e+05,99990.71199007561,18397.39217697393,100000000.0,1.482202533269527e-07,0.7338086749851456,0.942421823929319,0.94,0.2989913029349047,0.07184045633512626,7.365071395956064e-05,0.0003150964094394199,0.999520115279071,0.0,20.061791107416965,1683.0,1235.0,
57,8319.5710,2.35e+12,1.0,0.0,1044.6088832140572,969.4367992902507,0.12921744453542275,0.3711762901087893,1.81e+05,99990.71199007561,18397.39217697393,100000000.0,1.482202533269527e-07,0.7338086749851456,0.942421823929319,0.94,0.2989913029349047,0.07184045633512626,7.365071395956064e-05,0.0003150964094394199,0.999520115279071,0.0,20.061791107416965,1683.0,1235.0,
58,8471.0440,2.35e+12,1.0,0.0,1043.8559000315804,969.0727926940156,0.13096308040791507,0.3704428183142075,1.81e+05,100053.07155159181,18276.61190070297,100000000.0,1.4785462512898595e-07,0.7338086749851456,0.9425783814842996,0.94,0.29858427657700665,0.07201177226694483,7.444661306177805e-05,0.000314977963682571,1.000405173903816,0.0,20.07454560802743,1683.0,1235.0,
59,8623.4090,2.35e+12,1.0,0.0,1045.1318760714587,969.1084520647016,0.12898884318043558,0.37117399887981073,1.81e+05,100107.4172376165,18405.790271140333,100000000.0,1.470543565906659e-07,0.7338086749851456,0.9425273018250715,0.94,0.2986071450550876,0.07186193657023984,7.451653418664806e-05,0.0003153423575031066,1.0000275009312705,0.0,20.07025901086727,1683.0,1235.0,
60,8786.7770,2.35e+12,1.0,0.0,1045.8070238149726,971.7248021646196,0.12724741772309217,0.36980989046191687,1.81e+05,100015.44254589896,18341.261905605497,100000000.0,1.4619794611880366e-07,0.7338086749851456,0.9424100009602567,0.94,0.29915985438094816,0.07206408511303104,7.342907610019363e-05,0.0003150208006449584,0.9991089670300795,0.0,20.054717173506372,1683.0,1235.0,
61,8949.1460,2.35e+12,1.0,0.0,1044.9408092204337,970.7921284993799,0.1288786002400516,0.3688966543008648,1.81e+05,100054.78344910374,18241.47004114894,100000000.0,1.457224371679227e-07,0.7338086749851456,0.9425029614550745,0.94,0.2988865935836966,0.07248565708701721,7.391306055595808e-05,0.00031439036671184785,0.9996061026048468,0.0,20.063072397451954,1683.0,1235.0,
62,9098.5440,2.35e+12,1.0,0.0,1044.9729055332477,974.9012335919332,0.12857427522659437,0.3633260972091018,1.81e+05,100003.50006132733,18116.411570177275,100000000.0,1.448001387930764e-07,0.7338086749851456,0.9424620553868623,0.94,0.2991951497380436,0.07273583104801629,7.327910754470552e-05,0.00031395426097117606,0.9995972034134918,0.0,20.058893242285833,1683.0,1235.0,
63,9223.7350,2.35e+12,1.0,0.0,1045.378970053883,974.139569812454,0.12729989950353396,0.36369985937932353,1.81e+05,100016.0450820918,18079.3977915317,100000000.0,1.430057728929024e-07,0.7338086749851456,0.942440556338666,0.94,0.2993090349296075,0.07307893998278386,7.294909710695031e-05,0.00031341794168411645,0.9994303330052139,0.0,20.06081247786676,1683.0,1235.0,
64,9341.9980,2.35e+12,1.0,0.0,1045.627543757888,984.1340079734471,0.12544908190628606,0.34708793329971777,1.81e+05,99928.50968506065,17290.40020082071,100000000.0,1.3890622978873828e-07,0.7338086749851456,0.9423333653580126,0.94,0.3002069620542126,0.07556161378470783,7.09400938615885e-05,0.0003096522567759177,0.9993811191283191,0.0,20.05043954763018,1683.0,1235.0,
65,9458.7690,2.35e+12,1.0,0.0,1045.857218987962,988.313212072682,0.12532366563866376,0.3411655951717195,1.81e+05,99961.46621429581,17025.974284280233,100000000.0,1.3505356544905451e-07,0.7338086749851456,0.9424052307989537,0.94,0.30005011587113783,0.0758137917913333,7.123631743591187e-05,0.00030945553363000155,1.0001263587425577,0.0,20.055897115196778,1683.0,1235.0,
66,9578.6390,2.36e+12,1.0,0.0,1048.648609508082,1002.328177426403,0.11715482660229987,0.3176115756987335,1.81e+05,99882.71138255406,16406.73523141151,100000000.0,1.2508758063934094e-07,0.7338086749851456,0.9420456962039443,0.94,0.3020137109868414,0.07909414043594887,6.687282659384927e-05,0.0003043551263284604,0.9999429851004318,0.0,20.051742993199674,1683.0,1235.0,
67,9702.2920,2.37e+12,1.0,0.0,1054.3421707622329,1025.0577626478648,0.10436599732689145,0.2885231148510943,1.81e+05,99912.15922339738,15579.498869781535,100000000.0,1.1285114698777121e-07,0.7338086749851456,0.941744270054088,0.94,0.30375545067034754,0.08121945492791628,6.301120653817694e-05,0.00030164287962777445,0.9994678204227062,0.0,20.057301386478315,1683.0,1235.0,
68,9830.8590,2.38e+12,1.0,0.0,1056.4004315969082,1026.2178226889296,0.10005782450199166,0.28064001878683786,1.81e+05,100114.58503539537,15223.61395455226,100000000.0,1.0448686756996616e-07,0.7338086749851456,0.9417166631157511,0.94,0.3037873203836684,0.08287674979491882,6.271573453477031e-05,0.00029933813996502943,1.0013819284633414,0.0,20.08094980321999,1683.0,1235.0,
69,9968.6070,2.38e+12,1.0,0.0,1058.9358729763653,1028.712050900502,0.09401718972160555,0.281381181203755,1.81e+05,99978.57853193798,15453.73208079152,100000000.0,9.684510422654052e-08,0.7338086749851456,0.9413957459016342,0.94,0.305198766847622,0.08297979098402022,5.98810793957986e-05,0.0002991188782233746,0.9997547699237346,0.0,20.05875548318444,1683.0,1235.0,
