Loop,Time,r0-A,p0-C0,p0-Cpa,r0-E,r0-Hp,p0-K,Value,r0-Xi,p0-eps,p0-ka,r0-n,r0-nO2,p0-rho,
16,404.2684,5.22e+10,1.0,2041.4817139699317,1.55e+05,862489.3892377007,976.4124908789076,1.980934539902914e-05,0.0,0.8103098472476493,0.29039960084709815,0.9278058358168828,0.0,1189.37,
17,447.7530,5.23e+10,1.0,2042.5627433351187,1.55e+05,861700.5826034276,963.8037466835444,1.2466879478343466e-05,0.0,0.8180937207704448,0.26583739902768166,0.9278507780749143,0.0,1189.37,
18,489.0916,5.23e+10,1.0,2042.5627433351187,1.55e+05,861700.5826034276,963.8037466835444,1.2466879478343466e-05,0.0,0.8180937207704448,0.26583739902768166,0.9278507780749143,0.0,1189.37,
19,532.1048,5.21e+10,1.0,2040.3077469266218,1.54e+05,859349.0995993786,922.8439154887199,8.341196776238425e-06,0.0,0.8075740033449171,0.2687397833585826,0.9218338241648845,0.0,1189.37,
20,573.5836,5.22e+10,1.0,2046.980846688062,1.54e+05,860249.473445974,900.5563900060106,7.065918961573198e-06,0.0,0.8052928075445804,0.26370759751521683,0.9236988780644844,0.0,1189.37,
21,612.6442,5.22e+10,1.0,2056.430976124895,1.54e+05,863989.6735832151,913.2074191904577,5.613769023209287e-06,0.0,0.8085787910534799,0.2671394703234552,0.9298283726365111,0.0,1189.37,
22,653.5054,5.22e+10,1.0,2056.430976124895,1.54e+05,863989.6735832151,913.2074191904577,5.613769023209287e-06,0.0,0.8085787910534799,0.2671394703234552,0.9298283726365111,0.0,1189.37,
23,697.2912,5.23e+10,1.0,2060.912831266351,1.54e+05,864917.7026670331,902.9301259343576,5.243855547674832e-06,0.0,0.8071676453988559,0.2676076387645605,0.9319111163515469,0.0,1189.37,
24,737.6570,5.23e+10,1.0,2063.808347035735,1.54e+05,865351.4278535745,894.0970187001665,4.7693120823815144e-06,0.0,0.8057155004171624,0.2667067352459369,0.9322167087043125,0.0,1189.37,
25,781.0605,5.23e+10,1.0,2064.882579629985,1.54e+05,864950.0901147898,891.0574347088354,3.939001631569518e-06,0.0,0.8044691564352735,0.2679016297521041,0.931948257404924,0.0,1189.37,
26,824.4470,5.22e+10,1.0,2061.234352113194,1.54e+05,863877.5948912197,898.6632097491774,3.588699534688359e-06,0.0,0.8054762537900679,0.2695367445430258,0.9307290146678138,0.0,1189.37,
27,868.2319,5.23e+10,1.0,2066.3391533757176,1.54e+05,865637.7677385103,900.4750442975396,3.475921639792232e-06,0.0,0.8057968918145156,0.2713510302181585,0.933860799796361,0.0,1189.37,
28,908.2163,5.23e+10,1.0,2066.3391533757176,1.54e+05,865637.7677385103,900.4750442975396,3.475921639792232e-06,0.0,0.8057968918145156,0.2713510302181585,0.933860799796361,0.0,1189.37,
29,949.4789,5.23e+10,1.0,2064.868678700114,1.54e+05,864944.8139513968,896.9803283040271,3.4206311742947985e-06,0.0,0.8053755011792314,0.2696724469720049,0.932444151991626,0.0,1189.37,
30,994.1876,5.23e+10,1.0,2066.143246272633,1.54e+05,865341.8241005344,898.3467217276866,3.3699830708945745e-06,0.0,0.805410157906563,0.2708221081541303,0.9333492126652561,0.0,1189.37,
