Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r0-nO2,p0-rho,p1-rho,
-1,0,4.11e+12,1.0,0.0,1090.64748755,4155.73329533,0.0445592679279,0.427748333457,1.78e+05,51145.9408629,14133.6705917,100000000.0,0.00170291477326,0.733808674985,0.88122002128,0.94,0.292494134747,0.158736817254,0.000152351511892,0.000184621733318,2.41019646141,0.0,1683.0,1235.0,
0,166.4953,3.05e+12,1.0,0.0,1068.24837462,1324.34125195,0.043143870565,0.706520591102,1.58e+05,114780.050258,13891.0563517,100000000.0,0.00148085559174,0.733808674985,0.826442594537,0.94,0.329158094515,0.231948385703,4.84745120664e-05,0.000594690663045,3.19502728691,0.0,1683.0,1235.0,
1,328.9684,1.82e+12,1.0,0.0,1076.56621099,1955.8125909,0.0428959243849,0.523905725329,1.69e+05,99145.0831703,21022.8440842,100000000.0,0.000827935067175,0.733808674985,0.744184337031,0.94,0.481650720599,0.0686369980515,5.4398533745e-05,0.000672615223074,3.07942521683,0.0,1683.0,1235.0,
2,509.0024,2.01e+12,1.0,0.0,1093.50517734,1183.79279419,0.0428558866592,0.529630409015,1.74e+05,133093.259371,18621.0820834,100000000.0,0.000713392930529,0.733808674985,0.869551298228,0.94,0.530417396648,0.0684122350508,6.12209739594e-05,0.000784369325653,2.42459915674,0.0,1683.0,1235.0,
3,693.6496,3.29e+12,1.0,0.0,1097.26025752,1899.10359788,0.04311826122,0.503185239379,1.72e+05,100965.394877,15998.9449978,100000000.0,0.000617367154178,0.733808674985,0.787864058419,0.94,0.460159208623,0.0815256407543,8.8754233555e-05,0.000610336847563,2.48604820913,0.0,1683.0,1235.0,
4,876.3286,3.39e+12,1.0,0.0,1088.43845708,1920.48947978,0.0435307370164,0.523407452316,1.76e+05,89225.3949054,15738.0732864,100000000.0,0.000438443740735,0.733808674985,0.758342596429,0.94,0.53384775261,0.0905039114802,7.28426503979e-05,0.000672837295696,1.90976588025,0.0,1683.0,1235.0,
5,1072.7947,4.00e+12,1.0,0.0,1109.51537028,1577.93151782,0.0433490018997,0.532564408179,1.79e+05,117399.300151,16896.1389308,100000000.0,0.000379694500829,0.733808674985,0.800468370182,0.94,0.531400704224,0.074507047287,7.97273208522e-05,0.000694393382232,1.90177342386,0.0,1683.0,1235.0,
6,1260.4044,3.90e+12,1.0,0.0,1092.16983212,1458.13116702,0.0438311727359,0.56996670545,1.78e+05,109119.299747,14861.0788917,100000000.0,0.000323127227326,0.733808674985,0.800965589448,0.94,0.482482512162,0.0899263323294,7.26167723753e-05,0.000677271187607,1.88554695745,0.0,1683.0,1235.0,
7,1452.5103,4.69e+12,1.0,0.0,1075.8239734,1377.32249987,0.0441400824693,0.503710001842,1.81e+05,110501.818689,14717.464507,100000000.0,0.000262686715094,0.733808674985,0.812794690318,0.94,0.430587595371,0.115125069424,7.81578505864e-05,0.00063448809934,1.40841057343,0.0,1683.0,1235.0,
8,1655.8832,5.42e+12,1.0,0.0,1068.86076045,1096.56846772,0.0443545920546,0.567615260056,1.83e+05,126974.518821,12224.183011,100000000.0,0.000206364863645,0.733808674985,0.836293725612,0.94,0.378774662318,0.0992395651585,7.5724153882e-05,0.000667599056182,1.16038446777,0.0,1683.0,1235.0,
9,1842.4627,5.26e+12,1.0,0.0,1065.67401406,1179.88181201,0.044163040798,0.591048271669,1.82e+05,128326.966996,13141.9526476,100000000.0,0.000176788324198,0.733808674985,0.847645568272,0.94,0.367110823574,0.0970914216636,7.7963392206e-05,0.00068730496644,1.47819593105,0.0,1683.0,1235.0,
10,2027.8677,5.98e+12,1.0,0.0,1037.40911341,1246.66529359,0.0449377018818,0.564807560509,1.84e+05,125929.087775,13651.9905025,100000000.0,0.000119293186197,0.733808674985,0.861331082342,0.94,0.321691514525,0.120429861924,6.96527411358e-05,0.000584822864444,1.21321601147,0.0,1683.0,1235.0,
11,2212.9560,7.64e+12,1.0,0.0,1003.34539079,1214.82912783,0.0454301379231,0.614096437358,1.86e+05,122691.786509,14238.9237135,100000000.0,9.51605471217e-05,0.733808674985,0.867430674421,0.94,0.294646154124,0.156397438804,6.60218500665e-05,0.000494964647861,1.11927714764,0.0,1683.0,1235.0,
12,2390.3245,7.93e+12,1.0,0.0,993.578404199,1103.44235652,0.0455413819874,0.644945357529,1.87e+05,128717.515861,13856.9374957,100000000.0,6.66297743524e-05,0.733808674985,0.898790001884,0.94,0.262586236631,0.148722798971,7.0313916467e-05,0.000521774005152,1.06146354763,0.0,1683.0,1235.0,
13,2571.8315,7.51e+12,1.0,0.0,1000.78027291,1097.39105793,0.0455060095676,0.612609608295,1.87e+05,127704.191859,13225.9761341,100000000.0,6.60316554546e-05,0.733808674985,0.894534640557,0.94,0.262907783905,0.144444553076,7.27744477085e-05,0.000523414015105,1.02603083238,0.0,1683.0,1235.0,
14,2753.5457,8.44e+12,1.0,0.0,983.40545251,1054.75196834,0.0458196434401,0.645404652166,1.88e+05,126951.645896,14536.0282786,100000000.0,4.44386063891e-05,0.733808674985,0.885758756643,0.94,0.268553525798,0.16250053829,6.45042322858e-05,0.000466124688569,1.04647365235,0.0,1683.0,1235.0,
15,2927.6736,8.44e+12,1.0,0.0,983.40545251,1054.75196834,0.0458196434401,0.645404652166,1.88e+05,126951.645896,14536.0282786,100000000.0,4.44386063891e-05,0.733808674985,0.885758756643,0.94,0.268553525798,0.16250053829,6.45042322858e-05,0.000466124688569,1.04647365235,0.0,1683.0,1235.0,
16,3100.4253,8.40e+12,1.0,0.0,982.056486526,1036.34685717,0.0459010834892,0.648755149131,1.88e+05,127857.557156,14225.7732275,100000000.0,4.24844412342e-05,0.733808674985,0.891562783753,0.94,0.25945943838,0.159417963325,6.8175433774e-05,0.000470982830993,0.976456151969,0.0,1683.0,1235.0,
17,3278.7971,8.42e+12,1.0,0.0,981.233229319,1057.08995683,0.0459187809368,0.64448528224,1.88e+05,125869.745965,14641.1437342,100000000.0,4.11458716535e-05,0.733808674985,0.885301862312,0.94,0.265912626572,0.162504555128,6.57179583767e-05,0.000452495552951,1.00301549631,0.0,1683.0,1235.0,
18,3448.5876,8.77e+12,1.0,0.0,974.728479515,1026.30253814,0.046055922015,0.652500650444,1.88e+05,125060.370952,14868.4199645,100000000.0,3.84351080424e-05,0.733808674985,0.884285800579,0.94,0.261526151574,0.170332380532,6.39660786351e-05,0.000428189802452,0.99548865802,0.0,1683.0,1235.0,
19,3629.4541,8.71e+12,1.0,0.0,974.741079776,1030.93657124,0.0460911045477,0.645918600737,1.88e+05,123862.415497,14951.0236829,100000000.0,3.77766892862e-05,0.733808674985,0.880602335401,0.94,0.26362994429,0.171000785903,6.35452667163e-05,0.000418900880001,0.998997182246,0.0,1683.0,1235.0,
20,3793.7904,8.84e+12,1.0,0.0,972.028381626,1022.22225615,0.0461387858191,0.64952207577,1.88e+05,123596.194199,15109.6476267,100000000.0,3.68361065676e-05,0.733808674985,0.880315086119,0.94,0.262496363383,0.173642045825,6.27373882072e-05,0.000407881505091,1.00309542024,0.0,1683.0,1235.0,
