Loop,Time,r0-A,p0-C0,p0-Cpa,r0-E,r0-Hp,p0-K,Value,r0-Xi,p0-eps,p0-ka,r0-n,r0-nO2,p0-rho,
9,203.8046,5.11e+10,1.0,1932.312472420714,1.57e+05,811148.7079948365,968.0160179229388,5.558224107979278e-06,0.0,0.8123107267729328,0.2551790373331854,0.8901993923556354,0.0,1189.37,
10,226.4052,5.09e+10,1.0,1904.46091670611,1.56e+05,796736.5190416342,964.1549260328054,4.001358413820382e-06,0.0,0.7971585445660238,0.2474804012008267,0.8883405453741016,0.0,1189.37,
11,247.6976,5.01e+10,1.0,1905.3234469582383,1.56e+05,796585.4596435003,970.2124827513057,2.465844118897926e-06,0.0,0.7962576138207562,0.24894206769378163,0.8876977151313362,0.0,1189.37,
12,272.1018,5.01e+10,1.0,1905.3234469582383,1.56e+05,796585.4596435003,970.2124827513057,2.465844118897926e-06,0.0,0.7962576138207562,0.24894206769378163,0.8876977151313362,0.0,1189.37,
13,296.6111,4.97e+10,1.0,1901.2505193810623,1.56e+05,794173.6035148383,971.4938890703157,1.946235802849925e-06,0.0,0.793247880024095,0.24871514879250484,0.8851846260657816,0.0,1189.37,
14,322.2164,4.92e+10,1.0,1901.4026513892659,1.56e+05,793637.0533913793,971.1540621533034,1.5316565949423792e-06,0.0,0.7925474123784614,0.24896581638581622,0.885111652763775,0.0,1189.37,
15,345.3215,4.91e+10,1.0,1904.3713410255266,1.56e+05,794750.1618945927,972.5167846557086,1.3465886891928219e-06,0.0,0.7918878375323,0.2501808300061961,0.8833539965928388,0.0,1189.37,
16,368.6137,4.87e+10,1.0,1894.7401126963427,1.56e+05,790279.9824521584,975.5021430095713,1.1321560384495298e-06,0.0,0.7911528782570372,0.24801944677028903,0.8888358782447445,0.0,1189.37,
17,391.2163,4.87e+10,1.0,1895.5985243080272,1.56e+05,790653.8488216966,976.2741407814608,9.642913577071538e-07,0.0,0.7911199092245595,0.24841283328899616,0.8879773871725869,0.0,1189.37,
18,414.3683,4.85e+10,1.0,1894.0707666409608,1.56e+05,789685.0439728373,978.1886205737017,9.434676757364925e-07,0.0,0.7898377364121377,0.2484478619711445,0.888733916752934,0.0,1189.37,
19,438.9738,4.84e+10,1.0,1893.9318723683875,1.56e+05,790104.8474568992,981.3334979021216,5.755408941400681e-07,0.0,0.7924280107136387,0.2489619540419254,0.891202849164301,0.0,1189.37,
20,464.3919,4.84e+10,1.0,1893.9318723683875,1.56e+05,790104.8474568992,981.3334979021216,5.755408941400681e-07,0.0,0.7924280107136387,0.2489619540419254,0.891202849164301,0.0,1189.37,
21,488.6980,4.91e+10,1.0,1892.6202496633969,1.56e+05,789378.7683549661,980.4201334093455,5.164283676564232e-07,0.0,0.791605465489646,0.24884060795192067,0.8937068158903854,0.0,1189.37,
22,513.1984,4.89e+10,1.0,1889.3733431073601,1.56e+05,787729.509160683,982.3195217926632,4.773578216013818e-07,0.0,0.7907907667126601,0.24844189441974002,0.8960282840756737,0.0,1189.37,
23,536.4015,4.87e+10,1.0,1892.0824654380608,1.56e+05,789182.540971696,982.3991597854053,4.198671611404528e-07,0.0,0.7920530832868329,0.2488847987075084,0.8936269976302069,0.0,1189.37,
24,559.9940,4.84e+10,1.0,1893.4998590859134,1.56e+05,789932.0760090415,985.329192208578,3.593857202599932e-07,0.0,0.7935942048031395,0.24959993967602054,0.8944480075700902,0.0,1189.37,
25,586.5041,4.84e+10,1.0,1891.9837111735546,1.56e+05,789280.9610669736,986.0655117276253,3.511870246095285e-07,0.0,0.793455942761321,0.24947062604817033,0.8937469890644598,0.0,1189.37,
26,613.5217,4.84e+10,1.0,1891.9837111735546,1.56e+05,789280.9610669736,986.0655117276253,3.511870246095285e-07,0.0,0.793455942761321,0.24947062604817033,0.8937469890644598,0.0,1189.37,
27,636.5247,4.82e+10,1.0,1893.2480276939361,1.56e+05,789900.3067252727,986.4306045220962,3.3877793724521916e-07,0.0,0.794062275407181,0.24967162460057282,0.8944990368832229,0.0,1189.37,
28,660.0181,4.83e+10,1.0,1893.8250258224982,1.56e+05,790186.7584589687,985.9221460074607,3.264258677498738e-07,0.0,0.7942137235454041,0.24965950919053137,0.8950686390788142,0.0,1189.37,
29,685.6364,4.83e+10,1.0,1892.6072665996826,1.56e+05,789584.0498489006,985.9297826133347,3.242522625890099e-07,0.0,0.7937870128477365,0.2494836284221525,0.8956710129903074,0.0,1189.37,
30,710.8453,4.84e+10,1.0,1892.0625081399573,1.56e+05,789340.4610292776,985.8272794889408,3.2146156782005187e-07,0.0,0.7935772817649522,0.24937920307073208,0.8950743648280736,0.0,1189.37,
31,735.4498,4.83e+10,1.0,1892.864368949644,1.56e+05,789742.8496068611,986.1378109811478,3.1764633698205046e-07,0.0,0.7940444818813384,0.24952139306227478,0.8961846241626831,0.0,1189.37,
32,760.4605,4.81e+10,1.0,1892.535499593795,1.56e+05,789841.026614933,988.6680353632221,2.668677586026525e-07,0.0,0.7953209316277565,0.24959272961038326,0.8965960746954682,0.0,1189.37,
33,783.9679,4.81e+10,1.0,1892.535499593795,1.56e+05,789841.026614933,988.6680353632221,2.668677586026525e-07,0.0,0.7953209316277565,0.24959272961038326,0.8965960746954682,0.0,1189.37,
34,808.4672,4.81e+10,1.0,1892.535499593795,1.56e+05,789841.026614933,988.6680353632221,2.668677586026525e-07,0.0,0.7953209316277565,0.24959272961038326,0.8965960746954682,0.0,1189.37,
35,832.3690,4.81e+10,1.0,1892.535499593795,1.56e+05,789841.026614933,988.6680353632221,2.668677586026525e-07,0.0,0.7953209316277565,0.24959272961038326,0.8965960746954682,0.0,1189.37,
36,857.0745,4.80e+10,1.0,1892.728677752825,1.56e+05,789926.339387876,988.5275513130532,2.6281193108133186e-07,0.0,0.7953535768548413,0.2495992293166167,0.8969096969974525,0.0,1189.37,
37,879.9794,4.80e+10,1.0,1892.7877342463107,1.56e+05,789952.1673943826,988.627404235486,2.582626885775828e-07,0.0,0.7954263236136421,0.24961582055839066,0.8973457215815532,0.0,1189.37,
38,904.1994,4.80e+10,1.0,1892.4306805377823,1.56e+05,789772.351825184,989.0463419247658,2.3262363988115058e-07,0.0,0.795393768667374,0.24956849752408644,0.897960274519976,0.0,1189.37,
39,928.7108,4.79e+10,1.0,1891.9591719374143,1.56e+05,789658.7268560902,990.5177568418653,1.8055784623672969e-07,0.0,0.7961179394511988,0.24951717123363074,0.9007591941863642,0.0,1189.37,
40,953.8246,4.79e+10,1.0,1891.7504798606756,1.56e+05,789555.4685456068,990.732533813765,1.7377268346787225e-07,0.0,0.7961509080149736,0.2494815462281324,0.9016681404565721,0.0,1189.37,
41,978.1328,4.78e+10,1.0,1891.3593235388482,1.56e+05,789452.895713734,991.6412264800297,1.5753846918628303e-07,0.0,0.7964959287180182,0.24945622107140414,0.9020322888348717,0.0,1189.37,
42,1002.7372,4.77e+10,1.0,1890.8188789015433,1.56e+05,789293.0981796829,992.9796565019005,1.5374363371474898e-07,0.0,0.7970938527748913,0.24939636774324642,0.9044155887195964,0.0,1189.37,
43,1025.9443,4.77e+10,1.0,1890.9253302472894,1.56e+05,789314.6015024005,992.69640566068,1.4871877135436027e-07,0.0,0.7969207735034389,0.249408488721918,0.9038035523163239,0.0,1189.37,
44,1050.1483,4.78e+10,1.0,1890.5262888947718,1.56e+05,789181.4270723476,993.1325424524564,1.4806334694339245e-07,0.0,0.7970168222632938,0.2493610044536305,0.9034947266244739,0.0,1189.37,
45,1075.8658,4.78e+10,1.0,1890.788405260178,1.56e+05,789268.8646142855,992.8017738065319,1.4415213510818593e-07,0.0,0.7969409223896051,0.24938973626234753,0.9036440506126908,0.0,1189.37,
46,1102.6752,4.78e+10,1.0,1890.788405260178,1.56e+05,789268.8646142855,992.8017738065319,1.4415213510818593e-07,0.0,0.7969409223896051,0.24938973626234753,0.9036440506126908,0.0,1189.37,
47,1126.8722,4.78e+10,1.0,1890.788405260178,1.56e+05,789268.8646142855,992.8017738065319,1.4415213510818593e-07,0.0,0.7969409223896051,0.24938973626234753,0.9036440506126908,0.0,1189.37,
48,1151.7869,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
49,1175.7097,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
50,1201.4301,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
51,1228.7440,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
52,1253.3484,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
53,1278.7555,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
54,1303.9805,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
55,1328.5879,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
56,1354.0871,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
57,1378.7906,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
58,1401.0009,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
59,1425.0067,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
60,1448.3069,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
61,1471.3029,4.78e+10,1.0,1890.8241134152504,1.56e+05,789282.2727495352,992.7521752113464,1.4300199598332127e-07,0.0,0.7969388968338036,0.24939299077619081,0.9036982339143711,0.0,1189.37,
62,1494.6131,4.76e+10,1.0,1889.220959589004,1.56e+05,788468.97737339,993.6340509868537,1.251010458837404e-07,0.0,0.796726399450411,0.24922676360983256,0.908084945444906,0.0,1189.37,
63,1518.3147,4.76e+10,1.0,1889.6414593660127,1.56e+05,788700.710694568,993.5643959207941,1.2262233336608175e-07,0.0,0.7968758248043442,0.24926827406294838,0.9069512194791369,0.0,1189.37,
64,1542.9241,4.76e+10,1.0,1889.6414593660127,1.56e+05,788700.710694568,993.5643959207941,1.2262233336608175e-07,0.0,0.7968758248043442,0.24926827406294838,0.9069512194791369,0.0,1189.37,
65,1567.2192,4.76e+10,1.0,1889.6414593660127,1.56e+05,788700.710694568,993.5643959207941,1.2262233336608175e-07,0.0,0.7968758248043442,0.24926827406294838,0.9069512194791369,0.0,1189.37,
66,1591.8286,4.76e+10,1.0,1889.6414593660127,1.56e+05,788700.710694568,993.5643959207941,1.2262233336608175e-07,0.0,0.7968758248043442,0.24926827406294838,0.9069512194791369,0.0,1189.37,
67,1617.2448,4.76e+10,1.0,1887.6143035801945,1.56e+05,787759.4370847582,994.2070814519822,1.1836618858347662e-07,0.0,0.7965635790740178,0.24894233312400826,0.9105118484149591,0.0,1189.37,
68,1643.5868,4.76e+10,1.0,1887.6143035801945,1.56e+05,787759.4370847582,994.2070814519822,1.1836618858347662e-07,0.0,0.7965635790740178,0.24894233312400826,0.9105118484149591,0.0,1189.37,
69,1668.4975,4.76e+10,1.0,1887.6767264365226,1.56e+05,787773.4734872534,994.1211638981399,1.1664225733110153e-07,0.0,0.7965256110752206,0.24896443715974637,0.9104526181729531,0.0,1189.37,
70,1693.2150,4.76e+10,1.0,1888.87116896114,1.56e+05,788328.7837596114,993.7689022228033,1.0920293674959158e-07,0.0,0.7967191021974603,0.24916460906860402,0.9082601903902326,0.0,1189.37,
71,1718.3278,4.76e+10,1.0,1888.2836766452806,1.56e+05,788066.2878323122,994.0183196595185,9.638976217423436e-08,0.0,0.7966818666706459,0.2490863843099635,0.9090470989617561,0.0,1189.37,
