Loop,Time,r0-A,p0-C0,p0-Cpa,p0-Cpb,r0-E,r0-Hp,p0-K,Value,r0-Xi,p0-eps,p0-ka,p0-kb,r0-n,r0-nO2,p0-rho,
-1,0,4.80e+10,1.0,210.00956463159312,3.7303195536326763,1.62e+05,761735.0489537865,1029.533457826242,4.423865695989021e-05,0.0,0.8565316910557366,0.16002132900239946,0.00025591846131982907,0.9481004991323977,0.0,1189.37,
0,20.9908,4.80e+10,1.0,210.00956463159312,3.7303195536326763,1.62e+05,761735.0489537865,1029.533457826242,4.423865695989021e-05,0.0,0.8565316910557366,0.16002132900239946,0.00025591846131982907,0.9481004991323977,0.0,1189.37,
1,44.1078,4.66e+10,1.0,178.03763364888044,4.0965581444989585,1.60e+05,833729.9226581929,1019.7284617588482,3.174554611074096e-05,0.0,0.8781219729211531,0.13111040891875544,0.0002622157144477656,0.8926751353272178,0.0,1189.37,
2,76.4828,4.95e+10,1.0,198.60890207902295,4.016165822731258,1.59e+05,796436.6927818141,986.8418325785905,2.7032856511025873e-05,0.0,0.8350578218913072,0.13663653811686452,0.000257695333257186,0.9162916317406697,0.0,1189.37,
3,119.1012,4.95e+10,1.0,198.60890207902295,4.016165822731258,1.59e+05,796436.6927818141,986.8418325785905,2.7032856511025873e-05,0.0,0.8350578218913072,0.13663653811686452,0.000257695333257186,0.9162916317406697,0.0,1189.37,
4,158.6142,5.05e+10,1.0,198.3833548879506,3.9728824247774392,1.58e+05,791786.1288362675,995.3269960847656,8.779413459627877e-06,0.0,0.8236342471760383,0.14269968324443294,0.000247384115591519,0.9239196070840481,0.0,1189.37,
5,200.1360,5.05e+10,1.0,198.3833548879506,3.9728824247774392,1.58e+05,791786.1288362675,995.3269960847656,8.779413459627877e-06,0.0,0.8236342471760383,0.14269968324443294,0.000247384115591519,0.9239196070840481,0.0,1189.37,
6,245.1630,5.05e+10,1.0,198.3833548879506,3.9728824247774392,1.58e+05,791786.1288362675,995.3269960847656,8.779413459627877e-06,0.0,0.8236342471760383,0.14269968324443294,0.000247384115591519,0.9239196070840481,0.0,1189.37,
7,293.6220,4.79e+10,1.0,195.55449455677888,4.065252850898842,1.58e+05,810191.3413031553,1023.0409963927096,7.677505775711895e-06,0.0,0.8327211218605393,0.14450986492278026,0.0002487794591454616,0.9032098443684392,0.0,1189.37,
8,341.6348,5.09e+10,1.0,195.99408414379081,3.978016888477854,1.58e+05,790579.5353176415,1006.2267571420061,4.019359714021937e-06,0.0,0.8148221974962937,0.13726589306260445,0.0002568578125359711,0.9369616252892283,0.0,1189.37,
9,390.8476,5.09e+10,1.0,195.99408414379081,3.978016888477854,1.58e+05,790579.5353176415,1006.2267571420061,4.019359714021937e-06,0.0,0.8148221974962937,0.13726589306260445,0.0002568578125359711,0.9369616252892283,0.0,1189.37,
10,438.1737,5.09e+10,1.0,195.99408414379081,3.978016888477854,1.58e+05,790579.5353176415,1006.2267571420061,4.019359714021937e-06,0.0,0.8148221974962937,0.13726589306260445,0.0002568578125359711,0.9369616252892283,0.0,1189.37,
11,489.2922,5.04e+10,1.0,195.57593697141826,3.9895026086327077,1.58e+05,792154.2662653739,1027.9157342083995,3.9402990624018735e-06,0.0,0.8170441674984542,0.13972543664140874,0.00025434693211428606,0.9127379726690409,0.0,1189.37,
