Loop,Time,r0-A,p0-C0,p0-Cpa,r0-E,r0-Hp,p0-K,Value,r0-Xi,p0-eps,p0-ka,r0-n,r0-nO2,p0-rho,
11,216.5892,2.86e+10,1.0,3816.2328740287953,1.15e+05,1012615.7784998398,1833.9126813849002,0.00019494695315187664,0.0,0.6117908351733768,0.5615551465783652,1.7725282248785188,0.0,1189.37,
12,237.2721,2.88e+10,1.0,3818.198620012508,1.17e+05,1062478.4932906833,1717.7689683627195,0.00018905136603197527,0.0,0.6432497925564259,0.5827800678985007,1.5317699194814614,0.0,1189.37,
13,258.7616,2.86e+10,1.0,3841.0502806330996,1.17e+05,1068092.3983030934,1546.7290212769963,0.00017890517099220416,0.0,0.6409962197836168,0.5925744967279865,1.4265627066824071,0.0,1189.37,
14,277.2525,2.77e+10,1.0,3726.145896506661,1.19e+05,1065092.498530725,907.2221896855185,0.00013825854040558483,0.0,0.6542582516553684,0.6369289794237776,1.0687349597714286,0.0,1189.37,
15,296.8513,2.90e+10,1.0,3727.0704312462344,1.19e+05,1102738.2928030938,577.2516565519234,6.025742151652263e-05,0.0,0.6660268226829327,0.6678432887753762,0.805400293639452,0.0,1189.37,
16,315.8446,2.90e+10,1.0,3727.0704312462344,1.19e+05,1102738.2928030938,577.2516565519234,6.025742151652263e-05,0.0,0.6660268226829327,0.6678432887753762,0.805400293639452,0.0,1189.37,
17,334.8269,2.90e+10,1.0,3727.0704312462344,1.19e+05,1102738.2928030938,577.2516565519234,6.025742151652263e-05,0.0,0.6660268226829327,0.6678432887753762,0.805400293639452,0.0,1189.37,
18,354.0224,2.90e+10,1.0,3727.0704312462344,1.19e+05,1102738.2928030938,577.2516565519234,6.025742151652263e-05,0.0,0.6660268226829327,0.6678432887753762,0.805400293639452,0.0,1189.37,
19,373.5162,2.90e+10,1.0,3727.0704312462344,1.19e+05,1102738.2928030938,577.2516565519234,6.025742151652263e-05,0.0,0.6660268226829327,0.6678432887753762,0.805400293639452,0.0,1189.37,
20,394.7105,2.90e+10,1.0,3727.0704312462344,1.19e+05,1102738.2928030938,577.2516565519234,6.025742151652263e-05,0.0,0.6660268226829327,0.6678432887753762,0.805400293639452,0.0,1189.37,
21,413.2063,2.67e+10,1.0,3715.9897296217387,1.20e+05,1115405.5534284269,545.0305685164009,5.645529384672934e-05,0.0,0.6713001768734705,0.6737492132909593,0.7782283663477072,0.0,1189.37,
22,433.3046,2.60e+10,1.0,3759.379185046585,1.18e+05,1079653.9201097754,544.0130186932598,5.519357285466218e-05,0.0,0.6475198420765449,0.6729361522616419,0.8424153106829153,0.0,1189.37,
23,452.3950,2.63e+10,1.0,3743.8668340283493,1.18e+05,1092632.7368551402,548.6645464927212,5.470303762868413e-05,0.0,0.6561048033506335,0.6704814930568299,0.8337376389224251,0.0,1189.37,
24,471.2952,2.63e+10,1.0,3743.8668340283493,1.18e+05,1092632.7368551402,548.6645464927212,5.470303762868413e-05,0.0,0.6561048033506335,0.6704814930568299,0.8337376389224251,0.0,1189.37,
25,491.4976,2.63e+10,1.0,3743.8668340283493,1.18e+05,1092632.7368551402,548.6645464927212,5.470303762868413e-05,0.0,0.6561048033506335,0.6704814930568299,0.8337376389224251,0.0,1189.37,
26,512.6959,2.48e+10,1.0,3772.3217970064616,1.17e+05,1068071.8103293015,530.8335753357637,5.4211444196514925e-05,0.0,0.6386113788977882,0.6713227477530408,0.8802767764694033,0.0,1189.37,
27,535.3035,2.43e+10,1.0,3772.4848700000357,1.17e+05,1063832.2565175262,521.2530204200871,5.38032370107814e-05,0.0,0.6360601562642608,0.6697362645386067,0.8963387226881584,0.0,1189.37,
28,557.8010,2.35e+10,1.0,3780.8974347169406,1.16e+05,1052410.8305088377,517.5145764966398,5.369824858015805e-05,0.0,0.628227862110032,0.667452775805955,0.9344444225091165,0.0,1189.37,
29,577.8963,2.36e+10,1.0,3777.6208124881905,1.16e+05,1055047.9148581268,520.3683961251311,5.332872896556009e-05,0.0,0.6299929248191579,0.6659799410841445,0.9369457978504976,0.0,1189.37,
30,598.6972,2.29e+10,1.0,3782.34745030749,1.16e+05,1041973.7863443503,514.1827296151857,5.292285289147438e-05,0.0,0.6216477524342643,0.6622950484978709,0.9906191368630324,0.0,1189.37,
31,619.9846,2.35e+10,1.0,3780.2593087976884,1.16e+05,1052826.657523454,516.4897802769979,5.276109884228053e-05,0.0,0.628113259711899,0.6643259703141443,0.9474423353077974,0.0,1189.37,
32,640.5924,2.35e+10,1.0,3780.2593087976884,1.16e+05,1052826.657523454,516.4897802769979,5.276109884228053e-05,0.0,0.628113259711899,0.6643259703141443,0.9474423353077974,0.0,1189.37,
33,662.7075,2.19e+10,1.0,3795.2565619621782,1.15e+05,1025092.5356266228,510.7142780351478,5.198513779399331e-05,0.0,0.6098107897846445,0.655533852871978,1.0700068243965146,0.0,1189.37,
34,687.0167,2.08e+10,1.0,3806.9138688167723,1.14e+05,1010386.2842010413,505.3909916227834,5.042968045673501e-05,0.0,0.598961396155977,0.6454105173238233,1.1555096882320262,0.0,1189.37,
35,708.3080,3.66e+10,1.0,3988.977747608702,1.20e+05,1188934.846668478,556.8818368732459,4.8690292167709917e-05,0.0,0.7052629423326966,0.6437794956809207,0.6657664579964292,0.0,1189.37,
36,729.5134,3.63e+10,1.0,4043.522986232758,1.18e+05,1145514.8984092386,513.8129888737815,4.8222174685781147e-05,0.0,0.6774618586554093,0.6527361339185667,0.9506465470306203,0.0,1189.37,
37,751.7246,4.02e+10,1.0,4100.192359812615,1.20e+05,1210402.2069216473,531.5161802919904,4.2732801928261626e-05,0.0,0.7170442784924199,0.5485936559330803,0.785723037709333,0.0,1189.37,
38,773.3343,3.98e+10,1.0,4123.817409263561,1.19e+05,1174834.912650483,507.1845634620229,4.1260236512998776e-05,0.0,0.69070509317899,0.5929220752773545,0.7398029660637704,0.0,1189.37,
39,794.2213,3.98e+10,1.0,4123.817409263561,1.19e+05,1174834.912650483,507.1845634620229,4.1260236512998776e-05,0.0,0.69070509317899,0.5929220752773545,0.7398029660637704,0.0,1189.37,
40,813.5159,3.98e+10,1.0,4123.817409263561,1.19e+05,1174834.912650483,507.1845634620229,4.1260236512998776e-05,0.0,0.69070509317899,0.5929220752773545,0.7398029660637704,0.0,1189.37,
41,832.7093,3.50e+10,1.0,3870.966752036692,1.21e+05,1146286.40852226,503.67170001845943,2.821533925140546e-05,0.0,0.6952745143585469,0.4842409271080216,0.8430909220017087,0.0,1189.37,
42,854.4281,3.50e+10,1.0,3870.966752036692,1.21e+05,1146286.40852226,503.67170001845943,2.821533925140546e-05,0.0,0.6952745143585469,0.4842409271080216,0.8430909220017087,0.0,1189.37,
43,875.2230,3.50e+10,1.0,3870.966752036692,1.21e+05,1146286.40852226,503.67170001845943,2.821533925140546e-05,0.0,0.6952745143585469,0.4842409271080216,0.8430909220017087,0.0,1189.37,
44,896.6295,3.50e+10,1.0,3870.966752036692,1.21e+05,1146286.40852226,503.67170001845943,2.821533925140546e-05,0.0,0.6952745143585469,0.4842409271080216,0.8430909220017087,0.0,1189.37,
45,919.4353,3.65e+10,1.0,3901.911332106224,1.21e+05,1160530.6702086483,505.76250516624873,2.8191378859709638e-05,0.0,0.7016184769588346,0.49089470749236996,0.8088782521667914,0.0,1189.37,
46,939.3384,3.51e+10,1.0,3830.341981300885,1.21e+05,1139719.1099046236,494.71700746881675,2.5913269093673333e-05,0.0,0.6952052439566394,0.4646562880128186,0.9695687958640429,0.0,1189.37,
47,960.9351,3.51e+10,1.0,3830.341981300885,1.21e+05,1139719.1099046236,494.71700746881675,2.5913269093673333e-05,0.0,0.6952052439566394,0.4646562880128186,0.9695687958640429,0.0,1189.37,
48,982.9391,3.51e+10,1.0,3830.341981300885,1.21e+05,1139719.1099046236,494.71700746881675,2.5913269093673333e-05,0.0,0.6952052439566394,0.4646562880128186,0.9695687958640429,0.0,1189.37,
49,1006.6527,3.54e+10,1.0,3802.6754246103296,1.21e+05,1136158.0036628367,488.0777521937081,2.5656996231380633e-05,0.0,0.6952462334076919,0.4540846075664847,0.9972345407250303,0.0,1189.37,
50,1028.5687,3.50e+10,1.0,3793.8453212924205,1.21e+05,1133055.1467168592,488.32008707841845,2.555520578882736e-05,0.0,0.693461299429013,0.4537658580215097,0.9695241435368651,0.0,1189.37,
51,1051.9880,3.45e+10,1.0,3785.471955100346,1.21e+05,1129981.8402398857,488.8939338175379,2.548554646723569e-05,0.0,0.6918288496558289,0.4537618030973096,0.9552592260844381,0.0,1189.37,
52,1076.9908,3.45e+10,1.0,3785.471955100346,1.21e+05,1129981.8402398857,488.8939338175379,2.548554646723569e-05,0.0,0.6918288496558289,0.4537618030973096,0.9552592260844381,0.0,1189.37,
53,1100.0007,3.46e+10,1.0,3776.667169239491,1.21e+05,1130682.9454088742,489.2805865779586,2.540680719225635e-05,0.0,0.6928977487895054,0.44867289743273986,0.964374776695279,0.0,1189.37,
54,1123.5152,3.43e+10,1.0,3764.3889916031194,1.21e+05,1126221.2980318118,487.31239028366736,2.5368758411332974e-05,0.0,0.6909544138981341,0.4471600731844119,0.9869439332393038,0.0,1189.37,
55,1144.5313,3.41e+10,1.0,3735.6051954284744,1.22e+05,1122245.7222445821,487.2350013045618,2.5269987854218624e-05,0.0,0.6909482441693203,0.43839712169524947,1.0685501150228756,0.0,1189.37,
56,1167.3431,3.41e+10,1.0,3735.6051954284744,1.22e+05,1122245.7222445821,487.2350013045618,2.5269987854218624e-05,0.0,0.6909482441693203,0.43839712169524947,1.0685501150228756,0.0,1189.37,
57,1191.5521,3.35e+10,1.0,3712.4144969868057,1.22e+05,1117824.7045605397,487.4496731489381,2.5189843651833783e-05,0.0,0.6895898126187379,0.4324831338162554,1.0784946056757856,0.0,1189.37,
58,1213.2509,3.23e+10,1.0,3636.114381216568,1.22e+05,1103680.9313027011,487.3708814634325,2.5079391668819998e-05,0.0,0.6854628992686644,0.4175136553739078,1.1577040152638587,0.0,1189.37,
59,1238.2657,3.04e+10,1.0,3570.150262461448,1.22e+05,1088076.8301689927,488.2331503369187,2.4728643880061266e-05,0.0,0.6788848165705526,0.4071822348856587,1.1381539541989267,0.0,1189.37,
60,1262.4777,3.05e+10,1.0,3586.69014294238,1.22e+05,1090483.0639484352,488.70390131125316,2.4657394190310457e-05,0.0,0.6791319416895305,0.41153682535763264,1.0996271043355725,0.0,1189.37,
61,1285.0132,3.09e+10,1.0,3597.3641985426325,1.22e+05,1093149.883810232,487.6278920972004,2.458775951854206e-05,0.0,0.6801121491368698,0.4143990787195635,1.0962863281544337,0.0,1189.37,
62,1308.4176,3.07e+10,1.0,3574.835685862029,1.22e+05,1089064.976460646,486.284703425162,2.4519608692085878e-05,0.0,0.6786474221035863,0.4113701690266821,1.107829898894917,0.0,1189.37,
63,1329.2305,2.97e+10,1.0,3534.46240240926,1.22e+05,1080243.5965856542,487.10882994123847,2.4474003437631503e-05,0.0,0.675446632481246,0.40404860479540927,1.1262434423624037,0.0,1189.37,
64,1352.4396,3.00e+10,1.0,3560.308130669691,1.22e+05,1084192.932194395,487.09831221737113,2.43492537637147e-05,0.0,0.6758617812482957,0.41278700931165585,1.0780883399855992,0.0,1189.37,
65,1376.1452,2.92e+10,1.0,3506.326986685448,1.22e+05,1074079.9076583725,485.935634605843,2.4270821280118877e-05,0.0,0.6727614402798424,0.4031884701414468,1.133496744041872,0.0,1189.37,
66,1397.4476,2.95e+10,1.0,3522.1885164776177,1.22e+05,1077086.2175847073,485.770070142808,2.4221830276138817e-05,0.0,0.673613994494235,0.4070623719891673,1.117611392887868,0.0,1189.37,
67,1419.2465,2.98e+10,1.0,3528.5144099272393,1.22e+05,1078752.573698592,485.24179925193835,2.4193883199563553e-05,0.0,0.6743633351382935,0.40872172260901213,1.1248313064600441,0.0,1189.37,
68,1440.7651,2.93e+10,1.0,3511.8102175453596,1.22e+05,1075278.763522477,486.0890703095417,2.416674795196303e-05,0.0,0.673392316530004,0.4039758421287434,1.1443680952642463,0.0,1189.37,
69,1465.4796,2.96e+10,1.0,3522.2602469810936,1.22e+05,1077005.4567478383,485.28918414439306,2.4166085477872565e-05,0.0,0.6734196900957446,0.4086640439253943,1.1148506706091887,0.0,1189.37,
70,1487.5747,2.96e+10,1.0,3521.194242142794,1.22e+05,1077312.3117824104,485.78348742142293,2.4134602051082243e-05,0.0,0.6741157733333811,0.40605864649219503,1.139886376001697,0.0,1189.37,
71,1510.3765,2.82e+10,1.0,3456.348525782366,1.22e+05,1063431.0944003738,485.83014533700975,2.404085062129507e-05,0.0,0.6690679554303138,0.3962950724240676,1.1783230127781095,0.0,1189.37,
72,1534.3763,2.81e+10,1.0,3451.978208876668,1.22e+05,1062487.0428732277,485.97927828788363,2.4027876598339424e-05,0.0,0.6687950043254336,0.39537652286417013,1.1845820083612502,0.0,1189.37,
73,1558.3832,2.86e+10,1.0,3462.75543690798,1.22e+05,1064834.3985729911,485.43686709644555,2.3757475915648e-05,0.0,0.6698339993358076,0.40019982504377594,1.2046192245025797,0.0,1189.37,
74,1580.6975,2.65e+10,1.0,3355.1744356008394,1.23e+05,1042053.0219408565,485.49140231444375,2.348747513742719e-05,0.0,0.662105839701426,0.384610423970309,1.3071735433998237,0.0,1189.37,
75,1604.4141,2.39e+10,1.0,3229.62018689031,1.23e+05,1015094.092090312,487.70579398232564,2.3207481753310153e-05,0.0,0.6537473763218752,0.3645646760618101,1.4718562474700936,0.0,1189.37,
76,1628.3489,2.37e+10,1.0,3218.9748644554197,1.23e+05,1012707.4038316875,488.1208677149632,2.3127189703076043e-05,0.0,0.6530859745937768,0.36300880483811426,1.4922999494045324,0.0,1189.37,
77,1651.4630,2.38e+10,1.0,3226.4205536712034,1.23e+05,1014171.3395589612,488.2229153137398,2.306005357586362e-05,0.0,0.6536204276712095,0.36449822124227327,1.4906141285472558,0.0,1189.37,
78,1673.8694,2.39e+10,1.0,3235.318523837465,1.23e+05,1016118.5409798847,488.86122695683235,2.3049056097956337e-05,0.0,0.6545071765712209,0.3640399778225496,1.4887490594467427,0.0,1189.37,
79,1694.8585,2.48e+10,1.0,3284.214657279662,1.23e+05,1026027.5958034582,489.79476641359304,2.3048768832361382e-05,0.0,0.6580477583357667,0.3709077254293109,1.4551700639156224,0.0,1189.37,
80,1711.8312,2.37e+10,1.0,3225.4672531992037,1.23e+05,1013694.7043003988,489.65711875437256,2.294641975180505e-05,0.0,0.6539444711689911,0.362986485565125,1.5188395888358985,0.0,1189.37,
81,1728.6095,2.37e+10,1.0,3225.4672531992037,1.23e+05,1013694.7043003988,489.65711875437256,2.294641975180505e-05,0.0,0.6539444711689911,0.362986485565125,1.5188395888358985,0.0,1189.37,
82,1744.2777,2.37e+10,1.0,3225.4672531992037,1.23e+05,1013694.7043003988,489.65711875437256,2.294641975180505e-05,0.0,0.6539444711689911,0.362986485565125,1.5188395888358985,0.0,1189.37,
83,1761.0500,2.28e+10,1.0,3178.6668891547884,1.23e+05,1003599.7064761436,489.6599283182376,2.2929282462775802e-05,0.0,0.6504865850596789,0.3573729454421751,1.5670080637011288,0.0,1189.37,
84,1777.5190,2.35e+10,1.0,3218.736646525973,1.23e+05,1012146.7695530262,489.8216921678392,2.2921455769739833e-05,0.0,0.6534315088559557,0.36219992358040454,1.5272685925946468,0.0,1189.37,
85,1795.6904,2.29e+10,1.0,3183.2453728817495,1.23e+05,1004565.5291756818,489.69314264375214,2.2910778870862136e-05,0.0,0.6508272828132016,0.3579632106055808,1.563245573185044,0.0,1189.37,
86,1814.0702,2.30e+10,1.0,3190.7957772446025,1.23e+05,1006126.9862068588,489.88338932048686,2.289157289991142e-05,0.0,0.65140541715969,0.3587649262549796,1.5582912435757623,0.0,1189.37,
87,1831.7432,2.31e+10,1.0,3192.2221941397183,1.23e+05,1006481.5646061439,489.5678695565686,2.2887764406561323e-05,0.0,0.6514193521983545,0.35934223463030424,1.5512827984105848,0.0,1189.37,
88,1848.8168,2.31e+10,1.0,3195.487793974411,1.23e+05,1007169.948749129,489.7109639529852,2.288716775883287e-05,0.0,0.6517050379857279,0.3595162401083597,1.5503590860948306,0.0,1189.37,
89,1867.8942,2.32e+10,1.0,3201.7770498840605,1.23e+05,1008484.2625413758,489.8863700293256,2.2878396046591308e-05,0.0,0.6522157570732705,0.36015028214208944,1.5474818990013124,0.0,1189.37,
90,1883.2622,2.31e+10,1.0,3198.029603749641,1.23e+05,1007658.6810976802,489.9053609367747,2.28716983404482e-05,0.0,0.6519354328681173,0.3597435113139031,1.551861648319123,0.0,1189.37,
91,1900.3387,2.31e+10,1.0,3198.029603749641,1.23e+05,1007658.6810976802,489.9053609367747,2.28716983404482e-05,0.0,0.6519354328681173,0.3597435113139031,1.551861648319123,0.0,1189.37,
92,1917.3142,2.31e+10,1.0,3194.906807757836,1.23e+05,1006920.851566541,490.2038645412013,2.2868194764908308e-05,0.0,0.6518001621273748,0.35916011434151046,1.562690173990212,0.0,1189.37,
93,1933.4879,2.31e+10,1.0,3198.639085056655,1.23e+05,1007671.8878731537,490.357451220664,2.2868057385950997e-05,0.0,0.6520919798221372,0.3595161647571291,1.5608404105921279,0.0,1189.37,
94,1950.7646,2.31e+10,1.0,3195.5515304261207,1.23e+05,1006984.9056844342,490.46218873727383,2.2866781337353213e-05,0.0,0.6519042767425842,0.3590905366556173,1.5673175550784924,0.0,1189.37,
95,1967.4443,2.27e+10,1.0,3177.5336218945768,1.23e+05,1003076.8563977754,490.5560266689019,2.2851664604001334e-05,0.0,0.6506403199489528,0.3570315090715784,1.592289060972454,0.0,1189.37,
96,1983.4209,2.28e+10,1.0,3179.8634359953667,1.23e+05,1003590.7195806627,490.4610686822779,2.2851548601560777e-05,0.0,0.6507599819034067,0.35734669680237097,1.585888425983879,0.0,1189.37,
97,1999.8969,2.25e+10,1.0,3166.228792437664,1.23e+05,1000603.9728696542,490.6269484199247,2.2845854106783006e-05,0.0,0.6498226053889391,0.35574075574688824,1.6067049272915814,0.0,1189.37,
98,2018.5739,2.26e+10,1.0,3172.286108461293,1.23e+05,1001919.193977751,490.49657533226764,2.2837726379566496e-05,0.0,0.6502061411752138,0.35659527098017363,1.5962648978875287,0.0,1189.37,
99,2036.0498,2.23e+10,1.0,3157.0759519691674,1.23e+05,998533.9183134518,490.87182835238116,2.2835508079053175e-05,0.0,0.6492031729293269,0.35468550465819626,1.6233829605496313,0.0,1189.37,
100,2053.1254,2.24e+10,1.0,3159.3442904459057,1.23e+05,999021.0078821133,490.8169414067554,2.2829598345543486e-05,0.0,0.6493400249180594,0.35503641018499926,1.6193155547870326,0.0,1189.37,
101,2071.0977,2.24e+10,1.0,3159.3442904459057,1.23e+05,999021.0078821133,490.8169414067554,2.2829598345543486e-05,0.0,0.6493400249180594,0.35503641018499926,1.6193155547870326,0.0,1189.37,
102,2089.5756,2.24e+10,1.0,3160.0343611468807,1.23e+05,999150.0522333749,490.8858077592041,2.282852092700973e-05,0.0,0.64940904373212,0.3550906195911601,1.6203042314765357,0.0,1189.37,
103,2107.7530,2.24e+10,1.0,3160.0343611468807,1.23e+05,999150.0522333749,490.8858077592041,2.282852092700973e-05,0.0,0.64940904373212,0.3550906195911601,1.6203042314765357,0.0,1189.37,
104,2126.1308,2.24e+10,1.0,3160.0343611468807,1.23e+05,999150.0522333749,490.8858077592041,2.282852092700973e-05,0.0,0.64940904373212,0.3550906195911601,1.6203042314765357,0.0,1189.37,
105,2143.7048,2.21e+10,1.0,3147.2607419376245,1.23e+05,996318.5981792152,491.05832167832534,2.282581424455156e-05,0.0,0.6485075997491692,0.35365883915220986,1.639476878816251,0.0,1189.37,
106,2159.8034,2.22e+10,1.0,3151.2486351642438,1.23e+05,997211.7666101253,490.9483361652103,2.2824882312536316e-05,0.0,0.6487683607430325,0.35415208113412455,1.6320000750316606,0.0,1189.37,
107,2177.8759,2.22e+10,1.0,3147.9421326383,1.23e+05,996471.9582417373,491.0196912342161,2.2823930503227745e-05,0.0,0.6485426398660716,0.3537675460095604,1.6376302396136628,0.0,1189.37,
108,2195.4439,2.22e+10,1.0,3147.9421326383,1.23e+05,996471.9582417373,491.0196912342161,2.2823930503227745e-05,0.0,0.6485426398660716,0.3537675460095604,1.6376302396136628,0.0,1189.37,
109,2212.4104,2.22e+10,1.0,3147.9421326383,1.23e+05,996471.9582417373,491.0196912342161,2.2823930503227745e-05,0.0,0.6485426398660716,0.3537675460095604,1.6376302396136628,0.0,1189.37,
110,2230.7821,2.22e+10,1.0,3147.9421326383,1.23e+05,996471.9582417373,491.0196912342161,2.2823930503227745e-05,0.0,0.6485426398660716,0.3537675460095604,1.6376302396136628,0.0,1189.37,
111,2247.6524,2.21e+10,1.0,3147.2775096431333,1.23e+05,996328.6213160714,490.98628823969443,2.2822128994121583e-05,0.0,0.6484772829568936,0.35373657552184934,1.6374280424892431,0.0,1189.37,
112,2264.4237,2.23e+10,1.0,3153.6590740956817,1.23e+05,997766.0563051922,490.7789155102076,2.282168840578281e-05,0.0,0.6488842554506322,0.354536124647978,1.6245380976489439,0.0,1189.37,
113,2282.2029,2.22e+10,1.0,3149.4270756645137,1.23e+05,996813.5673831927,490.88983980284826,2.2820377189604466e-05,0.0,0.6486007121669259,0.35403640802428593,1.6322495684519793,0.0,1189.37,
114,2298.8811,2.22e+10,1.0,3149.465531655045,1.23e+05,996825.5651531495,490.85174928892934,2.2818710561405394e-05,0.0,0.6485867138592203,0.3540781278018754,1.631096852429888,0.0,1189.37,
115,2314.9557,2.21e+10,1.0,3144.8714451878604,1.23e+05,995805.6542871625,490.84329946647244,2.2815664008993878e-05,0.0,0.6482238448052633,0.35365905318898017,1.635787297173224,0.0,1189.37,
116,2332.2415,2.22e+10,1.0,3147.757514501848,1.23e+05,996449.3986120287,490.7708376814876,2.2814216558054118e-05,0.0,0.6484133081223123,0.35401283852611665,1.6304841074991185,0.0,1189.37,
117,2349.2109,2.22e+10,1.0,3147.757514501848,1.23e+05,996449.3986120287,490.7708376814876,2.2814216558054118e-05,0.0,0.6484133081223123,0.35401283852611665,1.6304841074991185,0.0,1189.37,
118,2366.0082,2.20e+10,1.0,3139.971558141382,1.23e+05,994721.3335737099,490.77742950449834,2.281337742502888e-05,0.0,0.6478093440092332,0.3532722499393408,1.6390431238313075,0.0,1189.37,
119,2383.4801,2.20e+10,1.0,3139.971558141382,1.23e+05,994721.3335737099,490.77742950449834,2.281337742502888e-05,0.0,0.6478093440092332,0.3532722499393408,1.6390431238313075,0.0,1189.37,
120,2399.8540,2.20e+10,1.0,3139.971558141382,1.23e+05,994721.3335737099,490.77742950449834,2.281337742502888e-05,0.0,0.6478093440092332,0.3532722499393408,1.6390431238313075,0.0,1189.37,
121,2416.1280,2.20e+10,1.0,3139.971558141382,1.23e+05,994721.3335737099,490.77742950449834,2.281337742502888e-05,0.0,0.6478093440092332,0.3532722499393408,1.6390431238313075,0.0,1189.37,
122,2432.1966,2.20e+10,1.0,3140.280853543982,1.23e+05,994789.9547100957,490.75592461293314,2.2812757824959094e-05,0.0,0.6478219419317408,0.35332858427150327,1.6380324102518458,0.0,1189.37,
123,2450.3691,2.20e+10,1.0,3140.280853543982,1.23e+05,994789.9547100957,490.75592461293314,2.2812757824959094e-05,0.0,0.6478219419317408,0.35332858427150327,1.6380324102518458,0.0,1189.37,
124,2468.3435,2.20e+10,1.0,3140.280853543982,1.23e+05,994789.9547100957,490.75592461293314,2.2812757824959094e-05,0.0,0.6478219419317408,0.35332858427150327,1.6380324102518458,0.0,1189.37,
125,2488.2136,2.20e+10,1.0,3140.280853543982,1.23e+05,994789.9547100957,490.75592461293314,2.2812757824959094e-05,0.0,0.6478219419317408,0.35332858427150327,1.6380324102518458,0.0,1189.37,
126,2507.4872,2.20e+10,1.0,3140.280853543982,1.23e+05,994789.9547100957,490.75592461293314,2.2812757824959094e-05,0.0,0.6478219419317408,0.35332858427150327,1.6380324102518458,0.0,1189.37,
127,2524.9541,2.20e+10,1.0,3140.861238881197,1.23e+05,994919.0841671135,490.7533709128218,2.281244083617624e-05,0.0,0.6478661331582019,0.35338533608860023,1.6373341135978898,0.0,1189.37,
128,2542.4260,2.20e+10,1.0,3140.861238881197,1.23e+05,994919.0841671135,490.7533709128218,2.281244083617624e-05,0.0,0.6478661331582019,0.35338533608860023,1.6373341135978898,0.0,1189.37,
129,2560.4984,2.20e+10,1.0,3140.861238881197,1.23e+05,994919.0841671135,490.7533709128218,2.281244083617624e-05,0.0,0.6478661331582019,0.35338533608860023,1.6373341135978898,0.0,1189.37,
130,2579.1694,2.20e+10,1.0,3140.861238881197,1.23e+05,994919.0841671135,490.7533709128218,2.281244083617624e-05,0.0,0.6478661331582019,0.35338533608860023,1.6373341135978898,0.0,1189.37,
131,2597.3380,2.20e+10,1.0,3140.861238881197,1.23e+05,994919.0841671135,490.7533709128218,2.281244083617624e-05,0.0,0.6478661331582019,0.35338533608860023,1.6373341135978898,0.0,1189.37,
132,2616.1121,2.20e+10,1.0,3140.861238881197,1.23e+05,994919.0841671135,490.7533709128218,2.281244083617624e-05,0.0,0.6478661331582019,0.35338533608860023,1.6373341135978898,0.0,1189.37,
