Loop,Time,r0-A,p0-C0,p0-Cpa,p0-Cpb,r0-E,r0-Hp,p0-K,Value,r0-Xi,p0-eps,p0-ka,p0-kb,r0-n,r0-nO2,p0-rho,
-1,0,7.73e+10,1.0,364.90539245164985,11.020787047868476,1.18e+05,648902.1125725196,1058.3633597827616,0.0008248368651082595,0.0,0.5361084480316355,0.2108030682938862,0.0002982671447110292,0.758514717501643,0.0,1189.37,
0,21.7758,7.73e+10,1.0,364.90539245164985,11.020787047868476,1.18e+05,648902.1125725196,1058.3633597827616,0.0008248368651082595,0.0,0.5361084480316355,0.2108030682938862,0.0002982671447110292,0.758514717501643,0.0,1189.37,
1,48.8240,5.32e+10,1.0,497.30882140340753,8.087566650931198,1.30e+05,962110.0871763189,1673.7949069332096,0.0007816305029901989,0.0,0.6970619205095776,0.15822873665035284,0.00028774763300809373,1.947116056594111,0.0,1189.37,
2,81.2080,7.40e+10,1.0,455.59432226846974,9.370391350911747,1.22e+05,1158083.2903811187,2438.6933667973735,0.00039921118757589634,0.0,0.7088835212967872,0.22899213610614425,0.0005506414793299591,2.3279256043161065,0.0,1189.37,
3,114.4974,7.40e+10,1.0,455.59432226846974,9.370391350911747,1.22e+05,1158083.2903811187,2438.6933667973735,0.00039921118757589634,0.0,0.7088835212967872,0.22899213610614425,0.0005506414793299591,2.3279256043161065,0.0,1189.37,
4,145.2844,7.97e+10,1.0,488.74598217983515,10.892518840446368,1.18e+05,965007.757048485,1557.3419458419796,0.0003730024066012347,0.0,0.6330186066384405,0.23349967803727495,0.0002964010859871969,1.4347794482748744,0.0,1189.37,
5,179.3804,1.00e+11,1.0,424.17315506925576,6.725240695076337,1.26e+05,916076.0921725719,1716.784816627689,0.000183683045309638,0.0,0.5732879256442187,0.3214210304134142,0.0003618254311222891,2.3795116074967355,0.0,1189.37,
6,215.2821,1.00e+11,1.0,424.17315506925576,6.725240695076337,1.26e+05,916076.0921725719,1716.784816627689,0.000183683045309638,0.0,0.5732879256442187,0.3214210304134142,0.0003618254311222891,2.3795116074967355,0.0,1189.37,
7,250.5763,1.00e+11,1.0,424.17315506925576,6.725240695076337,1.26e+05,916076.0921725719,1716.784816627689,0.000183683045309638,0.0,0.5732879256442187,0.3214210304134142,0.0003618254311222891,2.3795116074967355,0.0,1189.37,
8,284.6602,1.00e+11,1.0,424.17315506925576,6.725240695076337,1.26e+05,916076.0921725719,1716.784816627689,0.000183683045309638,0.0,0.5732879256442187,0.3214210304134142,0.0003618254311222891,2.3795116074967355,0.0,1189.37,
9,319.9293,1.00e+11,1.0,424.17315506925576,6.725240695076337,1.26e+05,916076.0921725719,1716.784816627689,0.000183683045309638,0.0,0.5732879256442187,0.3214210304134142,0.0003618254311222891,2.3795116074967355,0.0,1189.37,
