s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8335687E-001
 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2753675E-010,-1.6532229E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4406898E-010, 0.0000000E+000, 5.8275409E-012,-5.8335687E-001
 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9507709E-003,-1.7678053E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9507709E-003, 0.0000000E+000, 5.8275403E-012,-5.8335687E-001
 3.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0351142E-003,-6.6180759E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0351141E-003, 0.0000000E+000, 2.0904536E-011,-5.8335687E-001
 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0969261E-003,-3.9485124E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0969257E-003, 0.0000000E+000, 1.2009989E-010,-5.8335687E-001
 5.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8092758E-003,-1.7815606E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8092740E-003, 0.0000000E+000, 5.2385029E-010,-5.8335687E-001
 6.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0287975E-002,-6.0669723E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0287969E-002, 0.0000000E+000, 1.7284743E-009,-5.8335687E-001
 7.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1610739E-002,-1.7126028E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1610722E-002, 0.0000000E+000, 4.7376432E-009,-5.8335687E-001
 8.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2817162E-002,-4.2177062E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2817120E-002, 0.0000000E+000, 1.1341474E-008,-5.8335687E-001
