s,m,C,C
Time,"Wall thickness","Wall_temperature","Back_wall_temperature"
 0.0000000E+000, 8.0000004E-003, 2.5000000E+001, 2.5000000E+001
 1.0000000E+000, 8.0000004E-003, 2.4999971E+001, 2.5000000E+001
 2.0000000E+000, 8.0000004E-003, 3.3329002E+001, 2.5000000E+001
 3.0000000E+000, 8.0000004E-003, 3.8091423E+001, 2.5000000E+001
 4.0000000E+000, 8.0000004E-003, 4.1982677E+001, 2.5000000E+001
 5.0000000E+000, 8.0000004E-003, 4.5241787E+001, 2.5000002E+001
 6.0000000E+000, 8.0000004E-003, 4.8113422E+001, 2.5000006E+001
 7.0000000E+000, 8.0000004E-003, 5.0692780E+001, 2.5000025E+001
 8.0000000E+000, 8.0000004E-003, 5.3050323E+001, 2.5000084E+001
 9.0000000E+000, 8.0000004E-003, 5.5229256E+001, 2.5000244E+001
 1.0000000E+001, 8.0000004E-003, 5.7261517E+001, 2.5000622E+001
 1.1000000E+001, 8.0000004E-003, 5.9170269E+001, 2.5001408E+001
 1.2000000E+001, 8.0000004E-003, 6.0973076E+001, 2.5002893E+001
 1.3000000E+001, 8.0000004E-003, 6.2684101E+001, 2.5005468E+001
 1.4000000E+001, 8.0000004E-003, 6.4314117E+001, 2.5009621E+001
 1.5000000E+001, 8.0000004E-003, 6.5872269E+001, 2.5015924E+001
 1.6000000E+001, 8.0000004E-003, 6.7365921E+001, 2.5025011E+001
 1.7000000E+001, 8.0000004E-003, 6.8801605E+001, 2.5037560E+001
 1.8000000E+001, 8.0000004E-003, 7.0184235E+001, 2.5054256E+001
 1.9000000E+001, 8.0000004E-003, 7.1518799E+001, 2.5075790E+001
 2.0000000E+001, 8.0000004E-003, 7.2809074E+001, 2.5102827E+001
 2.1000000E+001, 8.0000004E-003, 7.4058296E+001, 2.5135992E+001
 2.2000000E+001, 8.0000004E-003, 7.5269669E+001, 2.5175871E+001
 2.3000000E+001, 8.0000004E-003, 7.6446014E+001, 2.5222990E+001
 2.4000000E+001, 8.0000004E-003, 7.7589417E+001, 2.5277826E+001
 2.5000000E+001, 8.0000004E-003, 7.8702080E+001, 2.5340794E+001
 2.6000000E+001, 8.0000004E-003, 7.9786057E+001, 2.5412247E+001
 2.7000000E+001, 8.0000004E-003, 8.0842918E+001, 2.5492489E+001
 2.8000000E+001, 8.0000004E-003, 8.1874176E+001, 2.5581762E+001
 2.9000000E+001, 8.0000004E-003, 8.2881279E+001, 2.5680264E+001
 3.0000000E+001, 8.0000004E-003, 8.3865570E+001, 2.5788137E+001
 3.1000000E+001, 8.0000004E-003, 8.4828133E+001, 2.5905491E+001
 3.2000000E+001, 8.0000004E-003, 8.5770302E+001, 2.6032385E+001
 3.3000000E+001, 8.0000004E-003, 8.6692543E+001, 2.6168844E+001
 3.4000000E+001, 8.0000004E-003, 8.7596352E+001, 2.6314865E+001
 3.5000000E+001, 8.0000004E-003, 8.8482460E+001, 2.6470411E+001
 3.6000000E+001, 8.0000004E-003, 8.9351151E+001, 2.6635424E+001
 3.7000000E+001, 8.0000004E-003, 9.0203766E+001, 2.6809818E+001
 3.8000000E+001, 8.0000004E-003, 9.1040916E+001, 2.6993488E+001
 3.9000000E+001, 8.0000004E-003, 9.1863045E+001, 2.7186321E+001
 4.0000000E+001, 8.0000004E-003, 9.2670731E+001, 2.7388174E+001
 4.1000000E+001, 8.0000004E-003, 9.3464699E+001, 2.7598904E+001
 4.2000000E+001, 8.0000004E-003, 9.4245346E+001, 2.7818348E+001
 4.3000000E+001, 8.0000004E-003, 9.5013191E+001, 2.8046345E+001
 4.4000000E+001, 8.0000004E-003, 9.5768822E+001, 2.8282721E+001
 4.5000000E+001, 8.0000004E-003, 9.6512527E+001, 2.8527288E+001
 4.6000000E+001, 8.0000004E-003, 9.7244759E+001, 2.8779867E+001
 4.7000000E+001, 8.0000004E-003, 9.7966064E+001, 2.9040274E+001
 4.8000000E+001, 8.0000004E-003, 9.8676682E+001, 2.9308306E+001
 4.9000000E+001, 8.0000004E-003, 9.9377060E+001, 2.9583782E+001
 5.0000000E+001, 8.0000004E-003, 1.0006745E+002, 2.9866514E+001
 5.1000000E+001, 8.0000004E-003, 1.0074831E+002, 3.0156300E+001
 5.2000000E+001, 8.0000004E-003, 1.0141978E+002, 3.0452948E+001
 5.3000000E+001, 8.0000004E-003, 1.0208244E+002, 3.0756271E+001
 5.4000000E+001, 8.0000004E-003, 1.0273613E+002, 3.1066084E+001
 5.5000000E+001, 8.0000004E-003, 1.0338149E+002, 3.1382191E+001
 5.6000000E+001, 8.0000004E-003, 1.0401880E+002, 3.1704414E+001
 5.7000000E+001, 8.0000004E-003, 1.0464812E+002, 3.2032574E+001
 5.8000000E+001, 8.0000004E-003, 1.0526970E+002, 3.2366478E+001
 5.9000000E+001, 8.0000004E-003, 1.0588378E+002, 3.2705963E+001
 6.0000000E+001, 8.0000004E-003, 1.0649072E+002, 3.3050846E+001
 6.1000000E+001, 8.0000004E-003, 1.0709061E+002, 3.3400955E+001
 6.2000000E+001, 8.0000004E-003, 1.0768375E+002, 3.3756134E+001
 6.3000000E+001, 8.0000004E-003, 1.0827017E+002, 3.4116215E+001
 6.4000000E+001, 8.0000004E-003, 1.0885017E+002, 3.4481041E+001
 6.5000000E+001, 8.0000004E-003, 1.0942402E+002, 3.4850452E+001
 6.6000000E+001, 8.0000004E-003, 1.0999185E+002, 3.5224293E+001
 6.7000000E+001, 8.0000004E-003, 1.1055357E+002, 3.5602421E+001
 6.8000000E+001, 8.0000004E-003, 1.1110985E+002, 3.5984680E+001
 6.9000000E+001, 8.0000004E-003, 1.1166027E+002, 3.6370937E+001
 7.0000000E+001, 8.0000004E-003, 1.1220548E+002, 3.6761051E+001
 7.1000000E+001, 8.0000004E-003, 1.1274541E+002, 3.7154888E+001
 7.2000000E+001, 8.0000004E-003, 1.1328014E+002, 3.7552315E+001
 7.3000000E+001, 8.0000004E-003, 1.1381001E+002, 3.7953205E+001
 7.4000000E+001, 8.0000004E-003, 1.1433485E+002, 3.8357433E+001
 7.5000000E+001, 8.0000004E-003, 1.1485514E+002, 3.8764881E+001
 7.6000000E+001, 8.0000004E-003, 1.1537087E+002, 3.9175426E+001
 7.7000000E+001, 8.0000004E-003, 1.1588202E+002, 3.9588959E+001
 7.8000000E+001, 8.0000004E-003, 1.1638876E+002, 4.0005367E+001
 7.9000000E+001, 8.0000004E-003, 1.1689142E+002, 4.0424541E+001
 8.0000000E+001, 8.0000004E-003, 1.1738986E+002, 4.0846375E+001
 8.1000000E+001, 8.0000004E-003, 1.1788422E+002, 4.1270767E+001
 8.2000000E+001, 8.0000004E-003, 1.1837481E+002, 4.1697613E+001
 8.3000000E+001, 8.0000004E-003, 1.1886148E+002, 4.2126823E+001
 8.4000000E+001, 8.0000004E-003, 1.1934446E+002, 4.2558300E+001
 8.5000000E+001, 8.0000004E-003, 1.1982377E+002, 4.2991951E+001
 8.6000000E+001, 8.0000004E-003, 1.2029974E+002, 4.3427689E+001
 8.7000000E+001, 8.0000004E-003, 1.2077203E+002, 4.3865440E+001
 8.8000000E+001, 8.0000004E-003, 1.2124102E+002, 4.4305103E+001
 8.9000000E+001, 8.0000004E-003, 1.2170684E+002, 4.4746605E+001
 9.0000000E+001, 8.0000004E-003, 1.2216945E+002, 4.5189861E+001
 9.1000000E+001, 8.0000004E-003, 1.2262878E+002, 4.5634800E+001
 9.2000000E+001, 8.0000004E-003, 1.2308506E+002, 4.6081345E+001
 9.3000000E+001, 8.0000004E-003, 1.2353846E+002, 4.6529423E+001
 9.4000000E+001, 8.0000004E-003, 1.2398898E+002, 4.6978966E+001
 9.5000000E+001, 8.0000004E-003, 1.2443671E+002, 4.7429905E+001
 9.6000000E+001, 8.0000004E-003, 1.2488159E+002, 4.7882191E+001
 9.7000000E+001, 8.0000004E-003, 1.2532380E+002, 4.8335751E+001
 9.8000000E+001, 8.0000004E-003, 1.2576321E+002, 4.8790508E+001
 9.9000000E+001, 8.0000004E-003, 1.2620021E+002, 4.9246407E+001
 1.0000000E+002, 8.0000004E-003, 1.2663467E+002, 4.9703392E+001
 1.0100000E+002, 8.0000004E-003, 1.2706668E+002, 5.0161404E+001
 1.0200000E+002, 8.0000004E-003, 1.2749624E+002, 5.0620399E+001
 1.0300000E+002, 8.0000004E-003, 1.2792346E+002, 5.1080334E+001
 1.0400000E+002, 8.0000004E-003, 1.2834845E+002, 5.1541138E+001
 1.0500000E+002, 8.0000004E-003, 1.2877113E+002, 5.2002754E+001
 1.0600000E+002, 8.0000004E-003, 1.2919147E+002, 5.2465145E+001
 1.0700000E+002, 8.0000004E-003, 1.2960977E+002, 5.2928261E+001
 1.0800000E+002, 8.0000004E-003, 1.3002597E+002, 5.3392059E+001
 1.0900000E+002, 8.0000004E-003, 1.3044005E+002, 5.3856514E+001
 1.1000000E+002, 8.0000004E-003, 1.3085216E+002, 5.4321560E+001
 1.1100000E+002, 8.0000004E-003, 1.3126219E+002, 5.4787148E+001
 1.1200000E+002, 8.0000004E-003, 1.3167036E+002, 5.5253242E+001
 1.1300000E+002, 8.0000004E-003, 1.3207669E+002, 5.5719810E+001
 1.1400000E+002, 8.0000004E-003, 1.3248111E+002, 5.6186817E+001
 1.1500000E+002, 8.0000004E-003, 1.3288367E+002, 5.6654240E+001
 1.1600000E+002, 8.0000004E-003, 1.3328452E+002, 5.7122021E+001
 1.1700000E+002, 8.0000004E-003, 1.3368358E+002, 5.7590118E+001
 1.1800000E+002, 8.0000004E-003, 1.3408089E+002, 5.8058510E+001
 1.1900000E+002, 8.0000004E-003, 1.3447656E+002, 5.8527164E+001
 1.2000000E+002, 8.0000004E-003, 1.3487056E+002, 5.8996052E+001
 1.2100000E+002, 8.0000004E-003, 1.3526286E+002, 5.9465160E+001
 1.2200000E+002, 8.0000004E-003, 1.3565359E+002, 5.9934437E+001
 1.2300000E+002, 8.0000004E-003, 1.3604274E+002, 6.0403843E+001
 1.2400000E+002, 8.0000004E-003, 1.3643034E+002, 6.0873363E+001
 1.2500000E+002, 8.0000004E-003, 1.3681650E+002, 6.1342972E+001
 1.2600000E+002, 8.0000004E-003, 1.3720111E+002, 6.1812645E+001
 1.2700000E+002, 8.0000004E-003, 1.3758426E+002, 6.2282372E+001
 1.2800000E+002, 8.0000004E-003, 1.3796603E+002, 6.2752102E+001
 1.2900000E+002, 8.0000004E-003, 1.3834645E+002, 6.3221817E+001
 1.3000000E+002, 8.0000004E-003, 1.3872536E+002, 6.3691494E+001
 1.3100000E+002, 8.0000004E-003, 1.3910297E+002, 6.4161118E+001
 1.3200000E+002, 8.0000004E-003, 1.3947920E+002, 6.4630669E+001
 1.3300000E+002, 8.0000004E-003, 1.3985410E+002, 6.5100136E+001
 1.3400000E+002, 8.0000004E-003, 1.4022775E+002, 6.5569466E+001
 1.3500000E+002, 8.0000004E-003, 1.4060008E+002, 6.6038658E+001
 1.3600000E+002, 8.0000004E-003, 1.4097113E+002, 6.6507690E+001
 1.3700000E+002, 8.0000004E-003, 1.4134099E+002, 6.6976547E+001
 1.3800000E+002, 8.0000004E-003, 1.4170959E+002, 6.7445221E+001
 1.3900000E+002, 8.0000004E-003, 1.4207698E+002, 6.7913696E+001
 1.4000000E+002, 8.0000004E-003, 1.4244324E+002, 6.8381920E+001
 1.4100000E+002, 8.0000004E-003, 1.4280827E+002, 6.8849907E+001
 1.4200000E+002, 8.0000004E-003, 1.4317215E+002, 6.9317627E+001
 1.4300000E+002, 8.0000004E-003, 1.4353494E+002, 6.9785072E+001
 1.4400000E+002, 8.0000004E-003, 1.4389658E+002, 7.0252251E+001
 1.4500000E+002, 8.0000004E-003, 1.4425717E+002, 7.0719116E+001
 1.4600000E+002, 8.0000004E-003, 1.4461662E+002, 7.1185654E+001
 1.4700000E+002, 8.0000004E-003, 1.4497498E+002, 7.1651863E+001
 1.4800000E+002, 8.0000004E-003, 1.4533223E+002, 7.2117722E+001
 1.4900000E+002, 8.0000004E-003, 1.4568848E+002, 7.2583221E+001
 1.5000000E+002, 8.0000004E-003, 1.4604366E+002, 7.3048363E+001
 1.5100000E+002, 8.0000004E-003, 1.4639789E+002, 7.3513138E+001
 1.5200000E+002, 8.0000004E-003, 1.4675111E+002, 7.3977509E+001
 1.5300000E+002, 8.0000004E-003, 1.4710330E+002, 7.4441475E+001
 1.5400000E+002, 8.0000004E-003, 1.4745445E+002, 7.4905022E+001
 1.5500000E+002, 8.0000004E-003, 1.4780476E+002, 7.5368141E+001
 1.5600000E+002, 8.0000004E-003, 1.4815396E+002, 7.5830841E+001
 1.5700000E+002, 8.0000004E-003, 1.4850220E+002, 7.6293114E+001
 1.5800000E+002, 8.0000004E-003, 1.4884953E+002, 7.6754913E+001
 1.5900000E+002, 8.0000004E-003, 1.4919589E+002, 7.7216255E+001
 1.6000000E+002, 8.0000004E-003, 1.4954132E+002, 7.7677116E+001
 1.6100000E+002, 8.0000004E-003, 1.4988588E+002, 7.8137489E+001
 1.6200000E+002, 8.0000004E-003, 1.5022948E+002, 7.8597382E+001
 1.6300000E+002, 8.0000004E-003, 1.5057237E+002, 7.9056793E+001
 1.6400000E+002, 8.0000004E-003, 1.5091425E+002, 7.9515709E+001
 1.6500000E+002, 8.0000004E-003, 1.5125519E+002, 7.9974106E+001
 1.6600000E+002, 8.0000004E-003, 1.5159523E+002, 8.0431976E+001
 1.6700000E+002, 8.0000004E-003, 1.5193446E+002, 8.0889328E+001
 1.6800000E+002, 8.0000004E-003, 1.5227284E+002, 8.1346138E+001
 1.6900000E+002, 8.0000004E-003, 1.5261034E+002, 8.1802406E+001
 1.7000000E+002, 8.0000004E-003, 1.5294711E+002, 8.2258148E+001
 1.7100000E+002, 8.0000004E-003, 1.5328302E+002, 8.2713341E+001
 1.7200000E+002, 8.0000004E-003, 1.5361801E+002, 8.3167976E+001
 1.7300000E+002, 8.0000004E-003, 1.5395221E+002, 8.3622047E+001
 1.7400000E+002, 8.0000004E-003, 1.5428554E+002, 8.4075546E+001
 1.7500000E+002, 8.0000004E-003, 1.5461803E+002, 8.4528473E+001
 1.7600000E+002, 8.0000004E-003, 1.5494983E+002, 8.4980820E+001
 1.7700000E+002, 8.0000004E-003, 1.5528070E+002, 8.5432579E+001
 1.7800000E+002, 8.0000004E-003, 1.5561081E+002, 8.5883766E+001
 1.7900000E+002, 8.0000004E-003, 1.5594031E+002, 8.6334358E+001
 1.8000000E+002, 8.0000004E-003, 1.5626889E+002, 8.6784355E+001
 1.8100000E+002, 8.0000004E-003, 1.5659665E+002, 8.7233749E+001
 1.8200000E+002, 8.0000004E-003, 1.5692375E+002, 8.7682533E+001
 1.8300000E+002, 8.0000004E-003, 1.5724995E+002, 8.8130707E+001
 1.8400000E+002, 8.0000004E-003, 1.5757541E+002, 8.8578270E+001
 1.8500000E+002, 8.0000004E-003, 1.5790015E+002, 8.9025208E+001
 1.8600000E+002, 8.0000004E-003, 1.5822426E+002, 8.9471542E+001
 1.8700000E+002, 8.0000004E-003, 1.5854753E+002, 8.9917252E+001
 1.8800000E+002, 8.0000004E-003, 1.5887015E+002, 9.0362328E+001
 1.8900000E+002, 8.0000004E-003, 1.5919188E+002, 9.0806778E+001
 1.9000000E+002, 8.0000004E-003, 1.5951286E+002, 9.1250587E+001
 1.9100000E+002, 8.0000004E-003, 1.5983316E+002, 9.1693764E+001
 1.9200000E+002, 8.0000004E-003, 1.6015280E+002, 9.2136299E+001
 1.9300000E+002, 8.0000004E-003, 1.6047171E+002, 9.2578194E+001
 1.9400000E+002, 8.0000004E-003, 1.6078987E+002, 9.3019440E+001
 1.9500000E+002, 8.0000004E-003, 1.6110730E+002, 9.3460052E+001
 1.9600000E+002, 8.0000004E-003, 1.6142397E+002, 9.3900002E+001
 1.9700000E+002, 8.0000004E-003, 1.6173994E+002, 9.4339310E+001
 1.9800000E+002, 8.0000004E-003, 1.6205537E+002, 9.4777954E+001
 1.9900000E+002, 8.0000004E-003, 1.6236992E+002, 9.5215942E+001
 2.0000000E+002, 8.0000004E-003, 1.6268382E+002, 9.5653275E+001
 2.0100000E+002, 8.0000004E-003, 1.6299701E+002, 9.6089943E+001
 2.0200000E+002, 8.0000004E-003, 1.6330952E+002, 9.6525948E+001
 2.0300000E+002, 8.0000004E-003, 1.6362144E+002, 9.6961288E+001
 2.0400000E+002, 8.0000004E-003, 1.6393265E+002, 9.7395966E+001
 2.0500000E+002, 8.0000004E-003, 1.6424309E+002, 9.7829964E+001
 2.0600000E+002, 8.0000004E-003, 1.6455287E+002, 9.8263313E+001
 2.0700000E+002, 8.0000004E-003, 1.6486195E+002, 9.8695976E+001
 2.0800000E+002, 8.0000004E-003, 1.6517046E+002, 9.9127975E+001
 2.0900000E+002, 8.0000004E-003, 1.6547833E+002, 9.9559288E+001
 2.1000000E+002, 8.0000004E-003, 1.6578545E+002, 9.9989937E+001
 2.1100000E+002, 8.0000004E-003, 1.6609184E+002, 1.0041990E+002
 2.1200000E+002, 8.0000004E-003, 1.6639767E+002, 1.0084918E+002
 2.1300000E+002, 8.0000004E-003, 1.6670273E+002, 1.0127779E+002
 2.1400000E+002, 8.0000004E-003, 1.6700726E+002, 1.0170572E+002
 2.1500000E+002, 8.0000004E-003, 1.6731110E+002, 1.0213296E+002
 2.1600000E+002, 8.0000004E-003, 1.6761430E+002, 1.0255952E+002
 2.1700000E+002, 8.0000004E-003, 1.6791675E+002, 1.0298539E+002
 2.1800000E+002, 8.0000004E-003, 1.6821860E+002, 1.0341058E+002
 2.1900000E+002, 8.0000004E-003, 1.6851990E+002, 1.0383508E+002
 2.2000000E+002, 8.0000004E-003, 1.6882047E+002, 1.0425890E+002
 2.2100000E+002, 8.0000004E-003, 1.6912045E+002, 1.0468202E+002
 2.2200000E+002, 8.0000004E-003, 1.6941966E+002, 1.0510446E+002
 2.2300000E+002, 8.0000004E-003, 1.6971826E+002, 1.0552621E+002
 2.2400000E+002, 8.0000004E-003, 1.7001639E+002, 1.0594728E+002
 2.2500000E+002, 8.0000004E-003, 1.7031386E+002, 1.0636765E+002
 2.2600000E+002, 8.0000004E-003, 1.7061055E+002, 1.0678732E+002
 2.2700000E+002, 8.0000004E-003, 1.7090665E+002, 1.0720631E+002
 2.2800000E+002, 8.0000004E-003, 1.7120218E+002, 1.0762461E+002
