s,m,C,C
Time,"Wall thickness","Wall_temperature","Back_wall_temperature"
 0.0000000E+000, 8.0000004E-003, 2.5000000E+001, 2.5000000E+001
 1.0000000E+000, 8.0000004E-003, 2.4999971E+001, 2.5000000E+001
 2.0000000E+000, 8.0000004E-003, 1.0537248E+002, 2.5000000E+001
 3.0000000E+000, 8.0000004E-003, 1.5519440E+002, 2.5000000E+001
 4.0000000E+000, 8.0000004E-003, 1.9301506E+002, 2.5000002E+001
 5.0000000E+000, 8.0000004E-003, 2.2437737E+002, 2.5000008E+001
 6.0000000E+000, 8.0000004E-003, 2.5142780E+002, 2.5000050E+001
 7.0000000E+000, 8.0000004E-003, 2.7541364E+002, 2.5000219E+001
 8.0000000E+000, 8.0000004E-003, 2.9751642E+002, 2.5000784E+001
 9.0000000E+000, 8.0000004E-003, 3.1885956E+002, 2.5002344E+001
 1.0000000E+001, 8.0000004E-003, 3.3870068E+002, 2.5006058E+001
 1.1000000E+001, 8.0000004E-003, 3.5601022E+002, 2.5013880E+001
 1.2000000E+001, 8.0000004E-003, 3.7135059E+002, 2.5028717E+001
 1.3000000E+001, 8.0000004E-003, 3.8520081E+002, 2.5054523E+001
 1.4000000E+001, 8.0000004E-003, 3.9774829E+002, 2.5096235E+001
 1.5000000E+001, 8.0000004E-003, 4.0901453E+002, 2.5159636E+001
 1.6000000E+001, 8.0000004E-003, 4.1898340E+002, 2.5251125E+001
 1.7000000E+001, 8.0000004E-003, 4.2768063E+002, 2.5377489E+001
 1.8000000E+001, 8.0000004E-003, 4.3525821E+002, 2.5545647E+001
 1.9000000E+001, 8.0000004E-003, 4.4198438E+002, 2.5762430E+001
 2.0000000E+001, 8.0000004E-003, 4.4818436E+002, 2.6034418E+001
 2.1000000E+001, 8.0000004E-003, 4.5429929E+002, 2.6367792E+001
 2.2000000E+001, 8.0000004E-003, 4.6062137E+002, 2.6768223E+001
 2.3000000E+001, 8.0000004E-003, 4.6739282E+002, 2.7240801E+001
 2.4000000E+001, 8.0000004E-003, 4.7492902E+002, 2.7789986E+001
 2.5000000E+001, 8.0000004E-003, 4.8320041E+002, 2.8419588E+001
 2.6000000E+001, 8.0000004E-003, 4.9185358E+002, 2.9132725E+001
 2.7000000E+001, 8.0000004E-003, 5.0001840E+002, 2.9931839E+001
 2.8000000E+001, 8.0000004E-003, 5.0634711E+002, 3.0818716E+001
 2.9000000E+001, 8.0000004E-003, 5.1177332E+002, 3.1794495E+001
 3.0000000E+001, 8.0000004E-003, 5.1664813E+002, 3.2859768E+001
 3.1000000E+001, 8.0000004E-003, 5.2127991E+002, 3.4014565E+001
 3.2000000E+001, 8.0000004E-003, 5.2582379E+002, 3.5258408E+001
 3.3000000E+001, 8.0000004E-003, 5.3042468E+002, 3.6590473E+001
 3.4000000E+001, 8.0000004E-003, 5.3513837E+002, 3.8009613E+001
 3.5000000E+001, 8.0000004E-003, 5.4003839E+002, 3.9514351E+001
 3.6000000E+001, 8.0000004E-003, 5.4504907E+002, 4.1103043E+001
 3.7000000E+001, 8.0000004E-003, 5.5005420E+002, 4.2773830E+001
 3.8000000E+001, 8.0000004E-003, 5.5481097E+002, 4.4524754E+001
 3.9000000E+001, 8.0000004E-003, 5.5913013E+002, 4.6353573E+001
 4.0000000E+001, 8.0000004E-003, 5.6295599E+002, 4.8258076E+001
 4.1000000E+001, 8.0000004E-003, 5.6645746E+002, 5.0235851E+001
 4.2000000E+001, 8.0000004E-003, 5.6973065E+002, 5.2284420E+001
 4.3000000E+001, 8.0000004E-003, 5.7287549E+002, 5.4401344E+001
 4.4000000E+001, 8.0000004E-003, 5.7596228E+002, 5.6584183E+001
 4.5000000E+001, 8.0000004E-003, 5.7903400E+002, 5.8830368E+001
 4.6000000E+001, 8.0000004E-003, 5.8213922E+002, 6.1137501E+001
 4.7000000E+001, 8.0000004E-003, 5.8527930E+002, 6.3503155E+001
 4.8000000E+001, 8.0000004E-003, 5.8844214E+002, 6.5924866E+001
 4.9000000E+001, 8.0000004E-003, 5.9157349E+002, 6.8400215E+001
 5.0000000E+001, 8.0000004E-003, 5.9464539E+002, 7.0926903E+001
 5.1000000E+001, 8.0000004E-003, 5.9755420E+002, 7.3502487E+001
 5.2000000E+001, 8.0000004E-003, 6.0029944E+002, 7.6124695E+001
 5.3000000E+001, 8.0000004E-003, 6.0285211E+002, 7.8791176E+001
 5.4000000E+001, 8.0000004E-003, 6.0526263E+002, 8.1499794E+001
 5.5000000E+001, 8.0000004E-003, 6.0755908E+002, 8.4248329E+001
 5.6000000E+001, 8.0000004E-003, 6.0979810E+002, 8.7034729E+001
 5.7000000E+001, 8.0000004E-003, 6.1197986E+002, 8.9856979E+001
 5.8000000E+001, 8.0000004E-003, 6.1413263E+002, 9.2713158E+001
 5.9000000E+001, 8.0000004E-003, 6.1628802E+002, 9.5601364E+001
 6.0000000E+001, 8.0000004E-003, 6.1843268E+002, 9.8519707E+001
 6.1000000E+001, 8.0000004E-003, 6.2057837E+002, 1.0146647E+002
 6.2000000E+001, 8.0000004E-003, 6.2271478E+002, 1.0443980E+002
 6.3000000E+001, 8.0000004E-003, 6.2482159E+002, 1.0743800E+002
 6.4000000E+001, 8.0000004E-003, 6.2686517E+002, 1.1045938E+002
 6.5000000E+001, 8.0000004E-003, 6.2885992E+002, 1.1350229E+002
 6.6000000E+001, 8.0000004E-003, 6.3076453E+002, 1.1656514E+002
 6.7000000E+001, 8.0000004E-003, 6.3258899E+002, 1.1964655E+002
 6.8000000E+001, 8.0000004E-003, 6.3435028E+002, 1.2274511E+002
 6.9000000E+001, 8.0000004E-003, 6.3604364E+002, 1.2585938E+002
 7.0000000E+001, 8.0000004E-003, 6.3769775E+002, 1.2898811E+002
 7.1000000E+001, 8.0000004E-003, 6.3932159E+002, 1.3213004E+002
 7.2000000E+001, 8.0000004E-003, 6.4091888E+002, 1.3528401E+002
 7.3000000E+001, 8.0000004E-003, 6.4250037E+002, 1.3844881E+002
 7.4000000E+001, 8.0000004E-003, 6.4407568E+002, 1.4162323E+002
 7.5000000E+001, 8.0000004E-003, 6.4564087E+002, 1.4480612E+002
 7.6000000E+001, 8.0000004E-003, 6.4719641E+002, 1.4799640E+002
 7.7000000E+001, 8.0000004E-003, 6.4873743E+002, 1.5119296E+002
 7.8000000E+001, 8.0000004E-003, 6.5026025E+002, 1.5439481E+002
 7.9000000E+001, 8.0000004E-003, 6.5174896E+002, 1.5760092E+002
 8.0000000E+001, 8.0000004E-003, 6.5321289E+002, 1.6081039E+002
 8.1000000E+001, 8.0000004E-003, 6.5463049E+002, 1.6402237E+002
 8.2000000E+001, 8.0000004E-003, 6.5601422E+002, 1.6723601E+002
 8.3000000E+001, 8.0000004E-003, 6.5735919E+002, 1.7045056E+002
 8.4000000E+001, 8.0000013E-003, 6.5867194E+002, 1.7366525E+002
 8.5000000E+001, 8.0000013E-003, 6.5995190E+002, 1.7687936E+002
 8.6000000E+001, 8.0000013E-003, 6.6122107E+002, 1.8009215E+002
 8.7000000E+001, 8.0000013E-003, 6.6246765E+002, 1.8330287E+002
 8.8000000E+001, 8.0000013E-003, 6.6371014E+002, 1.8651079E+002
 8.9000000E+001, 8.0000013E-003, 6.6493768E+002, 1.8971519E+002
 9.0000000E+001, 8.0000013E-003, 6.6615710E+002, 1.9291541E+002
 9.1000000E+001, 8.0000013E-003, 6.6736292E+002, 1.9611073E+002
 9.2000000E+001, 8.0000013E-003, 6.6857434E+002, 1.9930057E+002
 9.3000000E+001, 8.0000013E-003, 6.6976019E+002, 2.0248428E+002
 9.4000000E+001, 8.0000013E-003, 6.7093518E+002, 2.0566135E+002
 9.5000000E+001, 8.0000013E-003, 6.7210059E+002, 2.0883127E+002
 9.6000000E+001, 8.0000013E-003, 6.7323309E+002, 2.1199352E+002
 9.7000000E+001, 8.0000013E-003, 6.7434705E+002, 2.1514761E+002
 9.8000000E+001, 8.0000013E-003, 6.7544611E+002, 2.1829311E+002
 9.9000000E+001, 8.0000013E-003, 6.7652148E+002, 2.2142950E+002
 1.0000000E+002, 8.0000013E-003, 6.7757440E+002, 2.2455640E+002
 1.0100000E+002, 8.0000013E-003, 6.7862518E+002, 2.2767320E+002
 1.0200000E+002, 8.0000013E-003, 6.7965247E+002, 2.3077943E+002
 1.0300000E+002, 8.0000013E-003, 6.8067761E+002, 2.3387460E+002
 1.0400000E+002, 8.0000013E-003, 6.8168811E+002, 2.3695815E+002
 1.0500000E+002, 8.0000013E-003, 6.8270038E+002, 2.4002968E+002
 1.0600000E+002, 8.0000013E-003, 6.8369214E+002, 2.4308878E+002
 1.0700000E+002, 8.0000013E-003, 6.8468677E+002, 2.4613493E+002
 1.0800000E+002, 8.0000013E-003, 6.8567395E+002, 2.4916783E+002
 1.0900000E+002, 8.0000013E-003, 6.8665057E+002, 2.5218710E+002
 1.1000000E+002, 8.0000013E-003, 6.8761285E+002, 2.5519243E+002
 1.1100000E+002, 8.0000013E-003, 6.8856958E+002, 2.5818347E+002
 1.1200000E+002, 8.0000013E-003, 6.8950623E+002, 2.6115991E+002
 1.1300000E+002, 8.0000013E-003, 6.9044012E+002, 2.6412143E+002
 1.1400000E+002, 8.0000013E-003, 6.9135864E+002, 2.6706772E+002
 1.1500000E+002, 8.0000013E-003, 6.9225873E+002, 2.6999844E+002
 1.1600000E+002, 8.0000013E-003, 6.9315839E+002, 2.7291324E+002
 1.1700000E+002, 8.0000013E-003, 6.9403998E+002, 2.7581186E+002
 1.1800000E+002, 8.0000013E-003, 6.9491559E+002, 2.7869406E+002
 1.1900000E+002, 8.0000013E-003, 6.9578851E+002, 2.8155942E+002
 1.2000000E+002, 8.0000013E-003, 6.9665491E+002, 2.8440768E+002
 1.2100000E+002, 8.0000013E-003, 6.9751178E+002, 2.8723859E+002
 1.2200000E+002, 8.0000013E-003, 6.9836816E+002, 2.9005182E+002
 1.2300000E+002, 8.0000013E-003, 6.9921088E+002, 2.9284698E+002
 1.2400000E+002, 8.0000013E-003, 7.0005457E+002, 2.9562372E+002
 1.2500000E+002, 8.0000013E-003, 7.0088202E+002, 2.9838159E+002
 1.2600000E+002, 8.0000013E-003, 7.0170703E+002, 3.0112003E+002
 1.2700000E+002, 8.0000013E-003, 7.0252368E+002, 3.0383853E+002
 1.2800000E+002, 8.0000013E-003, 7.0333099E+002, 3.0653638E+002
 1.2900000E+002, 8.0000013E-003, 7.0413159E+002, 3.0921289E+002
 1.3000000E+002, 8.0000013E-003, 7.0491956E+002, 3.1186728E+002
 1.3100000E+002, 8.0000013E-003, 7.0570734E+002, 3.1449875E+002
 1.3200000E+002, 8.0000013E-003, 7.0648541E+002, 3.1710651E+002
 1.3300000E+002, 8.0000013E-003, 7.0725269E+002, 3.1968964E+002
 1.3400000E+002, 8.0000013E-003, 7.0802283E+002, 3.2224725E+002
 1.3500000E+002, 8.0000013E-003, 7.0878003E+002, 3.2477847E+002
 1.3600000E+002, 8.0000013E-003, 7.0953839E+002, 3.2728232E+002
 1.3700000E+002, 8.0000013E-003, 7.1028668E+002, 3.2975778E+002
 1.3800000E+002, 8.0000013E-003, 7.1102728E+002, 3.3220377E+002
 1.3900000E+002, 8.0000013E-003, 7.1176556E+002, 3.3461911E+002
 1.4000000E+002, 8.0000013E-003, 7.1249982E+002, 3.3700259E+002
 1.4100000E+002, 8.0000013E-003, 7.1322400E+002, 3.3935303E+002
 1.4200000E+002, 8.0000013E-003, 7.1394061E+002, 3.4166907E+002
 1.4300000E+002, 8.0000013E-003, 7.1465906E+002, 3.4394946E+002
 1.4400000E+002, 8.0000013E-003, 7.1536157E+002, 3.4619287E+002
 1.4500000E+002, 8.0000013E-003, 7.1606421E+002, 3.4839801E+002
 1.4600000E+002, 8.0000013E-003, 7.1676074E+002, 3.5056363E+002
 1.4700000E+002, 8.0000013E-003, 7.1745398E+002, 3.5268848E+002
 1.4800000E+002, 8.0000013E-003, 7.1813306E+002, 3.5477139E+002
 1.4900000E+002, 8.0000013E-003, 7.1881610E+002, 3.5681125E+002
 1.5000000E+002, 8.0000013E-003, 7.1948981E+002, 3.5880688E+002
 1.5100000E+002, 8.0000013E-003, 7.2016217E+002, 3.6075735E+002
 1.5200000E+002, 8.0000013E-003, 7.2082513E+002, 3.6266171E+002
 1.5300000E+002, 8.0000013E-003, 7.2148492E+002, 3.6451935E+002
 1.5400000E+002, 8.0000013E-003, 7.2214111E+002, 3.6632962E+002
 1.5500000E+002, 8.0000013E-003, 7.2278894E+002, 3.6809219E+002
 1.5600000E+002, 8.0000013E-003, 7.2343420E+002, 3.6980695E+002
 1.5700000E+002, 8.0000013E-003, 7.2407336E+002, 3.7147388E+002
 1.5800000E+002, 8.0000013E-003, 7.2470563E+002, 3.7309338E+002
 1.5900000E+002, 8.0000013E-003, 7.2533789E+002, 3.7466608E+002
 1.6000000E+002, 8.0000013E-003, 7.2595764E+002, 3.7619281E+002
 1.6100000E+002, 8.0000013E-003, 7.2657794E+002, 3.7767471E+002
 1.6200000E+002, 8.0000013E-003, 7.2719318E+002, 3.7911304E+002
 1.6300000E+002, 8.0000013E-003, 7.2779919E+002, 3.8050940E+002
 1.6400000E+002, 8.0000013E-003, 7.2841040E+002, 3.8186557E+002
 1.6500000E+002, 8.0000013E-003, 7.2900610E+002, 3.8318375E+002
 1.6600000E+002, 8.0000013E-003, 7.2960400E+002, 3.8446609E+002
 1.6700000E+002, 8.0000013E-003, 7.3019061E+002, 3.8571521E+002
 1.6800000E+002, 8.0000022E-003, 7.3077863E+002, 3.8693372E+002
 1.6900000E+002, 8.0000022E-003, 7.3135321E+002, 3.8812430E+002
 1.7000000E+002, 8.0000022E-003, 7.3193793E+002, 3.8928992E+002
 1.7100000E+002, 8.0000022E-003, 7.3250305E+002, 3.9043350E+002
 1.7200000E+002, 8.0000022E-003, 7.3307355E+002, 3.9155804E+002
 1.7300000E+002, 8.0000022E-003, 7.3363379E+002, 3.9266681E+002
 1.7400000E+002, 8.0000022E-003, 7.3419281E+002, 3.9376273E+002
 1.7500000E+002, 8.0000022E-003, 7.3474603E+002, 3.9484885E+002
 1.7600000E+002, 8.0000022E-003, 7.3529193E+002, 3.9592844E+002
 1.7700000E+002, 8.0000022E-003, 7.3584064E+002, 3.9700446E+002
 1.7800000E+002, 8.0000022E-003, 7.3637720E+002, 3.9807980E+002
 1.7900000E+002, 8.0000022E-003, 7.3691052E+002, 3.9915765E+002
 1.8000000E+002, 8.0000022E-003, 7.3744440E+002, 4.0024103E+002
 1.8100000E+002, 8.0000022E-003, 7.3796777E+002, 4.0133273E+002
 1.8200000E+002, 8.0000022E-003, 7.3848700E+002, 4.0243567E+002
 1.8300000E+002, 8.0000022E-003, 7.3900781E+002, 4.0355270E+002
 1.8400000E+002, 8.0000022E-003, 7.3951819E+002, 4.0468671E+002
 1.8500000E+002, 8.0000022E-003, 7.4002899E+002, 4.0584033E+002
 1.8600000E+002, 8.0000022E-003, 7.4053339E+002, 4.0701651E+002
 1.8700000E+002, 8.0000022E-003, 7.4103235E+002, 4.0821823E+002
 1.8800000E+002, 8.0000022E-003, 7.4153278E+002, 4.0944864E+002
 1.8900000E+002, 8.0000022E-003, 7.4202008E+002, 4.1071036E+002
 1.9000000E+002, 8.0000022E-003, 7.4251337E+002, 4.1200644E+002
 1.9100000E+002, 8.0000022E-003, 7.4299561E+002, 4.1334048E+002
 1.9200000E+002, 8.0000022E-003, 7.4348022E+002, 4.1471576E+002
 1.9300000E+002, 8.0000022E-003, 7.4395325E+002, 4.1613623E+002
 1.9400000E+002, 8.0000022E-003, 7.4443231E+002, 4.1760495E+002
 1.9500000E+002, 8.0000022E-003, 7.4489880E+002, 4.1912668E+002
 1.9600000E+002, 8.0000022E-003, 7.4536871E+002, 4.2070569E+002
 1.9700000E+002, 8.0000022E-003, 7.4583362E+002, 4.2234674E+002
 1.9800000E+002, 8.0000022E-003, 7.4629169E+002, 4.2405530E+002
 1.9900000E+002, 8.0000022E-003, 7.4674829E+002, 4.2583652E+002
 2.0000000E+002, 8.0000022E-003, 7.4720422E+002, 4.2769696E+002
 2.0100000E+002, 8.0000022E-003, 7.4765491E+002, 4.2964285E+002
 2.0200000E+002, 8.0000022E-003, 7.4810522E+002, 4.3168161E+002
 2.0300000E+002, 8.0000022E-003, 7.4855005E+002, 4.3382083E+002
 2.0400000E+002, 8.0000022E-003, 7.4899377E+002, 4.3606973E+002
 2.0500000E+002, 8.0000022E-003, 7.4943213E+002, 4.3843530E+002
 2.0600000E+002, 8.0000022E-003, 7.4987341E+002, 4.4092850E+002
 2.0700000E+002, 8.0000022E-003, 7.5030713E+002, 4.4355710E+002
 2.0800000E+002, 8.0000022E-003, 7.5074347E+002, 4.4633109E+002
 2.0900000E+002, 8.0000022E-003, 7.5117737E+002, 4.4925760E+002
 2.1000000E+002, 8.0000022E-003, 7.5160919E+002, 4.5234286E+002
 2.1100000E+002, 8.0000022E-003, 7.5203638E+002, 4.5559015E+002
 2.1200000E+002, 8.0000022E-003, 7.5246643E+002, 4.5899765E+002
 2.1300000E+002, 8.0000032E-003, 7.5289374E+002, 4.6255612E+002
 2.1400000E+002, 8.0000032E-003, 7.5331708E+002, 4.6624646E+002
 2.1500000E+002, 8.0000032E-003, 7.5374597E+002, 4.7004010E+002
 2.1600000E+002, 8.0000032E-003, 7.5417108E+002, 4.7389557E+002
 2.1700000E+002, 8.0000032E-003, 7.5459399E+002, 4.7776422E+002
 2.1800000E+002, 8.0000032E-003, 7.5502136E+002, 4.8159479E+002
 2.1900000E+002, 8.0000032E-003, 7.5544611E+002, 4.8534552E+002
 2.2000000E+002, 8.0000032E-003, 7.5587134E+002, 4.8899045E+002
 2.2100000E+002, 8.0000032E-003, 7.5629877E+002, 4.9252496E+002
 2.2200000E+002, 8.0000032E-003, 7.5672736E+002, 4.9595724E+002
 2.2300000E+002, 8.0000032E-003, 7.5715747E+002, 4.9930206E+002
 2.2400000E+002, 8.0000032E-003, 7.5758746E+002, 5.0257071E+002
 2.2500000E+002, 8.0000032E-003, 7.5802185E+002, 5.0577255E+002
 2.2600000E+002, 8.0000032E-003, 7.5845593E+002, 5.0891397E+002
 2.2700000E+002, 8.0000032E-003, 7.5889294E+002, 5.1199976E+002
 2.2800000E+002, 8.0000032E-003, 7.5933386E+002, 5.1503381E+002
