Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,r0-n,r0-nO2,p0-rho,p1-rho,
-1,0,4.01e+15,1.0,0.0,1237.4439609150313,1050.4586440277064,2.09e+05,545879.2742323393,8769.07281673846,0.0,6.660176319386971e-05,0.7338086749851456,0.9008789854405448,0.8658365130520455,0.3091568604794079,0.20357854260579175,1.5680153178369913,0.0,1683.0,1235.0,
0,35.8687,3.25e+15,1.0,0.0,1091.493417631241,1129.7624688791675,2.04e+05,592008.4755809571,9416.773039494918,0.0,4.511098659878908e-05,0.7338086749851456,0.8341318793726995,0.8274784849942998,0.28686868660555037,0.18509621484674854,1.618143788060164,0.0,1683.0,1235.0,
1,74.0885,3.29e+15,1.0,0.0,1111.8129999716948,1044.3385908225125,2.12e+05,569904.3333147278,10211.072304986745,0.0,3.214949585007991e-05,0.7338086749851456,0.929749340804686,0.8808280784009768,0.32629711759701646,0.19561910285680692,1.399573037562791,0.0,1683.0,1235.0,
2,116.5441,3.23e+15,1.0,0.0,1140.6337056489629,1100.8023476153828,2.08e+05,587525.6588832146,9570.39479961876,0.0,1.655721588006852e-05,0.7338086749851456,0.8940387719695505,0.888446373375172,0.31586390195255315,0.19620028633739156,1.583250887249047,0.0,1683.0,1235.0,
3,159.4731,3.22e+15,1.0,0.0,1107.3568826732017,1115.9217705962797,2.08e+05,576467.2897904583,9577.947615620105,0.0,1.1974054022242947e-05,0.7338086749851456,0.8943755930757622,0.8561908937272898,0.30596223252687227,0.19155120352840754,1.529323893235697,0.0,1683.0,1235.0,
4,205.2969,3.32e+15,1.0,0.0,1095.2266041896214,1157.1712729880169,2.09e+05,568160.4341733581,10260.864583280752,0.0,1.0475305669941426e-05,0.7338086749851456,0.9017848463851876,0.8733672554324338,0.2947644398490204,0.19065290527102546,1.5467813866703586,0.0,1683.0,1235.0,
5,252.5449,3.35e+15,1.0,0.0,1113.2059719110375,1146.0211401824631,2.09e+05,568157.7323246599,9898.666728024857,0.0,6.867932391926632e-06,0.7338086749851456,0.8932339148080093,0.8751551475939239,0.2949019258854886,0.19435231421144444,1.5553199830728608,0.0,1683.0,1235.0,
6,297.0564,3.25e+15,1.0,0.0,1099.8471696741817,1152.6236471951916,2.09e+05,567908.2606661739,9998.32063376622,0.0,6.498154353213497e-06,0.7338086749851456,0.9025217240537862,0.8741129148777733,0.29416685702824286,0.19167131250995376,1.5437559796964742,0.0,1683.0,1235.0,
7,342.8641,3.28e+15,1.0,0.0,1114.6491439181084,1137.2876502724516,2.08e+05,575795.4592148808,9961.293521806332,0.0,2.5081338570242515e-06,0.7338086749851456,0.8935221914376201,0.8686110773591356,0.29723858024129646,0.1919099770168689,1.5508952566103544,0.0,1683.0,1235.0,
8,391.3973,3.28e+15,1.0,0.0,1114.6491439181084,1137.2876502724516,2.08e+05,575795.4592148808,9961.293521806332,0.0,2.5081338570242515e-06,0.7338086749851456,0.8935221914376201,0.8686110773591356,0.29723858024129646,0.1919099770168689,1.5508952566103544,0.0,1683.0,1235.0,
