# Time [s], Thickness [m]
1.000000000000000000e+00,8.000000400000000303e-03
2.000000000000000000e+00,8.000000400000000303e-03
3.000000000000000000e+00,8.000000400000000303e-03
4.000000000000000000e+00,8.000000400000000303e-03
5.000000000000000000e+00,8.000000400000000303e-03
6.000000000000000000e+00,8.000000400000000303e-03
7.000000000000000000e+00,8.000000400000000303e-03
8.000000000000000000e+00,8.000000400000000303e-03
9.000000000000000000e+00,8.000000400000000303e-03
1.000000000000000000e+01,8.000000400000000303e-03
1.100000000000000000e+01,8.000000400000000303e-03
1.200000000000000000e+01,8.000000400000000303e-03
1.300000000000000000e+01,8.000000400000000303e-03
1.400000000000000000e+01,8.000000400000000303e-03
1.500000000000000000e+01,8.000000400000000303e-03
1.600000000000000000e+01,7.999999400000000829e-03
1.700000000000000000e+01,7.999999400000000829e-03
1.800000000000000000e+01,7.999999400000000829e-03
1.900000000000000000e+01,7.999998499999999221e-03
2.000000000000000000e+01,7.999998499999999221e-03
2.100000000000000000e+01,7.999996699999999475e-03
2.200000000000000000e+01,7.999994800000000128e-03
2.300000000000000000e+01,7.999991999999999173e-03
2.400000000000000000e+01,7.999987300000000606e-03
2.500000000000000000e+01,7.999981800000000032e-03
2.600000000000000000e+01,7.999972399999999428e-03
2.700000000000000000e+01,7.999959399999999332e-03
2.800000000000000000e+01,7.999940800000000796e-03
2.900000000000000000e+01,7.999916600000000350e-03
3.000000000000000000e+01,7.999884000000000508e-03
3.100000000000000000e+01,7.999840200000000318e-03
3.200000000000000000e+01,7.999782500000000157e-03
3.300000000000000000e+01,7.999708899999999345e-03
3.400000000000000000e+01,7.999613900000000777e-03
3.500000000000000000e+01,7.999494700000000028e-03
3.600000000000000000e+01,7.999345700000000392e-03
3.700000000000000000e+01,7.999162199999999834e-03
3.800000000000000000e+01,7.998936800000000166e-03
3.900000000000000000e+01,7.998662999999999607e-03
4.000000000000000000e+01,7.998333300000000368e-03
4.100000000000000000e+01,7.997941200000000667e-03
4.200000000000000000e+01,7.997476499999999627e-03
4.300000000000000000e+01,7.996932599999999336e-03
4.400000000000000000e+01,7.996298400000000778e-03
4.500000000000000000e+01,7.995567300000000835e-03
4.600000000000000000e+01,7.994730000000000239e-03
4.700000000000000000e+01,7.993779100000000803e-03
4.800000000000000000e+01,7.992705299999999791e-03
4.900000000000000000e+01,7.991503900000000368e-03
5.000000000000000000e+01,7.990168400000000754e-03
5.100000000000000000e+01,7.988694100000000645e-03
5.200000000000000000e+01,7.987078300000000422e-03
5.300000000000000000e+01,7.985318099999999530e-03
5.400000000000000000e+01,7.983312899999999226e-03
5.500000000000000000e+01,7.981261200000000847e-03
5.600000000000000000e+01,7.979068000000000618e-03
5.700000000000000000e+01,7.976740600000000597e-03
5.800000000000000000e+01,7.974274499999999682e-03
5.900000000000000000e+01,7.971675100000000583e-03
6.000000000000000000e+01,7.968946399999999458e-03
6.100000000000000000e+01,7.966093699999999417e-03
6.200000000000000000e+01,7.963122799999999835e-03
6.300000000000000000e+01,7.960041100000000633e-03
6.400000000000000000e+01,7.956855000000000525e-03
6.500000000000000000e+01,7.953573000000000240e-03
6.600000000000000000e+01,7.950202599999999301e-03
6.700000000000000000e+01,7.946751099999999762e-03
6.800000000000000000e+01,7.943224199999999666e-03
6.900000000000000000e+01,7.939632099999999887e-03
7.000000000000000000e+01,7.935979399999999392e-03
7.100000000000000000e+01,7.932274600000000647e-03
7.200000000000000000e+01,7.928523200000000756e-03
7.300000000000000000e+01,7.924731799999999368e-03
7.400000000000000000e+01,7.920905900000000527e-03
7.500000000000000000e+01,7.917052100000000411e-03
7.600000000000000000e+01,7.913174099999999850e-03
7.700000000000000000e+01,7.909275599999999670e-03
7.800000000000000000e+01,7.905362200000000047e-03
7.900000000000000000e+01,7.901436600000000601e-03
8.000000000000000000e+01,7.897499900000000406e-03
8.100000000000000000e+01,7.893556700000000162e-03
8.200000000000000000e+01,7.889608899999999217e-03
8.300000000000000000e+01,7.885655400000000231e-03
8.400000000000000000e+01,7.881698200000000418e-03
8.500000000000000000e+01,7.877738199999999649e-03
8.600000000000000000e+01,7.873774499999999787e-03
8.700000000000000000e+01,7.869807100000000832e-03
8.800000000000000000e+01,7.865834000000000367e-03
8.900000000000000000e+01,7.861856400000000536e-03
9.000000000000000000e+01,7.857872199999999321e-03
9.100000000000000000e+01,7.853879600000000447e-03
9.200000000000000000e+01,7.849878600000000442e-03
9.300000000000000000e+01,7.845868400000000770e-03
9.400000000000000000e+01,7.841847799999999286e-03
9.500000000000000000e+01,7.837816100000000522e-03
9.600000000000000000e+01,7.833772299999999800e-03
9.700000000000000000e+01,7.829718299999999936e-03
9.800000000000000000e+01,7.825651200000000376e-03
9.900000000000000000e+01,7.821573899999999940e-03
1.000000000000000000e+02,7.817484399999999681e-03
1.010000000000000000e+02,7.813384799999999880e-03
1.020000000000000000e+02,7.809275800000000343e-03
1.030000000000000000e+02,7.805157499999999804e-03
1.040000000000000000e+02,7.801030300000000132e-03
1.050000000000000000e+02,7.796894799999999799e-03
1.060000000000000000e+02,7.792751799999999944e-03
1.070000000000000000e+02,7.788601299999999700e-03
1.080000000000000000e+02,7.784443900000000138e-03
1.090000000000000000e+02,7.780279000000000188e-03
1.100000000000000000e+02,7.776106700000000316e-03
1.110000000000000000e+02,7.771926900000000055e-03
1.120000000000000000e+02,7.767738799999999999e-03
1.130000000000000000e+02,7.763541799999999944e-03
1.140000000000000000e+02,7.759335899999999890e-03
1.150000000000000000e+02,7.755119799999999827e-03
1.160000000000000000e+02,7.750893000000000019e-03
1.170000000000000000e+02,7.746654999999999860e-03
1.180000000000000000e+02,7.742405400000000083e-03
1.190000000000000000e+02,7.738143200000000346e-03
1.200000000000000000e+02,7.733867999999999646e-03
1.210000000000000000e+02,7.729580199999999852e-03
1.220000000000000000e+02,7.725278399999999622e-03
1.230000000000000000e+02,7.720963600000000163e-03
1.240000000000000000e+02,7.716634800000000266e-03
1.250000000000000000e+02,7.712293000000000273e-03
1.260000000000000000e+02,7.707938099999999716e-03
1.270000000000000000e+02,7.703569300000000057e-03
1.280000000000000000e+02,7.699187399999999834e-03
1.290000000000000000e+02,7.694792500000000382e-03
1.300000000000000000e+02,7.690384100000000230e-03
1.310000000000000000e+02,7.685963100000000117e-03
1.320000000000000000e+02,7.681528600000000172e-03
1.330000000000000000e+02,7.677080999999999662e-03
1.340000000000000000e+02,7.672619999999999787e-03
1.350000000000000000e+02,7.668145000000000343e-03
1.360000000000000000e+02,7.663655999999999593e-03
1.370000000000000000e+02,7.659151700000000132e-03
1.380000000000000000e+02,7.654632399999999892e-03
1.390000000000000000e+02,7.650097399999999936e-03
1.400000000000000000e+02,7.645546500000000197e-03
1.410000000000000000e+02,7.640978799999999932e-03
1.420000000000000000e+02,7.636393899999999874e-03
1.430000000000000000e+02,7.631791800000000021e-03
1.440000000000000000e+02,7.627171500000000035e-03
1.450000000000000000e+02,7.622532999999999913e-03
1.460000000000000000e+02,7.617876400000000124e-03
1.470000000000000000e+02,7.613200700000000327e-03
1.480000000000000000e+02,7.608505899999999655e-03
1.490000000000000000e+02,7.603792499999999580e-03
1.500000000000000000e+02,7.599059499999999759e-03
1.510000000000000000e+02,7.594307899999999667e-03
1.520000000000000000e+02,7.589536299999999694e-03
1.530000000000000000e+02,7.584744600000000239e-03
1.540000000000000000e+02,7.579933399999999773e-03
1.550000000000000000e+02,7.575101699999999688e-03
1.560000000000000000e+02,7.570249499999999986e-03
1.570000000000000000e+02,7.565376799999999798e-03
1.580000000000000000e+02,7.560072499999999883e-03
1.590000000000000000e+02,7.554800700000000209e-03
1.600000000000000000e+02,7.549544800000000319e-03
1.610000000000000000e+02,7.544321500000000270e-03
1.620000000000000000e+02,7.539120499999999586e-03
1.630000000000000000e+02,7.533932999999999602e-03
1.640000000000000000e+02,7.528752100000000134e-03
1.650000000000000000e+02,7.523570700000000062e-03
1.660000000000000000e+02,7.518383699999999815e-03
1.670000000000000000e+02,7.513186899999999696e-03
1.680000000000000000e+02,7.507976599999999744e-03
1.690000000000000000e+02,7.502749599999999734e-03
1.700000000000000000e+02,7.497503400000000116e-03
1.710000000000000000e+02,7.492236299999999877e-03
1.720000000000000000e+02,7.486946399999999668e-03
1.730000000000000000e+02,7.481632299999999881e-03
1.740000000000000000e+02,7.476292100000000301e-03
1.750000000000000000e+02,7.470925800000000061e-03
1.760000000000000000e+02,7.465531099999999677e-03
1.770000000000000000e+02,7.460107599999999881e-03
1.780000000000000000e+02,7.454654199999999863e-03
1.790000000000000000e+02,7.449170100000000218e-03
1.800000000000000000e+02,7.443654800000000342e-03
1.810000000000000000e+02,7.438106899999999758e-03
1.820000000000000000e+02,7.432526000000000063e-03
1.830000000000000000e+02,7.426910999999999582e-03
1.840000000000000000e+02,7.421261600000000382e-03
1.850000000000000000e+02,7.415576400000000248e-03
1.860000000000000000e+02,7.409855699999999719e-03
1.870000000000000000e+02,7.404098300000000119e-03
1.880000000000000000e+02,7.398303600000000375e-03
1.890000000000000000e+02,7.392471700000000090e-03
