Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r0-nO2,p0-rho,p1-rho,
-1,0,3.44e+12,1.0,0.0,1203.88381401,3121.3609131,0.0598439892344,0.644579919081,1.99e+05,185333.209098,3375.44739521,100000000.0,0.00298338990699,0.733808674985,0.919181213584,0.94,0.461176295941,0.132894780378,4.3484280354e-05,0.000659868691378,1.1706855248,0.0,1683.0,1235.0,
0,77.7165,4.89e+12,1.0,0.0,1488.76671755,1060.60885239,0.0812105105912,0.375445046913,1.67e+05,199619.579934,25199.4452978,100000000.0,0.00157637435972,0.733808674985,0.882096448835,0.94,0.647419600408,0.114980086371,6.40502840454e-05,0.000402701029606,2.71886180141,0.0,1683.0,1235.0,
1,157.6697,4.89e+12,1.0,0.0,1488.76671755,1060.60885239,0.0812105105912,0.375445046913,1.67e+05,199619.579934,25199.4452978,100000000.0,0.00157637435972,0.733808674985,0.882096448835,0.94,0.647419600408,0.114980086371,6.40502840454e-05,0.000402701029606,2.71886180141,0.0,1683.0,1235.0,
2,239.4578,1.29e+12,1.0,0.0,1407.62716364,2798.63377815,0.0526072988094,0.904217267093,1.72e+05,25813.5395289,36169.2109242,100000000.0,0.000805633449679,0.733808674985,0.90810345391,0.94,0.726876096477,0.0662989588406,2.94158334476e-05,0.000677530086272,1.73413914986,0.0,1683.0,1235.0,
3,319.8395,1.29e+12,1.0,0.0,1407.62716364,2798.63377815,0.0526072988094,0.904217267093,1.72e+05,25813.5395289,36169.2109242,100000000.0,0.000805633449679,0.733808674985,0.90810345391,0.94,0.726876096477,0.0662989588406,2.94158334476e-05,0.000677530086272,1.73413914986,0.0,1683.0,1235.0,
4,410.8699,3.33e+12,1.0,0.0,1305.87290768,2067.20943773,0.081856226167,0.638600990888,1.79e+05,77529.828185,32442.6680131,100000000.0,0.000608998308965,0.733808674985,0.861465442728,0.94,0.745818569383,0.12480208985,2.63933854918e-05,0.000677486585322,1.90678372835,0.0,1683.0,1235.0,
5,507.0223,3.83e+12,1.0,0.0,1220.97090139,1553.5129643,0.0917121707893,0.541828348884,1.78e+05,124181.068629,30231.4050175,100000000.0,0.000514950423887,0.733808674985,0.8472299456,0.94,0.854847479948,0.135086944127,2.54535816922e-05,0.000675855162512,2.18629234542,0.0,1683.0,1235.0,
6,605.4061,3.79e+12,1.0,0.0,1364.0777616,1618.64058414,0.0782028635277,0.640117609489,1.77e+05,94359.3137795,31160.2786954,100000000.0,0.000403469402299,0.733808674985,0.889499789523,0.94,0.792292373304,0.11802519953,2.86244798231e-05,0.000702459988079,1.92765170794,0.0,1683.0,1235.0,
7,702.2335,4.42e+12,1.0,0.0,1313.83501938,1200.12550167,0.081557770112,0.675333106991,1.77e+05,136225.849623,28209.6160711,100000000.0,0.000350482763983,0.733808674985,0.906746317005,0.94,0.766168612984,0.108918252152,2.91567533965e-05,0.000678560134291,1.92540881979,0.0,1683.0,1235.0,
8,797.6380,5.08e+12,1.0,0.0,1382.52584053,909.603747349,0.0790513582275,0.720369360193,1.79e+05,137651.517874,26302.0535379,100000000.0,0.000335866978987,0.733808674985,0.93428746948,0.94,0.737156882143,0.10042302084,3.22340619128e-05,0.000684119169794,1.79408920759,0.0,1683.0,1235.0,
9,898.4647,4.54e+12,1.0,0.0,1331.09065904,1067.87632957,0.0819488293031,0.682034794641,1.78e+05,134646.108358,23322.6676422,100000000.0,0.00030518318085,0.733808674985,0.931493833313,0.94,0.677604897291,0.120336280517,3.30386935255e-05,0.000684895957265,1.75741508791,0.0,1683.0,1235.0,
10,987.4651,4.39e+12,1.0,0.0,1280.37700439,1173.68197101,0.0844434588584,0.704600390052,1.79e+05,135014.202023,19298.5266847,100000000.0,0.000254231219039,0.733808674985,0.940940063283,0.94,0.571152427456,0.153078371278,3.71754625782e-05,0.000696972033156,1.76278546642,0.0,1683.0,1235.0,
11,1080.4263,4.54e+12,1.0,0.0,1281.50022523,1137.42708129,0.0837585082047,0.761648520108,1.80e+05,138250.222545,16792.0629879,100000000.0,0.000205967139655,0.733808674985,0.971521764167,0.94,0.515783679336,0.146017933987,4.11755466107e-05,0.000712223574574,1.62304152609,0.0,1683.0,1235.0,
12,1167.4954,4.41e+12,1.0,0.0,1279.88842241,1174.283607,0.0833439637162,0.808839396254,1.81e+05,136317.208368,16354.2284434,100000000.0,0.000165768668667,0.733808674985,0.999632239299,0.94,0.466972157332,0.153289588496,3.72954260659e-05,0.000775981791795,1.5678989368,0.0,1683.0,1235.0,
13,1256.2838,4.49e+12,1.0,0.0,1276.42937686,1150.911153,0.0807310682814,0.832762535789,1.81e+05,137116.632949,17498.3508395,100000000.0,0.000156936511287,0.733808674985,0.99917931202,0.94,0.455405554624,0.149422648492,3.65113899012e-05,0.00077861440088,1.51364247615,0.0,1683.0,1235.0,
14,1341.1101,4.46e+12,1.0,0.0,1272.26128271,1166.42920961,0.0817426713168,0.814568311508,1.81e+05,135633.11812,17066.9101555,100000000.0,0.000152560342372,0.733808674985,0.998778734309,0.94,0.449870494727,0.152675586081,3.60811222212e-05,0.000773529708006,1.50692313764,0.0,1683.0,1235.0,
15,1429.2468,4.43e+12,1.0,0.0,1245.8320599,1162.83753512,0.0823282070437,0.834858915511,1.81e+05,137953.579739,15885.996395,100000000.0,0.000148488195407,0.733808674985,0.999664429974,0.94,0.423051643411,0.158300858608,3.7572046869e-05,0.000785084741206,1.52027179831,0.0,1683.0,1235.0,
16,1516.2000,4.48e+12,1.0,0.0,1246.56249376,1132.36621001,0.0821059912718,0.835222387735,1.81e+05,137970.292879,16395.9933422,100000000.0,0.000138049199774,0.733808674985,0.999839222491,0.94,0.427946469673,0.156321894449,3.65074127594e-05,0.000783419366276,1.48875846152,0.0,1683.0,1235.0,
17,1598.3743,4.08e+12,1.0,0.0,1176.33646718,1060.03892612,0.0753179023399,0.836188881868,1.82e+05,137486.043948,15729.219356,100000000.0,0.000124111563568,0.733808674985,0.98445873012,0.94,0.38139183633,0.149429269658,2.74501269885e-05,0.000750388441066,1.4134308562,0.0,1683.0,1235.0,
18,1680.7049,4.20e+12,1.0,0.0,1158.73488459,1033.63465228,0.0766205785741,0.856584284697,1.83e+05,141141.957953,16413.6599026,100000000.0,0.000108119880805,0.733808674985,0.995676635728,0.94,0.363084911643,0.14910206023,2.60179999828e-05,0.000765590039666,1.32952352525,0.0,1683.0,1235.0,
19,1760.6423,4.24e+12,1.0,0.0,1171.08028365,1056.21575965,0.0782151384555,0.846125316101,1.82e+05,140816.32179,16379.0657845,100000000.0,0.000101275875588,0.733808674985,0.998531091931,0.94,0.372872312674,0.150881533614,2.66882577101e-05,0.000764980410813,1.31525313205,0.0,1683.0,1235.0,
