Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r0-nO2,p0-rho,p1-rho,
45,22483.2828,2.33e+12,1.0,0.0,3776.637513610669,3882.719551392788,0.11707846009574732,0.4986569893611392,1.29e+05,224477.91245016397,18826.183317676092,100000000.0,4.355288836657148e-06,0.7338086749851456,0.9568278631229301,0.94,1.0194816689523585,0.3762912911617454,0.00017619431874877403,0.00029137870875813304,1.3764018076690707,0.0,1683.0,1235.0,
46,23001.5492,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
47,23480.2664,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
48,23935.3198,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
49,24387.6707,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
50,24848.3103,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
51,25312.4899,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
52,25786.0512,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
53,26249.1521,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
54,26724.5031,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
55,27209.6259,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
56,27692.9576,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
57,28165.7655,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
58,28640.3907,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
59,29120.0458,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
60,29589.9583,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
61,30045.0233,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
62,30513.0119,2.32e+12,1.0,0.0,3777.6338117259875,3884.2687407555177,0.11695456020906105,0.4993084872673611,1.29e+05,224398.61405491602,18819.948305848462,100000000.0,4.355270385494971e-06,0.7338086749851456,0.9566675272233796,0.94,1.0196308891906647,0.3763397616963938,0.0001761955351701065,0.0002906330208980423,1.375803875846659,0.0,1683.0,1235.0,
