Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,r0-n,r0-nO2,p0-rho,p1-rho,
-1,0,2.77e+15,1.0,0.0,1043.086788920731,1365.0414559968171,2.05e+05,610807.4993656018,10054.389101531147,100000000.0,1.6539083377382305e-05,0.7338086749851456,0.8480318020033805,0.9139369865687881,0.240550814516583,0.20149154709091352,1.7585646019666379,0.0,1683.0,1235.0,
0,20.3515,2.77e+15,1.0,0.0,1043.086788920731,1365.0414559968171,2.05e+05,610807.4993656018,10054.389101531147,100000000.0,1.6539083377382305e-05,0.7338086749851456,0.8480318020033805,0.9139369865687881,0.240550814516583,0.20149154709091352,1.7585646019666379,0.0,1683.0,1235.0,
1,42.4090,3.16e+15,1.0,0.0,1021.9123303518016,1097.5835604331369,2.12e+05,575253.1340410768,9541.528167485169,100000000.0,1.4293139445182989e-05,0.7338086749851456,0.9056342054965885,0.9009101997076656,0.2879007288347698,0.19813690492216085,1.6423096561339192,0.0,1683.0,1235.0,
2,65.1718,3.63e+15,1.0,0.0,955.7668969918327,1205.9650914949325,2.12e+05,654427.1078353613,10480.159573316449,100000000.0,7.87926941238373e-06,0.7338086749851456,0.8347714488612414,0.9836506054117167,0.3022357503085862,0.20742219318767563,1.5569645960725498,0.0,1683.0,1235.0,
3,88.6364,3.23e+15,1.0,0.0,978.1563291826465,1159.5278052602612,2.15e+05,588141.9186716399,9992.954653121275,100000000.0,5.400197957288283e-06,0.7338086749851456,0.8960236914973321,0.946369990505658,0.291972108351558,0.21349179889620556,1.5424409352649648,0.0,1683.0,1235.0,
4,114.0977,3.31e+15,1.0,0.0,1020.0510997781768,1188.9462209410572,2.11e+05,615017.5634394505,9838.729952311274,100000000.0,4.206642646533823e-06,0.7338086749851456,0.8659739667969011,0.9264840848400062,0.2971651395441749,0.20795198042685414,1.5313082037962844,0.0,1683.0,1235.0,
5,141.0616,3.30e+15,1.0,0.0,1034.9851348380155,1184.305241944614,2.10e+05,610084.0084797211,9990.676247767784,100000000.0,3.148442927101585e-06,0.7338086749851456,0.8622725396593749,0.914057159485522,0.29734166707638626,0.1999696032297812,1.5447833923673082,0.0,1683.0,1235.0,
6,168.1306,3.30e+15,1.0,0.0,1038.4185557828619,1188.7817011186494,2.10e+05,606288.7291798517,9926.970769200954,100000000.0,2.8662757889629793e-06,0.7338086749851456,0.8675322566993479,0.911196143362135,0.2993695735929045,0.20165975693042149,1.5554927116570334,0.0,1683.0,1235.0,
7,195.6002,3.30e+15,1.0,0.0,1038.4185557828619,1188.7817011186494,2.10e+05,606288.7291798517,9926.970769200954,100000000.0,2.8662757889629793e-06,0.7338086749851456,0.8675322566993479,0.911196143362135,0.2993695735929045,0.20165975693042149,1.5554927116570334,0.0,1683.0,1235.0,
8,222.3637,3.28e+15,1.0,0.0,1039.1053619142997,1194.671360593834,2.10e+05,610656.992079125,9971.482233664789,100000000.0,2.274143173552069e-06,0.7338086749851456,0.8697155282917439,0.9077296829920695,0.3009154300431186,0.20267037604066895,1.5563587280567366,0.0,1683.0,1235.0,
9,251.7334,3.25e+15,1.0,0.0,1041.1922221839525,1191.7738317898456,2.10e+05,610545.0520714981,9873.131272895767,100000000.0,2.164836344575139e-06,0.7338086749851456,0.8705549877571369,0.9105123959362618,0.2982474532782997,0.20186826703695845,1.554261614880565,0.0,1683.0,1235.0,
10,279.8020,3.29e+15,1.0,0.0,1057.0050450806402,1188.0805502102212,2.10e+05,606417.5525286135,9928.378383041543,100000000.0,1.5400357272072435e-06,0.7338086749851456,0.8764137871763634,0.9035720399306904,0.30082152960833675,0.19997612514389984,1.54805702789039,0.0,1683.0,1235.0,
11,309.9778,3.26e+15,1.0,0.0,1053.822009660047,1191.8736147074967,2.10e+05,602540.322797367,9911.032617044806,100000000.0,1.4908786682064659e-06,0.7338086749851456,0.8759201001730592,0.9031795812867925,0.30170684153334537,0.20016571435212144,1.5626701618874017,0.0,1683.0,1235.0,
12,339.1456,3.26e+15,1.0,0.0,1053.822009660047,1191.8736147074967,2.10e+05,602540.322797367,9911.032617044806,100000000.0,1.4908786682064659e-06,0.7338086749851456,0.8759201001730592,0.9031795812867925,0.30170684153334537,0.20016571435212144,1.5626701618874017,0.0,1683.0,1235.0,
13,369.1138,3.28e+15,1.0,0.0,1065.1054242271293,1194.0429897225108,2.09e+05,605084.440696349,9923.479054049363,100000000.0,1.3882316434204399e-06,0.7338086749851456,0.8769383700979878,0.8984530154108914,0.30195930595659615,0.1990636929017971,1.5524227397401669,0.0,1683.0,1235.0,
14,399.0855,3.32e+15,1.0,0.0,1079.7885687858666,1209.8145020757602,2.09e+05,611491.3953756178,10081.920304799238,100000000.0,1.3054107853401929e-06,0.7338086749851456,0.875247463081033,0.8985496473226531,0.3054693380651138,0.19781629141928847,1.552606632226221,0.0,1683.0,1235.0,
15,428.0612,3.32e+15,1.0,0.0,1077.7687983118444,1211.9155704226905,2.09e+05,610459.1975911552,10073.998709116397,100000000.0,1.2686414386954822e-06,0.7338086749851456,0.8765322443143252,0.9009807922024756,0.30317331467709235,0.1981615163901731,1.5526788693321723,0.0,1683.0,1235.0,
16,456.2309,3.37e+15,1.0,0.0,1096.8674978254703,1217.0606152931657,2.08e+05,614742.4938693778,10028.336023952863,100000000.0,1.1095344588420335e-06,0.7338086749851456,0.8773818176262759,0.9009390205993341,0.3040146985595398,0.19591659121513527,1.5652981845118799,0.0,1683.0,1235.0,
17,485.0041,3.35e+15,1.0,0.0,1091.3494417613406,1219.5212525557963,2.08e+05,617561.8724237231,9992.268725331021,100000000.0,8.810586349386303e-07,0.7338086749851456,0.8721719093315878,0.9085568600383416,0.29969253398317586,0.19478648926159453,1.5678506342004952,0.0,1683.0,1235.0,
18,514.9854,3.35e+15,1.0,0.0,1091.3494417613406,1219.5212525557963,2.08e+05,617561.8724237231,9992.268725331021,100000000.0,8.810586349386303e-07,0.7338086749851456,0.8721719093315878,0.9085568600383416,0.29969253398317586,0.19478648926159453,1.5678506342004952,0.0,1683.0,1235.0,
19,555.1427,3.36e+15,1.0,0.0,1096.3890113427751,1227.8037096653466,2.08e+05,615436.9334368189,10077.553946777814,100000000.0,7.316797482411605e-07,0.7338086749851456,0.8732899622590711,0.9041403762079394,0.3026976563180407,0.19461632262913997,1.5704451926004348,0.0,1683.0,1235.0,
20,595.9187,3.39e+15,1.0,0.0,1106.1078903562086,1231.14467705573,2.08e+05,615479.3988108628,10138.127100885757,100000000.0,6.774672769436301e-07,0.7338086749851456,0.8781201926769848,0.9020680801875759,0.30437869327081046,0.19439206730254455,1.5699642545462138,0.0,1683.0,1235.0,
21,674.0647,3.42e+15,1.0,0.0,1124.020500124065,1240.2126743888953,2.07e+05,616431.2187062178,10192.683791078965,100000000.0,4.803137948393146e-07,0.7338086749851456,0.8799122187986541,0.8994250874545316,0.3056540638922144,0.19218533217506578,1.5754773633632835,0.0,1683.0,1235.0,
22,760.6655,3.35e+15,1.0,0.0,1115.9001649985944,1251.2799031378458,2.07e+05,617525.7483546415,10150.896777243506,100000000.0,3.5406494040966744e-07,0.7338086749851456,0.8785789547137819,0.9077272986671403,0.3019232627923091,0.19255189074088735,1.580420558803396,0.0,1683.0,1235.0,
23,842.6652,3.35e+15,1.0,0.0,1115.9001649985944,1251.2799031378458,2.07e+05,617525.7483546415,10150.896777243506,100000000.0,3.5406494040966744e-07,0.7338086749851456,0.8785789547137819,0.9077272986671403,0.3019232627923091,0.19255189074088735,1.580420558803396,0.0,1683.0,1235.0,
