# Time [s], Mass [Kg]
1.000000000000000000e+00,1.389829478400000096e-01
2.000000000000000000e+00,1.389829478400000096e-01
3.000000000000000000e+00,1.389829478399999818e-01
4.000000000000000000e+00,1.389829478399994822e-01
5.000000000000000000e+00,1.389829478399942642e-01
6.000000000000000000e+00,1.389829478399587925e-01
7.000000000000000000e+00,1.389829478397817120e-01
8.000000000000000000e+00,1.389829478390765538e-01
9.000000000000000000e+00,1.389829478367168580e-01
1.000000000000000000e+01,1.389829478298385268e-01
1.100000000000000000e+01,1.389829478119148642e-01
1.200000000000000000e+01,1.389829477693499404e-01
1.300000000000000000e+01,1.389829476758467075e-01
1.400000000000000000e+01,1.389829474836310474e-01
1.500000000000000000e+01,1.389829471104071512e-01
1.600000000000000000e+01,1.389829464207549825e-01
1.700000000000000000e+01,1.389829452002651067e-01
1.800000000000000000e+01,1.389829431206991983e-01
1.900000000000000000e+01,1.389829396937541095e-01
2.000000000000000000e+01,1.389829342094439923e-01
2.100000000000000000e+01,1.389829256563185900e-01
2.200000000000000000e+01,1.389829126164200956e-01
2.300000000000000000e+01,1.389828931278646040e-01
2.400000000000000000e+01,1.389828645169826071e-01
2.500000000000000000e+01,1.389828231956541094e-01
2.600000000000000000e+01,1.389827644345220936e-01
2.700000000000000000e+01,1.389826821530495971e-01
2.800000000000000000e+01,1.389825687180406000e-01
2.900000000000000000e+01,1.389824147494856110e-01
3.000000000000000000e+01,1.389822089683905859e-01
3.100000000000000000e+01,1.389819380157505946e-01
3.200000000000000000e+01,1.389815861919505846e-01
3.300000000000000000e+01,1.389811352213256024e-01
3.400000000000000000e+01,1.389805639785955949e-01
3.500000000000000000e+01,1.389798481524305851e-01
3.600000000000000000e+01,1.389789600132055880e-01
3.700000000000000000e+01,1.389778681553505979e-01
3.800000000000000000e+01,1.389765370369006048e-01
3.900000000000000000e+01,1.389749268804005844e-01
4.000000000000000000e+01,1.389729935110506076e-01
4.100000000000000000e+01,1.389706878476505980e-01
4.200000000000000000e+01,1.389679559090006011e-01
4.300000000000000000e+01,1.389647388590505850e-01
4.400000000000000000e+01,1.389609723975505917e-01
4.500000000000000000e+01,1.389565870731006014e-01
4.600000000000000000e+01,1.389515086549505951e-01
4.700000000000000000e+01,1.389456575878506017e-01
4.800000000000000000e+01,1.389389495442006073e-01
4.900000000000000000e+01,1.389312958785005880e-01
5.000000000000000000e+01,1.389226034586505953e-01
5.100000000000000000e+01,1.389127757119006101e-01
5.200000000000000000e+01,1.389017135024006033e-01
5.300000000000000000e+01,1.388893145124006079e-01
5.400000000000000000e+01,1.388754754489006094e-01
5.500000000000000000e+01,1.388600930674006029e-01
5.600000000000000000e+01,1.388430629939005900e-01
5.700000000000000000e+01,1.388242830244005854e-01
5.800000000000000000e+01,1.388036541619006026e-01
5.900000000000000000e+01,1.387810796424006066e-01
6.000000000000000000e+01,1.387564681514006082e-01
6.100000000000000000e+01,1.387297350259006079e-01
6.200000000000000000e+01,1.387008009464006097e-01
6.300000000000000000e+01,1.386695959314006021e-01
6.400000000000000000e+01,1.386360596844005977e-01
6.500000000000000000e+01,1.386001389359005909e-01
6.600000000000000000e+01,1.385617921449006085e-01
6.700000000000000000e+01,1.385209912639006058e-01
6.800000000000000000e+01,1.384777171884006008e-01
6.900000000000000000e+01,1.384319618494005977e-01
7.000000000000000000e+01,1.383837325934005880e-01
7.100000000000000000e+01,1.383330459904006104e-01
7.200000000000000000e+01,1.382799311469005976e-01
7.300000000000000000e+01,1.382244309939006099e-01
7.400000000000000000e+01,1.381665983519005936e-01
7.500000000000000000e+01,1.381064960514006013e-01
7.600000000000000000e+01,1.380441981299005971e-01
7.700000000000000000e+01,1.379797877134006090e-01
7.800000000000000000e+01,1.379133560539005932e-01
7.900000000000000000e+01,1.378450052784006008e-01
8.000000000000000000e+01,1.377748435874006083e-01
8.100000000000000000e+01,1.377029828004006085e-01
8.200000000000000000e+01,1.376295410959005872e-01
8.300000000000000000e+01,1.375546382014005975e-01
8.400000000000000000e+01,1.374784000354005997e-01
8.500000000000000000e+01,1.374009594499006059e-01
8.600000000000000000e+01,1.373224448384005869e-01
8.700000000000000000e+01,1.372429849804006063e-01
8.800000000000000000e+01,1.371627091269005949e-01
8.900000000000000000e+01,1.370817418914005992e-01
9.000000000000000000e+01,1.370002052629006040e-01
9.100000000000000000e+01,1.369182173584005957e-01
9.200000000000000000e+01,1.368358876554005843e-01
9.300000000000000000e+01,1.367533186429006065e-01
9.400000000000000000e+01,1.366706031744006067e-01
9.500000000000000000e+01,1.365878247524006106e-01
9.600000000000000000e+01,1.365050571409006097e-01
9.700000000000000000e+01,1.364223614809005891e-01
9.800000000000000000e+01,1.363397851559005891e-01
9.900000000000000000e+01,1.362573615719006037e-01
1.000000000000000000e+02,1.361751116899005964e-01
1.010000000000000000e+02,1.360930411759005976e-01
1.020000000000000000e+02,1.360111419314005976e-01
1.030000000000000000e+02,1.359293943394005999e-01
1.040000000000000000e+02,1.358477660454006086e-01
1.050000000000000000e+02,1.357662165274005905e-01
1.060000000000000000e+02,1.356846981689006082e-01
1.070000000000000000e+02,1.356031581114005846e-01
1.080000000000000000e+02,1.355215421624005878e-01
1.090000000000000000e+02,1.354397961394006034e-01
1.100000000000000000e+02,1.353578702039006099e-01
1.110000000000000000e+02,1.352757166204006101e-01
1.120000000000000000e+02,1.351932979719006056e-01
1.130000000000000000e+02,1.351105870049005842e-01
1.140000000000000000e+02,1.350275655959005949e-01
1.150000000000000000e+02,1.349442258079006085e-01
1.160000000000000000e+02,1.348605695439006047e-01
1.170000000000000000e+02,1.347766097919005923e-01
1.180000000000000000e+02,1.346923668069006097e-01
1.190000000000000000e+02,1.346078639669006094e-01
1.200000000000000000e+02,1.345231301994005979e-01
1.210000000000000000e+02,1.344381985924005818e-01
1.220000000000000000e+02,1.343530996574006098e-01
1.230000000000000000e+02,1.342678601419005913e-01
1.240000000000000000e+02,1.341825064549005964e-01
1.250000000000000000e+02,1.340970588419005960e-01
1.260000000000000000e+02,1.340115252419006031e-01
1.270000000000000000e+02,1.339259142074006037e-01
1.280000000000000000e+02,1.338402225039005966e-01
1.290000000000000000e+02,1.337544374029006056e-01
1.300000000000000000e+02,1.336685472264005914e-01
1.310000000000000000e+02,1.335825273549005876e-01
1.320000000000000000e+02,1.334963478994005970e-01
1.330000000000000000e+02,1.334099818084006073e-01
1.340000000000000000e+02,1.333233954879005922e-01
1.350000000000000000e+02,1.332365559834005897e-01
1.360000000000000000e+02,1.331494301044005846e-01
1.370000000000000000e+02,1.330619891899005869e-01
1.380000000000000000e+02,1.329742076829005804e-01
1.390000000000000000e+02,1.328860616659005844e-01
1.400000000000000000e+02,1.327975356459006051e-01
1.410000000000000000e+02,1.327086187389006078e-01
1.420000000000000000e+02,1.326193049279005831e-01
1.430000000000000000e+02,1.325295960959005925e-01
1.440000000000000000e+02,1.324394969739005889e-01
1.450000000000000000e+02,1.323490162874005893e-01
1.460000000000000000e+02,1.322581680049005892e-01
1.470000000000000000e+02,1.321669629729005924e-01
1.480000000000000000e+02,1.320754132089005939e-01
1.490000000000000000e+02,1.319835307649006029e-01
1.500000000000000000e+02,1.318913266174006060e-01
1.510000000000000000e+02,1.317988071274005801e-01
1.520000000000000000e+02,1.317059779324006030e-01
1.530000000000000000e+02,1.316128387384006004e-01
1.540000000000000000e+02,1.315193833969005854e-01
1.550000000000000000e+02,1.314256024819006052e-01
1.560000000000000000e+02,1.313314842624005996e-01
1.570000000000000000e+02,1.312370126679005822e-01
1.580000000000000000e+02,1.311421676699005834e-01
1.590000000000000000e+02,1.310469275484005824e-01
1.600000000000000000e+02,1.309512715519005888e-01
1.610000000000000000e+02,1.308551781539006031e-01
1.620000000000000000e+02,1.307586244709005863e-01
1.630000000000000000e+02,1.306615943604005903e-01
1.640000000000000000e+02,1.305640683269005953e-01
1.650000000000000000e+02,1.304660306514005830e-01
1.660000000000000000e+02,1.303674682394005968e-01
1.670000000000000000e+02,1.302683735519006014e-01
1.680000000000000000e+02,1.301687437264005820e-01
1.690000000000000000e+02,1.300685735384005948e-01
1.700000000000000000e+02,1.299678621584005878e-01
1.710000000000000000e+02,1.298666120434006088e-01
1.720000000000000000e+02,1.297648269034006041e-01
1.730000000000000000e+02,1.296625046634005962e-01
1.740000000000000000e+02,1.295596448134005985e-01
1.750000000000000000e+02,1.294562490934005883e-01
1.760000000000000000e+02,1.293523155584005990e-01
1.770000000000000000e+02,1.292478384834006011e-01
1.780000000000000000e+02,1.291428101534005946e-01
1.790000000000000000e+02,1.290372223734005952e-01
1.800000000000000000e+02,1.289310647884006067e-01
1.810000000000000000e+02,1.288243255034005885e-01
1.820000000000000000e+02,1.287169874434005989e-01
1.830000000000000000e+02,1.286090314584006078e-01
1.840000000000000000e+02,1.285004379884006065e-01
1.850000000000000000e+02,1.283911889684005991e-01
1.860000000000000000e+02,1.282812687584005962e-01
1.870000000000000000e+02,1.281706579484006014e-01
1.880000000000000000e+02,1.280593406434006043e-01
1.890000000000000000e+02,1.279473032834005930e-01
1.900000000000000000e+02,1.278345298184005996e-01
1.910000000000000000e+02,1.277210092634006033e-01
1.920000000000000000e+02,1.276067310534005905e-01
1.930000000000000000e+02,1.274916857984005891e-01
1.940000000000000000e+02,1.273758635734006106e-01
1.950000000000000000e+02,1.272592551734005872e-01
1.960000000000000000e+02,1.271418545534006017e-01
1.970000000000000000e+02,1.270236524684006107e-01
1.980000000000000000e+02,1.269046410984006057e-01
1.990000000000000000e+02,1.267848105684006021e-01
2.000000000000000000e+02,1.266641471684006037e-01
2.010000000000000000e+02,1.265426400434006005e-01
2.020000000000000000e+02,1.264202753984005889e-01
2.030000000000000000e+02,1.262970380434005890e-01
2.040000000000000000e+02,1.261729146934006118e-01
2.050000000000000000e+02,1.260478867584005902e-01
2.060000000000000000e+02,1.259219362434005896e-01
2.070000000000000000e+02,1.257950475784005984e-01
2.080000000000000000e+02,1.256672020284005931e-01
2.090000000000000000e+02,1.255383802134006077e-01
2.100000000000000000e+02,1.254085636484006117e-01
2.110000000000000000e+02,1.252777374784005970e-01
2.120000000000000000e+02,1.251458890784006017e-01
2.130000000000000000e+02,1.250130017734006060e-01
2.140000000000000000e+02,1.248790619534005941e-01
2.150000000000000000e+02,1.247440611334005994e-01
2.160000000000000000e+02,1.246079877834005978e-01
2.170000000000000000e+02,1.244708317784005980e-01
2.180000000000000000e+02,1.243325853484005955e-01
2.190000000000000000e+02,1.241932388834006001e-01
2.200000000000000000e+02,1.240527807984005970e-01
2.210000000000000000e+02,1.239112024084006031e-01
2.220000000000000000e+02,1.237684977784005991e-01
2.230000000000000000e+02,1.236246580934006051e-01
2.240000000000000000e+02,1.234796745234005982e-01
2.250000000000000000e+02,1.233335408434006047e-01
2.260000000000000000e+02,1.231862518334005951e-01
2.270000000000000000e+02,1.230377995184006035e-01
2.280000000000000000e+02,1.228881779984005995e-01
2.290000000000000000e+02,1.227373849734006012e-01
2.300000000000000000e+02,1.225854179134006072e-01
2.310000000000000000e+02,1.224322747884006024e-01
2.320000000000000000e+02,1.222779563634006084e-01
2.330000000000000000e+02,1.221224652734005933e-01
2.340000000000000000e+02,1.219658047284006008e-01
2.350000000000000000e+02,1.218079798834005995e-01
2.360000000000000000e+02,1.216489990534005972e-01
2.370000000000000000e+02,1.214888734784005941e-01
2.380000000000000000e+02,1.213276150034005990e-01
2.390000000000000000e+02,1.211652350784006016e-01
2.400000000000000000e+02,1.210017482584005988e-01
2.410000000000000000e+02,1.208371722834006012e-01
2.420000000000000000e+02,1.206715249784005989e-01
2.430000000000000000e+02,1.205048259834006069e-01
2.440000000000000000e+02,1.203370960884005969e-01
2.450000000000000000e+02,1.201683550984005977e-01
2.460000000000000000e+02,1.199986261134006055e-01
2.470000000000000000e+02,1.198279361784006097e-01
2.480000000000000000e+02,1.196563123034006110e-01
2.490000000000000000e+02,1.194837830234006110e-01
2.500000000000000000e+02,1.193103770584006129e-01
2.510000000000000000e+02,1.191361255134006092e-01
2.520000000000000000e+02,1.189610622284006103e-01
2.530000000000000000e+02,1.187852206734006100e-01
2.540000000000000000e+02,1.186086362634006103e-01
2.550000000000000000e+02,1.184313469684006026e-01
2.560000000000000000e+02,1.182533915234006139e-01
2.570000000000000000e+02,1.180748093284006150e-01
2.580000000000000000e+02,1.178956391584006086e-01
2.590000000000000000e+02,1.177159212384006060e-01
2.600000000000000000e+02,1.175356982034006098e-01
2.610000000000000000e+02,1.173550127534006143e-01
2.620000000000000000e+02,1.171739075134006075e-01
2.630000000000000000e+02,1.169924255134006108e-01
2.640000000000000000e+02,1.168106101734006086e-01
2.650000000000000000e+02,1.166285035434006107e-01
2.660000000000000000e+02,1.164461484134006186e-01
2.670000000000000000e+02,1.162635892034006163e-01
2.680000000000000000e+02,1.160808696234006121e-01
2.690000000000000000e+02,1.158980330134006115e-01
2.700000000000000000e+02,1.157151223634006187e-01
2.710000000000000000e+02,1.155321801884006128e-01
2.720000000000000000e+02,1.153492487084006174e-01
2.730000000000000000e+02,1.151663700784006095e-01
2.740000000000000000e+02,1.149835859484006073e-01
2.750000000000000000e+02,1.148009380684006098e-01
