Loop,Time,r0-A,r1-A,r2-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r2-E,r0-Hp,r1-Hp,r2-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,r2-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r2-n,r0-nO2,r1-nO2,r2-nO2,p0-rho,p1-rho,
-1,0,2.53e+12,7.64e+13,8.41e+12,1.0,0.0,1029.466507128688,3276.97262160634,0.04736311910040595,0.9109543742203527,1.70e+05,2.04e+05,1.64e+05,160412.21409709513,460295.7095538591,422346.3844652124,13906.723714915986,100000000.0,0.00013257693851304823,0.7558048943304742,0.5376145410506217,0.31185448660711246,0.767481582754405,0.94,0.3433559448685548,0.06726346532413308,1.5513553293288436e-05,0.0005411549249815003,1.085139765720991,1.601455139087764,3.268669217337849,0.0,0.0,0.0,1683.0,1235.0,
0,144.4860,2.53e+12,7.64e+13,8.41e+12,1.0,0.0,1029.466507128688,3276.97262160634,0.04736311910040595,0.9109543742203527,1.70e+05,2.04e+05,1.64e+05,160412.21409709513,460295.7095538591,422346.3844652124,13906.723714915986,100000000.0,0.00013257693851304823,0.7558048943304742,0.5376145410506217,0.31185448660711246,0.767481582754405,0.94,0.3433559448685548,0.06726346532413308,1.5513553293288436e-05,0.0005411549249815003,1.085139765720991,1.601455139087764,3.268669217337849,0.0,0.0,0.0,1683.0,1235.0,
1,307.8450,2.35e+12,7.45e+13,9.38e+12,1.0,0.0,1078.7901551350974,2186.964032238814,0.04639352147163922,0.5282435547902051,1.77e+05,1.88e+05,1.71e+05,244659.10292289028,309823.2294087737,400920.0250663243,17989.801726032034,100000000.0,0.0001249593825262805,0.75683221516361,0.5026895551782584,0.29614434060487493,0.8300773609233585,0.94,0.4800163973685042,0.12584439465955952,5.4753525135316155e-05,0.00034611797879211285,1.0083464611657391,1.525417815038475,3.0181732005414825,0.0,0.0,0.0,1683.0,1235.0,
2,477.1130,2.34e+12,7.67e+13,9.27e+12,1.0,0.0,1062.8035351758135,2002.2564770891986,0.04599960524851898,0.44360190139413425,1.76e+05,1.89e+05,1.70e+05,241855.1906322,294462.1943506368,405331.0278025903,27085.765241945643,100000000.0,8.372298825019245e-05,0.7349948285068972,0.5156871094112101,0.29505950783937507,0.8453097613039977,0.94,0.3521709319244053,0.13329235718465524,7.341813744313514e-05,0.0005723745768367823,0.9820981050346829,1.4943500463952424,3.0849834127554367,0.0,0.0,0.0,1683.0,1235.0,
3,658.4370,2.34e+12,7.67e+13,9.27e+12,1.0,0.0,1062.8035351758135,2002.2564770891986,0.04599960524851898,0.44360190139413425,1.76e+05,1.89e+05,1.70e+05,241855.1906322,294462.1943506368,405331.0278025903,27085.765241945643,100000000.0,8.372298825019245e-05,0.7349948285068972,0.5156871094112101,0.29505950783937507,0.8453097613039977,0.94,0.3521709319244053,0.13329235718465524,7.341813744313514e-05,0.0005723745768367823,0.9820981050346829,1.4943500463952424,3.0849834127554367,0.0,0.0,0.0,1683.0,1235.0,
4,840.0230,2.32e+12,7.41e+13,9.14e+12,1.0,0.0,1078.1900976993825,1736.0418699904753,0.04521481645304676,0.6183813242705939,1.73e+05,1.89e+05,1.69e+05,246244.26538088336,439178.25421243004,403335.55023094127,22151.47092307159,100000000.0,7.64485438841509e-05,0.7213673082111001,0.5007673739715239,0.3009254178965014,0.8364273912928613,0.94,0.3868603747463779,0.13234706317727551,8.152011286610139e-05,0.0004412312617876037,1.006458349567216,1.5048774072804927,3.0211516903545963,0.0,0.0,0.0,1683.0,1235.0,
5,1025.5670,2.36e+12,7.53e+13,9.18e+12,1.0,0.0,1071.0304618342625,1986.0321132168888,0.04557915532463931,0.5291380606648741,1.77e+05,1.85e+05,1.70e+05,241324.71150765356,331101.73456138873,408035.6956989373,22526.349415097273,100000000.0,4.598447483110466e-05,0.7311040265562703,0.5056711957691331,0.2967946834659556,0.8530132815611313,0.94,0.3459502680564185,0.15737802902433728,5.67289830899737e-05,0.0005075241272661158,1.0038320694739749,1.5073771796432842,3.0420909596676005,0.0,0.0,0.0,1683.0,1235.0,
6,1218.0610,2.37e+12,7.45e+13,9.40e+12,1.0,0.0,1062.8597947780527,2212.5496876009875,0.045753908935964864,0.5402074139829574,1.75e+05,1.86e+05,1.69e+05,249453.0660831811,324383.5918894249,404241.08835571044,20667.480421104407,100000000.0,4.0415428219697635e-05,0.7338486208884929,0.5083019481576774,0.29389749692080036,0.8355483447159195,0.94,0.32126720958284005,0.1441135571555678,6.596716785417712e-05,0.0004558758493636406,1.0050970443651623,1.5195925974683862,3.065956980416199,0.0,0.0,0.0,1683.0,1235.0,
7,1407.2660,2.37e+12,7.51e+13,9.28e+12,1.0,0.0,1063.6362622608608,2087.6430801685437,0.04566928458196978,0.5935661059124837,1.73e+05,1.86e+05,1.68e+05,246455.60568952776,350279.2482184664,403701.8116057775,22589.015527019976,100000000.0,2.7957371187103224e-05,0.7266243236336918,0.5082384373366415,0.29493546556340833,0.8309170669087591,0.94,0.2977611627534116,0.14447481211954022,7.638051630614115e-05,0.0005250272455275236,1.0047229693370399,1.513493006849235,3.079076907355123,0.0,0.0,0.0,1683.0,1235.0,
8,1594.5870,2.36e+12,7.58e+13,9.26e+12,1.0,0.0,1057.3012943875756,2252.6136173051163,0.045518693645254585,0.6126674933219483,1.75e+05,1.85e+05,1.69e+05,258355.60174580978,325745.9954817073,408325.0651185116,20954.583006372173,100000000.0,2.7212100000908538e-05,0.7244492156694409,0.5129191879987648,0.29455736421636125,0.8277695801510838,0.94,0.3015123822031156,0.16694996859560024,6.136524311987934e-05,0.0005291020940398055,0.9982446578304647,1.5200437364336992,3.0685590099915063,0.0,0.0,0.0,1683.0,1235.0,
