Loop,Time,r0-A,r1-A,r2-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r2-E,r0-Hp,r1-Hp,r2-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,r2-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r2-n,r0-nO2,r1-nO2,r2-nO2,r0-qIgn,r1-qIgn,r2-qIgn,p0-rho,p1-rho,
92,24059.1200,3.44e+12,9.23e+13,1.56e+13,1.0,0.0,1906.3476537948852,2582.900274641678,0.09034293178573084,0.5195676478505291,2.16e+05,1.46e+05,2.37e+05,217798.45250270824,432035.72917658,795999.1574030741,21317.700233478194,100000000.0,5.086547572150555e-06,0.4933602431733166,0.4360093534989772,0.5056208563773962,0.7217618848768135,0.94,0.47151710341071795,0.1069892529004281,5.37703933783952e-05,0.0002582361739639094,2.0260620351213627,1.8364035616241017,6.764422389315525,0.0,0.0,0.0,20.72190985625602,19.878199890459143,20.008293775738938,1683.0,1235.0,
93,24271.5360,3.44e+12,9.02e+13,1.55e+13,1.0,0.0,1915.012480895194,2595.7545176644335,0.09089544416574834,0.5195053539790627,2.12e+05,1.46e+05,2.30e+05,217324.59042761027,433886.06639733573,793446.4120681571,21296.44422961452,100000000.0,5.050722575326875e-06,0.49191021472606233,0.4360088138811241,0.5043797104547157,0.7178588956054086,0.94,0.4736368087171912,0.10742536024188727,5.420199288098769e-05,0.00025927726784900245,2.038701708400152,1.8435747818234818,6.7516577416727985,0.0,0.0,0.0,20.735062555001296,19.87218069315542,20.01446044138727,1683.0,1235.0,
94,24468.6930,3.46e+12,8.73e+13,1.55e+13,1.0,0.0,1931.6001717060103,2621.909995480827,0.09187826564416776,0.5182433383171605,2.06e+05,1.45e+05,2.19e+05,217051.13642139637,436835.6334528191,791283.654754607,21263.080459352226,100000000.0,5.002778692546537e-06,0.488961321718601,0.43601246902180335,0.5028434092869767,0.7121914980936705,0.94,0.47767921475323205,0.10811779258306195,5.506130223785931e-05,0.0002608940492876176,2.064517788946765,1.8538715359936435,6.70915256771824,0.0,0.0,0.0,20.750612306855565,19.861199661570645,19.990499994982848,1683.0,1235.0,
95,24690.6770,3.46e+12,8.60e+13,1.55e+13,1.0,0.0,1942.496267958966,2634.857795341498,0.09236868107964309,0.5178677050276077,2.04e+05,1.45e+05,2.15e+05,216625.1558081077,437591.8324661446,792312.437349127,21191.856092264272,100000000.0,4.989676897410843e-06,0.4889521765632101,0.43602571996243045,0.5023551905809582,0.7123203298331535,0.94,0.4804634556605806,0.10811614050198154,5.514465229443473e-05,0.00026109239476978456,2.0782519399939368,1.8510902991710974,6.669049865997781,0.0,0.0,0.0,20.762300031561384,19.854960276399602,19.978288297668897,1683.0,1235.0,
96,24938.8060,3.47e+12,8.54e+13,1.55e+13,1.0,0.0,1943.5509100507425,2637.7474915827743,0.09260916638660631,0.517293111590766,2.03e+05,1.44e+05,2.13e+05,216490.3074579421,438178.67671099707,791973.6765068267,21219.781872869902,100000000.0,4.972725285041051e-06,0.48761389795822196,0.43601087276751704,0.5018004850451457,0.710477607371834,0.94,0.4805558356093187,0.10829096385919143,5.538351048821452e-05,0.00026188228957324837,2.082027225138412,1.8587426941913372,6.668912724718393,0.0,0.0,0.0,20.760395253459446,19.84897029772127,19.96861680526171,1683.0,1235.0,
97,25149.1210,3.48e+12,8.54e+13,1.55e+13,1.0,0.0,1948.0794957311305,2646.250764704015,0.0926030646232455,0.5178560086276394,2.03e+05,1.45e+05,2.14e+05,216411.87755391438,437606.31634719414,794616.3264044778,21179.457426201716,100000000.0,4.949193409648821e-06,0.48828966973967713,0.43601513939168757,0.502320708984659,0.7134907056518247,0.94,0.4817489640008926,0.10840886761857238,5.523778142424805e-05,0.00026147461064743825,2.080459297978863,1.8540407094957239,6.666331683713729,0.0,0.0,0.0,20.759210636311334,19.850594692248585,19.966007211937022,1683.0,1235.0,
98,25341.4280,3.51e+12,8.39e+13,1.55e+13,1.0,0.0,1965.9121711776597,2664.3361104018913,0.09295753886044848,0.515781612809106,2.01e+05,1.44e+05,2.11e+05,215727.5427333184,437772.4488186414,798670.4940979155,21114.68444435814,100000000.0,4.916712678188699e-06,0.48674900830822765,0.43601488695559687,0.5031169879369906,0.71704317515338,0.94,0.4863415679864458,0.10873022671422895,5.519633148749356e-05,0.0002607933329522151,2.095759495551161,1.8505330900395158,6.6372503723589205,0.0,0.0,0.0,20.77159263700696,19.81759653765709,19.94191496001356,1683.0,1235.0,
99,25568.7360,3.52e+12,8.26e+13,1.55e+13,1.0,0.0,1975.6550293237513,2674.1604306924173,0.0931807788261273,0.5158086353377844,1.99e+05,1.44e+05,2.07e+05,215617.5521151548,438573.30667280353,799258.920580037,21043.991962328146,100000000.0,4.898695955324054e-06,0.4874408452193747,0.436018699381181,0.5041271194251324,0.7167133119754694,0.94,0.48874209392149215,0.10894198328239352,5.5369524676158854e-05,0.0002609168639452849,2.107015045253858,1.8495340535814033,6.614572237155851,0.0,0.0,0.0,20.78639537845946,19.810807794840812,19.91997222904498,1683.0,1235.0,
100,25785.2450,3.54e+12,8.09e+13,1.55e+13,1.0,0.0,1988.237466581034,2693.8271536961747,0.09360031397218863,0.5151274447150922,1.96e+05,1.44e+05,2.01e+05,215310.23254143825,439857.66314315714,798999.4600949313,20987.91912003367,100000000.0,4.879618079217695e-06,0.4861638058672309,0.4360115110070636,0.5021767473862802,0.7161571331702896,0.94,0.4917814751782152,0.10960103647921637,5.5597076609590135e-05,0.00026204384973855084,2.1181647458041963,1.8504940856802747,6.5934270235334855,0.0,0.0,0.0,20.790724777637347,19.8010896572049,19.919409012368448,1683.0,1235.0,
101,25973.7270,3.57e+12,7.79e+13,1.55e+13,1.0,0.0,2013.8521435365744,2720.947812807295,0.0939668023161725,0.5121464652917811,1.92e+05,1.43e+05,1.96e+05,214667.8779079706,440881.46024418634,802745.7947734878,20850.47494535162,100000000.0,4.818459378705607e-06,0.4848957777722196,0.43602806974852343,0.5029807216921572,0.719098560047873,0.94,0.49837211043042606,0.10996718180205219,5.5617088133377555e-05,0.00026150055204118936,2.144872565496754,1.8387404348238003,6.550122523242698,0.0,0.0,0.0,20.814086967178575,19.759144682743965,19.87730842026978,1683.0,1235.0,
102,26179.2660,3.63e+12,7.50e+13,1.57e+13,1.0,0.0,2044.6367501596692,2767.011103816339,0.09433934561638696,0.5097157351218692,1.87e+05,1.43e+05,1.90e+05,213575.34156597726,441534.6277135703,803933.9207096018,20696.59865956869,100000000.0,4.792591927645265e-06,0.4846710653922437,0.43603944396822053,0.5007120376741478,0.7246293988809691,0.94,0.5062476867233084,0.11073179765314048,5.535802268384896e-05,0.00026095447850546787,2.1624657909670884,1.8157881999217196,6.513927851777317,0.0,0.0,0.0,20.83060037344498,19.73174808980125,19.86205754876059,1683.0,1235.0,
103,26390.1390,3.65e+12,7.36e+13,1.56e+13,1.0,0.0,2053.0738581860246,2777.1975783330363,0.09470291507488635,0.5088066095264402,1.86e+05,1.43e+05,1.88e+05,213228.18540639128,442261.9848636093,803908.9907782226,20700.515408330946,100000000.0,4.758529546647758e-06,0.48227591152635463,0.4360130650652178,0.4983714832288181,0.7239810526979393,0.94,0.5083227322664619,0.1112597553631004,5.5575053264318793e-05,0.00026056762239265343,2.1781247010516696,1.8173485654607062,6.500582038390618,0.0,0.0,0.0,20.838111715074838,19.713313671212244,19.83422234700751,1683.0,1235.0,
104,26582.9610,3.68e+12,7.11e+13,1.57e+13,1.0,0.0,2073.9117236127336,2811.5828805428405,0.09472684893810883,0.5078881543920041,1.80e+05,1.42e+05,1.82e+05,212342.13736046432,443424.7762697898,806338.2970107269,20411.406376152998,100000000.0,4.703844884477223e-06,0.48392377088628125,0.4360170653518288,0.5003895341902275,0.7235052644882336,0.94,0.5135651825209442,0.1103212760680221,5.576611031471006e-05,0.00026312867278864983,2.2014584525141694,1.8092553408011343,6.49598348686782,0.0,0.0,0.0,20.874836575188695,19.67421938532486,19.810523557893998,1683.0,1235.0,
105,26798.9020,3.69e+12,6.98e+13,1.57e+13,1.0,0.0,2081.9615904579005,2824.9474432973184,0.09480829254396324,0.5061484145555278,1.78e+05,1.42e+05,1.79e+05,212445.32336412798,443927.2145753785,805854.8790329329,20359.976906552147,100000000.0,4.684417221046103e-06,0.4835978619335798,0.4360241457695321,0.5004868294820796,0.7223101629895752,0.94,0.51555229928404,0.11066924125819755,5.5760431753255647e-05,0.0002628281343293666,2.2110543777270752,1.8110255845997374,6.478752141937281,0.0,0.0,0.0,20.890320836867105,19.66060331169046,19.791951699378586,1683.0,1235.0,
106,27021.9490,3.72e+12,6.83e+13,1.59e+13,1.0,0.0,2092.1222096214497,2849.616205494058,0.09512316272376993,0.5044753866987675,1.73e+05,1.41e+05,1.75e+05,211652.6503280433,445101.7760535199,799292.938785572,20372.193737656642,100000000.0,4.643477110263551e-06,0.480933869122125,0.43602844658191,0.49338329134024617,0.7214398068924381,0.94,0.5180934960766209,0.11152011817649227,5.6016244344722326e-05,0.00026350401263779556,2.2109096382461892,1.8039569472069692,6.513929533132929,0.0,0.0,0.0,20.871620279033017,19.645429901086395,19.807480071286825,1683.0,1235.0,
107,27234.0170,3.74e+12,6.58e+13,1.59e+13,1.0,0.0,2111.8745717958745,2878.076795643949,0.09536736986310193,0.5027984532881771,1.69e+05,1.41e+05,1.69e+05,211078.29497444103,446304.9070609459,801522.236720504,20232.854935111834,100000000.0,4.618428963606016e-06,0.4797912303756674,0.4360236982144935,0.4940689860566896,0.7211580810850495,0.94,0.5229725171645936,0.11181063276510161,5.615476149029784e-05,0.00026427491170617876,2.237034811521738,1.8012924083179302,6.494631623279196,0.0,0.0,0.0,20.907344707378293,19.601894146141326,19.768382056456772,1683.0,1235.0,
108,27458.2270,3.78e+12,6.35e+13,1.59e+13,1.0,0.0,2133.7967694679337,2898.1361903119473,0.09537164771802117,0.49872263884847046,1.66e+05,1.41e+05,1.66e+05,210727.73963658058,447141.4993281128,805530.912137018,20062.170931580084,100000000.0,4.596107475610369e-06,0.4783789415893294,0.4360355113165477,0.49694483265475164,0.7245262739133731,0.94,0.5286758493517669,0.11216516295646746,5.608387467959202e-05,0.00026527053124053253,2.2650234462339873,1.7975189403626035,6.454536024029858,0.0,0.0,0.0,20.93130853918968,19.54946391016105,19.72535972852183,1683.0,1235.0,
109,27697.3400,3.79e+12,6.23e+13,1.60e+13,1.0,0.0,2144.9581717082983,2924.4997058137724,0.09563564257705237,0.49866131117426793,1.63e+05,1.40e+05,1.63e+05,209980.84797650654,447419.84372442216,804525.6405014636,19972.932630604977,100000000.0,4.573222454764677e-06,0.4787003453074753,0.436026242744483,0.4932471869092509,0.7247694541088623,0.94,0.5314144311081699,0.11200137680937373,5.604587803876466e-05,0.00026591120411124046,2.2711701117843544,1.7874832387798771,6.45788139054006,0.0,0.0,0.0,20.934235103236965,19.534214720410684,19.714686296530363,1683.0,1235.0,
110,27942.5130,3.80e+12,6.16e+13,1.60e+13,1.0,0.0,2145.130437225308,2938.569489317021,0.09567329113524078,0.49816501460604456,1.60e+05,1.40e+05,1.61e+05,209693.64880998377,448493.0815588026,800925.6461378061,19941.860833997693,100000000.0,4.568520094314256e-06,0.4777449092479239,0.4360368025949054,0.4906488828147383,0.7211336784822941,0.94,0.5314513227055699,0.11212083386271807,5.6190079258154865e-05,0.00026824460901040293,2.280033596285895,1.7922412905623424,6.488887605067653,0.0,0.0,0.0,20.946081538238175,19.532262179515314,19.72039954534761,1683.0,1235.0,
111,28181.5020,3.82e+12,6.14e+13,1.60e+13,1.0,0.0,2148.5516466406298,2949.162375511744,0.09570606691831074,0.49906716526522954,1.61e+05,1.40e+05,1.62e+05,209702.876851496,448181.4304327585,803084.6760516921,19935.865814680124,100000000.0,4.560345447350127e-06,0.47859003238081477,0.4360245757135265,0.4910344050632296,0.7222384131819097,0.94,0.5322161199432665,0.11199316492976949,5.6343597524109116e-05,0.0002680603739530609,2.2770365497810214,1.787040851778793,6.498956167614977,0.0,0.0,0.0,20.93893410564459,19.53674528415254,19.703013869540037,1683.0,1235.0,
112,28421.7400,3.82e+12,6.07e+13,1.61e+13,1.0,0.0,2154.1332243721035,2957.187647919568,0.09591888641393416,0.49685639886145283,1.59e+05,1.40e+05,1.60e+05,209314.79981529445,448685.6239175005,800407.2617053355,19939.37271168247,100000000.0,4.545474954862049e-06,0.4750859863687049,0.4360174032470232,0.4880576254575293,0.7219214062453957,0.94,0.533693505716479,0.11270969292951943,5.641122813319199e-05,0.0002675878872731271,2.28370060840224,1.7890188996155125,6.503346520702366,0.0,0.0,0.0,20.940728580546406,19.502326944547598,19.702504024489535,1683.0,1235.0,
113,28653.0200,3.84e+12,5.98e+13,1.62e+13,1.0,0.0,2164.7813684550056,2980.167328654319,0.09602524864937921,0.4960707649086403,1.57e+05,1.40e+05,1.59e+05,208277.40569186013,448759.9982921289,800640.5340515005,19903.350046494492,100000000.0,4.536047849794531e-06,0.4748904198302958,0.4360082708297197,0.485736110914739,0.7234528985489567,0.94,0.536354053549021,0.11265242436536818,5.634474422301086e-05,0.00026815558023695035,2.289634695936712,1.7809753946145885,6.520730970888776,0.0,0.0,0.0,20.940326732090377,19.489962146994944,19.69026182693144,1683.0,1235.0,
114,28874.7860,3.85e+12,5.85e+13,1.62e+13,1.0,0.0,2177.0544901150006,3003.5488342787726,0.09600557357615407,0.4939163130749845,1.54e+05,1.40e+05,1.56e+05,208328.3369763043,449259.2167391316,800536.3332438034,19790.248169791987,100000000.0,4.517058954850744e-06,0.47398687102410864,0.43598673708976876,0.4856056988552603,0.724535825683913,0.94,0.5395438109815314,0.11312676422046515,5.623605772737107e-05,0.0002684431732522677,2.3012900354904424,1.7726648007176093,6.512020728029132,0.0,0.0,0.0,20.95722665023844,19.4518797894691,19.669107080587693,1683.0,1235.0,
115,29092.5530,3.87e+12,5.79e+13,1.64e+13,1.0,0.0,2186.33434093281,3027.347019111042,0.09649127085158588,0.49239112524289047,1.53e+05,1.40e+05,1.55e+05,207661.73879447603,449204.52572033915,798617.8559698339,19888.219615353966,100000000.0,4.506420280609265e-06,0.46966413668163853,0.43595884495224735,0.48028175032298503,0.7263448955008249,0.94,0.5418378717802121,0.11418323908163942,5.647899772245257e-05,0.0002669184236816453,2.297129119810699,1.7680420571232016,6.532091563339182,0.0,0.0,0.0,20.933299599558946,19.427417438928245,19.659017878601745,1683.0,1235.0,
116,29321.8240,3.88e+12,5.71e+13,1.64e+13,1.0,0.0,2191.26360348522,3042.5291966480095,0.09645314896537623,0.49115044899874205,1.52e+05,1.39e+05,1.54e+05,207316.02637772623,449655.5311224249,798877.159239531,19856.630483533983,100000000.0,4.4877030043606104e-06,0.4683562202355427,0.43594675753504464,0.47951452516289705,0.7252536767973783,0.94,0.5430938824309153,0.11423345219969083,5.6476944629537575e-05,0.0002679918826643641,2.3081949539029702,1.7677394252126177,6.5543111843660515,0.0,0.0,0.0,20.94665243522013,19.401958147721903,19.641978327492662,1683.0,1235.0,
117,29560.3410,3.88e+12,5.64e+13,1.64e+13,1.0,0.0,2196.88185449498,3056.911584979308,0.09649274178294431,0.4890998886587188,1.51e+05,1.39e+05,1.54e+05,207294.13599431433,449894.3770538827,798256.294586215,19879.206442047,100000000.0,4.475197872022001e-06,0.46663618358724035,0.43593076079097365,0.47876213463186024,0.725368023520274,0.94,0.5445764361255327,0.11469834313560423,5.6413631942976115e-05,0.00026751430447090926,2.313401851331488,1.7618830506970815,6.558747405394708,0.0,0.0,0.0,20.95004804594238,19.37834433350745,19.6256728113597,1683.0,1235.0,
118,29791.4490,3.89e+12,5.56e+13,1.66e+13,1.0,0.0,2205.7532004032632,3081.902494459767,0.09697708699670785,0.4872084449881626,1.50e+05,1.39e+05,1.52e+05,206748.68404110166,450282.95835281047,795954.6810642655,19915.116523408728,100000000.0,4.4588265192014275e-06,0.46229025279830527,0.4358848439081246,0.47375302923834933,0.7261366348618203,0.94,0.5468503145234251,0.11583991276613433,5.65698550090169e-05,0.00026724876639767377,2.3180550335401153,1.7601321512264931,6.570288451567629,0.0,0.0,0.0,20.937994655364953,19.33830893692264,19.610482765182986,1683.0,1235.0,
119,30022.7770,3.89e+12,5.51e+13,1.66e+13,1.0,0.0,2206.7051408420384,3094.0871303003933,0.09701743073162417,0.4852444482251418,1.49e+05,1.39e+05,1.51e+05,206544.35803255637,450724.8918222841,791863.6885589296,20031.425464069012,100000000.0,4.443444943006255e-06,0.4584000739348656,0.4358796737587258,0.46998758943504604,0.7243375652547988,0.94,0.5471246441156482,0.11649749071339349,5.667106035529501e-05,0.00026694592771491605,2.3195757551019343,1.760339721711857,6.606652441463783,0.0,0.0,0.0,20.93413011073635,19.32024529453451,19.621237872248923,1683.0,1235.0,
120,30251.0690,3.90e+12,5.37e+13,1.67e+13,1.0,0.0,2219.272069325879,3128.9490730037605,0.09727264912675776,0.4824672115727296,1.48e+05,1.39e+05,1.50e+05,205934.36407788796,450951.2713768418,791487.6212937457,20073.838067420882,100000000.0,4.415045300879658e-06,0.4552266001061347,0.4358340017257234,0.4682152192692919,0.7252315185776017,0.94,0.5504360585943773,0.11742139190938095,5.660038543626833e-05,0.0002662243922755731,2.3282934209325137,1.7523439950294986,6.626317906412719,0.0,0.0,0.0,20.940726855371565,19.274181896241064,19.588560623393562,1683.0,1235.0,
121,30479.1110,3.92e+12,5.29e+13,1.67e+13,1.0,0.0,2228.7022584446986,3142.233528285291,0.09703437171897393,0.48059093156057875,1.47e+05,1.39e+05,1.50e+05,205891.73316528252,450936.65526390064,794342.0406071618,20007.431007157043,100000000.0,4.396673010064605e-06,0.4546631326262879,0.43583948720224314,0.4693036770543393,0.7270856612202753,0.94,0.5528602502083153,0.11746336361168447,5.6412376228646844e-05,0.00026574473584690733,2.3365182500860504,1.7415741959661941,6.629668852728493,0.0,0.0,0.0,20.95304766001796,19.24608623821259,19.561232962028242,1683.0,1235.0,
122,30725.6810,3.92e+12,5.23e+13,1.68e+13,1.0,0.0,2233.57198887674,3164.571858702466,0.09711835719588383,0.4786213108076783,1.47e+05,1.38e+05,1.49e+05,205817.8743871685,450971.3618188425,792636.8953178886,20076.151310733556,100000000.0,4.377555948505043e-06,0.45178239739850434,0.4358082558298665,0.4679802038302059,0.7270449422695946,0.94,0.5541498300846257,0.11823405095098119,5.641836045985613e-05,0.0002649589864967822,2.3393632297976454,1.7376348485678612,6.647055334253375,0.0,0.0,0.0,20.95918467701216,19.22193975993318,19.549105309601437,1683.0,1235.0,
123,30971.1320,3.93e+12,5.17e+13,1.68e+13,1.0,0.0,2238.683502346997,3172.2510931760853,0.0970259243272899,0.4775183667050348,1.46e+05,1.38e+05,1.49e+05,205651.30544827488,451075.26578711026,793334.3891818174,20052.89531932115,100000000.0,4.366880444393372e-06,0.45098205546951764,0.4358055015854982,0.4676937105701,0.7275850593446482,0.94,0.5555146187725025,0.11834544803470012,5.623010536132769e-05,0.00026471582012277644,2.342546795909125,1.7322038600371157,6.654559552737507,0.0,0.0,0.0,20.963712178860884,19.206840448596004,19.547508457389405,1683.0,1235.0,
124,31201.9290,3.93e+12,5.13e+13,1.69e+13,1.0,0.0,2241.9479718946777,3192.1392720309,0.09712645928017184,0.4765508989932503,1.46e+05,1.38e+05,1.48e+05,205562.64775397824,451018.43062139186,792303.2908706752,20112.661974959366,100000000.0,4.349601780200072e-06,0.44933585520997205,0.43578569466478717,0.46709543822968635,0.7273085777351816,0.94,0.5563822983618448,0.11891965244173647,5.6228551824603e-05,0.00026430257778245383,2.342923769023927,1.73057133822519,6.670652754138637,0.0,0.0,0.0,20.9696909749638,19.19365137577961,19.538207688979686,1683.0,1235.0,
125,31409.5030,3.96e+12,4.84e+13,1.70e+13,1.0,0.0,2270.7319513355387,3246.7791687192102,0.09712750352154959,0.46879952758026217,1.44e+05,1.38e+05,1.47e+05,204692.05737723195,450943.36552059645,796379.8793521454,20059.903131131643,100000000.0,4.287373259019209e-06,0.44393227024270254,0.43575137028742295,0.46591302544205493,0.7319303530162637,0.94,0.5639736429239467,0.11975766962135287,5.573348851477016e-05,0.00026252268720661806,2.3708007541185605,1.7069378427654889,6.675511131315222,0.0,0.0,0.0,21.000520082160953,19.092293772674136,19.46439863271049,1683.0,1235.0,
126,31643.1490,3.97e+12,4.73e+13,1.71e+13,1.0,0.0,2279.9486298262273,3283.2123470803763,0.09716557694965254,0.466343921632534,1.43e+05,1.38e+05,1.46e+05,204136.6719480427,450822.3567863882,797185.802391503,20093.067022096373,100000000.0,4.2410117164700765e-06,0.441713808482942,0.43571382749180143,0.4655728696643453,0.7322609340552809,0.94,0.5664288579657095,0.12031204436773447,5.55295729625522e-05,0.00026218531215741684,2.3735713504664577,1.6996311876021204,6.705132269787951,0.0,0.0,0.0,21.01271688251866,19.059334925582828,19.4454583438346,1683.0,1235.0,
127,31901.6120,3.98e+12,4.59e+13,1.71e+13,1.0,0.0,2295.8207665955615,3313.9763631884007,0.09709283891326141,0.4623773440698313,1.42e+05,1.38e+05,1.45e+05,203902.30492579925,450541.46678438096,799183.8763686724,20081.308641613447,100000000.0,4.212483029078914e-06,0.43896404943718875,0.4356781792843022,0.46637051902755083,0.735435023185371,0.94,0.5705570210620093,0.1209345271934874,5.529359075824747e-05,0.00026037391434408346,2.385810543442843,1.6848631805377272,6.700737891589137,0.0,0.0,0.0,21.03123665238873,19.004166066499806,19.39887701937615,1683.0,1235.0,
128,32141.0510,4.00e+12,4.41e+13,1.72e+13,1.0,0.0,2313.5619995340267,3355.3006681476763,0.0970452013752734,0.45831754612812003,1.41e+05,1.37e+05,1.44e+05,203067.73215929783,450366.869867153,802331.4452539925,20085.167724828152,100000000.0,4.185253144200691e-06,0.4365170940632773,0.43565991531851467,0.46605945908038726,0.7380569223124007,0.94,0.5752814868902448,0.1214900109475565,5.483832176385757e-05,0.0002596870006262771,2.3988075555999613,1.6703578581894303,6.721464464297473,0.0,0.0,0.0,21.0535508187912,18.95317540707501,19.36927359898747,1683.0,1235.0,
129,32373.9440,4.02e+12,4.31e+13,1.72e+13,1.0,0.0,2326.7127667514014,3376.372970062068,0.09699556135024925,0.45581856019082423,1.41e+05,1.37e+05,1.44e+05,203010.105341011,450078.3955639134,806467.1636241847,20017.560896893825,100000000.0,4.132696159986115e-06,0.43545375521598373,0.4356493835910278,0.468098021125285,0.741336799830037,0.94,0.5786855208487341,0.12177443800348203,5.467010686570749e-05,0.0002587573595898939,2.40989534084994,1.6612236504985214,6.709530778925224,0.0,0.0,0.0,21.069065362531234,18.917317130981537,19.325795240726322,1683.0,1235.0,
130,32605.7480,4.04e+12,4.25e+13,1.72e+13,1.0,0.0,2335.96266759727,3398.8946934567316,0.09707858118569494,0.4537953697667497,1.41e+05,1.37e+05,1.44e+05,202730.54247509647,449573.48194085254,808701.793037061,20032.60214444319,100000000.0,4.106447682794438e-06,0.43418611832637244,0.43562721737530524,0.4684715523871894,0.7438975919943598,0.94,0.5810854959708388,0.12216900694703234,5.447941415301294e-05,0.00025749538632873685,2.413608512908251,1.6531026429831335,6.705014322292795,0.0,0.0,0.0,21.07635367610535,18.89484059114541,19.297456555799428,1683.0,1235.0,
131,32851.4760,4.05e+12,4.07e+13,1.73e+13,1.0,0.0,2351.2088233249847,3441.944449859832,0.09689203694179824,0.44898023155572475,1.40e+05,1.37e+05,1.43e+05,202282.24147464425,449357.9852354374,811647.0429488746,20027.289270448447,100000000.0,4.071734365474542e-06,0.4314322095611444,0.43560060639833564,0.4701108927226701,0.7450959537812043,0.94,0.5851492574433301,0.12256551253773729,5.41212007992206e-05,0.0002567750523371374,2.4301604083321124,1.6411464245807754,6.728352401771399,0.0,0.0,0.0,21.113073323197412,18.83630941958975,19.247798239977048,1683.0,1235.0,
132,33103.0230,4.06e+12,4.03e+13,1.73e+13,1.0,0.0,2357.9983634763694,3461.8333605638563,0.09694555703189706,0.44710824645654923,1.40e+05,1.37e+05,1.43e+05,202155.10448799358,448889.2213438995,813728.1679705905,20052.992720041173,100000000.0,4.045763544240213e-06,0.4303297991715943,0.43558548409848363,0.4713315011604027,0.7471430392673216,0.94,0.5869449793277876,0.12291282545984455,5.393913482359837e-05,0.0002557737618510294,2.4329965786923253,1.6351528836982325,6.72446165385168,0.0,0.0,0.0,21.1205636710339,18.818359551409294,19.22169326904187,1683.0,1235.0,
133,33354.9570,4.06e+12,3.96e+13,1.73e+13,1.0,0.0,2361.7354418744226,3473.2254422039978,0.09685635152375803,0.44623512768552787,1.39e+05,1.37e+05,1.43e+05,201654.08476638154,449123.99605268,813576.8106927404,20039.776469242403,100000000.0,4.035513826751581e-06,0.43046098882551315,0.435573145344489,0.47109736364071564,0.7460744924197849,0.94,0.5879241017453847,0.12259533877509779,5.390578667913711e-05,0.0002563635462612605,2.4387774521634125,1.6318118785311495,6.741616436787881,0.0,0.0,0.0,21.13285760884368,18.80754966694936,19.22122689413805,1683.0,1235.0,
134,33591.1920,4.07e+12,3.96e+13,1.73e+13,1.0,0.0,2364.3646242477002,3480.9882678753756,0.09691824653647116,0.4456451834153221,1.39e+05,1.37e+05,1.43e+05,201785.7803632389,448616.917112589,814507.5609289464,20058.645553139228,100000000.0,4.010926349525702e-06,0.4304554910381764,0.4355653469828558,0.4715944503839016,0.7478746237951339,0.94,0.5886009888962678,0.12290065283606208,5.382413712164445e-05,0.00025508695237034395,2.4361257459416787,1.627755492305794,6.729579823352889,0.0,0.0,0.0,21.131950326410113,18.80594062581988,19.202286860902937,1683.0,1235.0,
135,33820.4730,4.08e+12,3.92e+13,1.74e+13,1.0,0.0,2370.1078197088773,3500.8750281925622,0.09684507951468349,0.4436360660396633,1.39e+05,1.37e+05,1.42e+05,201843.5092146374,448274.10415483185,815611.8705442615,20094.64089580009,100000000.0,4.000529745659057e-06,0.4286466559058268,0.4355385767215001,0.47294284297922284,0.7487280170500825,0.94,0.590080888391163,0.12341761057758649,5.3696782460555505e-05,0.00025381210106202427,2.4404072894109685,1.6228513809662766,6.737565986407237,0.0,0.0,0.0,21.14631482001674,18.781484477294995,19.166878971526593,1683.0,1235.0,
136,34025.1740,4.10e+12,3.77e+13,1.74e+13,1.0,0.0,2384.8923690914153,3546.046837357165,0.09673261560365061,0.43972240575533705,1.38e+05,1.37e+05,1.42e+05,201185.38676052055,447582.84261429595,818965.3918041956,20126.190360478715,100000000.0,3.957290018759062e-06,0.4272952446529327,0.43550403542965394,0.4749668677549139,0.7504770189567613,0.94,0.5939103875208422,0.12352754306402106,5.345488681720086e-05,0.00025235691171039795,2.4508602204224026,1.6100914651840033,6.755159834500493,0.0,0.0,0.0,21.175948158875315,18.7417498706522,19.11195437489211,1683.0,1235.0,
137,34230.9190,4.10e+12,3.68e+13,1.74e+13,1.0,0.0,2389.75048843113,3577.5865029748084,0.09655439301846354,0.4362131705614897,1.38e+05,1.37e+05,1.41e+05,201235.74180936592,447306.4013281622,819244.9099963692,20158.576429567773,100000000.0,3.929022963614647e-06,0.42567026213077946,0.43547127149707243,0.47720393242784676,0.749712965233435,0.94,0.5953182040082917,0.12373779878979393,5.31951413741361e-05,0.00025152077678633434,2.457737138084167,1.6011892002853079,6.768692036351724,0.0,0.0,0.0,21.20550513612675,18.7097160347991,19.07539232979839,1683.0,1235.0,
