Loop,Time,r0-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r0-Hp,p0-K,p1-K,Value,r0-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r0-nO2,p0-rho,p1-rho,
-1,0,2.35e+12,1.0,0.0,565.2306901882066,1991.7855036059066,0.060798118555166134,0.35073398897463326,1.72e+05,180458.85881597063,15880.895424611745,100000000.0,0.001762109410391129,0.7338086749851456,0.6513912035322873,0.94,0.16988180547954562,0.1468178325772609,2.711532074040088e-05,0.0006537401087073089,1.0190433633839018,0.0,1683.0,1235.0,
0,164.6697,2.48e+12,1.0,0.0,1399.8042200354812,2674.4700993719885,0.07389720460046934,0.2591612516806523,1.70e+05,86193.93773255043,22244.727148391772,100000000.0,0.001608519245893762,0.7338086749851456,0.923208831961605,0.94,0.7122771044659637,0.2037930866472336,7.897898534255362e-05,0.0006704098178363354,0.9613139011523992,0.0,1683.0,1235.0,
1,342.0392,2.48e+12,1.0,0.0,1399.8042200354812,2674.4700993719885,0.07389720460046934,0.2591612516806523,1.70e+05,86193.93773255043,22244.727148391772,100000000.0,0.001608519245893762,0.7338086749851456,0.923208831961605,0.94,0.7122771044659637,0.2037930866472336,7.897898534255362e-05,0.0006704098178363354,0.9613139011523992,0.0,1683.0,1235.0,
2,508.9542,2.41e+12,1.0,0.0,1180.254870170193,1528.828055992425,0.054065721086730134,0.36821322040746773,1.82e+05,135888.2758365645,29111.15855289671,100000000.0,0.0006744713405258551,0.7338086749851456,0.9185845399820909,0.94,0.4365292346389744,0.18239930893155443,5.628691629053559e-05,0.0008174622167563648,0.9683338210026491,0.0,1683.0,1235.0,
3,695.6250,2.29e+12,1.0,0.0,1142.855539220072,1710.1471905700469,0.12939835666296728,0.18478460696438626,1.80e+05,84308.62491286779,21487.836472191513,100000000.0,0.0005960388698256686,0.7338086749851456,0.9013437326830402,0.94,0.42320978567694634,0.1753194782213453,5.3898757061305225e-05,0.0006445793314377383,0.9829423367447687,0.0,1683.0,1235.0,
4,884.8145,2.29e+12,1.0,0.0,1142.855539220072,1710.1471905700469,0.12939835666296728,0.18478460696438626,1.80e+05,84308.62491286779,21487.836472191513,100000000.0,0.0005960388698256686,0.7338086749851456,0.9013437326830402,0.94,0.42320978567694634,0.1753194782213453,5.3898757061305225e-05,0.0006445793314377383,0.9829423367447687,0.0,1683.0,1235.0,
5,1100.7227,2.45e+12,1.0,0.0,1046.1818952495055,1606.5950863231374,0.08527687368284143,0.6531296092241998,1.81e+05,69454.65195922766,19226.530605332802,100000000.0,0.0005722190913432083,0.7338086749851456,0.8562651474429528,0.94,0.3735783076155468,0.16945420098861735,4.776968135267206e-05,0.00046486696711460864,1.0270327288370327,0.0,1683.0,1235.0,
6,1312.6118,2.35e+12,1.0,0.0,1076.5589580174837,1142.0302983255267,0.11411820691186811,0.37882852729855876,1.80e+05,141532.6038529594,17914.57216213563,100000000.0,0.0004356826061069362,0.7338086749851456,0.8822716928587084,0.94,0.4328400944503832,0.12961596033147338,8.740572179365494e-05,0.0006558220114608336,1.014130388320628,0.0,1683.0,1235.0,
7,1525.6077,2.39e+12,1.0,0.0,1119.5566728730355,1197.591317907046,0.08094994264431594,0.5320273451080912,1.78e+05,124305.98095114902,21058.533449254825,100000000.0,0.00032575829068656607,0.7338086749851456,0.9135136401663019,0.94,0.39479358991890623,0.16339658582451044,5.370381584162196e-05,0.000578184949012748,1.0054574494755935,0.0,1683.0,1235.0,
8,1752.4117,2.38e+12,1.0,0.0,1117.5152961324584,1423.045179685049,0.07041684876031082,0.4688891978049344,1.81e+05,120286.0925564822,19381.212120156648,100000000.0,0.000216330737600606,0.7338086749851456,0.9581543632426257,0.94,0.3725833599465622,0.21113965088795789,4.2079974994088695e-05,0.0006326142494077183,0.9809599258136301,0.0,1683.0,1235.0,
9,2028.0822,2.37e+12,1.0,0.0,1088.435604530871,1392.3959653070324,0.05385082578594223,0.3924122951666785,1.80e+05,140786.90043711753,18926.49914594006,100000000.0,0.00017948972653471234,0.7338086749851456,0.9672378263383401,0.94,0.32731489076223974,0.21025682610025895,4.351818193973667e-05,0.0007196424679591503,0.9749739984259511,0.0,1683.0,1235.0,
10,2334.5199,2.39e+12,1.0,0.0,1087.179871351349,1455.7811781732703,0.05980355536664636,0.4529420619647734,1.81e+05,130283.60650951079,17416.463481371175,100000000.0,0.00014341886408561215,0.7338086749851456,0.9834683915365362,0.94,0.3282275903960572,0.22095151415285125,3.562081402376574e-05,0.0006546020867684989,0.9889300578082441,0.0,1683.0,1235.0,
11,2647.2033,2.34e+12,1.0,0.0,1083.118406337439,1375.5589342041762,0.058512817614372103,0.34958297607799893,1.80e+05,139458.93501210096,18359.579052742683,100000000.0,0.00011251802050754234,0.7338086749851456,0.9940580373357439,0.94,0.3171034171016688,0.21776502730815847,5.0594812028969616e-05,0.0006758686177907446,0.9795334420214119,0.0,1683.0,1235.0,
12,2967.0835,2.34e+12,1.0,0.0,1083.118406337439,1375.5589342041762,0.058512817614372103,0.34958297607799893,1.80e+05,139458.93501210096,18359.579052742683,100000000.0,0.00011251802050754234,0.7338086749851456,0.9940580373357439,0.94,0.3171034171016688,0.21776502730815847,5.0594812028969616e-05,0.0006758686177907446,0.9795334420214119,0.0,1683.0,1235.0,
13,3315.9591,2.34e+12,1.0,0.0,1083.118406337439,1375.5589342041762,0.058512817614372103,0.34958297607799893,1.80e+05,139458.93501210096,18359.579052742683,100000000.0,0.00011251802050754234,0.7338086749851456,0.9940580373357439,0.94,0.3171034171016688,0.21776502730815847,5.0594812028969616e-05,0.0006758686177907446,0.9795334420214119,0.0,1683.0,1235.0,
14,3658.2760,2.38e+12,1.0,0.0,1053.0327011325542,1338.8605728069292,0.06418126421473416,0.4173984839280931,1.81e+05,135074.60755020194,18536.289967232788,100000000.0,0.00010905486558005485,0.7338086749851456,0.9772414438793059,0.94,0.3056565589157276,0.20864927790335114,4.40185199732055e-05,0.0006645280873811773,0.9827505434856534,0.0,1683.0,1235.0,
15,4013.8709,2.38e+12,1.0,0.0,1043.3421600139131,1339.140806238826,0.06450810289079867,0.4101344550274455,1.81e+05,137628.1724401709,17494.656418052815,100000000.0,0.00010721109346256783,0.7338086749851456,0.973561926783259,0.94,0.30086606191062015,0.20931202937539722,4.596212550642834e-05,0.0006892767549302281,0.9796120032431613,0.0,1683.0,1235.0,
16,4337.7671,2.37e+12,1.0,0.0,1073.3474189028298,1362.324121905804,0.06420414035900823,0.40460514773747897,1.81e+05,136896.4161923426,17220.130645821348,100000000.0,0.00010497492343292339,0.7338086749851456,0.9863532425926362,0.94,0.31381659150993213,0.20683024316607185,4.8880398272773396e-05,0.0006930537533528724,0.9795670300817789,0.0,1683.0,1235.0,
