s,m,,1/s,W/m2/K,C,C
Time,"Wall thickness","mpua","mlrpua","Front HTC","Front T","Back T"
 4.1400000E+002, 7.4622883E-003, 8.7243479E-001, 1.0349061E-003, 1.5000000E+001, 3.8688260E+002, 3.2023590E+002
 4.1500000E+002, 7.4579795E-003, 8.7139845E-001, 1.0363357E-003, 1.5000000E+001, 3.8707272E+002, 3.2044638E+002
 4.1600000E+002, 7.4536651E-003, 8.7036073E-001, 1.0377094E-003, 1.5000000E+001, 3.8725977E+002, 3.2065427E+002
 4.1700000E+002, 7.4493461E-003, 8.6932170E-001, 1.0390333E-003, 1.5000000E+001, 3.8744897E+002, 3.2085953E+002
 4.1800000E+002, 7.4450225E-003, 8.6828142E-001, 1.0403004E-003, 1.5000000E+001, 3.8763571E+002, 3.2106226E+002
 4.1900000E+002, 7.4406941E-003, 8.6723989E-001, 1.0415171E-003, 1.5000000E+001, 3.8782251E+002, 3.2126245E+002
 4.2000000E+002, 7.4363616E-003, 8.6619723E-001, 1.0426758E-003, 1.5000000E+001, 3.8800897E+002, 3.2146021E+002
 4.2100000E+002, 7.4320254E-003, 8.6515343E-001, 1.0437833E-003, 1.5000000E+001, 3.8819440E+002, 3.2165552E+002
 4.2200000E+002, 7.4276850E-003, 8.6410862E-001, 1.0448333E-003, 1.5000000E+001, 3.8837958E+002, 3.2184848E+002
 4.2300000E+002, 7.4233408E-003, 8.6306274E-001, 1.0458347E-003, 1.5000000E+001, 3.8856381E+002, 3.2203906E+002
 4.2400000E+002, 7.4189939E-003, 8.6201596E-001, 1.0467749E-003, 1.5000000E+001, 3.8874805E+002, 3.2222739E+002
 4.2500000E+002, 7.4146432E-003, 8.6096835E-001, 1.0476664E-003, 1.5000000E+001, 3.8893130E+002, 3.2241345E+002
 4.2600000E+002, 7.4102897E-003, 8.5991985E-001, 1.0484977E-003, 1.5000000E+001, 3.8911450E+002, 3.2259729E+002
 4.2700000E+002, 7.4059339E-003, 8.5887057E-001, 1.0492810E-003, 1.5000000E+001, 3.8929645E+002, 3.2277899E+002
 4.2800000E+002, 7.4015753E-003, 8.5782051E-001, 1.0500045E-003, 1.5000000E+001, 3.8947861E+002, 3.2295856E+002
 4.2900000E+002, 7.3972144E-003, 8.5676986E-001, 1.0506811E-003, 1.5000000E+001, 3.8965942E+002, 3.2313605E+002
 4.3000000E+002, 7.3928516E-003, 8.5571855E-001, 1.0512990E-003, 1.5000000E+001, 3.8984027E+002, 3.2331152E+002
 4.3100000E+002, 7.3884875E-003, 8.5466671E-001, 1.0518694E-003, 1.5000000E+001, 3.9002002E+002, 3.2348499E+002
 4.3200000E+002, 7.3841210E-003, 8.5361433E-001, 1.0523822E-003, 1.5000000E+001, 3.9019971E+002, 3.2365652E+002
 4.3300000E+002, 7.3797535E-003, 8.5256147E-001, 1.0528484E-003, 1.5000000E+001, 3.9037891E+002, 3.2382611E+002
 4.3400000E+002, 7.3753851E-003, 8.5150820E-001, 1.0532581E-003, 1.5000000E+001, 3.9055594E+002, 3.2399387E+002
 4.3500000E+002, 7.3710154E-003, 8.5045457E-001, 1.0536222E-003, 1.5000000E+001, 3.9073474E+002, 3.2415979E+002
 4.3600000E+002, 7.3666451E-003, 8.4940064E-001, 1.0539300E-003, 1.5000000E+001, 3.9091028E+002, 3.2432391E+002
 4.3700000E+002, 7.3622745E-003, 8.4834647E-001, 1.0541937E-003, 1.5000000E+001, 3.9108801E+002, 3.2448630E+002
 4.3800000E+002, 7.3579033E-003, 8.4729207E-001, 1.0544028E-003, 1.5000000E+001, 3.9126233E+002, 3.2464700E+002
 4.3900000E+002, 7.3535317E-003, 8.4623748E-001, 1.0545693E-003, 1.5000000E+001, 3.9143875E+002, 3.2480603E+002
 4.4000000E+002, 7.3491605E-003, 8.4518278E-001, 1.0546816E-003, 1.5000000E+001, 3.9161200E+002, 3.2496341E+002
 4.4100000E+002, 7.3447898E-003, 8.4412807E-001, 1.0547525E-003, 1.5000000E+001, 3.9178726E+002, 3.2511923E+002
 4.4200000E+002, 7.3404196E-003, 8.4307331E-001, 1.0547708E-003, 1.5000000E+001, 3.9195990E+002, 3.2527350E+002
 4.4300000E+002, 7.3360498E-003, 8.4201854E-001, 1.0547485E-003, 1.5000000E+001, 3.9213257E+002, 3.2542624E+002
 4.4400000E+002, 7.3316810E-003, 8.4096384E-001, 1.0546759E-003, 1.5000000E+001, 3.9230484E+002, 3.2557751E+002
 4.4500000E+002, 7.3273131E-003, 8.3990932E-001, 1.0545638E-003, 1.5000000E+001, 3.9247595E+002, 3.2572736E+002
 4.4600000E+002, 7.3229466E-003, 8.3885491E-001, 1.0544019E-003, 1.5000000E+001, 3.9264722E+002, 3.2587579E+002
 4.4700000E+002, 7.3185810E-003, 8.3780068E-001, 1.0542020E-003, 1.5000000E+001, 3.9281717E+002, 3.2602286E+002
 4.4800000E+002, 7.3142177E-003, 8.3674675E-001, 1.0539546E-003, 1.5000000E+001, 3.9298837E+002, 3.2616861E+002
 4.4900000E+002, 7.3098559E-003, 8.3569306E-001, 1.0536652E-003, 1.5000000E+001, 3.9315698E+002, 3.2631305E+002
 4.5000000E+002, 7.3054959E-003, 8.3463973E-001, 1.0533367E-003, 1.5000000E+001, 3.9332544E+002, 3.2645624E+002
 4.5100000E+002, 7.3011382E-003, 8.3358675E-001, 1.0529667E-003, 1.5000000E+001, 3.9349347E+002, 3.2659821E+002
 4.5200000E+002, 7.2967829E-003, 8.3253419E-001, 1.0525583E-003, 1.5000000E+001, 3.9366061E+002, 3.2673895E+002
 4.5300000E+002, 7.2924299E-003, 8.3148211E-001, 1.0521093E-003, 1.5000000E+001, 3.9382751E+002, 3.2687857E+002
 4.5400000E+002, 7.2880792E-003, 8.3043045E-001, 1.0516237E-003, 1.5000000E+001, 3.9399335E+002, 3.2701706E+002
 4.5500000E+002, 7.2837314E-003, 8.2937938E-001, 1.0510985E-003, 1.5000000E+001, 3.9415924E+002, 3.2715442E+002
 4.5600000E+002, 7.2793867E-003, 8.2832885E-001, 1.0505379E-003, 1.5000000E+001, 3.9432474E+002, 3.2729074E+002
 4.5700000E+002, 7.2750449E-003, 8.2727891E-001, 1.0499404E-003, 1.5000000E+001, 3.9448782E+002, 3.2742603E+002
 4.5800000E+002, 7.2707064E-003, 8.2622957E-001, 1.0493083E-003, 1.5000000E+001, 3.9465308E+002, 3.2756030E+002
 4.5900000E+002, 7.2663715E-003, 8.2518095E-001, 1.0486408E-003, 1.5000000E+001, 3.9481488E+002, 3.2769360E+002
 4.6000000E+002, 7.2620399E-003, 8.2413298E-001, 1.0479401E-003, 1.5000000E+001, 3.9497925E+002, 3.2782596E+002
 4.6100000E+002, 7.2577116E-003, 8.2308578E-001, 1.0472001E-003, 1.5000000E+001, 3.9514224E+002, 3.2795743E+002
 4.6200000E+002, 7.2533875E-003, 8.2203937E-001, 1.0464283E-003, 1.5000000E+001, 3.9530276E+002, 3.2808798E+002
 4.6300000E+002, 7.2490671E-003, 8.2099372E-001, 1.0456283E-003, 1.5000000E+001, 3.9546518E+002, 3.2821768E+002
 4.6400000E+002, 7.2447509E-003, 8.1994897E-001, 1.0447961E-003, 1.5000000E+001, 3.9562433E+002, 3.2834653E+002
 4.6500000E+002, 7.2404388E-003, 8.1890500E-001, 1.0439347E-003, 1.5000000E+001, 3.9578564E+002, 3.2847461E+002
 4.6600000E+002, 7.2361310E-003, 8.1786197E-001, 1.0430426E-003, 1.5000000E+001, 3.9594348E+002, 3.2860190E+002
 4.6700000E+002, 7.2318274E-003, 8.1681985E-001, 1.0421232E-003, 1.5000000E+001, 3.9610376E+002, 3.2872842E+002
 4.6800000E+002, 7.2275284E-003, 8.1577867E-001, 1.0411735E-003, 1.5000000E+001, 3.9626123E+002, 3.2885422E+002
 4.6900000E+002, 7.2232340E-003, 8.1473845E-001, 1.0401978E-003, 1.5000000E+001, 3.9641873E+002, 3.2897931E+002
 4.7000000E+002, 7.2189444E-003, 8.1369931E-001, 1.0391939E-003, 1.5000000E+001, 3.9657736E+002, 3.2910373E+002
 4.7100000E+002, 7.2146598E-003, 8.1266111E-001, 1.0381612E-003, 1.5000000E+001, 3.9673340E+002, 3.2922751E+002
 4.7200000E+002, 7.2103799E-003, 8.1162405E-001, 1.0371058E-003, 1.5000000E+001, 3.9688928E+002, 3.2935065E+002
 4.7300000E+002, 7.2061056E-003, 8.1058800E-001, 1.0360219E-003, 1.5000000E+001, 3.9704514E+002, 3.2947318E+002
 4.7400000E+002, 7.2018360E-003, 8.0955309E-001, 1.0349171E-003, 1.5000000E+001, 3.9719983E+002, 3.2959512E+002
 4.7500000E+002, 7.1975719E-003, 8.0851930E-001, 1.0337855E-003, 1.5000000E+001, 3.9735489E+002, 3.2971652E+002
 4.7600000E+002, 7.1933130E-003, 8.0748665E-001, 1.0326295E-003, 1.5000000E+001, 3.9750943E+002, 3.2983737E+002
 4.7700000E+002, 7.1890596E-003, 8.0645519E-001, 1.0314537E-003, 1.5000000E+001, 3.9766290E+002, 3.2995767E+002
 4.7800000E+002, 7.1848119E-003, 8.0542499E-001, 1.0302506E-003, 1.5000000E+001, 3.9781607E+002, 3.3007751E+002
 4.7900000E+002, 7.1805697E-003, 8.0439591E-001, 1.0290327E-003, 1.5000000E+001, 3.9796826E+002, 3.3019687E+002
 4.8000000E+002, 7.1763336E-003, 8.0336815E-001, 1.0277890E-003, 1.5000000E+001, 3.9812048E+002, 3.3031577E+002
 4.8100000E+002, 7.1721030E-003, 8.0234164E-001, 1.0265271E-003, 1.5000000E+001, 3.9827237E+002, 3.3043423E+002
 4.8200000E+002, 7.1678781E-003, 8.0131638E-001, 1.0252439E-003, 1.5000000E+001, 3.9842212E+002, 3.3055228E+002
 4.8300000E+002, 7.1636597E-003, 8.0029243E-001, 1.0239440E-003, 1.5000000E+001, 3.9857373E+002, 3.3066992E+002
 4.8400000E+002, 7.1594468E-003, 7.9926980E-001, 1.0226229E-003, 1.5000000E+001, 3.9872348E+002, 3.3078720E+002
 4.8500000E+002, 7.1552405E-003, 7.9824853E-001, 1.0212829E-003, 1.5000000E+001, 3.9887323E+002, 3.3090411E+002
 4.8600000E+002, 7.1510402E-003, 7.9722857E-001, 1.0199279E-003, 1.5000000E+001, 3.9902295E+002, 3.3102069E+002
 4.8700000E+002, 7.1468465E-003, 7.9621005E-001, 1.0185491E-003, 1.5000000E+001, 3.9917017E+002, 3.3113693E+002
 4.8800000E+002, 7.1426588E-003, 7.9519290E-001, 1.0171609E-003, 1.5000000E+001, 3.9918723E+002, 3.3126715E+002
 4.8900000E+002, 7.1384511E-003, 7.9417032E-001, 1.0225760E-003, 1.5000000E+001, 3.9922537E+002, 3.3138928E+002
 4.9000000E+002, 7.1342508E-003, 7.9314923E-001, 1.0210791E-003, 1.5000000E+001, 3.9935385E+002, 3.3150916E+002
 4.9100000E+002, 7.1300571E-003, 7.9212970E-001, 1.0195086E-003, 1.5000000E+001, 3.9948126E+002, 3.3162827E+002
 4.9200000E+002, 7.1258708E-003, 7.9111183E-001, 1.0178804E-003, 1.5000000E+001, 3.9961929E+002, 3.3174661E+002
 4.9300000E+002, 7.1216924E-003, 7.9009563E-001, 1.0162233E-003, 1.5000000E+001, 3.9975592E+002, 3.3186441E+002
 4.9400000E+002, 7.1175210E-003, 7.8908104E-001, 1.0145549E-003, 1.5000000E+001, 3.9989496E+002, 3.3198166E+002
 4.9500000E+002, 7.1133571E-003, 7.8806818E-001, 1.0128742E-003, 1.5000000E+001, 4.0003467E+002, 3.3209845E+002
 4.9600000E+002, 7.1092010E-003, 7.8705698E-001, 1.0111898E-003, 1.5000000E+001, 4.0017511E+002, 3.3221481E+002
 4.9700000E+002, 7.1050525E-003, 7.8604752E-001, 1.0094966E-003, 1.5000000E+001, 4.0031549E+002, 3.3233081E+002
 4.9800000E+002, 7.1009118E-003, 7.8503972E-001, 1.0077984E-003, 1.5000000E+001, 4.0045612E+002, 3.3244644E+002
 4.9900000E+002, 7.0967786E-003, 7.8403360E-001, 1.0060956E-003, 1.5000000E+001, 4.0059741E+002, 3.3256177E+002
 5.0000000E+002, 7.0926528E-003, 7.8302920E-001, 1.0043877E-003, 1.5000000E+001, 4.0073679E+002, 3.3267679E+002
 5.0100000E+002, 7.0885350E-003, 7.8202653E-001, 1.0026804E-003, 1.5000000E+001, 4.0087836E+002, 3.3279160E+002
 5.0200000E+002, 7.0844246E-003, 7.8102559E-001, 1.0009675E-003, 1.5000000E+001, 4.0101846E+002, 3.3290619E+002
 5.0300000E+002, 7.0803221E-003, 7.8002632E-001, 9.9925080E-004, 1.5000000E+001, 4.0115875E+002, 3.3302054E+002
 5.0400000E+002, 7.0762271E-003, 7.7902877E-001, 9.9753158E-004, 1.5000000E+001, 4.0129898E+002, 3.3313477E+002
 5.0500000E+002, 7.0721400E-003, 7.7803296E-001, 9.9580886E-004, 1.5000000E+001, 4.0143723E+002, 3.3324878E+002
 5.0600000E+002, 7.0680608E-003, 7.7703887E-001, 9.9408254E-004, 1.5000000E+001, 4.0157816E+002, 3.3336270E+002
 5.0700000E+002, 7.0639891E-003, 7.7604657E-001, 9.9234655E-004, 1.5000000E+001, 4.0171796E+002, 3.3347647E+002
 5.0800000E+002, 7.0599257E-003, 7.7505594E-001, 9.9060824E-004, 1.5000000E+001, 4.0185577E+002, 3.3359015E+002
 5.0900000E+002, 7.0558698E-003, 7.7406704E-001, 9.8886713E-004, 1.5000000E+001, 4.0199570E+002, 3.3370377E+002
 5.1000000E+002, 7.0518213E-003, 7.7307993E-001, 9.8712265E-004, 1.5000000E+001, 4.0213452E+002, 3.3381729E+002
 5.1100000E+002, 7.0477813E-003, 7.7209461E-001, 9.8537176E-004, 1.5000000E+001, 4.0227136E+002, 3.3393076E+002
 5.1200000E+002, 7.0437486E-003, 7.7111095E-001, 9.8362053E-004, 1.5000000E+001, 4.0241025E+002, 3.3404419E+002
 5.1300000E+002, 7.0397244E-003, 7.7012908E-001, 9.8186254E-004, 1.5000000E+001, 4.0254721E+002, 3.3415759E+002
 5.1400000E+002, 7.0357076E-003, 7.6914901E-001, 9.8009978E-004, 1.5000000E+001, 4.0268414E+002, 3.3427097E+002
 5.1500000E+002, 7.0316992E-003, 7.6817065E-001, 9.7833644E-004, 1.5000000E+001, 4.0282230E+002, 3.3438440E+002
 5.1600000E+002, 7.0276982E-003, 7.6719409E-001, 9.7656163E-004, 1.5000000E+001, 4.0295819E+002, 3.3449780E+002
 5.1700000E+002, 7.0237056E-003, 7.6621932E-001, 9.7478693E-004, 1.5000000E+001, 4.0309427E+002, 3.3461124E+002
 5.1800000E+002, 7.0197205E-003, 7.6524633E-001, 9.7300747E-004, 1.5000000E+001, 4.0323062E+002, 3.3472473E+002
 5.1900000E+002, 7.0157438E-003, 7.6427507E-001, 9.7122323E-004, 1.5000000E+001, 4.0336655E+002, 3.3483829E+002
 5.2000000E+002, 7.0117749E-003, 7.6330566E-001, 9.6943817E-004, 1.5000000E+001, 4.0350171E+002, 3.3495187E+002
 5.2100000E+002, 7.0078140E-003, 7.6233798E-001, 9.6764532E-004, 1.5000000E+001, 4.0363675E+002, 3.3506552E+002
 5.2200000E+002, 7.0038615E-003, 7.6137215E-001, 9.6585433E-004, 1.5000000E+001, 4.0377155E+002, 3.3517929E+002
 5.2300000E+002, 6.9999169E-003, 7.6040810E-001, 9.6405542E-004, 1.5000000E+001, 4.0390564E+002, 3.3529315E+002
 5.2400000E+002, 6.9959802E-003, 7.5944585E-001, 9.6225587E-004, 1.5000000E+001, 4.0403961E+002, 3.3540707E+002
 5.2500000E+002, 6.9920514E-003, 7.5848538E-001, 9.6044882E-004, 1.5000000E+001, 4.0417386E+002, 3.3552118E+002
 5.2600000E+002, 6.9881310E-003, 7.5752676E-001, 9.5863565E-004, 1.5000000E+001, 4.0430597E+002, 3.3563535E+002
 5.2700000E+002, 6.9842185E-003, 7.5656992E-001, 9.5682475E-004, 1.5000000E+001, 4.0444003E+002, 3.3574966E+002
 5.2800000E+002, 6.9803144E-003, 7.5561494E-001, 9.5500704E-004, 1.5000000E+001, 4.0457309E+002, 3.3586407E+002
 5.2900000E+002, 6.9764182E-003, 7.5466174E-001, 9.5318875E-004, 1.5000000E+001, 4.0470401E+002, 3.3597870E+002
 5.3000000E+002, 6.9725304E-003, 7.5371039E-001, 9.5136650E-004, 1.5000000E+001, 4.0483740E+002, 3.3609348E+002
 5.3100000E+002, 6.9686505E-003, 7.5276083E-001, 9.4954000E-004, 1.5000000E+001, 4.0496945E+002, 3.3620837E+002
 5.3200000E+002, 6.9647790E-003, 7.5181311E-001, 9.4771100E-004, 1.5000000E+001, 4.0509952E+002, 3.3632349E+002
 5.3300000E+002, 6.9609159E-003, 7.5086725E-001, 9.4587554E-004, 1.5000000E+001, 4.0523178E+002, 3.3643875E+002
 5.3400000E+002, 6.9570607E-003, 7.4992317E-001, 9.4404042E-004, 1.5000000E+001, 4.0536160E+002, 3.3655420E+002
 5.3500000E+002, 6.9532138E-003, 7.4898100E-001, 9.4220141E-004, 1.5000000E+001, 4.0549203E+002, 3.3666983E+002
 5.3600000E+002, 6.9493749E-003, 7.4804062E-001, 9.4035978E-004, 1.5000000E+001, 4.0562338E+002, 3.3678568E+002
 5.3700000E+002, 6.9455449E-003, 7.4710214E-001, 9.3851530E-004, 1.5000000E+001, 4.0575232E+002, 3.3690173E+002
 5.3800000E+002, 6.9417227E-003, 7.4616545E-001, 9.3666936E-004, 1.5000000E+001, 4.0588141E+002, 3.3701797E+002
 5.3900000E+002, 6.9379085E-003, 7.4523062E-001, 9.3482161E-004, 1.5000000E+001, 4.0601172E+002, 3.3713449E+002
 5.4000000E+002, 6.9341031E-003, 7.4429768E-001, 9.3296659E-004, 1.5000000E+001, 4.0614011E+002, 3.3725122E+002
 5.4100000E+002, 6.9303056E-003, 7.4336654E-001, 9.3111210E-004, 1.5000000E+001, 4.0626834E+002, 3.3736813E+002
 5.4200000E+002, 6.9265170E-003, 7.4243730E-001, 9.2925265E-004, 1.5000000E+001, 4.0639777E+002, 3.3748529E+002
 5.4300000E+002, 6.9227363E-003, 7.4150991E-001, 9.2739082E-004, 1.5000000E+001, 4.0652487E+002, 3.3760275E+002
 5.4400000E+002, 6.9189640E-003, 7.4058437E-001, 9.2552917E-004, 1.5000000E+001, 4.0665210E+002, 3.3772040E+002
 5.4500000E+002, 6.9152000E-003, 7.3966068E-001, 9.2366454E-004, 1.5000000E+001, 4.0677969E+002, 3.3783832E+002
 5.4600000E+002, 6.9114445E-003, 7.3873889E-001, 9.2179672E-004, 1.5000000E+001, 4.0690695E+002, 3.3795651E+002
 5.4700000E+002, 6.9076973E-003, 7.3781902E-001, 9.1992546E-004, 1.5000000E+001, 4.0703354E+002, 3.3807498E+002
 5.4800000E+002, 6.9039585E-003, 7.3690093E-001, 9.1805350E-004, 1.5000000E+001, 4.0716000E+002, 3.3819366E+002
 5.4900000E+002, 6.9002276E-003, 7.3598474E-001, 9.1617770E-004, 1.5000000E+001, 4.0728625E+002, 3.3831268E+002
 5.5000000E+002, 6.8965056E-003, 7.3507047E-001, 9.1429980E-004, 1.5000000E+001, 4.0741226E+002, 3.3843201E+002
 5.5100000E+002, 6.8927919E-003, 7.3415804E-001, 9.1241830E-004, 1.5000000E+001, 4.0753802E+002, 3.3855154E+002
 5.5200000E+002, 6.8890871E-003, 7.3324752E-001, 9.1053476E-004, 1.5000000E+001, 4.0766360E+002, 3.3867142E+002
 5.5300000E+002, 6.8853903E-003, 7.3233885E-001, 9.0865133E-004, 1.5000000E+001, 4.0778842E+002, 3.3879160E+002
 5.5400000E+002, 6.8817018E-003, 7.3143208E-001, 9.0676441E-004, 1.5000000E+001, 4.0791315E+002, 3.3891208E+002
 5.5500000E+002, 6.8780221E-003, 7.3052722E-001, 9.0487697E-004, 1.5000000E+001, 4.0803802E+002, 3.3903284E+002
 5.5600000E+002, 6.8743504E-003, 7.2962421E-001, 9.0298487E-004, 1.5000000E+001, 4.0816202E+002, 3.3915396E+002
 5.5700000E+002, 6.8706875E-003, 7.2872311E-001, 9.0109051E-004, 1.5000000E+001, 4.0828595E+002, 3.3927536E+002
 5.5800000E+002, 6.8670334E-003, 7.2782391E-001, 8.9919398E-004, 1.5000000E+001, 4.0841013E+002, 3.3939706E+002
 5.5900000E+002, 6.8633873E-003, 7.2692662E-001, 8.9729286E-004, 1.5000000E+001, 4.0853287E+002, 3.3951913E+002
 5.6000000E+002, 6.8597500E-003, 7.2603124E-001, 8.9539454E-004, 1.5000000E+001, 4.0865570E+002, 3.3964154E+002
 5.6100000E+002, 6.8561211E-003, 7.2513777E-001, 8.9349103E-004, 1.5000000E+001, 4.0877960E+002, 3.3976425E+002
 5.6200000E+002, 6.8525006E-003, 7.2424620E-001, 8.9158816E-004, 1.5000000E+001, 4.0890121E+002, 3.3988733E+002
 5.6300000E+002, 6.8488889E-003, 7.2335649E-001, 8.8968122E-004, 1.5000000E+001, 4.0902368E+002, 3.4001074E+002
 5.6400000E+002, 6.8452857E-003, 7.2246873E-001, 8.8776764E-004, 1.5000000E+001, 4.0914703E+002, 3.4013449E+002
 5.6500000E+002, 6.8416907E-003, 7.2158289E-001, 8.8585628E-004, 1.5000000E+001, 4.0926807E+002, 3.4025861E+002
 5.6600000E+002, 6.8381047E-003, 7.2069895E-001, 8.8394032E-004, 1.5000000E+001, 4.0938980E+002, 3.4038312E+002
 5.6700000E+002, 6.8345270E-003, 7.1981692E-001, 8.8202482E-004, 1.5000000E+001, 4.0951230E+002, 3.4050797E+002
 5.6800000E+002, 6.8309582E-003, 7.1893680E-001, 8.8010536E-004, 1.5000000E+001, 4.0963260E+002, 3.4063318E+002
 5.6900000E+002, 6.8273982E-003, 7.1805865E-001, 8.7818276E-004, 1.5000000E+001, 4.0975336E+002, 3.4075879E+002
 5.7000000E+002, 6.8238461E-003, 7.1718234E-001, 8.7626115E-004, 1.5000000E+001, 4.0987500E+002, 3.4088477E+002
 5.7100000E+002, 6.8203034E-003, 7.1630800E-001, 8.7433163E-004, 1.5000000E+001, 4.0999487E+002, 3.4101111E+002
 5.7200000E+002, 6.8167690E-003, 7.1543562E-001, 8.7240530E-004, 1.5000000E+001, 4.1011542E+002, 3.4113788E+002
 5.7300000E+002, 6.8132430E-003, 7.1456516E-001, 8.7047258E-004, 1.5000000E+001, 4.1023514E+002, 3.4126498E+002
 5.7400000E+002, 6.8097259E-003, 7.1369660E-001, 8.6853770E-004, 1.5000000E+001, 4.1035522E+002, 3.4139252E+002
 5.7500000E+002, 6.8062176E-003, 7.1283001E-001, 8.6660101E-004, 1.5000000E+001, 4.1047501E+002, 3.4152048E+002
 5.7600000E+002, 6.8027182E-003, 7.1196532E-001, 8.6466293E-004, 1.5000000E+001, 4.1059409E+002, 3.4164883E+002
 5.7700000E+002, 6.7992271E-003, 7.1110260E-001, 8.6272211E-004, 1.5000000E+001, 4.1071310E+002, 3.4177759E+002
 5.7800000E+002, 6.7957449E-003, 7.1024185E-001, 8.6077582E-004, 1.5000000E+001, 4.1083215E+002, 3.4190677E+002
 5.7900000E+002, 6.7922715E-003, 7.0938301E-001, 8.5882971E-004, 1.5000000E+001, 4.1095102E+002, 3.4203638E+002
 5.8000000E+002, 6.7888065E-003, 7.0852613E-001, 8.5687806E-004, 1.5000000E+001, 4.1106949E+002, 3.4216638E+002
 5.8100000E+002, 6.7853504E-003, 7.0767123E-001, 8.5492572E-004, 1.5000000E+001, 4.1118793E+002, 3.4229684E+002
 5.8200000E+002, 6.7819036E-003, 7.0681822E-001, 8.5297093E-004, 1.5000000E+001, 4.1130658E+002, 3.4242773E+002
 5.8300000E+002, 6.7784651E-003, 7.0596725E-001, 8.5101288E-004, 1.5000000E+001, 4.1142316E+002, 3.4255905E+002
 5.8400000E+002, 6.7750355E-003, 7.0511818E-001, 8.4905134E-004, 1.5000000E+001, 4.1154187E+002, 3.4269086E+002
 5.8500000E+002, 6.7716148E-003, 7.0427108E-001, 8.4708468E-004, 1.5000000E+001, 4.1165955E+002, 3.4282306E+002
 5.8600000E+002, 6.7682024E-003, 7.0342600E-001, 8.4511907E-004, 1.5000000E+001, 4.1177548E+002, 3.4295575E+002
 5.8700000E+002, 6.7647994E-003, 7.0258284E-001, 8.4314821E-004, 1.5000000E+001, 4.1189377E+002, 3.4308890E+002
 5.8800000E+002, 6.7614052E-003, 7.0174164E-001, 8.4117707E-004, 1.5000000E+001, 4.1201093E+002, 3.4322247E+002
 5.8900000E+002, 6.7580198E-003, 7.0090246E-001, 8.3919859E-004, 1.5000000E+001, 4.1212637E+002, 3.4335654E+002
 5.9000000E+002, 6.7546433E-003, 7.0006526E-001, 8.3722040E-004, 1.5000000E+001, 4.1224417E+002, 3.4349109E+002
 5.9100000E+002, 6.7512761E-003, 6.9923002E-001, 8.3523622E-004, 1.5000000E+001, 4.1236075E+002, 3.4362610E+002
 5.9200000E+002, 6.7479173E-003, 6.9839674E-001, 8.3324907E-004, 1.5000000E+001, 4.1247617E+002, 3.4376160E+002
 5.9300000E+002, 6.7445678E-003, 6.9756550E-001, 8.3126029E-004, 1.5000000E+001, 4.1259222E+002, 3.4389758E+002
 5.9400000E+002, 6.7412271E-003, 6.9673622E-001, 8.2926330E-004, 1.5000000E+001, 4.1270920E+002, 3.4403406E+002
 5.9500000E+002, 6.7378953E-003, 6.9590896E-001, 8.2726928E-004, 1.5000000E+001, 4.1282394E+002, 3.4417102E+002
 5.9600000E+002, 6.7345728E-003, 6.9508368E-001, 8.2526688E-004, 1.5000000E+001, 4.1293921E+002, 3.4430850E+002
 5.9700000E+002, 6.7312587E-003, 6.9426042E-001, 8.2326238E-004, 1.5000000E+001, 4.1305548E+002, 3.4444650E+002
 5.9800000E+002, 6.7279544E-003, 6.9343919E-001, 8.2125497E-004, 1.5000000E+001, 4.1317014E+002, 3.4458499E+002
 5.9900000E+002, 6.7246589E-003, 6.9261992E-001, 8.1924192E-004, 1.5000000E+001, 4.1326376E+002, 3.4476163E+002
 6.0000000E+002, 6.7213550E-003, 6.9179821E-001, 8.2172302E-004, 1.5000000E+001, 4.1335367E+002, 3.4491571E+002
 6.0100000E+002, 6.7180614E-003, 6.9097859E-001, 8.1960042E-004, 1.5000000E+001, 4.1345486E+002, 3.4506409E+002
 6.0200000E+002, 6.7147766E-003, 6.9016111E-001, 8.1748056E-004, 1.5000000E+001, 4.1355792E+002, 3.4521085E+002
 6.0300000E+002, 6.7115021E-003, 6.8934578E-001, 8.1535685E-004, 1.5000000E+001, 4.1366437E+002, 3.4535648E+002
 6.0400000E+002, 6.7082364E-003, 6.8853253E-001, 8.1323209E-004, 1.5000000E+001, 4.1377173E+002, 3.4550168E+002
 6.0500000E+002, 6.7049810E-003, 6.8772143E-001, 8.1110233E-004, 1.5000000E+001, 4.1388077E+002, 3.4564664E+002
 6.0600000E+002, 6.7017344E-003, 6.8691248E-001, 8.0897030E-004, 1.5000000E+001, 4.1399020E+002, 3.4579163E+002
 6.0700000E+002, 6.6984980E-003, 6.8610561E-001, 8.0683606E-004, 1.5000000E+001, 4.1409979E+002, 3.4593680E+002
 6.0800000E+002, 6.6952710E-003, 6.8530095E-001, 8.0469763E-004, 1.5000000E+001, 4.1421036E+002, 3.4608221E+002
 6.0900000E+002, 6.6920533E-003, 6.8449837E-001, 8.0255733E-004, 1.5000000E+001, 4.1432098E+002, 3.4622800E+002
 6.1000000E+002, 6.6888453E-003, 6.8369794E-001, 8.0041494E-004, 1.5000000E+001, 4.1443185E+002, 3.4637421E+002
 6.1100000E+002, 6.6856472E-003, 6.8289965E-001, 7.9826999E-004, 1.5000000E+001, 4.1454279E+002, 3.4652084E+002
 6.1200000E+002, 6.6824588E-003, 6.8210357E-001, 7.9612050E-004, 1.5000000E+001, 4.1465381E+002, 3.4666800E+002
