s,m,,1/s,W/m2/K,C,C
Time,"Wall thickness","mpua","mlrpua","Front HTC","Front T","Back T"
 1.2080000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7334311E+002, 4.7506601E+002
 1.2090000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7336234E+002, 4.7510474E+002
 1.2100000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7338138E+002, 4.7514319E+002
 1.2110000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7340033E+002, 4.7518137E+002
 1.2120000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7341916E+002, 4.7521930E+002
 1.2130000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7343781E+002, 4.7525699E+002
 1.2140000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7345639E+002, 4.7529443E+002
 1.2150000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7347482E+002, 4.7533160E+002
 1.2160000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7349310E+002, 4.7536853E+002
 1.2170000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7351129E+002, 4.7540524E+002
 1.2180000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7352933E+002, 4.7544168E+002
 1.2190000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7354727E+002, 4.7547787E+002
 1.2200000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7356503E+002, 4.7551382E+002
 1.2210000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7358273E+002, 4.7554953E+002
 1.2220000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7360031E+002, 4.7558499E+002
 1.2230000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7361777E+002, 4.7562024E+002
 1.2240000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7363541E+002, 4.7565524E+002
 1.2250000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7365344E+002, 4.7569000E+002
 1.2260000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7367059E+002, 4.7572452E+002
 1.2270000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7368771E+002, 4.7575882E+002
 1.2280000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7370462E+002, 4.7579291E+002
 1.2290000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7372144E+002, 4.7582675E+002
 1.2300000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7373813E+002, 4.7586035E+002
 1.2310000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7375467E+002, 4.7589374E+002
 1.2320000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7377112E+002, 4.7592691E+002
 1.2330000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7378748E+002, 4.7595984E+002
 1.2340000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7380368E+002, 4.7599255E+002
 1.2350000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7381979E+002, 4.7602505E+002
 1.2360000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7383578E+002, 4.7605734E+002
 1.2370000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7385165E+002, 4.7608939E+002
 1.2380000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7386746E+002, 4.7612125E+002
 1.2390000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7388315E+002, 4.7615289E+002
 1.2400000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7389871E+002, 4.7618430E+002
 1.2410000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7391415E+002, 4.7621552E+002
 1.2420000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7392950E+002, 4.7624652E+002
 1.2430000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7394476E+002, 4.7627731E+002
 1.2440000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7395993E+002, 4.7630789E+002
 1.2450000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7397501E+002, 4.7633829E+002
 1.2460000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7398993E+002, 4.7636847E+002
 1.2470000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7400479E+002, 4.7639844E+002
 1.2480000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7401984E+002, 4.7642819E+002
 1.2490000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7403531E+002, 4.7645776E+002
 1.2500000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7404993E+002, 4.7648715E+002
 1.2510000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7406448E+002, 4.7651633E+002
 1.2520000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7407889E+002, 4.7654532E+002
 1.2530000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7409320E+002, 4.7657410E+002
 1.2540000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7410739E+002, 4.7660272E+002
 1.2550000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7412149E+002, 4.7663110E+002
 1.2560000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7413547E+002, 4.7665933E+002
 1.2570000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7414935E+002, 4.7668735E+002
 1.2580000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7416315E+002, 4.7671518E+002
 1.2590000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7417688E+002, 4.7674283E+002
 1.2600000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7419049E+002, 4.7677029E+002
 1.2610000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7420401E+002, 4.7679755E+002
 1.2620000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7421744E+002, 4.7682465E+002
 1.2630000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7423077E+002, 4.7685156E+002
 1.2640000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7424402E+002, 4.7687830E+002
 1.2650000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7425717E+002, 4.7690482E+002
 1.2660000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7427023E+002, 4.7693121E+002
 1.2670000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7428320E+002, 4.7695740E+002
 1.2680000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7429611E+002, 4.7698343E+002
 1.2690000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7430893E+002, 4.7700928E+002
 1.2700000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7432162E+002, 4.7703494E+002
 1.2710000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7433426E+002, 4.7706042E+002
 1.2720000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7434683E+002, 4.7708575E+002
 1.2730000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7435928E+002, 4.7711090E+002
 1.2740000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7437167E+002, 4.7713589E+002
 1.2750000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7438397E+002, 4.7716071E+002
 1.2760000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7439618E+002, 4.7718536E+002
 1.2770000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7440863E+002, 4.7720987E+002
 1.2780000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7442151E+002, 4.7723419E+002
 1.2790000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7443350E+002, 4.7725833E+002
 1.2800000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7444553E+002, 4.7728235E+002
 1.2810000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7445734E+002, 4.7730618E+002
 1.2820000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7446912E+002, 4.7732983E+002
 1.2830000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7448080E+002, 4.7735336E+002
 1.2840000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7449240E+002, 4.7737671E+002
 1.2850000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7450391E+002, 4.7739993E+002
 1.2860000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7451535E+002, 4.7742297E+002
 1.2870000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7452670E+002, 4.7744586E+002
 1.2880000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7453796E+002, 4.7746860E+002
 1.2890000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7454916E+002, 4.7749118E+002
 1.2900000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7456030E+002, 4.7751361E+002
 1.2910000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7457132E+002, 4.7753589E+002
 1.2920000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7458231E+002, 4.7755801E+002
 1.2930000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7459320E+002, 4.7757999E+002
 1.2940000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7460400E+002, 4.7760181E+002
 1.2950000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7461475E+002, 4.7762350E+002
 1.2960000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7462543E+002, 4.7764505E+002
 1.2970000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7463602E+002, 4.7766644E+002
 1.2980000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7464655E+002, 4.7768768E+002
 1.2990000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7465701E+002, 4.7770880E+002
 1.3000000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7466742E+002, 4.7772977E+002
 1.3010000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7467773E+002, 4.7775058E+002
 1.3020000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7468799E+002, 4.7777127E+002
 1.3030000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7469818E+002, 4.7779181E+002
 1.3040000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7470828E+002, 4.7781223E+002
 1.3050000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7471832E+002, 4.7783249E+002
 1.3060000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7472830E+002, 4.7785263E+002
 1.3070000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7473822E+002, 4.7787262E+002
 1.3080000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7474808E+002, 4.7789249E+002
 1.3090000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7475784E+002, 4.7791223E+002
 1.3100000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7476755E+002, 4.7793182E+002
 1.3110000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7477719E+002, 4.7795129E+002
 1.3120000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7478677E+002, 4.7797064E+002
 1.3130000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7479630E+002, 4.7798984E+002
 1.3140000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7480603E+002, 4.7800891E+002
 1.3150000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7481625E+002, 4.7802786E+002
 1.3160000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7482562E+002, 4.7804666E+002
 1.3170000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7483499E+002, 4.7806537E+002
 1.3180000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7484424E+002, 4.7808392E+002
 1.3190000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7485342E+002, 4.7810239E+002
 1.3200000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7486252E+002, 4.7812070E+002
 1.3210000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7487155E+002, 4.7813889E+002
 1.3220000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7488052E+002, 4.7815698E+002
 1.3230000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7488943E+002, 4.7817493E+002
 1.3240000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7489828E+002, 4.7819275E+002
 1.3250000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7490707E+002, 4.7821045E+002
 1.3260000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7491580E+002, 4.7822806E+002
 1.3270000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7492444E+002, 4.7824551E+002
 1.3280000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7493307E+002, 4.7826288E+002
 1.3290000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7494162E+002, 4.7828012E+002
 1.3300000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7495010E+002, 4.7829724E+002
 1.3310000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7495853E+002, 4.7831424E+002
 1.3320000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7496689E+002, 4.7833112E+002
 1.3330000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7497519E+002, 4.7834790E+002
 1.3340000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7498346E+002, 4.7836456E+002
 1.3350000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7499167E+002, 4.7838110E+002
 1.3360000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7499982E+002, 4.7839755E+002
 1.3370000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7500790E+002, 4.7841388E+002
 1.3380000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7501596E+002, 4.7843011E+002
 1.3390000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7502393E+002, 4.7844623E+002
 1.3400000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7503186E+002, 4.7846222E+002
 1.3410000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7503973E+002, 4.7847812E+002
 1.3420000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7504758E+002, 4.7849390E+002
 1.3430000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7505536E+002, 4.7850958E+002
 1.3440000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7506308E+002, 4.7852515E+002
 1.3450000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7507074E+002, 4.7854062E+002
 1.3460000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7507834E+002, 4.7855600E+002
 1.3470000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7508591E+002, 4.7857126E+002
 1.3480000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7509341E+002, 4.7858643E+002
 1.3490000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7510089E+002, 4.7860150E+002
 1.3500000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7510831E+002, 4.7861646E+002
 1.3510000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7511566E+002, 4.7863132E+002
 1.3520000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7512299E+002, 4.7864606E+002
 1.3530000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7513025E+002, 4.7866074E+002
 1.3540000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7513745E+002, 4.7867529E+002
 1.3550000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7514462E+002, 4.7868976E+002
 1.3560000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7515173E+002, 4.7870410E+002
 1.3570000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7515881E+002, 4.7871838E+002
 1.3580000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7516583E+002, 4.7873254E+002
 1.3590000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7517282E+002, 4.7874661E+002
 1.3600000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7517975E+002, 4.7876059E+002
 1.3610000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7518661E+002, 4.7877448E+002
 1.3620000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7519345E+002, 4.7878827E+002
 1.3630000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7520053E+002, 4.7880197E+002
 1.3640000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7520813E+002, 4.7881558E+002
 1.3650000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7521484E+002, 4.7882910E+002
 1.3660000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7522162E+002, 4.7884253E+002
 1.3670000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7522827E+002, 4.7885587E+002
 1.3680000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7523486E+002, 4.7886911E+002
 1.3690000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7524139E+002, 4.7888226E+002
 1.3700000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7524789E+002, 4.7889532E+002
 1.3710000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7525436E+002, 4.7890829E+002
 1.3720000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7526074E+002, 4.7892120E+002
 1.3730000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7526712E+002, 4.7893399E+002
 1.3740000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7527341E+002, 4.7894672E+002
 1.3750000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7527969E+002, 4.7895935E+002
 1.3760000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7528592E+002, 4.7897189E+002
 1.3770000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7529208E+002, 4.7898434E+002
 1.3780000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7529822E+002, 4.7899673E+002
 1.3790000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7530432E+002, 4.7900903E+002
 1.3800000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7531036E+002, 4.7902124E+002
 1.3810000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7531638E+002, 4.7903336E+002
 1.3820000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7532236E+002, 4.7904541E+002
 1.3830000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7532828E+002, 4.7905737E+002
 1.3840000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7533417E+002, 4.7906927E+002
 1.3850000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7534003E+002, 4.7908105E+002
 1.3860000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7534586E+002, 4.7909280E+002
 1.3870000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7535162E+002, 4.7910443E+002
 1.3880000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7535736E+002, 4.7911600E+002
 1.3890000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7536307E+002, 4.7912750E+002
 1.3900000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7536871E+002, 4.7913892E+002
 1.3910000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7537433E+002, 4.7915024E+002
 1.3920000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7537991E+002, 4.7916150E+002
 1.3930000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7538547E+002, 4.7917270E+002
 1.3940000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7539096E+002, 4.7918381E+002
 1.3950000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7539642E+002, 4.7919482E+002
 1.3960000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7540186E+002, 4.7920578E+002
 1.3970000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7540726E+002, 4.7921667E+002
 1.3980000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7541263E+002, 4.7922748E+002
 1.3990000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7541794E+002, 4.7923822E+002
 1.4000000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7542322E+002, 4.7924890E+002
 1.4010000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7542847E+002, 4.7925949E+002
 1.4020000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7543369E+002, 4.7927002E+002
 1.4030000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7543887E+002, 4.7928046E+002
 1.4040000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7544403E+002, 4.7929083E+002
 1.4050000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7544913E+002, 4.7930115E+002
 1.4060000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7545422E+002, 4.7931140E+002
