Loop,Time,r0-A,r1-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r0-Hp,r1-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r0-nO2,r1-nO2,p0-rho,p1-rho,
25,4057.1811,1.47e+12,6.51e+13,1.0,0.0,1029.5907309544436,1075.6175208282264,0.0118587854623152,0.25437742375628614,1.72e+05,3.35e+05,168221.08472463628,343189.8107230475,36140.86911430587,100000000.0,7.268684627603921e-05,0.5820310584649419,0.920666441545164,0.8975173819370779,0.94,0.30660257911062805,0.06323058301711487,1.660084725970839e-05,0.00034687557239854964,1.171492677940571,1.8624333978779881,0.0,0.0,1683.0,1235.0,
26,4213.5157,1.59e+12,6.40e+13,1.0,0.0,1060.6303123580938,1032.412796517765,0.015488574937445258,0.3220719340185363,1.72e+05,3.58e+05,167393.96405211714,349556.51234133553,34685.888533105666,100000000.0,6.748900857233118e-05,0.5819833459385753,0.8849543735403619,0.9194228032228493,0.94,0.31750721151754513,0.06645091971283583,1.4877921261166312e-05,0.0003380496063136338,1.1421192404419678,2.2109266440934943,0.0,0.0,1683.0,1235.0,
27,4374.7785,1.56e+12,6.29e+13,1.0,0.0,1061.1840328752553,1026.4526497476186,0.014094283243364703,0.3163228638509322,1.72e+05,3.56e+05,167177.96091078318,347435.1946273199,34925.44871203022,100000000.0,6.513354154222934e-05,0.5821052658427404,0.8894306116511558,0.9190071539754624,0.94,0.31740909549720653,0.06546867409777243,1.4437786119532816e-05,0.00033675385923641733,1.1401524534513903,2.159705844735904,0.0,0.0,1683.0,1235.0,
28,4537.2300,1.54e+12,5.85e+13,1.0,0.0,1097.3738010802986,1010.675579315498,0.012149125770215503,0.3308332476345538,1.72e+05,3.75e+05,166683.26452266774,352860.4491098808,35307.06086794719,100000000.0,6.092339862373725e-05,0.5822185550417338,0.8956900440942861,0.9435686859081216,0.94,0.33016526226876164,0.0637591848140858,1.2306925079961195e-05,0.0003349507440129102,1.143987446982352,2.2631977807743673,0.0,0.0,1683.0,1235.0,
29,4699.4880,1.56e+12,5.81e+13,1.0,0.0,1100.3952923640072,991.5281990077237,0.013422423296215676,0.34193657146451256,1.72e+05,3.79e+05,167166.65834958424,361401.4587455117,35133.814922571604,100000000.0,5.921963778827401e-05,0.5822290264186265,0.8875213450545915,0.9462239947349645,0.94,0.33077980326445644,0.06445558198979931,1.312907115169368e-05,0.00033276842648462506,1.1574430369000863,2.321581325327496,0.0,0.0,1683.0,1235.0,
30,4860.9493,1.56e+12,5.81e+13,1.0,0.0,1100.3952923640072,991.5281990077237,0.013422423296215676,0.34193657146451256,1.72e+05,3.79e+05,167166.65834958424,361401.4587455117,35133.814922571604,100000000.0,5.921963778827401e-05,0.5822290264186265,0.8875213450545915,0.9462239947349645,0.94,0.33077980326445644,0.06445558198979931,1.312907115169368e-05,0.00033276842648462506,1.1574430369000863,2.321581325327496,0.0,0.0,1683.0,1235.0,
31,5019.8145,1.58e+12,5.73e+13,1.0,0.0,1108.613910104374,988.6240970398221,0.013514423315667858,0.34825511282157817,1.72e+05,3.83e+05,166779.81981541179,363712.9701582572,35158.89097335368,100000000.0,5.8534263890153414e-05,0.582200634177962,0.8866846646501692,0.9513476980530909,0.94,0.33347411523540627,0.06465991756860431,1.2881099774273356e-05,0.0003319669940486632,1.1591933093081006,2.347944182813555,0.0,0.0,1683.0,1235.0,
32,5174.5647,1.64e+12,5.91e+13,1.0,0.0,1095.9452881146663,984.9180722431449,0.016107567995070016,0.3585168222533459,1.72e+05,3.79e+05,166922.11194963282,367075.4425897347,34647.67746161629,100000000.0,5.806954663651844e-05,0.5821217373429397,0.8732228015293869,0.9434390851600869,0.94,0.328868255279846,0.06636802246165283,1.4115347257369894e-05,0.0003309924526264051,1.163734194465991,2.36905944876486,0.0,0.0,1683.0,1235.0,
33,5338.0277,1.64e+12,5.91e+13,1.0,0.0,1095.9452881146663,984.9180722431449,0.016107567995070016,0.3585168222533459,1.72e+05,3.79e+05,166922.11194963282,367075.4425897347,34647.67746161629,100000000.0,5.806954663651844e-05,0.5821217373429397,0.8732228015293869,0.9434390851600869,0.94,0.328868255279846,0.06636802246165283,1.4115347257369894e-05,0.0003309924526264051,1.163734194465991,2.36905944876486,0.0,0.0,1683.0,1235.0,
34,5498.0820,1.63e+12,5.78e+13,1.0,0.0,1103.3158103962555,982.1689284050703,0.015495401679172845,0.3574948304772627,1.72e+05,3.82e+05,166631.95214909848,368582.8019567933,34927.63789623458,100000000.0,5.796504751423203e-05,0.5821291863163514,0.8769558869941737,0.9482075898773374,0.94,0.331239746701917,0.06554862503734368,1.3820579448071393e-05,0.00033001696045421847,1.1705406687057192,2.364205647349749,0.0,0.0,1683.0,1235.0,
