Loop,Time,r0-A,r1-A,r2-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r2-E,r0-Hp,r1-Hp,r2-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,r2-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r2-n,r0-nO2,r1-nO2,r2-nO2,p0-rho,p1-rho,
-1,0,5.19e+12,7.19e+13,4.56e+12,1.0,0.0,1579.8707341546976,2618.8394334795635,0.18033888662991787,1.0227247079194752,1.64e+05,6.95e+05,4.61e+05,126343.86764048398,689985.7270670364,349357.5893396071,23630.386824342128,100000000.0,0.0024029908373145543,0.4510000453547275,0.5854438598425993,0.2540226019411084,0.9241061613302043,0.94,0.604768107521677,0.25153627997692196,1.6016318729493225e-05,0.0005148085071356748,2.34518804114325,0.6248175235956205,5.2663773075258415,0.0,0.0,0.0,1683.0,1235.0,
0,227.2900,5.19e+12,7.19e+13,4.56e+12,1.0,0.0,1579.8707341546976,2618.8394334795635,0.18033888662991787,1.0227247079194752,1.64e+05,6.95e+05,4.61e+05,126343.86764048398,689985.7270670364,349357.5893396071,23630.386824342128,100000000.0,0.0024029908373145543,0.4510000453547275,0.5854438598425993,0.2540226019411084,0.9241061613302043,0.94,0.604768107521677,0.25153627997692196,1.6016318729493225e-05,0.0005148085071356748,2.34518804114325,0.6248175235956205,5.2663773075258415,0.0,0.0,0.0,1683.0,1235.0,
1,495.1810,5.19e+12,7.19e+13,4.56e+12,1.0,0.0,1579.8707341546976,2618.8394334795635,0.18033888662991787,1.0227247079194752,1.64e+05,6.95e+05,4.61e+05,126343.86764048398,689985.7270670364,349357.5893396071,23630.386824342128,100000000.0,0.0024029908373145543,0.4510000453547275,0.5854438598425993,0.2540226019411084,0.9241061613302043,0.94,0.604768107521677,0.25153627997692196,1.6016318729493225e-05,0.0005148085071356748,2.34518804114325,0.6248175235956205,5.2663773075258415,0.0,0.0,0.0,1683.0,1235.0,
2,764.3750,3.62e+12,1.17e+14,1.10e+13,1.0,0.0,1041.9681220796656,1517.7614328104946,0.08395780547880857,0.5442461059159077,1.66e+05,3.33e+05,3.64e+05,232664.7161169612,535238.4399886841,799121.5510744827,19697.41526074268,100000000.0,0.0017612883740564641,0.4734018080376954,0.4459539501202232,0.466115280945127,0.7438330228398161,0.94,0.6705973239598019,0.1708941124254969,1.37043202593821e-05,0.0005356704003143167,2.4861144477447814,3.654711955206955,5.562717327046803,0.0,0.0,0.0,1683.0,1235.0,
3,1037.4630,3.69e+12,9.86e+13,2.22e+13,1.0,0.0,1049.8577773645936,1740.1913950746189,0.0414059796108221,0.7487419328785037,2.02e+05,1.78e+05,4.50e+05,160165.2149974659,249489.1194491834,1053139.845769599,19309.07764070599,100000000.0,0.0017372654780074583,0.4916072994614824,0.4515339867890764,0.25787247173714023,0.658530687358294,0.94,0.4277703275377026,0.171899630020292,5.8715827299780544e-05,0.0004137840985891755,0.8914026295674433,2.021100981622717,7.601728887399586,0.0,0.0,0.0,1683.0,1235.0,
4,1351.3830,2.88e+12,1.06e+14,1.75e+13,1.0,0.0,939.8626468703933,2205.90606159811,0.06625549184403717,0.5126116010667867,1.61e+05,4.81e+05,4.22e+05,246366.38387235306,484789.4527623804,764130.2467929327,17728.835957852025,100000000.0,0.0011231265768346958,0.4267538764558907,0.5457094053297001,0.5511458094391886,0.647419950670188,0.94,0.5520655912575978,0.17366556141819003,2.7047505623580088e-05,0.0004069377037389212,2.9993736613548303,4.188521086686721,8.686875525287558,0.0,0.0,0.0,1683.0,1235.0,
5,1691.7530,2.88e+12,1.06e+14,1.75e+13,1.0,0.0,939.8626468703933,2205.90606159811,0.06625549184403717,0.5126116010667867,1.61e+05,4.81e+05,4.22e+05,246366.38387235306,484789.4527623804,764130.2467929327,17728.835957852025,100000000.0,0.0011231265768346958,0.4267538764558907,0.5457094053297001,0.5511458094391886,0.647419950670188,0.94,0.5520655912575978,0.17366556141819003,2.7047505623580088e-05,0.0004069377037389212,2.9993736613548303,4.188521086686721,8.686875525287558,0.0,0.0,0.0,1683.0,1235.0,
6,2023.6080,2.88e+12,1.06e+14,1.75e+13,1.0,0.0,939.8626468703933,2205.90606159811,0.06625549184403717,0.5126116010667867,1.61e+05,4.81e+05,4.22e+05,246366.38387235306,484789.4527623804,764130.2467929327,17728.835957852025,100000000.0,0.0011231265768346958,0.4267538764558907,0.5457094053297001,0.5511458094391886,0.647419950670188,0.94,0.5520655912575978,0.17366556141819003,2.7047505623580088e-05,0.0004069377037389212,2.9993736613548303,4.188521086686721,8.686875525287558,0.0,0.0,0.0,1683.0,1235.0,
7,2365.9430,2.88e+12,1.06e+14,1.75e+13,1.0,0.0,939.8626468703933,2205.90606159811,0.06625549184403717,0.5126116010667867,1.61e+05,4.81e+05,4.22e+05,246366.38387235306,484789.4527623804,764130.2467929327,17728.835957852025,100000000.0,0.0011231265768346958,0.4267538764558907,0.5457094053297001,0.5511458094391886,0.647419950670188,0.94,0.5520655912575978,0.17366556141819003,2.7047505623580088e-05,0.0004069377037389212,2.9993736613548303,4.188521086686721,8.686875525287558,0.0,0.0,0.0,1683.0,1235.0,
8,2696.1930,2.88e+12,1.06e+14,1.75e+13,1.0,0.0,939.8626468703933,2205.90606159811,0.06625549184403717,0.5126116010667867,1.61e+05,4.81e+05,4.22e+05,246366.38387235306,484789.4527623804,764130.2467929327,17728.835957852025,100000000.0,0.0011231265768346958,0.4267538764558907,0.5457094053297001,0.5511458094391886,0.647419950670188,0.94,0.5520655912575978,0.17366556141819003,2.7047505623580088e-05,0.0004069377037389212,2.9993736613548303,4.188521086686721,8.686875525287558,0.0,0.0,0.0,1683.0,1235.0,
