Loop,Time,r0-A,r1-A,r2-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r2-E,r0-Hp,r1-Hp,r2-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,r2-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r2-n,r0-nO2,r1-nO2,r2-nO2,p0-rho,p1-rho,
-1,0,3.20e+12,7.99e+13,1.70e+13,1.0,0.0,3928.5239151412975,2078.723353171677,0.15749949164640348,0.19923551187060715,1.18e+05,2.02e+05,5.03e+05,25637.008540582934,742224.629494546,1546497.161014659,4063.6364171599316,100000000.0,0.003625406054706461,0.4431903724174153,0.28211972930813944,0.7307333118802174,0.4728904983799094,0.94,0.12539562300271268,0.2078253990795271,7.360195948510361e-05,0.0002794874712863759,2.044928652537332,0.5441514787998378,3.306193223057289,0.0,0.0,0.0,1683.0,1235.0,
0,474.3720,3.49e+12,1.31e+14,1.78e+13,1.0,0.0,1593.6558396327237,1938.0612526912073,0.16150017425685467,0.5337857020900074,2.27e+05,3.28e+05,1.28e+05,172167.37376848346,297010.67091816827,593137.1704821773,19244.996205769414,100000000.0,0.003267496410682058,0.5821184586398358,0.49483026841931954,0.4187303060745915,0.6242712119471919,0.94,0.3776223451381149,0.0938542324793527,0.00011093574715941644,0.0005297525439851266,2.5166819862925704,3.0528355506554883,5.198830319174252,0.0,0.0,0.0,1683.0,1235.0,
1,1074.6460,4.34e+12,1.44e+14,1.63e+13,1.0,0.0,1309.4609489142608,2095.403918822455,0.07783670950632707,0.42927354493951164,3.06e+05,1.57e+05,2.52e+05,202182.97887163376,364264.4456259667,720445.0929912273,15029.957313091381,100000000.0,0.0019851960770078934,0.7150423914486262,0.4200985390543822,0.5025783593443364,0.637230934883472,0.94,0.26802737307404434,0.08581037303620725,8.440878714971288e-05,0.0003364882203497583,1.1617453930160386,4.119305705847823,5.771557407547583,0.0,0.0,0.0,1683.0,1235.0,
2,1695.3330,4.34e+12,1.44e+14,1.63e+13,1.0,0.0,1309.4609489142608,2095.403918822455,0.07783670950632707,0.42927354493951164,3.06e+05,1.57e+05,2.52e+05,202182.97887163376,364264.4456259667,720445.0929912273,15029.957313091381,100000000.0,0.0019851960770078934,0.7150423914486262,0.4200985390543822,0.5025783593443364,0.637230934883472,0.94,0.26802737307404434,0.08581037303620725,8.440878714971288e-05,0.0003364882203497583,1.1617453930160386,4.119305705847823,5.771557407547583,0.0,0.0,0.0,1683.0,1235.0,
3,2319.4230,4.34e+12,1.44e+14,1.63e+13,1.0,0.0,1309.4609489142608,2095.403918822455,0.07783670950632707,0.42927354493951164,3.06e+05,1.57e+05,2.52e+05,202182.97887163376,364264.4456259667,720445.0929912273,15029.957313091381,100000000.0,0.0019851960770078934,0.7150423914486262,0.4200985390543822,0.5025783593443364,0.637230934883472,0.94,0.26802737307404434,0.08581037303620725,8.440878714971288e-05,0.0003364882203497583,1.1617453930160386,4.119305705847823,5.771557407547583,0.0,0.0,0.0,1683.0,1235.0,
4,2945.0940,4.34e+12,1.44e+14,1.63e+13,1.0,0.0,1309.4609489142608,2095.403918822455,0.07783670950632707,0.42927354493951164,3.06e+05,1.57e+05,2.52e+05,202182.97887163376,364264.4456259667,720445.0929912273,15029.957313091381,100000000.0,0.0019851960770078934,0.7150423914486262,0.4200985390543822,0.5025783593443364,0.637230934883472,0.94,0.26802737307404434,0.08581037303620725,8.440878714971288e-05,0.0003364882203497583,1.1617453930160386,4.119305705847823,5.771557407547583,0.0,0.0,0.0,1683.0,1235.0,
5,3568.3290,4.34e+12,1.44e+14,1.63e+13,1.0,0.0,1309.4609489142608,2095.403918822455,0.07783670950632707,0.42927354493951164,3.06e+05,1.57e+05,2.52e+05,202182.97887163376,364264.4456259667,720445.0929912273,15029.957313091381,100000000.0,0.0019851960770078934,0.7150423914486262,0.4200985390543822,0.5025783593443364,0.637230934883472,0.94,0.26802737307404434,0.08581037303620725,8.440878714971288e-05,0.0003364882203497583,1.1617453930160386,4.119305705847823,5.771557407547583,0.0,0.0,0.0,1683.0,1235.0,
6,4178.5090,4.34e+12,1.44e+14,1.63e+13,1.0,0.0,1309.4609489142608,2095.403918822455,0.07783670950632707,0.42927354493951164,3.06e+05,1.57e+05,2.52e+05,202182.97887163376,364264.4456259667,720445.0929912273,15029.957313091381,100000000.0,0.0019851960770078934,0.7150423914486262,0.4200985390543822,0.5025783593443364,0.637230934883472,0.94,0.26802737307404434,0.08581037303620725,8.440878714971288e-05,0.0003364882203497583,1.1617453930160386,4.119305705847823,5.771557407547583,0.0,0.0,0.0,1683.0,1235.0,
7,4797.7890,4.34e+12,1.44e+14,1.63e+13,1.0,0.0,1309.4609489142608,2095.403918822455,0.07783670950632707,0.42927354493951164,3.06e+05,1.57e+05,2.52e+05,202182.97887163376,364264.4456259667,720445.0929912273,15029.957313091381,100000000.0,0.0019851960770078934,0.7150423914486262,0.4200985390543822,0.5025783593443364,0.637230934883472,0.94,0.26802737307404434,0.08581037303620725,8.440878714971288e-05,0.0003364882203497583,1.1617453930160386,4.119305705847823,5.771557407547583,0.0,0.0,0.0,1683.0,1235.0,
8,5415.1280,5.68e+12,1.31e+14,1.05e+13,1.0,0.0,1468.5050628163604,2700.938938415703,0.05993835597740046,0.3402192095364596,1.53e+05,2.04e+05,2.48e+05,233952.67360795278,583351.0194107939,1028985.2248317366,23090.56599007498,100000000.0,0.0017505273288769556,0.44298812484069716,0.5933904922395633,0.6015437923978239,0.81341138382818,0.94,0.2731057918117167,0.08645141168420739,7.994948129934072e-05,0.0003210382878323522,1.8148649744531722,2.496578699198366,8.801231225994403,0.0,0.0,0.0,1683.0,1235.0,
