Loop,Time,r0-A,r1-A,r2-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r2-E,r0-Hp,r1-Hp,r2-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,r2-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r2-n,r0-nO2,r1-nO2,r2-nO2,p0-rho,p1-rho,
-1,0,2.37e+12,7.61e+13,9.93e+12,1.0,0.0,1158.9900036154281,1393.505152474254,0.04622161280546488,0.47452459455949747,1.75e+05,1.94e+05,1.69e+05,180761.24372387675,491068.02962639264,386697.63789021765,30028.715050697414,100000000.0,0.0010845497362751563,0.705232795398455,0.4684691824884169,0.3171098160525041,0.8453201845986217,0.94,0.19043752306279413,0.3675214507976797,2.9195613263024832e-05,0.0006625064120640478,0.9583482187234793,1.6053019218504012,3.2983930138669506,0.0,0.0,0.0,1683.0,1235.0,
0,363.5550,2.24e+12,7.32e+13,8.49e+12,1.0,0.0,889.879135836643,1669.1209858758912,0.11804496108185084,0.5329863941311148,1.76e+05,2.04e+05,1.70e+05,216072.1854922629,311499.22609046777,420105.8137251862,20314.842510165527,100000000.0,0.0008706649170629078,0.7483914610537138,0.5152489232265929,0.3045910665335538,0.8234016328691216,0.94,0.2905599488439674,0.13525514184793552,4.816556697669016e-05,0.00046525176920562256,1.0147047591931133,1.5601310068684726,3.1024676977823127,0.0,0.0,0.0,1683.0,1235.0,
1,780.5565,2.24e+12,7.32e+13,8.49e+12,1.0,0.0,889.879135836643,1669.1209858758912,0.11804496108185084,0.5329863941311148,1.76e+05,2.04e+05,1.70e+05,216072.1854922629,311499.22609046777,420105.8137251862,20314.842510165527,100000000.0,0.0008706649170629078,0.7483914610537138,0.5152489232265929,0.3045910665335538,0.8234016328691216,0.94,0.2905599488439674,0.13525514184793552,4.816556697669016e-05,0.00046525176920562256,1.0147047591931133,1.5601310068684726,3.1024676977823127,0.0,0.0,0.0,1683.0,1235.0,
2,1277.5904,2.32e+12,7.66e+13,9.11e+12,1.0,0.0,1065.9253945962141,2331.0415556862918,0.13711695391827639,0.6702264793867796,1.75e+05,2.00e+05,1.70e+05,131134.00503870496,570984.3923336222,410769.02481633273,16173.47671306576,100000000.0,0.0002264497831348392,0.7603294151022515,0.4934111053746013,0.3054820710760551,0.8808798323221869,0.94,0.3500815352952539,0.24411891751079617,3.630051722290341e-05,0.00030529731783263375,0.9922030171947034,1.555682234598325,3.0180707856540137,0.0,0.0,0.0,1683.0,1235.0,
3,1804.3760,2.32e+12,7.66e+13,9.11e+12,1.0,0.0,1065.9253945962141,2331.0415556862918,0.13711695391827639,0.6702264793867796,1.75e+05,2.00e+05,1.70e+05,131134.00503870496,570984.3923336222,410769.02481633273,16173.47671306576,100000000.0,0.0002264497831348392,0.7603294151022515,0.4934111053746013,0.3054820710760551,0.8808798323221869,0.94,0.3500815352952539,0.24411891751079617,3.630051722290341e-05,0.00030529731783263375,0.9922030171947034,1.555682234598325,3.0180707856540137,0.0,0.0,0.0,1683.0,1235.0,
4,2354.6900,2.32e+12,7.66e+13,9.11e+12,1.0,0.0,1065.9253945962141,2331.0415556862918,0.13711695391827639,0.6702264793867796,1.75e+05,2.00e+05,1.70e+05,131134.00503870496,570984.3923336222,410769.02481633273,16173.47671306576,100000000.0,0.0002264497831348392,0.7603294151022515,0.4934111053746013,0.3054820710760551,0.8808798323221869,0.94,0.3500815352952539,0.24411891751079617,3.630051722290341e-05,0.00030529731783263375,0.9922030171947034,1.555682234598325,3.0180707856540137,0.0,0.0,0.0,1683.0,1235.0,
5,2932.9470,2.32e+12,7.66e+13,9.11e+12,1.0,0.0,1065.9253945962141,2331.0415556862918,0.13711695391827639,0.6702264793867796,1.75e+05,2.00e+05,1.70e+05,131134.00503870496,570984.3923336222,410769.02481633273,16173.47671306576,100000000.0,0.0002264497831348392,0.7603294151022515,0.4934111053746013,0.3054820710760551,0.8808798323221869,0.94,0.3500815352952539,0.24411891751079617,3.630051722290341e-05,0.00030529731783263375,0.9922030171947034,1.555682234598325,3.0180707856540137,0.0,0.0,0.0,1683.0,1235.0,
6,3485.1290,2.32e+12,7.66e+13,9.11e+12,1.0,0.0,1065.9253945962141,2331.0415556862918,0.13711695391827639,0.6702264793867796,1.75e+05,2.00e+05,1.70e+05,131134.00503870496,570984.3923336222,410769.02481633273,16173.47671306576,100000000.0,0.0002264497831348392,0.7603294151022515,0.4934111053746013,0.3054820710760551,0.8808798323221869,0.94,0.3500815352952539,0.24411891751079617,3.630051722290341e-05,0.00030529731783263375,0.9922030171947034,1.555682234598325,3.0180707856540137,0.0,0.0,0.0,1683.0,1235.0,
7,4003.2430,2.34e+12,7.51e+13,9.15e+12,1.0,0.0,1063.683954574618,1927.0177275103883,0.0849210789129284,0.5283281519189865,1.79e+05,1.84e+05,1.71e+05,203624.1766019382,315211.020431524,397351.5361966152,20577.984498255675,100000000.0,0.0001862740076330017,0.7501771357471552,0.49373333296903776,0.2987859392655935,0.8524655522536881,0.94,0.30238377316584464,0.1254204194278517,6.393752596043694e-05,0.0004433566670581448,0.9943114798828252,1.5107907429632195,3.013741636089806,0.0,0.0,0.0,1683.0,1235.0,
8,4475.5760,2.34e+12,7.53e+13,9.05e+12,1.0,0.0,1085.628882046996,1893.9628008493505,0.09481356355354364,0.55743541341864,1.82e+05,1.83e+05,1.71e+05,192175.62146588613,315957.6876667313,404795.14897507965,21199.464817801803,100000000.0,0.00011764339959885632,0.7518620542318049,0.48977372327784274,0.30375648799059424,0.8809060956434009,0.94,0.2971978886475821,0.14670674385150945,5.870166808012169e-05,0.0004979179419114001,1.0022298493700847,1.4823345527797176,3.005874142649213,0.0,0.0,0.0,1683.0,1235.0,
