Loop,Time,r0-A,r1-A,r2-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r2-E,r0-Hp,r1-Hp,r2-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,r2-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r2-n,r0-nO2,r1-nO2,r2-nO2,p0-rho,p1-rho,
-1,0,2.41e+12,7.56e+13,9.82e+12,1.0,0.0,948.018630309386,775.0215131518756,0.023861229907610318,0.8880737268785149,1.92e+05,1.79e+05,1.92e+05,34035.85581408975,411051.77839121764,424714.24231122574,17759.535131719756,100000000.0,0.0015358253001139495,0.676062731284794,0.4513823004114986,0.2732954090892902,0.7779865479073846,0.94,0.7606344064672032,0.07102095723747572,7.079987503148061e-05,0.0006314455223348229,1.0358119351077675,1.5632203821908144,2.9884954786924594,0.0,0.0,0.0,1683.0,1235.0,
0,212.1260,2.50e+12,7.91e+13,9.01e+12,1.0,0.0,953.9723127680443,2184.9690501286177,0.06316501692474746,0.4538086451707546,1.84e+05,1.93e+05,1.74e+05,195049.33924661466,195306.48967641802,404378.72361964174,13881.484867812353,100000000.0,0.0013925380777140505,0.7582776644458591,0.47805395296049624,0.3092419795289851,0.8158527691495663,0.94,0.40102992311120433,0.13177597022526638,2.997274293364828e-05,0.00040254727510457525,0.9966942764598175,1.4491507844218172,2.850182381482557,0.0,0.0,0.0,1683.0,1235.0,
1,444.4130,2.50e+12,7.91e+13,9.01e+12,1.0,0.0,953.9723127680443,2184.9690501286177,0.06316501692474746,0.4538086451707546,1.84e+05,1.93e+05,1.74e+05,195049.33924661466,195306.48967641802,404378.72361964174,13881.484867812353,100000000.0,0.0013925380777140505,0.7582776644458591,0.47805395296049624,0.3092419795289851,0.8158527691495663,0.94,0.40102992311120433,0.13177597022526638,2.997274293364828e-05,0.00040254727510457525,0.9966942764598175,1.4491507844218172,2.850182381482557,0.0,0.0,0.0,1683.0,1235.0,
2,749.3200,2.36e+12,7.23e+13,9.79e+12,1.0,0.0,960.126994627765,2165.9515993830632,0.026735685646901652,0.4574954831639372,1.81e+05,1.97e+05,1.75e+05,237411.31790877477,191096.66377297288,400959.42157681193,13686.82455812992,100000000.0,0.0010997373933548191,0.752430663311968,0.5089716639835781,0.29709174329535487,0.8260893658382433,0.94,0.341053094658466,0.16043724600964449,8.430120563182922e-05,0.0006422749811258175,1.0517271468208849,1.5514290183982802,3.0424013695617296,0.0,0.0,0.0,1683.0,1235.0,
3,1074.5050,2.37e+12,7.42e+13,9.41e+12,1.0,0.0,1082.273487925321,1350.14395822073,0.08379916807682153,0.6530440459468725,1.80e+05,1.93e+05,1.73e+05,247811.87727028114,252359.53543703211,402733.61487662984,14553.20352660305,100000000.0,0.0009596850672912414,0.7357319809578655,0.5045907863758863,0.3054342596972035,0.9136010989573526,0.94,0.3918498674785298,0.10311724007763123,3.278441615877429e-05,0.0005251207280137772,0.9935218674360631,1.530941095033954,2.9556185757332196,0.0,0.0,0.0,1683.0,1235.0,
4,1384.4360,2.31e+12,7.60e+13,9.18e+12,1.0,0.0,870.8169973601607,2033.3477703218437,0.11124921777883963,0.6038695420358147,1.76e+05,1.92e+05,1.73e+05,214988.7523254644,248499.3202244332,408174.1649017383,20308.202722156464,100000000.0,0.0009568576456237812,0.7475663102981567,0.48408272526951135,0.3061566315742972,0.8577240040314477,0.94,0.21374020573947672,0.2011462396415766,8.846113710418604e-05,0.0006900192558214303,1.0498798550506145,1.5517917909719234,2.9766664825583944,0.0,0.0,0.0,1683.0,1235.0,
5,1681.5600,2.27e+12,7.34e+13,8.94e+12,1.0,0.0,1027.8137861015034,1545.469264443691,0.1161719701731207,0.41218417887055925,1.81e+05,1.89e+05,1.74e+05,171290.37721759983,274656.1695323746,396547.2265669381,24824.632815531597,100000000.0,0.0003887017560396804,0.763238570573376,0.500746100808511,0.30063004042828045,0.9079439240629605,0.94,0.30527012668173625,0.20820358785180315,6.575231435912813e-05,0.0005383982062107189,0.9974161010812568,1.4823791940379645,3.0925412423896024,0.0,0.0,0.0,1683.0,1235.0,
6,1994.2580,2.36e+12,7.40e+13,9.21e+12,1.0,0.0,1126.5855649260607,1251.900083172446,0.09243181374722287,0.5564006563227463,1.80e+05,1.93e+05,1.74e+05,122782.83551334334,336257.62414734485,394553.598664576,20012.93376175832,100000000.0,0.00038677259224660914,0.7586330052733785,0.49095639221180687,0.3016908730937662,0.9734234111885856,0.94,0.3573468621626551,0.19450264212197355,6.821111513031995e-05,0.0005706683067969951,1.032464072154782,1.4755821592219864,3.015359587440577,0.0,0.0,0.0,1683.0,1235.0,
7,2337.1320,2.36e+12,7.40e+13,9.21e+12,1.0,0.0,1126.5855649260607,1251.900083172446,0.09243181374722287,0.5564006563227463,1.80e+05,1.93e+05,1.74e+05,122782.83551334334,336257.62414734485,394553.598664576,20012.93376175832,100000000.0,0.00038677259224660914,0.7586330052733785,0.49095639221180687,0.3016908730937662,0.9734234111885856,0.94,0.3573468621626551,0.19450264212197355,6.821111513031995e-05,0.0005706683067969951,1.032464072154782,1.4755821592219864,3.015359587440577,0.0,0.0,0.0,1683.0,1235.0,
8,2664.3150,2.30e+12,7.54e+13,9.12e+12,1.0,0.0,1129.471682408858,1077.8411215220585,0.0962951818360801,0.5270761573074423,1.79e+05,1.90e+05,1.73e+05,208293.8185240429,315316.6964991498,395851.76107394986,22572.964847950716,100000000.0,0.0002655240464151189,0.7495098302027943,0.4960568589044581,0.29749725750428885,0.9206640610068586,0.94,0.389116078299934,0.17540426465573766,4.8712782796948915e-05,0.0005598468982251991,0.9904297357007052,1.4924194348360558,3.009786079012742,0.0,0.0,0.0,1683.0,1235.0,
