s,m,C,C
Time,"Wall thickness","Wall_temperature","Back_wall_temperature"
 0.0000000E+000, 8.0000004E-003, 2.5000000E+001, 2.5000000E+001
 1.0000000E+000, 8.0000004E-003, 2.4999971E+001, 2.5000000E+001
 2.0000000E+000, 8.0000004E-003, 3.7604000E+001, 2.5000000E+001
 3.0000000E+000, 8.0000004E-003, 4.4754642E+001, 2.5000000E+001
 4.0000000E+000, 8.0000004E-003, 5.0535622E+001, 2.5000000E+001
 5.0000000E+000, 8.0000004E-003, 5.5367584E+001, 2.5000000E+001
 6.0000000E+000, 8.0000004E-003, 5.9609356E+001, 2.5000004E+001
 7.0000000E+000, 8.0000004E-003, 6.3411568E+001, 2.5000013E+001
 8.0000000E+000, 8.0000004E-003, 6.6880135E+001, 2.5000048E+001
 9.0000000E+000, 8.0000004E-003, 7.0080643E+001, 2.5000143E+001
 1.0000000E+001, 8.0000004E-003, 7.3061081E+001, 2.5000383E+001
 1.1000000E+001, 8.0000004E-003, 7.5856331E+001, 2.5000908E+001
 1.2000000E+001, 8.0000004E-003, 7.8493309E+001, 2.5001947E+001
 1.3000000E+001, 8.0000004E-003, 8.0992859E+001, 2.5003830E+001
 1.4000000E+001, 8.0000004E-003, 8.3371101E+001, 2.5006996E+001
 1.5000000E+001, 8.0000004E-003, 8.5642174E+001, 2.5011992E+001
 1.6000000E+001, 8.0000004E-003, 8.7817375E+001, 2.5019455E+001
 1.7000000E+001, 8.0000004E-003, 8.9905663E+001, 2.5030102E+001
 1.8000000E+001, 8.0000004E-003, 9.1915550E+001, 2.5044703E+001
 1.9000000E+001, 8.0000004E-003, 9.3852371E+001, 2.5064054E+001
 2.0000000E+001, 8.0000004E-003, 9.5724640E+001, 2.5088972E+001
 2.1000000E+001, 8.0000004E-003, 9.7535049E+001, 2.5120251E+001
 2.2000000E+001, 8.0000004E-003, 9.9289276E+001, 2.5158669E+001
 2.3000000E+001, 8.0000004E-003, 1.0099118E+002, 2.5204962E+001
 2.4000000E+001, 8.0000004E-003, 1.0264375E+002, 2.5259821E+001
 2.5000000E+001, 8.0000004E-003, 1.0425111E+002, 2.5323881E+001
 2.6000000E+001, 8.0000004E-003, 1.0581581E+002, 2.5397717E+001
 2.7000000E+001, 8.0000004E-003, 1.0733981E+002, 2.5481842E+001
 2.8000000E+001, 8.0000004E-003, 1.0882548E+002, 2.5576710E+001
 2.9000000E+001, 8.0000004E-003, 1.1027515E+002, 2.5682705E+001
 3.0000000E+001, 8.0000004E-003, 1.1169128E+002, 2.5800163E+001
 3.1000000E+001, 8.0000004E-003, 1.1307515E+002, 2.5929367E+001
 3.2000000E+001, 8.0000004E-003, 1.1442763E+002, 2.6070522E+001
 3.3000000E+001, 8.0000004E-003, 1.1575212E+002, 2.6223824E+001
 3.4000000E+001, 8.0000004E-003, 1.1704880E+002, 2.6389381E+001
 3.5000000E+001, 8.0000004E-003, 1.1831774E+002, 2.6567265E+001
 3.6000000E+001, 8.0000004E-003, 1.1956258E+002, 2.6757536E+001
 3.7000000E+001, 8.0000004E-003, 1.2078294E+002, 2.6960186E+001
 3.8000000E+001, 8.0000004E-003, 1.2198013E+002, 2.7175192E+001
 3.9000000E+001, 8.0000004E-003, 1.2315497E+002, 2.7402508E+001
 4.0000000E+001, 8.0000004E-003, 1.2430748E+002, 2.7642050E+001
 4.1000000E+001, 8.0000004E-003, 1.2544096E+002, 2.7893703E+001
 4.2000000E+001, 8.0000004E-003, 1.2655401E+002, 2.8157351E+001
 4.3000000E+001, 8.0000004E-003, 1.2764777E+002, 2.8432838E+001
 4.4000000E+001, 8.0000004E-003, 1.2872386E+002, 2.8720020E+001
 4.5000000E+001, 8.0000004E-003, 1.2978171E+002, 2.9018711E+001
 4.6000000E+001, 8.0000004E-003, 1.3082249E+002, 2.9328711E+001
 4.7000000E+001, 8.0000004E-003, 1.3184804E+002, 2.9649851E+001
 4.8000000E+001, 8.0000004E-003, 1.3285623E+002, 2.9981951E+001
 4.9000000E+001, 8.0000004E-003, 1.3384903E+002, 3.0324759E+001
 5.0000000E+001, 8.0000004E-003, 1.3482845E+002, 3.0678064E+001
 5.1000000E+001, 8.0000004E-003, 1.3579266E+002, 3.1041656E+001
 5.2000000E+001, 8.0000004E-003, 1.3674300E+002, 3.1415310E+001
 5.3000000E+001, 8.0000004E-003, 1.3767995E+002, 3.1798759E+001
 5.4000000E+001, 8.0000004E-003, 1.3860364E+002, 3.2191803E+001
 5.5000000E+001, 8.0000004E-003, 1.3951535E+002, 3.2594238E+001
 5.6000000E+001, 8.0000004E-003, 1.4041414E+002, 3.3005848E+001
 5.7000000E+001, 8.0000004E-003, 1.4130090E+002, 3.3426453E+001
 5.8000000E+001, 8.0000004E-003, 1.4217696E+002, 3.3855698E+001
 5.9000000E+001, 8.0000004E-003, 1.4304088E+002, 3.4293381E+001
 6.0000000E+001, 8.0000004E-003, 1.4389430E+002, 3.4739285E+001
 6.1000000E+001, 8.0000004E-003, 1.4473740E+002, 3.5193199E+001
 6.2000000E+001, 8.0000004E-003, 1.4557047E+002, 3.5654911E+001
 6.3000000E+001, 8.0000004E-003, 1.4639186E+002, 3.6124210E+001
 6.4000000E+001, 8.0000004E-003, 1.4720447E+002, 3.6600876E+001
 6.5000000E+001, 8.0000004E-003, 1.4800798E+002, 3.7084736E+001
 6.6000000E+001, 8.0000004E-003, 1.4880234E+002, 3.7575497E+001
 6.7000000E+001, 8.0000004E-003, 1.4958777E+002, 3.8073002E+001
 6.8000000E+001, 8.0000004E-003, 1.5036469E+002, 3.8577038E+001
 6.9000000E+001, 8.0000004E-003, 1.5113301E+002, 3.9087448E+001
 7.0000000E+001, 8.0000004E-003, 1.5189299E+002, 3.9604015E+001
 7.1000000E+001, 8.0000004E-003, 1.5264474E+002, 4.0126514E+001
 7.2000000E+001, 8.0000004E-003, 1.5338901E+002, 4.0654812E+001
 7.3000000E+001, 8.0000004E-003, 1.5412517E+002, 4.1188709E+001
 7.4000000E+001, 8.0000004E-003, 1.5485434E+002, 4.1727989E+001
 7.5000000E+001, 8.0000004E-003, 1.5557622E+002, 4.2272522E+001
 7.6000000E+001, 8.0000004E-003, 1.5629086E+002, 4.2822124E+001
 7.7000000E+001, 8.0000004E-003, 1.5699947E+002, 4.3376598E+001
 7.8000000E+001, 8.0000004E-003, 1.5770134E+002, 4.3935856E+001
 7.9000000E+001, 8.0000004E-003, 1.5839597E+002, 4.4499695E+001
 8.0000000E+001, 8.0000004E-003, 1.5908432E+002, 4.5067944E+001
 8.1000000E+001, 8.0000004E-003, 1.5976622E+002, 4.5640472E+001
 8.2000000E+001, 8.0000004E-003, 1.6044246E+002, 4.6217136E+001
 8.3000000E+001, 8.0000004E-003, 1.6111324E+002, 4.6797779E+001
 8.4000000E+001, 8.0000004E-003, 1.6177774E+002, 4.7382217E+001
 8.5000000E+001, 8.0000004E-003, 1.6243683E+002, 4.7970402E+001
 8.6000000E+001, 8.0000004E-003, 1.6308992E+002, 4.8562157E+001
 8.7000000E+001, 8.0000004E-003, 1.6373856E+002, 4.9157352E+001
 8.8000000E+001, 8.0000004E-003, 1.6438191E+002, 4.9755863E+001
 8.9000000E+001, 8.0000004E-003, 1.6501932E+002, 5.0357571E+001
 9.0000000E+001, 8.0000004E-003, 1.6565236E+002, 5.0962341E+001
 9.1000000E+001, 8.0000004E-003, 1.6628065E+002, 5.1570065E+001
 9.2000000E+001, 8.0000004E-003, 1.6690363E+002, 5.2180614E+001
 9.3000000E+001, 8.0000004E-003, 1.6752295E+002, 5.2793892E+001
 9.4000000E+001, 8.0000004E-003, 1.6813667E+002, 5.3409771E+001
 9.5000000E+001, 8.0000004E-003, 1.6874741E+002, 5.4028206E+001
 9.6000000E+001, 8.0000004E-003, 1.6935234E+002, 5.4649082E+001
 9.7000000E+001, 8.0000004E-003, 1.6995305E+002, 5.5272232E+001
 9.8000000E+001, 8.0000004E-003, 1.7055098E+002, 5.5897579E+001
 9.9000000E+001, 8.0000004E-003, 1.7114343E+002, 5.6525028E+001
 1.0000000E+002, 8.0000004E-003, 1.7173323E+002, 5.7154499E+001
 1.0100000E+002, 8.0000004E-003, 1.7231816E+002, 5.7785900E+001
 1.0200000E+002, 8.0000004E-003, 1.7290041E+002, 5.8419159E+001
 1.0300000E+002, 8.0000004E-003, 1.7347827E+002, 5.9054253E+001
 1.0400000E+002, 8.0000004E-003, 1.7405254E+002, 5.9690956E+001
 1.0500000E+002, 8.0000004E-003, 1.7462331E+002, 6.0329262E+001
 1.0600000E+002, 8.0000004E-003, 1.7519060E+002, 6.0969078E+001
 1.0700000E+002, 8.0000004E-003, 1.7575456E+002, 6.1610329E+001
 1.0800000E+002, 8.0000004E-003, 1.7631508E+002, 6.2253014E+001
 1.0900000E+002, 8.0000004E-003, 1.7687241E+002, 6.2896938E+001
 1.1000000E+002, 8.0000004E-003, 1.7742717E+002, 6.3542095E+001
 1.1100000E+002, 8.0000004E-003, 1.7797769E+002, 6.4188423E+001
 1.1200000E+002, 8.0000004E-003, 1.7852623E+002, 6.4835823E+001
 1.1300000E+002, 8.0000004E-003, 1.7907074E+002, 6.5484291E+001
 1.1400000E+002, 8.0000004E-003, 1.7961340E+002, 6.6133675E+001
 1.1500000E+002, 8.0000004E-003, 1.8015321E+002, 6.6783966E+001
 1.1600000E+002, 8.0000004E-003, 1.8068921E+002, 6.7435181E+001
 1.1700000E+002, 8.0000004E-003, 1.8122343E+002, 6.8087120E+001
 1.1800000E+002, 8.0000004E-003, 1.8175424E+002, 6.8739792E+001
 1.1900000E+002, 8.0000004E-003, 1.8228256E+002, 6.9393166E+001
 1.2000000E+002, 8.0000004E-003, 1.8280908E+002, 7.0047142E+001
 1.2100000E+002, 8.0000004E-003, 1.8333217E+002, 7.0701736E+001
 1.2200000E+002, 8.0000004E-003, 1.8385286E+002, 7.1356804E+001
 1.2300000E+002, 8.0000004E-003, 1.8437096E+002, 7.2012344E+001
 1.2400000E+002, 8.0000004E-003, 1.8488704E+002, 7.2668373E+001
 1.2500000E+002, 8.0000004E-003, 1.8540074E+002, 7.3324715E+001
 1.2600000E+002, 8.0000004E-003, 1.8591182E+002, 7.3981392E+001
 1.2700000E+002, 8.0000004E-003, 1.8642097E+002, 7.4638443E+001
 1.2800000E+002, 8.0000004E-003, 1.8692766E+002, 7.5295677E+001
 1.2900000E+002, 8.0000004E-003, 1.8743198E+002, 7.5953133E+001
 1.3000000E+002, 8.0000004E-003, 1.8793474E+002, 7.6610771E+001
 1.3100000E+002, 8.0000004E-003, 1.8843552E+002, 7.7268562E+001
 1.3200000E+002, 8.0000004E-003, 1.8893294E+002, 7.7926437E+001
 1.3300000E+002, 8.0000004E-003, 1.8942929E+002, 7.8584373E+001
 1.3400000E+002, 8.0000004E-003, 1.8992371E+002, 7.9242317E+001
 1.3500000E+002, 8.0000004E-003, 1.9041563E+002, 7.9900291E+001
 1.3600000E+002, 8.0000004E-003, 1.9090549E+002, 8.0558167E+001
 1.3700000E+002, 8.0000004E-003, 1.9139417E+002, 8.1215958E+001
 1.3800000E+002, 8.0000004E-003, 1.9188095E+002, 8.1873703E+001
 1.3900000E+002, 8.0000004E-003, 1.9236514E+002, 8.2531250E+001
 1.4000000E+002, 8.0000004E-003, 1.9284761E+002, 8.3188637E+001
 1.4100000E+002, 8.0000004E-003, 1.9332898E+002, 8.3845901E+001
 1.4200000E+002, 8.0000004E-003, 1.9380833E+002, 8.4502869E+001
 1.4300000E+002, 8.0000004E-003, 1.9428534E+002, 8.5159592E+001
 1.4400000E+002, 8.0000004E-003, 1.9476123E+002, 8.5816048E+001
 1.4500000E+002, 8.0000004E-003, 1.9523514E+002, 8.6472214E+001
 1.4600000E+002, 8.0000004E-003, 1.9570717E+002, 8.7128044E+001
 1.4700000E+002, 8.0000004E-003, 1.9617781E+002, 8.7783531E+001
 1.4800000E+002, 8.0000004E-003, 1.9664709E+002, 8.8438614E+001
 1.4900000E+002, 8.0000004E-003, 1.9711475E+002, 8.9093330E+001
 1.5000000E+002, 8.0000004E-003, 1.9758078E+002, 8.9747574E+001
 1.5100000E+002, 8.0000004E-003, 1.9804428E+002, 9.0401382E+001
 1.5200000E+002, 8.0000004E-003, 1.9850729E+002, 9.1054802E+001
 1.5300000E+002, 8.0000004E-003, 1.9896864E+002, 9.1707680E+001
 1.5400000E+002, 8.0000004E-003, 1.9942848E+002, 9.2360054E+001
 1.5500000E+002, 8.0000004E-003, 1.9988643E+002, 9.3011917E+001
 1.5600000E+002, 8.0000004E-003, 2.0034337E+002, 9.3663254E+001
 1.5700000E+002, 8.0000004E-003, 2.0079840E+002, 9.4314003E+001
 1.5800000E+002, 8.0000004E-003, 2.0125256E+002, 9.4964165E+001
 1.5900000E+002, 8.0000004E-003, 2.0170525E+002, 9.5613731E+001
 1.6000000E+002, 8.0000004E-003, 2.0215598E+002, 9.6262764E+001
 1.6100000E+002, 8.0000004E-003, 2.0260573E+002, 9.6911102E+001
 1.6200000E+002, 8.0000004E-003, 2.0305402E+002, 9.7558800E+001
 1.6300000E+002, 8.0000004E-003, 2.0350113E+002, 9.8205864E+001
 1.6400000E+002, 8.0000004E-003, 2.0394672E+002, 9.8852280E+001
 1.6500000E+002, 8.0000004E-003, 2.0439131E+002, 9.9497993E+001
 1.6600000E+002, 8.0000004E-003, 2.0483369E+002, 1.0014297E+002
 1.6700000E+002, 8.0000004E-003, 2.0527548E+002, 1.0078726E+002
 1.6800000E+002, 8.0000004E-003, 2.0571614E+002, 1.0143085E+002
 1.6900000E+002, 8.0000004E-003, 2.0615556E+002, 1.0207372E+002
 1.7000000E+002, 8.0000004E-003, 2.0659364E+002, 1.0271582E+002
 1.7100000E+002, 8.0000004E-003, 2.0703036E+002, 1.0335712E+002
 1.7200000E+002, 8.0000004E-003, 2.0746538E+002, 1.0399766E+002
 1.7300000E+002, 8.0000004E-003, 2.0789931E+002, 1.0463747E+002
 1.7400000E+002, 8.0000004E-003, 2.0833255E+002, 1.0527644E+002
 1.7500000E+002, 8.0000004E-003, 2.0876437E+002, 1.0591461E+002
 1.7600000E+002, 8.0000004E-003, 2.0919511E+002, 1.0655196E+002
 1.7700000E+002, 8.0000004E-003, 2.0962473E+002, 1.0718848E+002
 1.7800000E+002, 8.0000004E-003, 2.1005316E+002, 1.0782417E+002
 1.7900000E+002, 8.0000004E-003, 2.1047993E+002, 1.0845904E+002
 1.8000000E+002, 8.0000004E-003, 2.1090581E+002, 1.0909308E+002
 1.8100000E+002, 8.0000004E-003, 2.1133054E+002, 1.0972623E+002
 1.8200000E+002, 8.0000004E-003, 2.1175435E+002, 1.1035851E+002
 1.8300000E+002, 8.0000004E-003, 2.1217705E+002, 1.1098991E+002
 1.8400000E+002, 8.0000004E-003, 2.1259871E+002, 1.1162044E+002
 1.8500000E+002, 8.0000004E-003, 2.1301944E+002, 1.1225011E+002
 1.8600000E+002, 8.0000004E-003, 2.1343842E+002, 1.1287883E+002
 1.8700000E+002, 8.0000004E-003, 2.1385661E+002, 1.1350668E+002
 1.8800000E+002, 8.0000004E-003, 2.1427325E+002, 1.1413360E+002
 1.8900000E+002, 8.0000004E-003, 2.1468930E+002, 1.1475961E+002
 1.9000000E+002, 8.0000004E-003, 2.1510442E+002, 1.1538467E+002
 1.9100000E+002, 8.0000004E-003, 2.1551859E+002, 1.1600882E+002
 1.9200000E+002, 8.0000004E-003, 2.1593159E+002, 1.1663202E+002
 1.9300000E+002, 8.0000004E-003, 2.1634340E+002, 1.1725430E+002
 1.9400000E+002, 8.0000004E-003, 2.1675427E+002, 1.1787564E+002
 1.9500000E+002, 8.0000004E-003, 2.1716420E+002, 1.1849600E+002
 1.9600000E+002, 8.0000004E-003, 2.1757310E+002, 1.1911539E+002
 1.9700000E+002, 8.0000004E-003, 2.1798108E+002, 1.1973382E+002
 1.9800000E+002, 8.0000004E-003, 2.1838795E+002, 1.2035126E+002
 1.9900000E+002, 8.0000004E-003, 2.1879381E+002, 1.2096775E+002
 2.0000000E+002, 8.0000004E-003, 2.1919823E+002, 1.2158326E+002
 2.0100000E+002, 8.0000004E-003, 2.1960182E+002, 1.2219778E+002
 2.0200000E+002, 8.0000004E-003, 2.2000447E+002, 1.2281133E+002
 2.0300000E+002, 8.0000004E-003, 2.2040637E+002, 1.2342387E+002
 2.0400000E+002, 8.0000004E-003, 2.2080722E+002, 1.2403544E+002
 2.0500000E+002, 8.0000004E-003, 2.2120709E+002, 1.2464601E+002
 2.0600000E+002, 8.0000004E-003, 2.2160616E+002, 1.2525556E+002
 2.0700000E+002, 8.0000004E-003, 2.2200423E+002, 1.2586411E+002
 2.0800000E+002, 8.0000004E-003, 2.2240137E+002, 1.2647165E+002
 2.0900000E+002, 8.0000004E-003, 2.2279768E+002, 1.2707817E+002
 2.1000000E+002, 8.0000004E-003, 2.2319298E+002, 1.2768368E+002
 2.1100000E+002, 8.0000004E-003, 2.2358704E+002, 1.2828818E+002
 2.1200000E+002, 8.0000004E-003, 2.2398015E+002, 1.2889163E+002
 2.1300000E+002, 8.0000004E-003, 2.2437244E+002, 1.2949408E+002
 2.1400000E+002, 8.0000004E-003, 2.2476385E+002, 1.3009550E+002
 2.1500000E+002, 8.0000004E-003, 2.2515450E+002, 1.3069589E+002
 2.1600000E+002, 8.0000004E-003, 2.2554414E+002, 1.3129524E+002
 2.1700000E+002, 8.0000004E-003, 2.2593285E+002, 1.3189357E+002
 2.1800000E+002, 8.0000004E-003, 2.2632074E+002, 1.3249084E+002
 2.1900000E+002, 8.0000004E-003, 2.2670761E+002, 1.3308708E+002
 2.2000000E+002, 8.0000004E-003, 2.2709357E+002, 1.3368228E+002
 2.2100000E+002, 8.0000004E-003, 2.2747876E+002, 1.3427641E+002
 2.2200000E+002, 8.0000004E-003, 2.2786299E+002, 1.3486949E+002
 2.2300000E+002, 8.0000004E-003, 2.2824631E+002, 1.3546153E+002
 2.2400000E+002, 8.0000004E-003, 2.2862885E+002, 1.3605252E+002
 2.2500000E+002, 8.0000004E-003, 2.2901044E+002, 1.3664246E+002
 2.2600000E+002, 8.0000004E-003, 2.2939098E+002, 1.3723135E+002
 2.2700000E+002, 8.0000004E-003, 2.2977061E+002, 1.3781915E+002
 2.2800000E+002, 8.0000004E-003, 2.3014937E+002, 1.3840596E+002
